카테고리,대구광역시 달성군,대구광역시 달성군 화원읍,대구광역시 달성군 논공읍,대구광역시 달성군 논공읍공단출장소,대구광역시 달성군 다사읍,대구광역시 달성군 다사읍서재출장소,대구광역시 달성군 유가읍,대구광역시 달성군 옥포읍,대구광역시 달성군 현풍읍,대구광역시 달성군 가창면,대구광역시 달성군 하빈면,대구광역시 달성군 구지면
2021년07월_계_총인구수,"260,960","47,546","4,765","13,432","50,360","38,673","29,620","25,367","23,101","7,845","3,670","16,581"
2021년07월_계_연령구간인구수,"260,960","47,546","4,765","13,432","50,360","38,673","29,620","25,367","23,101","7,845","3,670","16,581"
2021년07월_계_0~9세,"29,031","3,152",292,765,"5,687","6,186","5,154","2,571","2,368",398,105,"2,353"
2021년07월_계_10~19세,"24,164","4,385",162,"1,331","5,992","3,564","3,529","1,770","1,704",479,124,"1,124"
2021년07월_계_20~29세,"28,661","6,215",489,"1,815","5,501","3,848","2,412","2,578","3,148",659,273,"1,723"
2021년07월_계_30~39세,"40,896","5,111",606,"1,318","6,894","8,188","6,008","3,913","4,305",602,275,"3,676"
2021년07월_계_40~49세,"44,134","6,883",555,"2,443","9,576","7,262","6,078","3,730","3,588",920,312,"2,787"
2021년07월_계_50~59세,"40,716","9,571",920,"3,004","7,844","4,915","2,984","4,255","3,156","1,332",794,"1,941"
2021년07월_계_60~69세,"31,709","7,405",936,"1,704","5,471","3,177","2,193","3,926","2,721","1,684",875,"1,617"
2021년07월_계_70~79세,"14,271","3,282",487,665,"2,407","1,116",835,"1,782","1,372","1,018",503,804
2021년07월_계_80~89세,"6,533","1,374",279,347,878,370,371,756,666,640,358,494
2021년07월_계_90~99세,826,164,38,37,109,45,54,86,71,111,49,62
2021년07월_계_100세 이상,19,4,1,3,1,2,2,0,2,2,2,0
2021년07월_남_총인구수,"132,469","23,623","2,572","7,124","24,875","19,709","15,067","12,794","12,131","3,902","1,971","8,701"
2021년07월_남_연령구간인구수,"132,469","23,623","2,572","7,124","24,875","19,709","15,067","12,794","12,131","3,902","1,971","8,701"
2021년07월_남_0~9세,"14,773","1,614",151,380,"2,861","3,156","2,631","1,339","1,205",206,47,"1,183"
2021년07월_남_10~19세,"12,590","2,260",78,700,"3,125","1,845","1,846",935,890,260,62,589
2021년07월_남_20~29세,"15,793","3,419",290,"1,099","2,918","2,012","1,330","1,375","1,818",387,169,976
2021년07월_남_30~39세,"21,392","2,738",351,713,"3,415","4,161","2,985","2,026","2,479",304,165,"2,055"
2021년07월_남_40~49세,"23,012","3,312",349,"1,320","4,721","3,917","3,138","2,002","2,006",485,198,"1,564"
2021년07월_남_50~59세,"20,305","4,606",503,"1,623","3,733","2,419","1,542","2,079","1,598",708,468,"1,026"
2021년07월_남_60~69세,"15,694","3,651",529,903,"2,604","1,573","1,062","1,928","1,340",815,507,782
2021년07월_남_70~79세,"6,621","1,493",224,279,"1,170",518,403,835,587,504,241,367
2021년07월_남_80~89세,"2,127",497,90,100,311,101,113,256,194,209,105,151
2021년07월_남_90~99세,159,33,7,7,17,7,17,19,13,23,8,8
2021년07월_남_100세 이상,3,0,0,0,0,0,0,0,1,1,1,0
2021년07월_여_총인구수,"128,491","23,923","2,193","6,308","25,485","18,964","14,553","12,573","10,970","3,943","1,699","7,880"
2021년07월_여_연령구간인구수,"128,491","23,923","2,193","6,308","25,485","18,964","14,553","12,573","10,970","3,943","1,699","7,880"
2021년07월_여_0~9세,"14,258","1,538",141,385,"2,826","3,030","2,523","1,232","1,163",192,58,"1,170"
2021년07월_여_10~19세,"11,574","2,125",84,631,"2,867","1,719","1,683",835,814,219,62,535
2021년07월_여_20~29세,"12,868","2,796",199,716,"2,583","1,836","1,082","1,203","1,330",272,104,747
2021년07월_여_30~39세,"19,504","2,373",255,605,"3,479","4,027","3,023","1,887","1,826",298,110,"1,621"
2021년07월_여_40~49세,"21,122","3,571",206,"1,123","4,855","3,345","2,940","1,728","1,582",435,114,"1,223"
2021년07월_여_50~59세,"20,411","4,965",417,"1,381","4,111","2,496","1,442","2,176","1,558",624,326,915
2021년07월_여_60~69세,"16,015","3,754",407,801,"2,867","1,604","1,131","1,998","1,381",869,368,835
2021년07월_여_70~79세,"7,650","1,789",263,386,"1,237",598,432,947,785,514,262,437
2021년07월_여_80~89세,"4,406",877,189,247,567,269,258,500,472,431,253,343
2021년07월_여_90~99세,667,131,31,30,92,38,37,67,58,88,41,54
2021년07월_여_100세 이상,16,4,1,3,1,2,2,0,1,1,1,0
