카테고리,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020년01월_계_80~89세,"12,083",505,218,770,936,767,394,631,833,655,508,938,331,376,636,556,419,442,973,414,781
2020년01월_계_90~99세,"1,460",70,50,96,108,82,60,82,83,87,64,128,36,46,77,75,45,37,104,46,84
2020년01월_계_100세 이상,223,14,7,6,12,12,8,15,12,31,12,12,7,8,8,10,2,3,10,8,26
2020년01월_남_총인구수,"173,108","7,697","5,071","9,833","9,960","9,816","6,028","8,703","10,118","11,241","9,207","11,876","5,035","6,013","10,192","8,358","8,194","5,774","14,727","5,484","9,781"
2020년01월_남_연령구간인구수,"173,108","7,697","5,071","9,833","9,960","9,816","6,028","8,703","10,118","11,241","9,207","11,876","5,035","6,013","10,192","8,358","8,194","5,774","14,727","5,484","9,781"
2020년01월_남_0~9세,"11,281",308,362,804,511,659,318,455,607,"1,036",615,688,413,423,514,551,673,350,"1,064",258,672
2020년01월_남_10~19세,"13,313",332,261,975,828,825,315,513,649,946,"1,087","1,088",376,518,700,738,509,483,"1,341",255,574
2020년01월_남_20~29세,"25,428","1,436",974,"1,104","1,161","1,449","1,141","1,756","1,543","1,292","1,195","1,670",635,736,"1,736","1,156","1,443",876,"2,057",932,"1,136"
2020년01월_남_30~39세,"24,389","1,281",938,"1,189","1,053","1,239","1,106","1,621","1,574","1,546",966,"1,365",870,764,"1,310","1,011","1,409",701,"1,845","1,012","1,589"
2020년01월_남_40~49세,"26,311",981,815,"1,657","1,425","1,553",918,"1,272","1,544","1,948","1,514","1,782",745,958,"1,524","1,160","1,264",833,"2,160",801,"1,457"
2020년01월_남_50~59세,"28,665","1,372",751,"1,497","1,686","1,736",860,"1,200","1,474","1,787","1,731","2,230",759,"1,144","1,737","1,389","1,254",997,"2,658",880,"1,523"
2020년01월_남_60~69세,"25,383","1,170",628,"1,449","1,757","1,363",760,"1,032","1,489","1,552","1,259","1,832",695,875,"1,568","1,341",931,864,"2,336",791,"1,691"
2020년01월_남_70~79세,"13,623",617,251,848,"1,151",698,455,605,892,872,638,889,409,463,851,767,547,500,919,399,852
2020년01월_남_80~89세,"4,317",180,76,284,363,268,138,227,326,229,184,301,123,121,237,221,157,158,329,142,253
2020년01월_남_90~99세,352,17,15,24,24,23,13,19,17,26,14,30,9,9,15,21,7,11,17,13,28
2020년01월_남_100세 이상,46,3,0,2,1,3,4,3,3,7,4,1,1,2,0,3,0,1,1,1,6
2020년01월_여_총인구수,"184,176","7,596","5,146","10,892","10,574","10,744","7,124","9,538","11,366","11,733","9,372","12,826","5,365","6,236","10,243","8,672","8,951","6,005","15,584","5,955","10,254"
2020년01월_여_연령구간인구수,"184,176","7,596","5,146","10,892","10,574","10,744","7,124","9,538","11,366","11,733","9,372","12,826","5,365","6,236","10,243","8,672","8,951","6,005","15,584","5,955","10,254"
2020년01월_여_0~9세,"10,887",323,296,811,451,643,306,489,527,"1,005",622,690,405,388,505,528,632,369,982,276,639
2020년01월_여_10~19세,"12,673",290,262,959,681,816,336,542,642,893,958,"1,056",370,536,640,657,518,464,"1,346",227,480
2020년01월_여_20~29세,"25,839","1,582","1,060",957,"1,048","1,409","1,733","2,130","1,775","1,181","1,001","1,403",621,618,"1,486","1,000","1,804",790,"1,839","1,176","1,226"
2020년01월_여_30~39세,"23,488","1,068",858,"1,193",964,"1,275","1,202","1,549","1,660","1,602",942,"1,223",814,752,"1,118",975,"1,419",597,"1,801","1,003","1,473"
2020년01월_여_40~49세,"25,739",826,721,"1,770","1,410","1,571",917,"1,218","1,549","1,822","1,576","1,922",763,942,"1,334","1,190","1,199",826,"2,241",709,"1,233"
2020년01월_여_50~59세,"30,806","1,188",845,"1,770","1,840","1,924",869,"1,169","1,657","1,959","1,745","2,434",839,"1,197","1,850","1,548","1,339","1,047","3,059",872,"1,655"
2020년01월_여_60~69세,"28,244","1,185",627,"1,750","2,110","1,543",864,"1,138","1,783","1,664","1,367","2,110",830,936,"1,749","1,518","1,102",962,"2,377",841,"1,788"
2020년01월_여_70~79세,"17,449",745,293,"1,120","1,402",996,590,824,"1,191","1,096",779,"1,242",482,569,"1,092",860,636,638,"1,199",539,"1,156"
2020년01월_여_80~89세,"7,766",325,142,486,573,499,256,404,507,426,324,637,208,255,399,335,262,284,644,272,528
2020년01월_여_90~99세,"1,108",53,35,72,84,59,47,63,66,61,50,98,27,37,62,54,38,26,87,33,56
2020년01월_여_100세 이상,177,11,7,4,11,9,4,12,9,24,8,11,6,6,8,7,2,2,9,7,20
