카테고리,대전광역시 유성구,대전광역시 유성구 진잠동,대전광역시 유성구 온천1동,대전광역시 유성구 온천2동,대전광역시 유성구 노은1동,대전광역시 유성구 노은2동,대전광역시 유성구 노은3동,대전광역시 유성구 신성동,대전광역시 유성구 전민동,대전광역시 유성구 구즉동,대전광역시 유성구 관평동,대전광역시 유성구 원신흥동
2020년05월_계_총인구수,"351,532","35,434","34,348","40,224","22,247","25,110","37,334","25,637","27,359","28,234","29,090","46,515"
2020년05월_계_연령구간인구수,"351,532","35,434","34,348","40,224","22,247","25,110","37,334","25,637","27,359","28,234","29,090","46,515"
2020년05월_계_0~9세,"36,105","3,414","1,559","3,601","2,359","2,613","5,118","3,067","2,718","2,709","3,278","5,669"
2020년05월_계_10~19세,"38,705","3,466","1,577","3,291","3,056","3,526","4,536","2,939","3,333","3,209","4,620","5,152"
2020년05월_계_20~29세,"52,562","4,534","8,151","8,287","2,851","3,184","3,794","3,965","4,302","4,297","3,710","5,487"
2020년05월_계_30~39세,"56,933","4,643","6,548","6,574","3,300","3,235","6,523","5,221","4,480","4,247","4,048","8,114"
2020년05월_계_40~49세,"60,764","6,002","4,361","5,601","4,357","4,937","7,222","4,134","4,474","4,889","6,097","8,690"
2020년05월_계_50~59세,"53,914","6,288","5,630","6,037","3,241","3,946","5,102","3,459","4,462","4,651","4,319","6,779"
2020년05월_계_60~69세,"32,050","4,148","3,840","4,311","1,734","1,996","3,185","1,801","2,318","2,346","2,033","4,338"
2020년05월_계_70~79세,"13,163","1,893","1,732","1,658",857,"1,063","1,261",638,713,"1,154",651,"1,543"
2020년05월_계_80~89세,"6,245",902,791,743,419,525,509,360,458,632,281,625
2020년05월_계_90~99세,"1,035",134,137,115,72,84,80,52,98,96,52,115
2020년05월_계_100세 이상,56,10,22,6,1,1,4,1,3,4,1,3
2020년05월_남_총인구수,"177,460","18,013","17,723","20,899","10,988","12,335","18,360","13,435","13,997","14,473","14,902","22,335"
2020년05월_남_연령구간인구수,"177,460","18,013","17,723","20,899","10,988","12,335","18,360","13,435","13,997","14,473","14,902","22,335"
2020년05월_남_0~9세,"18,596","1,739",787,"1,819","1,213","1,324","2,592","1,590","1,469","1,405","1,726","2,932"
2020년05월_남_10~19세,"20,115","1,847",823,"1,718","1,581","1,821","2,320","1,564","1,694","1,652","2,424","2,671"
2020년05월_남_20~29세,"28,165","2,488","4,167","4,862","1,456","1,628","1,990","2,184","2,363","2,391","1,961","2,675"
2020년05월_남_30~39세,"29,489","2,396","3,759","3,528","1,615","1,596","3,108","2,864","2,414","2,285","2,072","3,852"
2020년05월_남_40~49세,"29,941","3,087","2,332","2,821","2,056","2,321","3,552","2,070","2,135","2,488","2,910","4,169"
2020년05월_남_50~59세,"26,793","3,150","2,783","2,901","1,657","1,998","2,462","1,780","2,191","2,397","2,351","3,123"
2020년05월_남_60~69세,"16,026","2,097","1,976","2,173",848,969,"1,543",944,"1,239","1,179","1,060","1,998"
2020년05월_남_70~79세,"6,053",897,765,786,385,474,598,327,332,464,315,710
2020년05월_남_80~89세,"2,045",288,287,260,156,187,178,100,130,192,73,194
2020년05월_남_90~99세,224,21,41,30,20,16,16,12,28,19,10,11
2020년05월_남_100세 이상,13,3,3,1,1,1,1,0,2,1,0,0
2020년05월_여_총인구수,"174,072","17,421","16,625","19,325","11,259","12,775","18,974","12,202","13,362","13,761","14,188","24,180"
2020년05월_여_연령구간인구수,"174,072","17,421","16,625","19,325","11,259","12,775","18,974","12,202","13,362","13,761","14,188","24,180"
2020년05월_여_0~9세,"17,509","1,675",772,"1,782","1,146","1,289","2,526","1,477","1,249","1,304","1,552","2,737"
2020년05월_여_10~19세,"18,590","1,619",754,"1,573","1,475","1,705","2,216","1,375","1,639","1,557","2,196","2,481"
2020년05월_여_20~29세,"24,397","2,046","3,984","3,425","1,395","1,556","1,804","1,781","1,939","1,906","1,749","2,812"
2020년05월_여_30~39세,"27,444","2,247","2,789","3,046","1,685","1,639","3,415","2,357","2,066","1,962","1,976","4,262"
2020년05월_여_40~49세,"30,823","2,915","2,029","2,780","2,301","2,616","3,670","2,064","2,339","2,401","3,187","4,521"
2020년05월_여_50~59세,"27,121","3,138","2,847","3,136","1,584","1,948","2,640","1,679","2,271","2,254","1,968","3,656"
2020년05월_여_60~69세,"16,024","2,051","1,864","2,138",886,"1,027","1,642",857,"1,079","1,167",973,"2,340"
2020년05월_여_70~79세,"7,110",996,967,872,472,589,663,311,381,690,336,833
2020년05월_여_80~89세,"4,200",614,504,483,263,338,331,260,328,440,208,431
2020년05월_여_90~99세,811,113,96,85,52,68,64,40,70,77,42,104
2020년05월_여_100세 이상,43,7,19,5,0,0,3,1,1,3,1,3
