카테고리,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2020년03월_남_10~19세,"23,277","1,028",871,"1,570","2,202","2,070",984,"1,804","1,362","1,380","1,123","1,354",751,874,"1,080","1,207","2,155",833,629
2020년03월_남_20~29세,"27,137","1,395","1,239","2,436","1,717","2,193",735,"2,002",682,"1,117","1,163","1,266","1,235","1,431","1,529","1,410","2,713","1,815","1,059"
2020년03월_남_30~39세,"30,317","1,696","1,752","2,400","1,710","2,403",406,"2,653",663,"1,084","1,247","1,109","1,407","1,496","1,478","1,637","3,418","2,367","1,391"
2020년03월_남_40~49세,"37,035","1,846","1,585","2,341","3,064","3,046","1,000","3,388","1,722","1,923","1,631","1,785","1,340","1,500","1,551","1,933","3,839","2,014","1,527"
2020년03월_남_50~59세,"30,830","1,434","1,212","2,297","2,417","2,716","1,070","2,102","1,118","1,531","1,352","1,726","1,146","1,480","1,729","1,681","2,996","1,644","1,179"
2020년03월_남_60~69세,"21,555","1,128",826,"1,651","1,425","1,595",566,"1,378",596,862,"1,026","1,047",929,"1,250","1,469","1,081","2,425","1,178","1,123"
2020년03월_남_70~79세,"12,664",637,481,"1,030",885,751,446,714,409,495,581,581,618,778,819,727,"1,391",597,724
2020년03월_남_80~89세,"4,009",186,141,343,321,275,168,190,142,186,172,256,184,226,237,277,361,156,188
2020년03월_남_90~99세,478,33,22,37,40,40,9,28,12,19,30,30,28,24,31,16,40,16,23
2020년03월_남_100세 이상,52,1,1,5,6,7,2,4,8,1,2,0,5,1,0,2,1,4,2
2020년03월_여_총인구수,"224,781","11,030","9,805","15,832","16,320","18,320","6,411","17,023","8,461","10,711","10,377","11,413","9,333","10,989","11,427","12,872","23,622","11,339","9,496"
2020년03월_여_연령구간인구수,"224,781","11,030","9,805","15,832","16,320","18,320","6,411","17,023","8,461","10,711","10,377","11,413","9,333","10,989","11,427","12,872","23,622","11,339","9,496"
2020년03월_여_0~9세,"17,229",771,775,835,"1,513","1,279",303,"1,616",909,885,870,773,610,605,684,829,"2,155",708,"1,109"
2020년03월_여_10~19세,"22,384",935,796,"1,180","1,996","1,978",990,"1,740","1,368","1,376","1,037","1,526",645,816,"1,007","1,433","2,115",826,620
2020년03월_여_20~29세,"29,195","1,449","1,497","2,701","1,877","2,439",771,"2,374",707,"1,120","1,229","1,420","1,338","1,576","1,420","1,842","2,781","1,703",951
2020년03월_여_30~39세,"35,847","2,071","2,082","2,615","2,271","2,873",515,"3,210","1,022","1,428","1,616","1,398","1,724","1,726","1,623","2,060","3,783","2,215","1,615"
2020년03월_여_40~49세,"41,550","2,002","1,731","2,615","3,435","3,625","1,405","3,313","2,037","2,351","1,962","2,256","1,554","1,668","1,824","2,400","4,013","1,895","1,464"
2020년03월_여_50~59세,"32,130","1,520","1,220","2,415","2,227","2,833","1,016","1,981",966,"1,506","1,470","1,714","1,316","1,795","1,957","1,799","3,322","1,698","1,375"
2020년03월_여_60~69세,"25,358","1,259",967,"1,879","1,610","1,806",667,"1,573",707,"1,074","1,260","1,164","1,153","1,572","1,679","1,255","3,108","1,348","1,277"
2020년03월_여_70~79세,"14,177",674,515,"1,091",941,943,535,840,506,642,623,737,684,864,809,863,"1,532",666,712
2020년03월_여_80~89세,"5,436",285,159,401,351,428,172,288,168,256,243,347,249,286,341,312,636,206,308
2020년03월_여_90~99세,"1,309",61,47,88,89,104,29,73,54,60,64,73,53,69,76,69,172,71,57
2020년03월_여_100세 이상,166,3,16,12,10,12,8,15,17,13,3,5,7,12,7,10,5,3,8
