카테고리,서울특별시 중구,서울특별시 중구 소공동,서울특별시 중구 회현동,서울특별시 중구 명동,서울특별시 중구 필동,서울특별시 중구 장충동,서울특별시 중구 광희동,서울특별시 중구 을지로동,서울특별시 중구 신당동,서울특별시 중구 다산동,서울특별시 중구 약수동,서울특별시 중구 청구동,서울특별시 중구 신당제5동,서울특별시 중구 동화동,서울특별시 중구 황학동,서울특별시 중구 중림동
2020년06월_계_총인구수,"126,092","2,103","5,203","2,992","3,982","4,697","5,034","1,817","7,567","14,454","17,377","14,150","10,644","10,783","12,712","12,577"
2020년06월_계_연령구간인구수,"126,092","2,103","5,203","2,992","3,982","4,697","5,034","1,817","7,567","14,454","17,377","14,150","10,644","10,783","12,712","12,577"
2020년06월_계_0~9세,"7,097",180,202,91,196,189,142,54,265,600,"1,176",793,617,774,759,"1,059"
2020년06월_계_10~19세,"7,131",112,207,153,185,337,205,35,299,878,"1,015",930,592,878,531,774
2020년06월_계_20~29세,"18,565",209,513,355,697,"1,226",761,206,"1,310","2,420","2,071","2,019","1,654","1,492","2,135","1,497"
2020년06월_계_30~39세,"20,393",438,563,394,606,667,774,282,"1,277","2,310","2,498","2,232","1,780","1,373","2,875","2,324"
2020년06월_계_40~49세,"18,388",456,675,439,488,589,621,195,"1,086","2,127","2,525","2,022","1,602","1,665","1,846","2,052"
2020년06월_계_50~59세,"20,939",309,"1,000",513,611,602,878,342,"1,377","2,365","2,902","2,386","1,880","1,967","1,798","2,009"
2020년06월_계_60~69세,"17,228",233,"1,058",532,609,501,858,397,"1,003","1,926","2,610","1,906","1,298","1,384","1,488","1,425"
2020년06월_계_70~79세,"10,601",106,574,336,356,378,536,199,644,"1,243","1,645","1,172",832,769,887,924
2020년06월_계_80~89세,"4,695",45,283,142,175,173,207,76,245,494,779,591,330,407,336,412
2020년06월_계_90~99세,858,10,85,28,50,32,37,21,53,78,147,91,47,60,49,70
2020년06월_계_100세 이상,197,5,43,9,9,3,15,10,8,13,9,8,12,14,8,31
2020년06월_남_총인구수,"61,697","1,019","2,783","1,271","2,049","2,376","2,659","1,102","3,756","7,027","8,180","6,715","5,189","5,186","6,092","6,293"
2020년06월_남_연령구간인구수,"61,697","1,019","2,783","1,271","2,049","2,376","2,659","1,102","3,756","7,027","8,180","6,715","5,189","5,186","6,092","6,293"
2020년06월_남_0~9세,"3,601",92,112,54,103,99,71,28,107,311,562,399,302,419,399,543
2020년06월_남_10~19세,"3,571",32,88,59,97,162,109,12,155,474,519,473,296,434,262,399
2020년06월_남_20~29세,"8,911",84,226,164,357,657,369,98,603,"1,185","1,041",987,767,741,896,736
2020년06월_남_30~39세,"10,219",213,275,196,334,351,429,166,657,"1,208","1,169","1,118",906,642,"1,423","1,132"
2020년06월_남_40~49세,"9,351",239,376,188,277,314,341,127,587,"1,062","1,261",969,824,810,908,"1,068"
2020년06월_남_50~59세,"10,663",158,597,211,342,310,504,238,728,"1,145","1,377","1,166",976,940,923,"1,048"
2020년06월_남_60~69세,"8,568",130,632,230,288,243,448,274,499,887,"1,212",904,639,696,731,755
2020년06월_남_70~79세,"4,750",51,292,122,170,166,286,109,305,554,717,454,350,341,417,416
2020년06월_남_80~89세,"1,739",16,132,36,62,64,78,38,98,182,281,216,116,141,118,161
2020년06월_남_90~99세,260,3,34,8,16,10,18,8,14,16,37,26,13,18,15,24
2020년06월_남_100세 이상,64,1,19,3,3,0,6,4,3,3,4,3,0,4,0,11
2020년06월_여_총인구수,"64,395","1,084","2,420","1,721","1,933","2,321","2,375",715,"3,811","7,427","9,197","7,435","5,455","5,597","6,620","6,284"
2020년06월_여_연령구간인구수,"64,395","1,084","2,420","1,721","1,933","2,321","2,375",715,"3,811","7,427","9,197","7,435","5,455","5,597","6,620","6,284"
2020년06월_여_0~9세,"3,496",88,90,37,93,90,71,26,158,289,614,394,315,355,360,516
2020년06월_여_10~19세,"3,560",80,119,94,88,175,96,23,144,404,496,457,296,444,269,375
2020년06월_여_20~29세,"9,654",125,287,191,340,569,392,108,707,"1,235","1,030","1,032",887,751,"1,239",761
2020년06월_여_30~39세,"10,174",225,288,198,272,316,345,116,620,"1,102","1,329","1,114",874,731,"1,452","1,192"
2020년06월_여_40~49세,"9,037",217,299,251,211,275,280,68,499,"1,065","1,264","1,053",778,855,938,984
2020년06월_여_50~59세,"10,276",151,403,302,269,292,374,104,649,"1,220","1,525","1,220",904,"1,027",875,961
2020년06월_여_60~69세,"8,660",103,426,302,321,258,410,123,504,"1,039","1,398","1,002",659,688,757,670
2020년06월_여_70~79세,"5,851",55,282,214,186,212,250,90,339,689,928,718,482,428,470,508
2020년06월_여_80~89세,"2,956",29,151,106,113,109,129,38,147,312,498,375,214,266,218,251
2020년06월_여_90~99세,598,7,51,20,34,22,19,13,39,62,110,65,34,42,34,46
2020년06월_여_100세 이상,133,4,24,6,6,3,9,6,5,10,5,5,12,10,8,20
