카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년03월_계_80~89세,"131,466","14,783","6,449","8,334","12,677","7,909","9,384","7,806","6,667","6,790","8,204","5,285","8,917","2,576","6,024","2,391","1,685","3,676","4,195","2,610","3,400","4,261","4,834","3,134","3,755",503
2020년03월_계_90~99세,"17,787","2,043",856,"1,187","1,637","1,106","1,399","1,126",956,744,"1,219",773,"1,004",305,773,305,228,472,569,314,447,594,633,476,591,73
2020년03월_계_100세 이상,952,103,52,51,90,52,64,46,57,41,55,57,70,14,42,20,25,26,20,7,25,45,35,27,20,11
2020년03월_남_총인구수,"1,336,289","255,465","120,030","135,435","127,506","70,481","78,917","214,573","51,833","51,685","48,585","35,038","132,578","12,069","25,651","12,651","8,346","17,569","20,976","16,355","22,604","60,497","27,261","16,077","24,487","5,085"
2020년03월_남_연령구간인구수,"1,336,289","255,465","120,030","135,435","127,506","70,481","78,917","214,573","51,833","51,685","48,585","35,038","132,578","12,069","25,651","12,651","8,346","17,569","20,976","16,355","22,604","60,497","27,261","16,077","24,487","5,085"
2020년03월_남_0~9세,"101,707","21,455","9,556","11,899","8,547","5,580","5,814","22,198","3,346","2,952","2,804","2,144","10,913",394,"1,041",528,414,893,820,762,"1,007","5,215","2,366",783,"1,508",223
2020년03월_남_10~19세,"122,401","25,187","11,458","13,729","11,323","6,423","7,355","24,183","4,815","3,684","4,223","3,198","12,140",558,"1,274",690,509,"1,122","1,211","1,161","1,375","6,210","2,351","1,038","2,128",243
2020년03월_남_20~29세,"163,001","32,794","15,699","17,095","15,558","8,364","9,167","31,666","5,845","6,192","4,952","3,442","19,620",974,"1,937","1,080",682,"1,514","1,767","1,530","2,169","7,055","2,320","1,224","2,640",509
2020년03월_남_30~39세,"160,653","32,284","15,153","17,131","13,902","8,332","8,218","35,840","4,794","5,244","4,264","3,209","18,298",813,"1,888","1,050",586,"1,365","1,594","1,365","1,884","8,777","2,829","1,133","2,429",555
2020년03월_남_40~49세,"203,326","39,294","18,698","20,596","19,667","10,322","11,802","37,081","7,362","7,092","6,351","4,764","21,340","1,350","2,843","1,428","1,081","2,275","2,577","2,266","2,948","11,220","3,883","1,977","3,561",842
2020년03월_남_50~59세,"239,321","45,797","21,874","23,923","24,236","12,516","13,707","35,456","9,313","9,716","9,093","6,256","22,474","2,501","4,895","2,525","1,641","3,334","3,963","3,372","4,779","10,534","4,242","3,170","4,711","1,090"
2020년03월_남_60~69세,"193,638","36,841","17,457","19,384","19,358","10,331","11,909","18,710","8,546","8,951","8,617","6,223","16,257","2,694","5,682","2,677","1,638","3,406","4,685","3,165","4,611","6,727","4,428","3,417","3,831",934
2020년03월_남_70~79세,"105,389","16,652","7,921","8,731","10,604","5,762","7,408","6,836","5,276","5,425","5,422","3,977","8,250","1,839","3,925","1,753","1,188","2,397","2,934","1,785","2,617","3,219","3,073","2,129","2,450",468
2020년03월_남_80~89세,"42,963","4,761","2,059","2,702","3,960","2,609","3,207","2,383","2,317","2,238","2,612","1,654","3,052",881,"1,984",852,546,"1,164","1,305",871,"1,104","1,396","1,644","1,089","1,137",197
2020년03월_남_90~99세,"3,687",372,139,233,330,232,315,214,205,178,238,157,221,64,174,63,55,92,119,74,105,137,121,112,90,19
2020년03월_남_100세 이상,203,28,16,12,21,10,15,6,14,13,9,14,13,1,8,5,6,7,1,4,5,7,4,5,2,5
2020년03월_여_총인구수,"1,317,129","250,014","113,036","136,978","126,935","70,128","80,421","203,863","52,724","49,945","50,382","36,489","130,707","11,545","26,682","12,689","8,538","19,400","21,751","15,613","21,078","55,427","28,191","15,874","24,470","4,263"
2020년03월_여_연령구간인구수,"1,317,129","250,014","113,036","136,978","126,935","70,128","80,421","203,863","52,724","49,945","50,382","36,489","130,707","11,545","26,682","12,689","8,538","19,400","21,751","15,613","21,078","55,427","28,191","15,874","24,470","4,263"
2020년03월_여_0~9세,"95,544","19,951","8,880","11,071","8,163","5,208","5,236","20,779","3,122","2,874","2,613","1,966","10,487",335,953,495,371,894,774,752,982,"4,901","2,310",708,"1,467",203
2020년03월_여_10~19세,"109,657","22,606","10,253","12,353","10,295","5,620","6,665","22,035","4,397","3,150","3,711","2,699","11,096",458,"1,156",594,482,"1,037","1,169",998,"1,057","5,512","2,034",874,"1,764",248
2020년03월_여_20~29세,"126,347","24,680","11,183","13,497","11,924","6,542","7,586","25,990","4,130","4,198","3,653","2,713","16,145",653,"1,392",737,501,"1,097","1,214","1,168","1,534","5,559","1,805",912,"1,869",345
2020년03월_여_30~39세,"140,974","29,173","13,091","16,082","12,280","7,398","7,643","31,585","4,185","4,328","3,580","2,794","15,898",629,"1,519",725,501,"1,266","1,394","1,109","1,556","7,238","2,819",950,"2,026",378
2020년03월_여_40~49세,"185,952","38,927","17,505","21,422","17,912","9,219","10,860","36,502","6,858","5,850","5,578","4,118","20,491",913,"2,001","1,064",736,"1,790","2,017","1,748","1,948","9,492","3,161","1,384","2,874",509
2020년03월_여_50~59세,"224,076","45,592","20,413","25,179","22,697","11,528","13,167","33,778","9,035","8,594","8,209","5,948","22,158","1,949","4,144","2,308","1,388","3,013","3,597","2,669","3,959","8,785","3,882","2,793","4,045",838
2020년03월_여_60~69세,"197,663","38,062","17,742","20,320","20,111","10,756","12,664","17,993","9,264","8,960","9,113","6,693","17,064","2,464","5,720","2,677","1,677","3,778","4,662","2,874","4,273","6,265","4,599","3,150","4,015",829
2020년03월_여_70~79세,"133,564","19,255","8,826","10,429","13,460","7,641","9,290","8,826","6,589","6,845","7,306","5,268","10,663","2,195","5,124","2,293","1,551","3,614","3,565","2,313","3,111","4,315","3,848","2,672","3,273",547
2020년03월_여_80~89세,"88,503","10,022","4,390","5,632","8,717","5,300","6,177","5,423","4,350","4,552","5,592","3,631","5,865","1,695","4,040","1,539","1,139","2,512","2,890","1,739","2,296","2,865","3,190","2,045","2,618",306
2020년03월_여_90~99세,"14,100","1,671",717,954,"1,307",874,"1,084",912,751,566,981,616,783,241,599,242,173,380,450,240,342,457,512,364,501,54
2020년03월_여_100세 이상,749,75,36,39,69,42,49,40,43,28,46,43,57,13,34,15,19,19,19,3,20,38,31,22,18,6
