카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2020년03월_여_총인구수,"138,243","1,388","4,157",991,"10,239","3,083","3,156","1,426",689,431,938,"2,332","1,612","2,258","2,004","3,081","1,955","2,720","5,924","3,632","9,768","9,870","5,663","5,263","5,278","16,090","18,164","10,363","4,036","1,148",584
2020년03월_여_연령구간인구수,"138,243","1,388","4,157",991,"10,239","3,083","3,156","1,426",689,431,938,"2,332","1,612","2,258","2,004","3,081","1,955","2,720","5,924","3,632","9,768","9,870","5,663","5,263","5,278","16,090","18,164","10,363","4,036","1,148",584
2020년03월_여_0~9세,"10,721",34,298,16,"1,053",151,62,33,8,12,31,119,55,82,56,114,89,92,384,256,703,720,359,427,546,"1,450","2,304",654,550,40,23
2020년03월_여_10~19세,"13,096",56,324,41,"1,047",146,140,63,25,20,40,143,103,155,111,155,135,145,471,338,958,"1,069",540,608,448,"1,960","2,106","1,114",530,66,39
2020년03월_여_20~29세,"14,887",82,326,57,"1,038",197,246,62,27,27,65,193,178,158,155,320,183,198,585,357,"1,119","1,156",753,707,501,"2,147","2,135","1,386",389,98,42
2020년03월_여_30~39세,"14,801",51,382,43,"1,340",200,142,46,21,18,65,206,122,160,115,237,137,219,560,369,"1,045","1,035",562,545,704,"1,961","2,839",974,622,62,19
2020년03월_여_40~49세,"20,184",90,507,50,"1,518",245,246,86,28,32,66,240,153,252,191,325,199,230,737,464,"1,440","1,664",846,947,739,"2,940","3,297","1,690",796,123,43
2020년03월_여_50~59세,"23,483",233,676,164,"1,707",462,518,189,85,55,206,356,242,369,319,521,325,416,"1,156",622,"1,859","1,679","1,041",939,799,"2,829","2,855","2,136",435,197,93
2020년03월_여_60~69세,"19,720",297,788,212,"1,168",603,618,323,128,84,197,509,316,519,456,693,420,689,"1,065",677,"1,458","1,301",741,652,765,"1,600","1,506","1,269",353,215,98
2020년03월_여_70~79세,"13,074",318,535,210,785,583,637,345,183,100,140,378,310,394,415,477,293,501,668,385,746,765,513,283,496,727,667,665,242,188,125
2020년03월_여_80~89세,"6,926",184,277,167,495,407,455,244,147,70,101,153,119,145,152,200,146,198,257,133,373,409,264,120,226,391,374,395,109,130,85
2020년03월_여_90~99세,"1,264",41,43,30,83,85,89,32,37,12,24,33,12,16,30,34,26,25,33,29,66,72,43,34,46,81,81,79,10,21,17
2020년03월_여_100세 이상,87,2,1,1,5,4,3,3,0,1,3,2,2,8,4,5,2,7,8,2,1,0,1,1,8,4,0,1,0,8,0
