카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년01월_여_총인구수,"1,322,162","250,568","114,016","136,552","127,424","70,354","80,722","204,565","52,969","50,245","50,830","36,687","130,645","11,671","26,882","12,724","8,577","19,529","21,865","15,786","21,266","55,862","28,126","15,933","24,601","4,331"
2020년01월_여_연령구간인구수,"1,322,162","250,568","114,016","136,552","127,424","70,354","80,722","204,565","52,969","50,245","50,830","36,687","130,645","11,671","26,882","12,724","8,577","19,529","21,865","15,786","21,266","55,862","28,126","15,933","24,601","4,331"
2020년01월_여_0~9세,"96,453","20,087","9,100","10,987","8,257","5,288","5,289","20,950","3,151","2,882","2,609","1,984","10,582",348,967,508,378,907,769,786,"1,009","4,998","2,301",700,"1,487",216
2020년01월_여_10~19세,"111,022","22,883","10,403","12,480","10,444","5,703","6,754","22,301","4,466","3,179","3,769","2,701","11,160",462,"1,191",603,492,"1,055","1,198","1,001","1,082","5,604","2,023",900,"1,796",255
2020년01월_여_20~29세,"128,417","25,045","11,466","13,579","12,117","6,631","7,637","26,387","4,190","4,331","3,788","2,812","16,164",694,"1,457",764,510,"1,116","1,258","1,213","1,587","5,697","1,830",935,"1,899",355
2020년01월_여_30~39세,"142,701","29,312","13,300","16,012","12,425","7,475","7,790","31,929","4,260","4,404","3,641","2,838","16,087",651,"1,561",741,507,"1,303","1,405","1,152","1,584","7,372","2,828",971,"2,068",397
2020년01월_여_40~49세,"186,956","39,174","17,704","21,470","18,029","9,256","10,915","36,542","6,925","5,899","5,676","4,150","20,491",926,"2,033","1,066",738,"1,805","2,027","1,778","1,988","9,595","3,121","1,408","2,894",520
2020년01월_여_50~59세,"224,956","45,698","20,599","25,099","22,800","11,524","13,278","33,643","9,073","8,676","8,350","6,040","22,123","2,003","4,216","2,312","1,415","3,063","3,644","2,725","4,028","8,721","3,892","2,799","4,088",845
2020년01월_여_60~69세,"195,898","37,596","17,565","20,031","19,905","10,679","12,558","17,693","9,220","8,919","9,093","6,680","16,809","2,469","5,716","2,660","1,663","3,760","4,656","2,878","4,253","6,200","4,580","3,112","3,966",833
2020년01월_여_70~79세,"133,580","19,166","8,782","10,384","13,470","7,648","9,307","8,792","6,580","6,861","7,343","5,240","10,621","2,200","5,124","2,306","1,563","3,647","3,559","2,298","3,097","4,358","3,853","2,702","3,298",547
2020년01월_여_80~89세,"87,640","9,874","4,351","5,523","8,635","5,276","6,089","5,385","4,323","4,514","5,563","3,594","5,798","1,672","3,991","1,519","1,128","2,475","2,884","1,721","2,275","2,835","3,167","2,024","2,592",306
2020년01월_여_90~99세,"13,797","1,663",712,951,"1,272",832,"1,056",902,741,554,953,603,753,233,593,230,162,377,444,231,345,447,500,359,496,51
2020년01월_여_100세 이상,742,70,34,36,70,42,49,41,40,26,45,45,57,13,33,15,21,21,21,3,18,35,31,23,17,6
