카테고리,서울특별시,서울특별시 종로구,서울특별시 중구,서울특별시 용산구,서울특별시 성동구,서울특별시 광진구,서울특별시 동대문구,서울특별시 중랑구,서울특별시 성북구,서울특별시 강북구,서울특별시 도봉구,서울특별시 노원구,서울특별시 은평구,서울특별시 서대문구,서울특별시 마포구,서울특별시 양천구,서울특별시 강서구,서울특별시 구로구,서울특별시 금천구,서울특별시 영등포구,서울특별시 동작구,서울특별시 관악구,서울특별시 서초구,서울특별시 강남구,서울특별시 송파구,서울특별시 강동구
2020년01월_계_80~89세,"261,722","5,705","4,580","8,246","8,082","8,338","10,832","10,930","13,458","10,656","10,935","15,645","14,747","10,666","10,556","10,229","13,997","10,564","5,996","10,623","11,179","12,140","9,278","11,145","13,452","9,743"
2020년01월_계_90~99세,"40,019","1,018",841,"1,534","1,105","1,217","1,537","1,521","1,921","1,406","1,588","2,265","2,012","1,551","1,546","1,598","2,326","1,403",772,"1,481","1,692","1,588","1,781","2,198","2,380","1,738"
2020년01월_계_100세 이상,"6,325",259,194,357,235,203,285,188,364,237,164,257,403,277,317,170,222,160,169,271,295,309,212,273,273,231
2020년01월_남_총인구수,"4,745,088","73,688","61,946","110,701","147,020","170,164","171,964","196,803","214,247","153,058","162,701","257,746","231,171","149,114","176,782","224,995","286,309","201,065","118,299","182,504","191,772","250,931","206,112","261,190","327,261","217,545"
2020년01월_남_연령구간인구수,"4,745,088","73,688","61,946","110,701","147,020","170,164","171,964","196,803","214,247","153,058","162,701","257,746","231,171","149,114","176,782","224,995","286,309","201,065","118,299","182,504","191,772","250,931","206,112","261,190","327,261","217,545"
2020년01월_남_0~9세,"339,150","4,128","3,742","7,307","11,166","11,018","11,274","12,631","15,730","8,933","10,570","18,365","16,092","10,526","13,383","17,031","22,322","15,524","7,022","12,839","13,501","12,776","18,563","20,037","27,640","17,030"
2020년01월_남_10~19세,"419,617","5,898","3,709","8,390","10,648","13,981","12,744","14,506","19,867","12,082","14,121","29,389","20,705","12,330","14,949","27,369","24,032","16,184","8,011","13,007","14,982","15,703","23,378","31,554","31,557","20,521"
2020년01월_남_20~29세,"713,008","11,621","8,942","15,865","22,738","29,351","27,708","28,122","32,335","21,333","22,966","38,407","32,176","23,775","27,754","31,191","41,168","27,373","18,622","26,965","32,407","52,698","27,240","36,393","46,091","29,767"
2020년01월_남_30~39세,"753,695","10,081","10,305","19,001","25,000","28,769","26,638","30,695","30,735","21,386","22,047","33,426","34,523","22,359","31,100","29,200","52,040","32,879","19,713","33,972","32,298","48,672","30,463","39,126","54,955","34,312"
2020년01월_남_40~49세,"774,242","11,190","9,450","17,858","23,644","26,840","27,021","30,516","35,788","24,981","25,215","42,832","38,618","23,833","30,419","38,651","46,889","33,193","17,842","28,577","30,283","37,677","37,169","46,773","53,528","35,455"
2020년01월_남_50~59세,"754,650","12,936","10,649","18,103","24,202","27,110","27,389","34,985","34,412","26,048","27,809","43,041","37,212","23,982","26,661","38,458","42,284","31,372","20,752","28,495","28,323","34,472","30,775","39,994","50,370","34,816"
2020년01월_남_60~69세,"565,091","9,540","8,486","13,094","17,134","19,356","21,711","26,864","25,075","20,706","22,887","30,515","28,405","17,355","17,605","26,391","34,413","25,347","15,538","21,676","21,941","26,790","21,468","26,493","38,513","27,788"
2020년01월_남_70~79세,"313,217","5,570","4,651","7,435","9,102","10,153","12,643","13,866","14,513","12,956","12,475","15,826","16,944","10,356","10,355","12,747","17,676","14,615","8,184","12,221","13,130","16,730","12,605","15,714","18,876","13,874"
2020년01월_남_80~89세,"100,290","2,283","1,692","3,067","3,016","3,210","4,294","4,223","5,199","4,184","4,138","5,316","5,857","4,095","4,049","3,518","4,869","4,197","2,374","4,273","4,364","4,961","3,927","4,530","5,106","3,548"
2020년01월_남_90~99세,"10,504",356,255,482,305,333,458,353,498,390,432,551,565,429,430,397,550,347,185,412,456,389,474,524,557,376
2020년01월_남_100세 이상,"1,624",85,65,99,65,43,84,42,95,59,41,78,74,74,77,42,66,34,56,67,87,63,50,52,68,58
2020년01월_여_총인구수,"4,988,421","77,527","64,255","118,684","153,390","181,099","174,116","199,952","228,224","160,647","170,052","274,916","248,286","161,239","197,169","232,892","305,290","205,686","114,767","185,412","203,864","248,938","224,938","284,748","349,080","223,250"
2020년01월_여_연령구간인구수,"4,988,421","77,527","64,255","118,684","153,390","181,099","174,116","199,952","228,224","160,647","170,052","274,916","248,286","161,239","197,169","232,892","305,290","205,686","114,767","185,412","203,864","248,938","224,938","284,748","349,080","223,250"
2020년01월_여_0~9세,"321,260","4,054","3,604","6,820","10,649","10,466","10,724","11,887","15,028","8,392","9,922","17,299","15,365","9,947","12,987","16,070","21,420","14,868","6,674","12,464","12,944","12,028","17,340","18,697","25,816","15,795"
2020년01월_여_10~19세,"396,729","5,816","3,585","8,005","10,654","13,401","12,343","13,862","19,081","11,393","13,290","27,157","19,738","12,262","14,634","25,061","23,079","15,200","7,690","11,715","14,271","14,791","22,514","28,847","29,954","18,386"
2020년01월_여_20~29세,"744,368","11,821","9,523","17,126","23,153","32,485","27,373","28,087","33,987","22,049","21,943","36,039","33,776","25,143","33,007","29,637","46,268","28,294","17,740","29,824","33,988","54,951","29,278","39,478","49,760","29,638"
2020년01월_여_30~39세,"753,432","10,275","10,270","19,085","25,723","29,366","24,690","28,602","31,059","19,348","21,065","33,748","34,835","22,578","34,409","30,317","50,766","31,668","15,981","31,959","31,589","39,955","36,069","46,357","59,560","34,158"
2020년01월_여_40~49세,"788,263","11,840","9,101","18,405","23,442","27,578","25,406","28,770","36,673","23,904","25,706","46,986","39,536","24,339","32,052","42,065","46,468","31,321","16,357","27,030","30,162","33,099","41,567","53,618","57,306","35,532"
2020년01월_여_50~59세,"785,090","12,774","10,283","18,492","24,201","28,480","27,160","35,757","35,514","27,502","30,629","45,843","40,056","25,591","27,597","38,875","46,647","32,488","20,534","27,636","30,876","35,005","32,099","40,407","54,040","36,604"
2020년01월_여_60~69세,"629,763","9,696","8,530","14,505","18,173","21,284","23,239","28,394","28,093","23,676","24,730","34,765","32,979","19,600","20,579","28,308","39,507","28,270","16,108","22,988","25,699","30,867","25,199","31,512","42,448","30,614"
2020년01월_여_70~79세,"373,868","6,993","5,756","9,757","11,359","11,867","15,363","16,572","18,838","16,717","14,691","20,857","21,335","13,883","14,041","14,519","20,075","16,028","9,361","14,173","16,076","19,618","14,052","17,322","19,822","14,793"
2020년01월_여_80~89세,"161,432","3,422","2,888","5,179","5,066","5,128","6,538","6,707","8,259","6,472","6,797","10,329","8,890","6,571","6,507","6,711","9,128","6,367","3,622","6,350","6,815","7,179","5,351","6,615","8,346","6,195"
2020년01월_여_90~99세,"29,515",662,586,"1,052",800,884,"1,079","1,168","1,423","1,016","1,156","1,714","1,447","1,122","1,116","1,201","1,776","1,056",587,"1,069","1,236","1,199","1,307","1,674","1,823","1,362"
2020년01월_여_100세 이상,"4,701",174,129,258,170,160,201,146,269,178,123,179,329,203,240,128,156,126,113,204,208,246,162,221,205,173
