카테고리,경기도 부천시,경기도 부천시 심곡동,경기도 부천시 부천동,경기도 부천시 중동,경기도 부천시 신중동,경기도 부천시 상동,경기도 부천시 대산동,경기도 부천시 소사본동,경기도 부천시 범안동,경기도 부천시 성곡동,경기도 부천시 오정동
2020년12월_계_총인구수,"818,383","64,219","90,063","41,868","131,641","86,546","82,010","57,246","96,242","83,961","84,587"
2020년12월_계_연령구간인구수,"818,383","64,219","90,063","41,868","131,641","86,546","82,010","57,246","96,242","83,961","84,587"
2020년12월_계_0~9세,"57,224","3,033","5,623","2,779","9,937","8,028","4,684","3,786","9,779","4,534","5,041"
2020년12월_계_10~19세,"70,576","3,929","7,273","3,889","11,409","9,936","6,371","4,403","9,225","7,128","7,013"
2020년12월_계_20~29세,"117,408","10,135","12,941","6,137","19,629","12,192","11,653","7,930","11,480","12,606","12,705"
2020년12월_계_30~39세,"116,034","9,506","11,998","5,473","21,714","12,664","11,274","8,229","14,581","9,772","10,823"
2020년12월_계_40~49세,"129,151","9,646","13,877","6,378","20,676","15,324","12,406","7,943","17,240","12,726","12,935"
2020년12월_계_50~59세,"147,596","11,692","16,583","7,772","22,865","15,264","14,760","10,307","14,432","16,966","16,955"
2020년12월_계_60~69세,"110,614","9,700","13,120","5,839","16,501","8,730","12,435","8,976","11,575","11,906","11,832"
2020년12월_계_70~79세,"46,638","4,562","5,867","2,389","5,800","2,900","5,728","3,887","5,225","5,435","4,845"
2020년12월_계_80~89세,"19,800","1,730","2,424","1,009","2,604","1,272","2,318","1,537","2,288","2,505","2,113"
2020년12월_계_90~99세,"3,092",252,323,189,485,231,350,226,378,358,300
2020년12월_계_100세 이상,250,34,34,14,21,5,31,22,39,25,25
2020년12월_남_총인구수,"406,023","32,584","45,130","20,653","63,703","42,517","40,602","28,238","47,251","42,105","43,240"
2020년12월_남_연령구간인구수,"406,023","32,584","45,130","20,653","63,703","42,517","40,602","28,238","47,251","42,105","43,240"
2020년12월_남_0~9세,"29,381","1,611","2,892","1,428","5,128","4,073","2,421","1,935","5,009","2,285","2,599"
2020년12월_남_10~19세,"36,234","2,009","3,797","2,053","5,761","5,091","3,283","2,205","4,615","3,704","3,716"
2020년12월_남_20~29세,"60,577","5,143","6,794","3,110","9,613","6,228","6,156","4,144","5,937","6,671","6,781"
2020년12월_남_30~39세,"59,617","5,224","6,246","2,783","10,738","6,072","5,994","4,347","7,105","5,256","5,852"
2020년12월_남_40~49세,"65,030","5,246","7,242","3,130","9,873","7,220","6,289","3,954","8,790","6,447","6,839"
2020년12월_남_50~59세,"71,680","5,873","8,188","3,741","10,599","7,403","7,027","4,834","6,926","8,525","8,564"
2020년12월_남_60~69세,"54,595","4,660","6,349","2,899","8,358","4,605","5,904","4,341","5,534","5,951","5,994"
2020년12월_남_70~79세,"21,501","2,153","2,679","1,135","2,707","1,370","2,598","1,874","2,451","2,373","2,161"
2020년12월_남_80~89세,"6,639",615,843,321,815,402,853,544,780,806,660
2020년12월_남_90~99세,707,43,90,49,106,51,69,56,92,82,69
2020년12월_남_100세 이상,62,7,10,4,5,2,8,4,12,5,5
2020년12월_여_총인구수,"412,360","31,635","44,933","21,215","67,938","44,029","41,408","29,008","48,991","41,856","41,347"
2020년12월_여_연령구간인구수,"412,360","31,635","44,933","21,215","67,938","44,029","41,408","29,008","48,991","41,856","41,347"
2020년12월_여_0~9세,"27,843","1,422","2,731","1,351","4,809","3,955","2,263","1,851","4,770","2,249","2,442"
2020년12월_여_10~19세,"34,342","1,920","3,476","1,836","5,648","4,845","3,088","2,198","4,610","3,424","3,297"
2020년12월_여_20~29세,"56,831","4,992","6,147","3,027","10,016","5,964","5,497","3,786","5,543","5,935","5,924"
2020년12월_여_30~39세,"56,417","4,282","5,752","2,690","10,976","6,592","5,280","3,882","7,476","4,516","4,971"
2020년12월_여_40~49세,"64,121","4,400","6,635","3,248","10,803","8,104","6,117","3,989","8,450","6,279","6,096"
2020년12월_여_50~59세,"75,916","5,819","8,395","4,031","12,266","7,861","7,733","5,473","7,506","8,441","8,391"
2020년12월_여_60~69세,"56,019","5,040","6,771","2,940","8,143","4,125","6,531","4,635","6,041","5,955","5,838"
2020년12월_여_70~79세,"25,137","2,409","3,188","1,254","3,093","1,530","3,130","2,013","2,774","3,062","2,684"
2020년12월_여_80~89세,"13,161","1,115","1,581",688,"1,789",870,"1,465",993,"1,508","1,699","1,453"
2020년12월_여_90~99세,"2,385",209,233,140,379,180,281,170,286,276,231
2020년12월_여_100세 이상,188,27,24,10,16,3,23,18,27,20,20
