카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020년03월_남_10~19세,"18,985",900,288,88,984,43,31,343,394,71,61,210,751,393,918,"2,791",393,161,"1,284",713,615,"1,441",419,442,"2,358","2,893"
2020년03월_남_20~29세,"23,998","1,205",607,203,"1,259",81,78,861,540,132,109,399,889,705,"1,152","3,381",800,349,"2,206","1,097",551,"1,630",541,496,"2,215","2,512"
2020년03월_남_30~39세,"23,011","1,058",408,151,"3,003",52,94,474,512,119,114,280,644,413,732,"2,761",522,240,"2,020",906,547,"1,498",426,333,"2,218","3,486"
2020년03월_남_40~49세,"28,506","1,572",578,202,"2,072",123,97,658,607,188,195,343,860,558,"1,215","3,786",548,369,"1,860","1,132",895,"2,173",586,576,"3,079","4,234"
2020년03월_남_50~59세,"30,186","1,754",939,439,"1,254",225,261,852,782,406,375,513,"1,218",866,"1,554","3,605",710,491,"2,400","1,255",858,"2,312",816,720,"2,458","3,123"
2020년03월_남_60~69세,"21,106","1,219",907,460,847,318,288,758,508,512,352,385,869,667,"1,065","1,966",612,452,"1,667",916,615,"1,504",706,524,"1,531","1,458"
2020년03월_남_70~79세,"9,462",614,428,235,303,199,161,319,226,273,161,201,490,337,452,807,353,222,584,415,278,661,361,246,566,570
2020년03월_남_80~89세,"3,992",252,195,137,120,86,79,152,77,129,84,94,192,141,200,314,156,121,248,177,120,285,159,102,166,206
2020년03월_남_90~99세,394,28,15,10,16,12,6,14,5,16,18,11,13,15,20,34,23,10,22,14,8,22,17,13,14,18
2020년03월_남_100세 이상,21,0,2,0,0,0,1,1,0,0,0,2,0,2,0,3,1,0,1,1,0,1,3,1,1,1
2020년03월_여_총인구수,"176,775","8,828","4,175","1,799","12,092","1,119","1,078","4,176","3,489","1,769","1,340","2,763","6,801","4,592","8,261","21,913","4,469","2,539","14,142","6,594","4,863","12,586","4,307","3,821","16,959","22,300"
2020년03월_여_연령구간인구수,"176,775","8,828","4,175","1,799","12,092","1,119","1,078","4,176","3,489","1,769","1,340","2,763","6,801","4,592","8,261","21,913","4,469","2,539","14,142","6,594","4,863","12,586","4,307","3,821","16,959","22,300"
2020년03월_여_0~9세,"14,118",629,197,47,"1,999",28,27,218,204,27,26,120,390,214,436,"1,658",190,82,972,542,384,929,162,236,"1,699","2,702"
2020년03월_여_10~19세,"17,507",845,271,70,991,51,38,297,331,58,53,171,624,422,904,"2,565",301,154,"1,172",585,553,"1,330",346,440,"2,044","2,891"
2020년03월_여_20~29세,"21,183",897,411,149,"1,349",52,71,656,436,101,93,382,825,571,"1,033","2,890",849,271,"2,082",860,486,"1,386",448,413,"1,906","2,566"
2020년03월_여_30~39세,"22,392",946,312,102,"2,944",42,44,385,366,69,111,275,646,386,728,"2,719",412,195,"1,828",826,574,"1,405",285,337,"2,435","4,020"
2020년03월_여_40~49세,"29,100","1,426",475,144,"1,889",58,81,519,600,126,111,326,971,648,"1,327","4,217",531,302,"2,204","1,017",848,"2,129",562,644,"3,423","4,522"
2020년03월_여_50~59세,"29,895","1,553",811,327,"1,384",186,220,744,636,385,239,533,"1,281",945,"1,589","3,707",778,487,"2,800","1,098",770,"2,275",845,732,"2,685","2,885"
2020년03월_여_60~69세,"21,534","1,171",822,405,851,287,257,671,474,462,275,457,"1,010",699,"1,112","2,144",693,491,"1,791",839,617,"1,584",744,508,"1,630","1,540"
2020년03월_여_70~79세,"12,090",792,470,257,370,215,187,375,238,312,212,291,624,430,615,"1,252",420,338,727,516,394,898,514,268,679,696
2020년03월_여_80~89세,"7,542",487,347,263,265,171,124,269,167,198,178,187,365,231,442,651,241,174,466,262,209,558,338,190,363,396
2020년03월_여_90~99세,"1,333",77,57,35,46,28,27,42,37,31,37,19,60,44,74,104,48,42,91,46,25,90,57,48,91,77
2020년03월_여_100세 이상,81,5,2,0,4,1,2,0,0,0,5,2,5,2,1,6,6,3,9,3,3,2,6,5,4,5
