카테고리,서울특별시 구로구,서울특별시 구로구 신도림동,서울특별시 구로구 구로제1동,서울특별시 구로구 구로제2동,서울특별시 구로구 구로제3동,서울특별시 구로구 구로제4동,서울특별시 구로구 구로제5동,서울특별시 구로구 가리봉동,서울특별시 구로구 고척제1동,서울특별시 구로구 고척제2동,서울특별시 구로구 개봉제1동,서울특별시 구로구 개봉제2동,서울특별시 구로구 개봉제3동,서울특별시 구로구 오류제1동,서울특별시 구로구 오류제2동,서울특별시 구로구 수궁동,서울특별시 구로구 항동
2020년01월_남_50~59세,"31,372","2,599","1,447","2,516","1,517","1,806","2,285","1,196","1,970","2,447","2,779","2,302","1,658","1,516","2,750","1,921",663
2020년01월_남_60~69세,"25,347","1,906","1,151","1,874","1,138","1,377","1,728",854,"1,686","1,833","2,283","2,254","1,547","1,365","2,179","1,626",546
2020년01월_남_70~79세,"14,615",981,481,"1,197",716,922,961,415,914,"1,042","1,344","1,337",821,867,"1,439",892,286
2020년01월_남_80~89세,"4,197",256,120,371,209,308,281,127,224,340,385,343,238,264,446,220,65
2020년01월_남_90~99세,347,20,19,27,18,23,24,14,24,26,20,39,20,12,33,17,11
2020년01월_남_100세 이상,34,0,0,5,2,5,0,5,0,1,3,3,3,1,3,3,0
2020년01월_여_총인구수,"205,686","18,853","10,979","12,488","11,938","10,683","15,391","4,259","11,821","14,241","16,274","16,566","10,968","11,509","20,594","12,349","6,773"
2020년01월_여_연령구간인구수,"205,686","18,853","10,979","12,488","11,938","10,683","15,391","4,259","11,821","14,241","16,274","16,566","10,968","11,509","20,594","12,349","6,773"
2020년01월_여_0~9세,"14,868","1,881",986,509,723,465,999,130,699,"1,020","1,110","1,222",714,645,"1,900",810,"1,055"
2020년01월_여_10~19세,"15,200","1,757",951,724,736,625,857,161,"1,007","1,165","1,244","1,258",755,627,"1,904",954,475
2020년01월_여_20~29세,"28,294","2,303","1,526","1,611","2,207","1,487","2,865",614,"1,591","1,820","2,036","1,907","1,336","2,167","2,472","1,524",828
2020년01월_여_30~39세,"31,668","3,405","1,974","1,360","2,378","1,507","2,865",503,"1,429","1,750","2,189","2,453","1,527","2,123","2,834","1,683","1,688"
2020년01월_여_40~49세,"31,321","3,369","1,877","1,774","1,830","1,529","2,074",574,"1,823","2,275","2,339","2,446","1,615","1,507","3,379","1,991",919
2020년01월_여_50~59세,"32,488","2,652","1,613","2,336","1,496","1,798","2,319",798,"2,105","2,491","2,831","2,658","1,897","1,578","3,027","2,122",767
2020년01월_여_60~69세,"28,270","2,068","1,313","2,036","1,379","1,648","1,843",735,"1,746","1,954","2,498","2,650","1,784","1,520","2,636","1,814",646
2020년01월_여_70~79세,"16,028",921,473,"1,481",788,"1,115","1,088",447,978,"1,202","1,407","1,400",889,901,"1,687","1,011",240
2020년01월_여_80~89세,"6,367",412,221,549,344,437,416,242,372,484,523,472,391,371,638,369,126
2020년01월_여_90~99세,"1,056",77,43,85,38,60,65,38,67,76,93,92,54,65,112,63,28
2020년01월_여_100세 이상,126,8,2,23,19,12,0,17,4,4,4,8,6,5,5,8,1
