카테고리,대전광역시 대덕구,대전광역시 대덕구 오정동,대전광역시 대덕구 대화동,대전광역시 대덕구 회덕동,대전광역시 대덕구 비래동,대전광역시 대덕구 송촌동,대전광역시 대덕구 중리동,대전광역시 대덕구 신탄진동,대전광역시 대덕구 석봉동,대전광역시 대덕구 덕암동,대전광역시 대덕구 목상동,대전광역시 대덕구 법1동,대전광역시 대덕구 법2동
2020년04월_계_총인구수,"175,452","15,058","7,483","13,787","16,967","28,513","20,031","11,296","14,441","14,007","6,904","9,938","17,027"
2020년04월_계_연령구간인구수,"175,452","15,058","7,483","13,787","16,967","28,513","20,031","11,296","14,441","14,007","6,904","9,938","17,027"
2020년04월_계_0~9세,"11,490",725,339,779,"1,054","2,211","1,097",569,"1,799",854,549,479,"1,035"
2020년04월_계_10~19세,"17,272","1,061",542,"1,114","1,780","4,079","1,727",956,"1,319","1,350",658,882,"1,804"
2020년04월_계_20~29세,"24,550","2,365",854,"1,666","2,378","4,234","3,028","1,517","1,753","2,044","1,080","1,307","2,324"
2020년04월_계_30~39세,"19,828","1,629",888,"1,369","1,768","2,888","2,332","1,171","2,470","1,648","1,092",931,"1,642"
2020년04월_계_40~49세,"27,975","2,072","1,169","1,981","2,712","5,371","3,254","1,652","2,340","2,272","1,231","1,370","2,551"
2020년04월_계_50~59세,"33,508","2,920","1,419","2,688","3,227","5,540","3,808","2,224","2,332","2,688","1,186","1,978","3,498"
2020년04월_계_60~69세,"23,245","2,502","1,284","2,304","2,338","2,437","2,819","1,721","1,463","1,699",661,"1,565","2,452"
2020년04월_계_70~79세,"11,744","1,256",680,"1,223","1,166","1,121","1,393",982,617,962,292,926,"1,126"
2020년04월_계_80~89세,"5,151",449,266,590,487,563,516,438,316,432,130,448,516
2020년04월_계_90~99세,655,74,40,67,51,67,56,60,31,56,24,51,78
2020년04월_계_100세 이상,34,5,2,6,6,2,1,6,1,2,1,1,1
2020년04월_남_총인구수,"89,267","7,989","3,948","7,022","8,463","14,105","10,418","5,777","7,391","7,424","3,763","4,696","8,271"
2020년04월_남_연령구간인구수,"89,267","7,989","3,948","7,022","8,463","14,105","10,418","5,777","7,391","7,424","3,763","4,696","8,271"
2020년04월_남_0~9세,"5,825",377,177,382,528,"1,115",556,272,922,449,280,244,523
2020년04월_남_10~19세,"9,003",564,299,577,936,"2,089",908,514,687,711,332,447,939
2020년04월_남_20~29세,"13,639","1,313",495,934,"1,295","2,269","1,694",841,968,"1,204",631,727,"1,268"
2020년04월_남_30~39세,"10,759",931,485,731,947,"1,423","1,358",668,"1,285",932,663,481,855
2020년04월_남_40~49세,"14,239","1,190",670,"1,053","1,357","2,416","1,735",875,"1,219","1,228",681,658,"1,157"
2020년04월_남_50~59세,"17,102","1,538",762,"1,379","1,585","2,864","1,952","1,165","1,163","1,450",646,957,"1,641"
2020년04월_남_60~69세,"11,495","1,288",672,"1,157","1,091","1,221","1,364",836,737,847,351,710,"1,221"
2020년04월_남_70~79세,"5,243",602,292,570,525,482,639,445,290,433,129,343,493
2020년04월_남_80~89세,"1,826",174,93,217,182,212,202,155,115,159,44,114,159
2020년04월_남_90~99세,129,10,3,18,16,14,10,6,5,11,6,15,15
2020년04월_남_100세 이상,7,2,0,4,1,0,0,0,0,0,0,0,0
2020년04월_여_총인구수,"86,185","7,069","3,535","6,765","8,504","14,408","9,613","5,519","7,050","6,583","3,141","5,242","8,756"
2020년04월_여_연령구간인구수,"86,185","7,069","3,535","6,765","8,504","14,408","9,613","5,519","7,050","6,583","3,141","5,242","8,756"
2020년04월_여_0~9세,"5,665",348,162,397,526,"1,096",541,297,877,405,269,235,512
2020년04월_여_10~19세,"8,269",497,243,537,844,"1,990",819,442,632,639,326,435,865
2020년04월_여_20~29세,"10,911","1,052",359,732,"1,083","1,965","1,334",676,785,840,449,580,"1,056"
2020년04월_여_30~39세,"9,069",698,403,638,821,"1,465",974,503,"1,185",716,429,450,787
2020년04월_여_40~49세,"13,736",882,499,928,"1,355","2,955","1,519",777,"1,121","1,044",550,712,"1,394"
2020년04월_여_50~59세,"16,406","1,382",657,"1,309","1,642","2,676","1,856","1,059","1,169","1,238",540,"1,021","1,857"
2020년04월_여_60~69세,"11,750","1,214",612,"1,147","1,247","1,216","1,455",885,726,852,310,855,"1,231"
2020년04월_여_70~79세,"6,501",654,388,653,641,639,754,537,327,529,163,583,633
2020년04월_여_80~89세,"3,325",275,173,373,305,351,314,283,201,273,86,334,357
2020년04월_여_90~99세,526,64,37,49,35,53,46,54,26,45,18,36,63
2020년04월_여_100세 이상,27,3,2,2,5,2,1,6,1,2,1,1,1
