카테고리,서울특별시 강동구,서울특별시 강동구 강일동,서울특별시 강동구 상일동,서울특별시 강동구 명일제1동,서울특별시 강동구 명일제2동,서울특별시 강동구 고덕제1동,서울특별시 강동구 고덕제2동,서울특별시 강동구 암사제1동,서울특별시 강동구 암사제2동,서울특별시 강동구 암사제3동,서울특별시 강동구 천호제1동,서울특별시 강동구 천호제2동,서울특별시 강동구 천호제3동,서울특별시 강동구 성내제1동,서울특별시 강동구 성내제2동,서울특별시 강동구 성내제3동,서울특별시 강동구 길동,서울특별시 강동구 둔촌제1동,서울특별시 강동구 둔촌제2동
2020년06월_계_총인구수,"457,164","31,725","32,478","26,453","17,455","26,423","21,196","35,931","15,587","18,388","27,741","34,853","26,764","20,273","24,339","23,526","46,619",261,"27,152"
2020년06월_계_연령구간인구수,"457,164","31,725","32,478","26,453","17,455","26,423","21,196","35,931","15,587","18,388","27,741","34,853","26,764","20,273","24,339","23,526","46,619",261,"27,152"
2020년06월_계_0~9세,"34,876","2,522","4,115","2,147","1,200","3,229","2,394","2,293","1,454","2,072","1,555","1,858","1,399","1,595","1,141","1,330","2,656",6,"1,910"
2020년06월_계_10~19세,"39,502","4,453","3,226","2,594","2,543","3,461","1,871","2,763","1,061","1,944","1,871","1,935","1,377","1,782","1,254","1,876","3,151",9,"2,331"
2020년06월_계_20~29세,"61,328","3,967","3,593","3,334","2,181","2,541","2,315","4,920","2,042","1,992","3,874","5,025","4,144","2,718","3,981","3,661","7,127",18,"3,895"
2020년06월_계_30~39세,"71,792","3,404","5,426","4,219","1,885","3,842","3,655","5,530","2,948","2,676","4,156","6,272","4,773","3,362","4,343","3,571","7,660",26,"4,044"
2020년06월_계_40~49세,"73,604","5,487","5,635","4,293","3,108","5,440","3,541","5,693","2,458","3,265","4,139","5,099","3,862","3,413","3,533","3,671","6,882",51,"4,034"
2020년06월_계_50~59세,"72,774","4,995","4,791","4,137","2,793","3,555","3,210","6,111","2,262","2,690","4,685","5,934","4,406","3,041","3,900","3,996","7,697",30,"4,541"
2020년06월_계_60~69세,"61,268","3,760","3,803","3,502","2,389","2,691","2,684","4,928","1,883","2,310","4,328","4,937","3,927","2,553","3,580","3,168","6,864",54,"3,907"
2020년06월_계_70~79세,"29,833","2,049","1,384","1,560",940,"1,076","1,079","2,640","1,100","1,039","2,255","2,732","2,059","1,300","1,880","1,665","3,296",40,"1,739"
2020년06월_계_80~89세,"10,112",918,408,543,322,434,360,889,324,327,737,885,706,426,619,500,"1,079",11,624
