카테고리,경기도 부천시,경기도 부천시 심곡동,경기도 부천시 부천동,경기도 부천시 중동,경기도 부천시 신중동,경기도 부천시 상동,경기도 부천시 대산동,경기도 부천시 소사본동,경기도 부천시 범안동,경기도 부천시 성곡동,경기도 부천시 오정동
2021년11월_계_총인구수,"807,090","63,464","89,035","41,067","129,028","85,434","81,897","56,283","94,864","82,678","83,340"
2021년11월_계_연령구간인구수,"807,090","63,464","89,035","41,067","129,028","85,434","81,897","56,283","94,864","82,678","83,340"
2021년11월_계_0~9세,"53,294","2,878","5,151","2,571","9,206","7,507","4,462","3,670","9,087","4,114","4,648"
2021년11월_계_10~19세,"68,083","3,763","6,951","3,794","10,845","9,641","6,255","4,147","9,368","6,688","6,631"
2021년11월_계_20~29세,"112,733","9,877","12,568","5,826","18,571","11,747","11,296","7,475","10,839","12,203","12,331"
2021년11월_계_30~39세,"112,615","9,268","11,805","5,273","20,928","12,273","11,303","8,019","13,483","9,667","10,596"
2021년11월_계_40~49세,"125,436","9,353","13,451","6,182","20,200","14,853","12,103","7,721","17,328","11,855","12,390"
2021년11월_계_50~59세,"144,952","11,508","16,383","7,456","22,193","15,243","14,651","9,854","14,375","16,712","16,577"
2021년11월_계_60~69세,"118,321","10,146","13,848","6,275","17,843","9,597","13,145","9,479","12,284","12,974","12,730"
2021년11월_계_70~79세,"47,405","4,629","5,973","2,380","6,031","2,968","5,831","4,004","5,309","5,417","4,863"
2021년11월_계_80~89세,"20,877","1,772","2,556","1,097","2,707","1,350","2,460","1,652","2,381","2,665","2,237"
2021년11월_계_90~99세,"3,222",258,325,200,482,250,373,249,388,374,323
2021년11월_계_100세 이상,152,12,24,13,22,5,18,13,22,9,14
2021년11월_남_총인구수,"399,933","32,331","44,486","20,266","62,277","41,950","40,499","27,774","46,423","41,338","42,589"
2021년11월_남_연령구간인구수,"399,933","32,331","44,486","20,266","62,277","41,950","40,499","27,774","46,423","41,338","42,589"
2021년11월_남_0~9세,"27,433","1,548","2,639","1,321","4,702","3,874","2,271","1,907","4,694","2,088","2,389"
2021년11월_남_10~19세,"34,877","1,922","3,609","1,955","5,487","4,908","3,239","2,068","4,675","3,504","3,510"
2021년11월_남_20~29세,"58,154","5,051","6,574","2,999","9,093","6,010","5,935","3,909","5,566","6,420","6,597"
2021년11월_남_30~39세,"57,977","5,127","6,113","2,689","10,360","5,895","6,039","4,239","6,551","5,182","5,782"
2021년11월_남_40~49세,"63,257","5,121","6,995","3,045","9,681","6,975","6,168","3,894","8,790","6,025","6,563"
2021년11월_남_50~59세,"70,284","5,847","8,122","3,582","10,233","7,371","6,968","4,592","6,895","8,307","8,367"
2021년11월_남_60~69세,"58,032","4,859","6,685","3,092","8,894","4,990","6,184","4,598","5,847","6,473","6,410"
2021년11월_남_70~79세,"22,063","2,182","2,759","1,167","2,854","1,439","2,697","1,909","2,486","2,378","2,192"
2021년11월_남_80~89세,"7,076",624,897,358,871,431,912,588,818,876,701
2021년11월_남_90~99세,743,48,86,54,98,55,82,66,94,85,75
2021년11월_남_100세 이상,37,2,7,4,4,2,4,4,7,0,3
2021년11월_여_총인구수,"407,157","31,133","44,549","20,801","66,751","43,484","41,398","28,509","48,441","41,340","40,751"
2021년11월_여_연령구간인구수,"407,157","31,133","44,549","20,801","66,751","43,484","41,398","28,509","48,441","41,340","40,751"
2021년11월_여_0~9세,"25,861","1,330","2,512","1,250","4,504","3,633","2,191","1,763","4,393","2,026","2,259"
2021년11월_여_10~19세,"33,206","1,841","3,342","1,839","5,358","4,733","3,016","2,079","4,693","3,184","3,121"
2021년11월_여_20~29세,"54,579","4,826","5,994","2,827","9,478","5,737","5,361","3,566","5,273","5,783","5,734"
2021년11월_여_30~39세,"54,638","4,141","5,692","2,584","10,568","6,378","5,264","3,780","6,932","4,485","4,814"
2021년11월_여_40~49세,"62,179","4,232","6,456","3,137","10,519","7,878","5,935","3,827","8,538","5,830","5,827"
2021년11월_여_50~59세,"74,668","5,661","8,261","3,874","11,960","7,872","7,683","5,262","7,480","8,405","8,210"
2021년11월_여_60~69세,"60,289","5,287","7,163","3,183","8,949","4,607","6,961","4,881","6,437","6,501","6,320"
2021년11월_여_70~79세,"25,342","2,447","3,214","1,213","3,177","1,529","3,134","2,095","2,823","3,039","2,671"
2021년11월_여_80~89세,"13,801","1,148","1,659",739,"1,836",919,"1,548","1,064","1,563","1,789","1,536"
2021년11월_여_90~99세,"2,479",210,239,146,384,195,291,183,294,289,248
2021년11월_여_100세 이상,115,10,17,9,18,3,14,9,15,9,11
