카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020년01월_남_0~9세,"15,359",367,221,392,26,21,54,20,17,16,45,"1,263",149,9,80,11,35,927,287,232,406,625,841,404,"1,929","1,180",393,423,"1,426","1,135","2,425"
2020년01월_남_10~19세,"19,048",384,236,233,67,32,106,38,27,38,94,"1,563",221,42,121,31,64,"1,520",419,385,623,943,"1,471",575,"2,283","1,989",620,771,"1,474","1,307","1,371"
2020년01월_남_20~29세,"24,702",509,220,480,100,83,140,49,51,71,154,"1,352",255,49,205,64,67,"2,375",756,684,"1,030","1,656","2,242",899,"1,882","2,255",915,991,"1,297","2,491","1,380"
2020년01월_남_30~39세,"21,553",516,210,690,90,77,104,48,49,53,106,"1,289",217,39,159,28,61,"1,531",743,564,782,"1,237","1,552",816,"1,840","1,506",648,599,"1,330","1,875","2,794"
2020년01월_남_40~49세,"27,522",599,355,489,125,103,190,82,117,103,209,"2,000",380,83,251,66,161,"2,129",869,831,"1,108","1,559","1,928","1,004","2,504","2,225",806,900,"2,011","1,891","2,444"
2020년01월_남_50~59세,"28,483",784,363,525,229,203,261,185,127,148,338,"1,673",483,179,421,111,249,"2,292",894,"1,056","1,365","1,799","2,461","1,094","1,999","2,528","1,010","1,185","1,612","1,711","1,198"
2020년01월_남_60~69세,"20,558",695,301,443,221,238,250,205,171,144,320,"1,081",404,189,487,123,232,"1,733",818,"1,063","1,092","1,411","1,641",869,899,"1,267",839,851,926,"1,059",586
2020년01월_남_70~79세,"10,837",334,157,193,161,124,151,125,136,132,266,517,221,139,250,71,146,"1,195",483,697,665,809,655,426,342,532,442,434,389,453,192
2020년01월_남_80~89세,"3,528",117,50,59,78,77,56,66,60,42,121,180,89,62,98,29,73,372,166,189,210,232,165,116,101,221,152,98,104,118,27
2020년01월_남_90~99세,307,13,3,5,7,7,6,7,3,5,15,12,6,7,9,4,8,38,12,23,11,14,14,10,8,20,12,15,6,5,2
2020년01월_남_100세 이상,20,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,1,2,0,0,2,0,3,0,1,1,0,1,0
2020년01월_여_총인구수,"175,572","4,220","2,117","3,382","1,221","1,024","1,383",825,773,756,"1,696","10,865","2,441",848,"2,102",591,"1,155","14,567","5,595","6,046","7,551","10,478","12,884","5,999","13,383","14,819","6,393","6,399","11,520","11,973","12,566"
2020년01월_여_연령구간인구수,"175,572","4,220","2,117","3,382","1,221","1,024","1,383",825,773,756,"1,696","10,865","2,441",848,"2,102",591,"1,155","14,567","5,595","6,046","7,551","10,478","12,884","5,999","13,383","14,819","6,393","6,399","11,520","11,973","12,566"
2020년01월_여_0~9세,"14,132",312,190,388,22,25,56,9,18,25,34,"1,153",148,14,84,17,23,836,248,180,302,600,733,437,"1,643","1,138",343,364,"1,349","1,055","2,386"
2020년01월_여_10~19세,"17,075",338,244,197,59,36,92,17,21,38,75,"1,406",202,24,97,25,48,"1,223",377,326,547,861,"1,318",593,"1,787","1,820",577,623,"1,569","1,246","1,289"
2020년01월_여_20~29세,"20,184",386,192,386,69,71,92,26,36,41,90,968,204,36,183,52,74,"1,973",678,517,954,"1,362","1,750",692,"1,478","1,959",825,719,"1,170","1,815","1,386"
2020년01월_여_30~39세,"21,013",481,237,607,61,58,108,32,35,29,87,"1,384",202,25,117,27,52,"1,391",633,417,680,"1,125","1,264",708,"2,116","1,631",637,598,"1,592","1,668","3,011"
2020년01월_여_40~49세,"27,682",531,355,429,71,63,134,41,43,53,116,"2,047",318,49,203,42,79,"2,172",777,673,975,"1,512","2,144",880,"2,831","2,837",895,"1,026","2,186","2,011","2,189"
2020년01월_여_50~59세,"29,403",694,319,566,191,170,243,129,101,111,263,"1,696",407,127,383,99,190,"2,431",978,"1,076","1,440","2,040","2,738","1,087","1,926","2,702","1,203","1,278","1,660","1,865","1,290"
2020년01월_여_60~69세,"22,305",631,265,368,232,228,233,174,169,150,331,"1,135",379,158,447,107,222,"2,142",971,"1,332","1,287","1,615","1,664",898,872,"1,334","1,023",948,"1,080","1,255",655
2020년01월_여_70~79세,"14,196",459,167,240,268,173,220,196,175,133,351,621,323,197,324,100,243,"1,517",580,992,856,932,789,483,438,835,553,526,582,705,218
2020년01월_여_80~89세,"8,208",324,128,163,207,173,182,174,155,140,300,391,219,188,225,98,204,755,296,458,443,380,424,183,258,488,287,264,288,299,114
2020년01월_여_90~99세,"1,311",61,18,34,41,25,23,27,20,35,48,62,38,29,38,22,19,118,52,63,65,50,58,36,32,75,50,50,42,53,27
2020년01월_여_100세 이상,63,3,2,4,0,2,0,0,0,1,1,2,1,1,1,2,1,9,5,12,2,1,2,2,2,0,0,3,2,1,1
