카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2020년03월_남_10~19세,"173,123","53,672","12,770","12,787","7,308","9,932","10,875","18,987","6,753","5,398","32,653","4,258","14,795","17,574",858,"3,248","2,285","2,234","1,671","1,621","1,142","1,570","3,052","1,352"
2020년03월_남_20~29세,"212,541","73,509","20,188","18,476","10,685","12,623","11,537","24,706","6,352","6,555","37,461","5,379","13,895","22,073","1,173","3,284","2,951","2,368","1,964","2,233","1,466","1,851","3,488","1,833"
2020년03월_남_30~39세,"217,165","72,853","18,807","16,103","11,202","11,996","14,745","21,485","7,804","6,633","36,984","4,859","20,883","26,331","1,001","3,134","2,983","2,305","1,381","1,665","1,242","1,409","2,669","1,544"
2020년03월_남_40~49세,"279,663","86,094","20,860","17,635","13,508","15,656","18,435","27,395","11,784","9,579","49,542","7,010","25,939","30,717","1,726","5,239","4,075","3,725","2,581","3,017","2,023","2,508","4,133","2,576"
2020년03월_남_50~59세,"298,005","93,656","25,118","21,736","14,788","17,543","14,471","28,514","11,639","9,729","49,243","9,744","20,459","29,441","2,595","6,255","5,913","5,009","3,960","4,719","3,583","3,713","5,476","4,357"
2020년03월_남_60~69세,"217,712","66,548","16,354","11,771","13,773","13,743","10,907","20,831","9,563","7,606","27,689","9,789","12,941","19,823","2,673","5,429","5,791","4,640","3,898","4,370","3,589","3,452","4,710","4,370"
2020년03월_남_70~79세,"105,500","28,023","6,092","3,108","7,140","6,510","5,173","10,952","4,904","4,453","10,992","5,320","4,896","9,001","1,653","2,868","3,408","2,970","2,933","2,728","2,276","2,259","2,930","2,934"
2020년03월_남_80~89세,"37,254","8,199","1,691",807,"2,197","1,757","1,747","3,585","1,402","1,721","3,354","2,058","1,449","2,835",848,"1,158","1,461","1,249","1,423","1,306","1,045","1,128","1,492","1,541"
2020년03월_남_90~99세,"3,155",633,129,87,182,109,126,314,107,123,263,162,123,214,89,110,107,114,146,141,111,114,149,135
2020년03월_남_100세 이상,153,40,6,6,15,8,5,21,8,6,23,5,5,9,2,3,2,4,1,4,1,7,8,4
2020년03월_여_총인구수,"1,666,204","514,120","128,745","106,730","88,382","96,140","94,123","175,506","64,838","55,280","268,241","53,738","117,508","175,028","13,838","32,125","31,133","25,888","22,500","23,059","17,996","20,413","31,691","23,302"
2020년03월_여_연령구간인구수,"1,666,204","514,120","128,745","106,730","88,382","96,140","94,123","175,506","64,838","55,280","268,241","53,738","117,508","175,028","13,838","32,125","31,133","25,888","22,500","23,059","17,996","20,413","31,691","23,302"
2020년03월_여_0~9세,"136,569","41,867","10,693","8,552","6,154","6,716","9,752","14,009","5,229","4,103","25,251","2,883","13,665","17,595",556,"2,231","1,695","1,395",763,967,703,947,"1,881",829
2020년03월_여_10~19세,"157,100","48,518","11,453","11,253","6,728","8,946","10,138","17,007","6,209","5,056","29,847","3,834","13,267","16,614",731,"2,839","1,966","1,888","1,436","1,424","1,025","1,488","2,723","1,228"
2020년03월_여_20~29세,"171,120","59,048","16,232","14,926","8,673","10,321","8,896","20,097","5,290","4,405","31,764","3,979","11,017","19,144",922,"2,432","2,179","1,637","1,317","1,518","1,113","1,383","2,490","1,385"
2020년03월_여_30~39세,"199,115","65,407","16,959","14,182","9,940","10,703","13,623","20,826","7,264","5,826","35,086","4,350","18,303","25,087",880,"2,973","2,441","1,921","1,239","1,345","1,056","1,314","2,555","1,242"
2020년03월_여_40~49세,"262,633","83,747","20,548","19,394","12,226","15,251","16,328","27,521","9,905","8,321","49,999","6,227","21,522","29,674","1,237","4,413","3,135","2,918","2,171","2,385","1,613","2,055","3,858","1,932"
2020년03월_여_50~59세,"286,725","94,723","25,732","22,361","15,147","17,692","13,791","29,381","11,232","8,829","46,257","9,523","18,215","28,881","2,138","5,195","5,285","4,289","3,525","3,988","3,125","3,300","5,178","3,661"
2020년03월_여_60~69세,"220,289","67,579","15,803","10,092","15,215","15,018","11,451","22,663","9,962","8,135","26,733","10,419","11,826","20,472","2,493","5,093","5,849","4,646","4,096","4,145","3,351","3,522","4,981","4,324"
2020년03월_여_70~79세,"135,445","33,328","6,810","3,541","8,943","7,735","6,299","14,260","6,058","6,097","14,596","7,057","5,585","11,245","2,421","3,767","4,598","3,833","3,883","3,719","3,038","3,324","4,215","4,421"
2020년03월_여_80~89세,"83,445","17,175","3,874","2,079","4,574","3,290","3,358","8,319","3,184","3,834","7,582","4,716","3,427","5,464","2,111","2,771","3,451","2,857","3,377","3,000","2,553","2,630","3,259","3,735"
2020년03월_여_90~99세,"13,162","2,592",613,336,733,438,472,"1,354",488,656,"1,069",714,648,804,343,404,511,494,676,549,406,423,518,513
2020년03월_여_100세 이상,601,136,28,14,49,30,15,69,17,18,57,36,33,48,6,7,23,10,17,19,13,27,33,32
