카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년01월_남_연령구간인구수,"322,524","165,234","3,968","2,230","6,358","2,530","3,334","4,423","7,309","9,923","19,650","6,221","22,279","6,137","6,885","11,246","5,620","5,150","7,329","16,057","18,585","157,290","7,304","9,157","5,895","15,754","10,293","4,015","5,098","4,355","4,997","7,695","10,154","29,377","13,008","6,233","15,213","8,742",0
2020년01월_남_0~9세,"28,664","13,148",194,64,344,110,176,208,566,782,"1,674",381,"2,201",439,373,895,394,290,578,"1,761","1,718","15,516",379,767,327,"1,444","1,126",114,263,193,335,479,839,"4,156","1,136",434,"1,978","1,546",0
2020년01월_남_10~19세,"38,269","19,613",245,116,484,204,270,354,756,"1,433","2,638",484,"2,881",668,684,"1,495",552,536,862,"2,317","2,634","18,656",637,"1,293",398,"2,211",878,198,358,306,425,703,"1,346","4,367","1,716",557,"1,597","1,666",0
2020년01월_남_20~29세,"48,451","25,499",528,213,778,281,379,568,"1,211","1,670","3,187",733,"3,050",964,"1,244","1,788",844,823,"1,139","2,690","3,409","22,952",961,"1,294",867,"2,375","1,712","1,153",845,526,717,"1,098","1,562","4,033","2,038",853,"2,053",865,0
2020년01월_남_30~39세,"41,691","20,312",441,263,736,254,326,477,904,"1,232","2,427",760,"2,639",698,740,"1,116",641,592,906,"2,033","3,127","21,379",733,969,783,"2,062","1,764",550,635,494,707,"1,141","1,062","4,440","1,492",902,"2,663",982,0
2020년01월_남_40~49세,"53,029","26,210",534,344,959,402,463,685,936,"1,685","3,366",959,"3,640",852,873,"1,742",820,724,"1,055","2,700","3,471","26,819","1,058","1,521",838,"2,925","1,680",544,711,731,783,"1,377","1,550","5,519","1,996",977,"2,582","2,027",0
2020년01월_남_50~59세,"51,745","27,422",700,383,"1,031",447,575,797,"1,212","1,681","3,343","1,115","3,589","1,128","1,234","2,072",864,876,"1,144","2,484","2,747","24,323","1,212","1,384",970,"2,487","1,372",584,816,867,839,"1,439","1,753","4,010","2,245","1,138","2,157","1,050",0
2020년01월_남_60~69세,"34,736","19,014",648,421,"1,001",415,617,695,996,888,"1,763",965,"2,621",827,"1,091","1,288",824,728,929,"1,365",932,"15,722","1,068","1,012",860,"1,258",944,441,731,698,700,860,"1,281","1,850","1,444",805,"1,367",403,0
2020년01월_남_70~79세,"18,623","10,087",484,290,693,298,374,482,506,399,852,590,"1,214",421,504,592,498,442,515,529,404,"8,536",812,674,608,730,593,293,530,412,350,418,539,734,696,400,590,157,0
2020년01월_남_80~89세,"6,701","3,599",179,122,301,111,144,148,202,140,372,210,409,129,135,227,169,126,182,156,137,"3,102",401,230,229,242,200,125,196,117,130,167,205,239,224,156,204,37,0
2020년01월_남_90~99세,585,314,14,11,29,8,9,7,19,13,28,23,35,9,7,31,13,13,19,21,5,271,41,13,15,19,20,12,13,10,10,13,16,28,21,11,20,9,0
2020년01월_남_100세 이상,30,16,1,3,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,1,14,2,0,0,1,4,1,0,1,1,0,1,1,0,0,2,0,0
2020년01월_여_총인구수,"332,439","173,743","3,897","2,232","6,721","2,538","3,391","4,673","7,805","9,977","20,513","6,708","23,796","6,507","7,410","11,886","6,067","5,662","8,100","17,023","18,837","158,696","7,527","9,814","5,852","16,386","10,079","3,517","5,217","3,648","4,957","7,206","10,881","29,892","13,645","5,914","14,952","9,209",0
2020년01월_여_연령구간인구수,"332,439","173,743","3,897","2,232","6,721","2,538","3,391","4,673","7,805","9,977","20,513","6,708","23,796","6,507","7,410","11,886","6,067","5,662","8,100","17,023","18,837","158,696","7,527","9,814","5,852","16,386","10,079","3,517","5,217","3,648","4,957","7,206","10,881","29,892","13,645","5,914","14,952","9,209",0
2020년01월_여_0~9세,"27,319","12,333",156,54,332,85,160,175,507,743,"1,608",294,"2,070",413,386,885,340,281,547,"1,611","1,686","14,986",358,833,304,"1,459","1,068",125,238,170,364,490,834,"3,946","1,120",423,"1,758","1,496",0
2020년01월_여_10~19세,"35,786","18,230",250,95,419,175,227,368,632,"1,321","2,561",451,"2,730",612,730,"1,340",481,509,836,"2,075","2,418","17,556",539,"1,193",401,"2,112",781,194,341,276,420,685,"1,369","4,107","1,583",485,"1,508","1,562",0
2020년01월_여_20~29세,"43,587","23,527",434,215,711,257,369,506,"1,208","1,547","2,916",643,"2,776",837,"1,020","1,456",735,769,"1,047","2,659","3,422","20,060",834,"1,137",753,"2,193","1,445",881,743,370,652,974,"1,245","3,623","1,897",688,"1,861",764,0
2020년01월_여_30~39세,"41,027","19,869",364,179,714,195,280,385,871,"1,184","2,478",632,"2,767",652,665,"1,188",627,558,886,"2,165","3,079","21,158",624,"1,069",627,"2,081","1,694",389,525,312,582,945,"1,132","4,861","1,534",749,"2,561","1,473",0
2020년01월_여_40~49세,"55,199","28,503",437,225,847,328,396,576,"1,112","1,948","3,813",847,"4,048","1,002","1,047","2,079",826,778,"1,197","3,132","3,865","26,696",916,"1,682",712,"3,221","1,418",351,603,427,711,"1,242","1,793","5,893","2,283",830,"2,465","2,149",0
2020년01월_여_50~59세,"53,980","29,657",689,362,"1,115",380,566,832,"1,434","1,610","3,452","1,219","3,985","1,268","1,548","2,266","1,050","1,060","1,515","2,764","2,542","24,323","1,264","1,510",973,"2,436","1,470",530,869,689,874,"1,189","1,917","3,963","2,403","1,018","2,212","1,006",0
2020년01월_여_60~69세,"38,033","21,135",754,476,"1,170",458,634,896,"1,091",903,"1,877","1,143","2,897",910,"1,146","1,307",982,923,"1,102","1,461","1,005","16,898","1,225","1,198","1,018","1,380","1,092",495,932,652,741,845,"1,370","1,910","1,461",775,"1,372",432,0
2020년01월_여_70~79세,"23,325","12,599",503,384,847,405,452,600,593,443,"1,134",906,"1,556",515,546,760,678,517,586,678,496,"10,726","1,132",791,719,968,709,362,673,497,376,503,743,950,844,530,737,192,0
2020년01월_여_80~89세,"12,070","6,680",263,197,474,218,255,287,304,236,595,487,824,245,279,513,288,225,314,403,273,"5,390",546,333,295,463,332,165,259,221,208,289,412,535,453,365,402,112,0
2020년01월_여_90~99세,"1,978","1,142",39,43,79,36,48,44,51,39,75,85,135,51,43,91,57,39,69,72,46,836,82,59,44,70,55,25,32,30,28,43,64,103,66,43,69,23,0
2020년01월_여_100세 이상,135,68,8,2,13,1,4,4,2,3,4,1,8,2,0,1,3,3,1,3,5,67,7,9,6,3,15,0,2,4,1,1,2,1,1,8,7,0,0
