카테고리,경기도 부천시,경기도 부천시 심곡동,경기도 부천시 부천동,경기도 부천시 중동,경기도 부천시 신중동,경기도 부천시 상동,경기도 부천시 대산동,경기도 부천시 소사본동,경기도 부천시 범안동,경기도 부천시 성곡동,경기도 부천시 오정동
2021년07월_계_총인구수,"810,069","63,626","89,161","41,235","130,106","85,946","81,077","56,420","95,491","83,139","83,868"
2021년07월_계_연령구간인구수,"810,069","63,626","89,161","41,235","130,106","85,946","81,077","56,420","95,491","83,139","83,868"
2021년07월_계_0~9세,"54,590","2,913","5,326","2,634","9,452","7,699","4,458","3,668","9,346","4,298","4,796"
2021년07월_계_10~19세,"68,737","3,802","7,005","3,812","11,080","9,682","6,245","4,223","9,320","6,787","6,781"
2021년07월_계_20~29세,"114,635","10,004","12,690","5,931","19,020","11,968","11,383","7,595","11,144","12,399","12,501"
2021년07월_계_30~39세,"113,318","9,267","11,825","5,341","21,223","12,411","10,951","8,048","13,841","9,700","10,711"
2021년07월_계_40~49세,"126,735","9,397","13,614","6,235","20,424","15,031","12,149","7,795","17,363","12,135","12,592"
2021년07월_계_50~59세,"145,024","11,546","16,316","7,516","22,325","15,242","14,440","9,947","14,290","16,756","16,646"
2021년07월_계_60~69세,"116,265","10,038","13,643","6,116","17,467","9,393","12,908","9,341","12,160","12,711","12,488"
2021년07월_계_70~79세,"47,064","4,618","5,892","2,393","5,946","2,943","5,743","3,957","5,301","5,416","4,855"
2021년07월_계_80~89세,"20,422","1,775","2,512","1,055","2,669","1,326","2,416","1,598","2,326","2,574","2,171"
2021년07월_계_90~99세,"3,123",253,315,190,479,245,366,233,376,353,313
2021년07월_계_100세 이상,156,13,23,12,21,6,18,15,24,10,14
2021년07월_남_총인구수,"401,645","32,372","44,556","20,408","62,792","42,225","40,148","27,834","46,801","41,608","42,901"
2021년07월_남_연령구간인구수,"401,645","32,372","44,556","20,408","62,792","42,225","40,148","27,834","46,801","41,608","42,901"
2021년07월_남_0~9세,"28,090","1,555","2,740","1,363","4,852","3,926","2,308","1,882","4,828","2,175","2,461"
2021년07월_남_10~19세,"35,240","1,927","3,645","1,987","5,606","4,939","3,245","2,107","4,638","3,552","3,594"
2021년07월_남_20~29세,"59,067","5,155","6,593","3,037","9,271","6,124","5,981","3,973","5,734","6,523","6,676"
2021년07월_남_30~39세,"58,365","5,099","6,154","2,737","10,498","5,973","5,847","4,250","6,772","5,198","5,837"
2021년07월_남_40~49세,"63,928","5,142","7,084","3,073","9,753","7,068","6,204","3,909","8,824","6,179","6,692"
2021년07월_남_50~59세,"70,370","5,827","8,056","3,629","10,306","7,388","6,894","4,663","6,846","8,342","8,419"
2021년07월_남_60~69세,"57,125","4,816","6,603","3,020","8,762","4,907","6,063","4,514","5,797","6,358","6,285"
2021년07월_남_70~79세,"21,790","2,178","2,700","1,162","2,792","1,416","2,630","1,900","2,471","2,363","2,178"
2021년07월_남_80~89세,"6,932",628,889,344,853,429,897,574,798,835,685
2021년07월_남_90~99세,698,43,86,52,94,52,74,59,85,82,71
2021년07월_남_100세 이상,40,2,6,4,5,3,5,3,8,1,3
2021년07월_여_총인구수,"408,424","31,254","44,605","20,827","67,314","43,721","40,929","28,586","48,690","41,531","40,967"
2021년07월_여_연령구간인구수,"408,424","31,254","44,605","20,827","67,314","43,721","40,929","28,586","48,690","41,531","40,967"
2021년07월_여_0~9세,"26,500","1,358","2,586","1,271","4,600","3,773","2,150","1,786","4,518","2,123","2,335"
2021년07월_여_10~19세,"33,497","1,875","3,360","1,825","5,474","4,743","3,000","2,116","4,682","3,235","3,187"
2021년07월_여_20~29세,"55,568","4,849","6,097","2,894","9,749","5,844","5,402","3,622","5,410","5,876","5,825"
2021년07월_여_30~39세,"54,953","4,168","5,671","2,604","10,725","6,438","5,104","3,798","7,069","4,502","4,874"
2021년07월_여_40~49세,"62,807","4,255","6,530","3,162","10,671","7,963","5,945","3,886","8,539","5,956","5,900"
2021년07월_여_50~59세,"74,654","5,719","8,260","3,887","12,019","7,854","7,546","5,284","7,444","8,414","8,227"
2021년07월_여_60~69세,"59,140","5,222","7,040","3,096","8,705","4,486","6,845","4,827","6,363","6,353","6,203"
2021년07월_여_70~79세,"25,274","2,440","3,192","1,231","3,154","1,527","3,113","2,057","2,830","3,053","2,677"
2021년07월_여_80~89세,"13,490","1,147","1,623",711,"1,816",897,"1,519","1,024","1,528","1,739","1,486"
2021년07월_여_90~99세,"2,425",210,229,138,385,193,292,174,291,271,242
2021년07월_여_100세 이상,116,11,17,8,16,3,13,12,16,9,11
