카테고리,경기도 안산시,경기도 안산시 상록구,경기도 안산시 상록구 일동,경기도 안산시 상록구 이동,경기도 안산시 상록구 사동,경기도 안산시 상록구 사이동,경기도 안산시 상록구 해양동,경기도 안산시 상록구 본오1동,경기도 안산시 상록구 본오2동,경기도 안산시 상록구 본오3동,경기도 안산시 상록구 부곡동,경기도 안산시 상록구 월피동,경기도 안산시 상록구 성포동,경기도 안산시 상록구 반월동,경기도 안산시 상록구 안산동,경기도 안산시 단원구,경기도 안산시 단원구 와동,경기도 안산시 단원구 고잔동,경기도 안산시 단원구 중앙동,경기도 안산시 단원구 호수동,경기도 안산시 단원구 원곡동,경기도 안산시 단원구 백운동,경기도 안산시 단원구 신길동,경기도 안산시 단원구 초지동,경기도 안산시 단원구 선부1동,경기도 안산시 단원구 선부2동,경기도 안산시 단원구 선부3동,경기도 안산시 단원구 대부동
2020년01월_남_총인구수,"333,471","175,550","13,218","13,358","17,973","16,838","9,464","20,350","13,797","10,431","11,673","20,520","13,756","9,348","4,824","157,921","20,894","11,288","12,971","23,156","3,828","9,724","12,322","24,656","5,871","9,941","18,803","4,467"
2020년01월_남_연령구간인구수,"333,471","175,550","13,218","13,358","17,973","16,838","9,464","20,350","13,797","10,431","11,673","20,520","13,756","9,348","4,824","157,921","20,894","11,288","12,971","23,156","3,828","9,724","12,322","24,656","5,871","9,941","18,803","4,467"
2020년01월_남_0~9세,"23,525","12,145",991,667,"1,116","1,400",786,"1,578",932,600,868,"1,314",990,628,275,"11,380","1,488",671,909,"1,867",148,725,942,"2,125",381,552,"1,399",173
2020년01월_남_10~19세,"34,911","18,237","1,339",944,"1,683","2,012","1,214","2,289","1,594",989,"1,163","2,296","1,559",736,419,"16,674","2,243","1,086","1,271","3,003",174,"1,017","1,367","2,714",463,997,"2,115",224
2020년01월_남_20~29세,"55,904","30,127","2,018","2,396","3,380","2,822","1,833","3,291","2,262","1,838","1,928","3,903","2,590","1,206",660,"25,777","3,362","2,217","2,520","4,071",320,"1,514","1,769","4,051",913,"1,478","3,160",402
2020년01월_남_30~39세,"46,496","23,574","1,844","2,372","2,874","2,199","1,054","2,731","1,676","1,372","1,408","2,495","1,718","1,274",557,"22,922","3,012","1,804","2,224","2,729",424,"1,383","1,787","4,047","1,027","1,260","2,838",387
2020년01월_남_40~49세,"56,255","29,544","2,561","2,334","3,170","2,876","1,473","3,739","2,346","1,744","2,026","3,241","1,760","1,497",777,"26,711","3,926","1,720","1,899","3,737",703,"1,513","2,300","4,373",943,"1,811","3,255",531
2020년01월_남_50~59세,"65,185","34,467","2,432","2,533","3,386","3,219","1,775","3,893","2,766","2,130","2,507","4,263","2,834","1,712","1,017","30,718","4,138","2,102","2,301","4,802","1,077","1,894","2,261","4,192","1,084","2,295","3,577",995
2020년01월_남_60~69세,"33,588","17,555","1,210","1,304","1,382","1,588",959,"1,770","1,390","1,092","1,132","2,048","1,600","1,346",734,"16,033","1,786","1,094","1,345","2,155",569,"1,160","1,286","2,096",736,"1,024","1,776","1,006"
2020년01월_남_70~79세,"12,687","7,055",608,593,603,523,291,775,578,436,447,681,494,737,289,"5,632",697,425,376,577,308,410,450,753,219,393,492,532
2020년01월_남_80~89세,"4,487","2,594",198,198,327,181,75,272,236,212,185,260,173,192,85,"1,893",220,162,111,190,94,101,147,281,97,114,184,192
2020년01월_남_90~99세,411,242,17,17,50,18,4,12,16,18,8,19,35,18,10,169,22,7,13,24,10,7,13,22,7,16,6,22
2020년01월_남_100세 이상,22,10,0,0,2,0,0,0,1,0,1,0,3,2,1,12,0,0,2,1,1,0,0,2,1,1,1,3
2020년01월_여_총인구수,"317,088","168,695","12,727","11,783","16,607","16,338","8,983","19,203","14,049","10,558","10,999","19,638","14,200","9,143","4,467","148,393","18,731","11,224","13,179","22,920","2,798","9,387","10,785","23,463","5,558","8,368","17,906","4,074"
2020년01월_여_연령구간인구수,"317,088","168,695","12,727","11,783","16,607","16,338","8,983","19,203","14,049","10,558","10,999","19,638","14,200","9,143","4,467","148,393","18,731","11,224","13,179","22,920","2,798","9,387","10,785","23,463","5,558","8,368","17,906","4,074"
2020년01월_여_0~9세,"22,650","11,648",997,683,"1,082","1,352",740,"1,428",882,573,816,"1,236",948,639,272,"11,002","1,369",694,888,"1,856",160,721,900,"2,024",352,517,"1,383",138
2020년01월_여_10~19세,"32,664","17,154","1,354",850,"1,570","1,904","1,143","2,149","1,614",953,"1,155","2,015","1,361",685,401,"15,510","2,009","1,023","1,220","2,774",156,950,"1,299","2,665",455,887,"1,897",175
2020년01월_여_20~29세,"49,238","26,555","1,869","2,194","2,777","2,445","1,408","2,875","2,205","1,773","1,728","3,335","2,366","1,030",550,"22,683","2,738","2,098","2,527","3,855",213,"1,412","1,369","3,459",706,"1,221","2,769",316
2020년01월_여_30~39세,"39,176","20,099","1,582","1,697","2,155","1,966","1,007","2,381","1,482","1,290","1,194","2,149","1,656","1,093",447,"19,077","2,425","1,428","1,961","2,744",286,"1,182","1,347","3,296",731,929,"2,466",282
2020년01월_여_40~49세,"54,750","28,949","2,232","1,912","2,904","2,932","1,663","3,569","2,564","1,739","1,868","3,369","2,241","1,284",672,"25,801","3,421","1,772","2,085","4,304",445,"1,539","1,919","4,321",873,"1,470","3,253",399
2020년01월_여_50~59세,"61,013","32,530","2,223","2,127","2,975","3,091","1,766","3,475","2,729","2,181","2,148","4,089","3,096","1,763",867,"28,483","3,462","2,082","2,453","4,615",649,"1,884","2,022","4,079","1,117","1,718","3,468",934
2020년01월_여_60~69세,"30,787","16,352","1,206","1,187","1,285","1,493",808,"1,665","1,249","1,009","1,041","1,801","1,460","1,452",696,"14,435","1,743","1,126","1,277","1,667",420,"1,085","1,136","1,943",695,890,"1,506",947
2020년01월_여_70~79세,"15,924","9,177",797,692,946,680,258,"1,038",814,647,650,933,589,788,345,"6,747",970,602,438,609,295,397,469,964,372,429,701,501
2020년01월_여_80~89세,"9,243","5,281",395,362,759,414,150,542,445,339,348,608,403,342,174,"3,962",508,353,262,416,149,185,277,594,227,267,406,318
2020년01월_여_90~99세,"1,560",907,69,73,144,56,39,80,64,54,49,99,76,65,39,653,83,42,66,78,20,25,44,113,30,38,54,60
2020년01월_여_100세 이상,83,43,3,6,10,5,1,1,1,0,2,4,4,2,4,40,3,4,2,2,5,7,3,5,0,2,3,4
