카테고리,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2020년01월_계_80~89세,"12,243",514,492,645,650,475,403,"1,023",797,644,728,730,343,723,313,642,631,632,514,603,453,288
2020년01월_계_90~99세,"1,850",71,93,85,105,81,63,149,116,111,122,99,53,100,39,100,96,94,86,73,67,47
2020년01월_계_100세 이상,175,4,17,6,15,11,12,3,8,11,8,11,2,12,5,11,9,10,8,3,7,2
2020년01월_남_총인구수,"205,847","7,350","7,078","8,642","9,286","9,188","4,061","23,464","16,210","9,762","11,927","13,711","10,760","9,344","4,603","7,341","8,920","11,608","6,559","10,823","7,855","7,355"
2020년01월_남_연령구간인구수,"205,847","7,350","7,078","8,642","9,286","9,188","4,061","23,464","16,210","9,762","11,927","13,711","10,760","9,344","4,603","7,341","8,920","11,608","6,559","10,823","7,855","7,355"
2020년01월_남_0~9세,"14,847",593,549,560,378,735,159,"2,292","1,250",664,934,"1,114",773,540,288,329,452,"1,141",338,760,607,391
2020년01월_남_10~19세,"17,125",494,433,769,530,781,207,"2,594","1,909",998,826,"1,078",458,645,364,471,653,985,558,"1,029",697,646
2020년01월_남_20~29세,"30,369",995,"1,009","1,140","2,366","1,401",506,"3,249","2,276","1,402","1,726","1,820","2,163","1,303",646,956,"1,338","1,524",869,"1,571","1,116",993
2020년01월_남_30~39세,"30,935","1,202","1,339","1,283","1,088","1,597",533,"3,248","1,823","1,262","2,057","2,395","2,513","1,258",561,957,"1,366","1,981",835,"1,472","1,065","1,100"
2020년01월_남_40~49세,"34,131","1,207","1,105","1,336","1,290","1,409",643,"4,318","2,866","1,573","1,965","2,219","1,702","1,446",781,"1,088","1,477","2,103","1,067","1,740","1,218","1,578"
2020년01월_남_50~59세,"34,253","1,203","1,139","1,453","1,385","1,343",752,"3,812","2,853","1,689","1,915","2,209","1,580","1,675",798,"1,307","1,604","1,706","1,143","1,935","1,327","1,425"
2020년01월_남_60~69세,"25,524",953,890,"1,136","1,174","1,079",666,"2,392","1,949","1,229","1,417","1,753",986,"1,362",651,"1,187","1,194","1,251",994,"1,386","1,103",772
2020년01월_남_70~79세,"13,831",511,437,728,796,653,408,"1,192",957,713,789,836,444,825,390,775,610,659,536,691,543,338
2020년01월_남_80~89세,"4,361",169,163,207,251,166,165,337,291,206,269,263,131,267,108,248,202,237,196,220,158,107
2020년01월_남_90~99세,425,23,11,30,25,20,19,30,32,21,28,19,9,21,14,20,21,18,21,19,20,4
2020년01월_남_100세 이상,46,0,3,0,3,4,3,0,4,5,1,5,1,2,2,3,3,3,2,0,1,1
2020년01월_여_총인구수,"202,547","7,176","6,928","8,545","7,986","8,996","3,657","23,738","16,327","9,999","12,047","13,217","9,837","9,079","4,462","7,404","9,031","11,560","6,838","11,219","8,079","6,422"
2020년01월_여_연령구간인구수,"202,547","7,176","6,928","8,545","7,986","8,996","3,657","23,738","16,327","9,999","12,047","13,217","9,837","9,079","4,462","7,404","9,031","11,560","6,838","11,219","8,079","6,422"
2020년01월_여_0~9세,"14,223",585,518,552,336,659,155,"2,225","1,212",662,892,"1,118",677,516,263,347,466,"1,065",340,710,527,398
2020년01월_여_10~19세,"15,937",463,411,642,482,633,197,"2,373","1,732",926,855,999,456,588,350,472,655,912,507,"1,000",670,614
2020년01월_여_20~29세,"26,903",891,"1,023","1,044","1,328","1,399",363,"2,963","2,012","1,180","1,687","1,690","2,118","1,058",488,794,"1,279","1,402",780,"1,428","1,113",863
2020년01월_여_30~39세,"26,803","1,014","1,041","1,047",810,"1,354",361,"3,298","1,790","1,155","1,833","1,967","1,964","1,058",478,773,"1,112","1,870",705,"1,309","1,002",862
2020년01월_여_40~49세,"30,625",963,950,"1,259",924,"1,311",426,"4,161","2,941","1,606","1,712","1,894","1,382","1,226",675,929,"1,277","1,861",967,"1,774","1,146","1,241"
2020년01월_여_50~59세,"34,182","1,161","1,112","1,405","1,346","1,352",612,"3,895","2,872","1,760","1,919","2,213","1,527","1,564",766,"1,284","1,614","1,761","1,282","2,147","1,560","1,030"
2020년01월_여_60~69세,"27,679","1,021",888,"1,260","1,310","1,192",726,"2,596","1,998","1,349","1,583","1,758",983,"1,542",711,"1,396","1,325","1,457","1,142","1,535","1,145",762
2020년01월_여_70~79세,"16,759",681,560,837,959,719,526,"1,419","1,176",827,"1,006","1,025",473,982,498,927,793,754,726,876,568,427
2020년01월_여_80~89세,"7,882",345,329,438,399,309,238,686,506,438,459,467,212,456,205,394,429,395,318,383,295,181
2020년01월_여_90~99세,"1,425",48,82,55,80,61,44,119,84,90,94,80,44,79,25,80,75,76,65,54,47,43
2020년01월_여_100세 이상,129,4,14,6,12,7,9,3,4,6,7,6,1,10,3,8,6,7,6,3,6,1
