카테고리,부산광역시 남구,부산광역시 남구 대연제1동,부산광역시 남구 대연제3동,부산광역시 남구 대연제4동,부산광역시 남구 대연제5동,부산광역시 남구 대연제6동,부산광역시 남구 용호제1동,부산광역시 남구 용호제2동,부산광역시 남구 용호제3동,부산광역시 남구 용호제4동,부산광역시 남구 용당동,부산광역시 남구 감만제1동,부산광역시 남구 감만제2동,부산광역시 남구 우암동,부산광역시 남구 문현제1동,부산광역시 남구 문현제2동,부산광역시 남구 문현제3동,부산광역시 남구 문현제4동
2020년03월_남_60~69세,"18,572","1,063","1,567",909,"1,067",830,"2,889","1,284","1,115",706,649,"1,255",556,"1,238","1,059",671,945,769
2020년03월_남_70~79세,"11,004",720,838,597,683,500,"1,520",704,700,397,322,713,427,769,617,432,578,487
2020년03월_남_80~89세,"3,427",256,280,199,238,144,492,181,190,104,88,224,130,203,192,157,172,177
2020년03월_남_90~99세,241,14,21,12,13,13,55,12,12,14,4,13,4,12,9,12,11,10
2020년03월_남_100세 이상,23,2,2,1,1,0,2,1,0,2,1,3,0,2,1,3,0,2
2020년03월_여_총인구수,"139,028","8,152","17,162","6,600","8,918","8,312","23,668","9,008","6,553","4,598","3,969","7,083","3,656","6,918","7,565","4,509","7,495","4,862"
2020년03월_여_연령구간인구수,"139,028","8,152","17,162","6,600","8,918","8,312","23,668","9,008","6,553","4,598","3,969","7,083","3,656","6,918","7,565","4,509","7,495","4,862"
2020년03월_여_0~9세,"9,357",321,"1,428",523,567,988,"1,822",743,295,279,239,373,158,304,434,181,480,222
2020년03월_여_10~19세,"11,622",509,"1,625",415,749,718,"2,626",862,466,349,390,474,245,467,648,181,620,278
2020년03월_여_20~29세,"16,664","1,600","3,049",625,"1,283",901,"2,376",786,672,460,398,710,324,605,843,699,850,483
2020년03월_여_30~39세,"15,672",880,"2,304",922,"1,092","1,262","2,419",989,540,543,369,711,325,657,734,618,875,432
2020년03월_여_40~49세,"21,392","1,008","2,945",878,"1,371","1,389","4,320","1,501",847,683,625,957,493,901,"1,152",526,"1,164",632
2020년03월_여_50~59세,"22,555","1,202","2,501","1,062","1,278","1,200","4,047","1,479","1,180",729,703,"1,222",604,"1,170","1,335",671,"1,297",875
2020년03월_여_60~69세,"21,642","1,343","1,764","1,062","1,325","1,032","3,211","1,465","1,348",877,661,"1,346",744,"1,461","1,194",697,"1,158",954
2020년03월_여_70~79세,"13,536",899,"1,001",762,867,551,"1,890",770,834,468,413,887,534,876,833,586,701,664
2020년03월_여_80~89세,"5,610",336,456,305,337,224,808,345,319,174,143,345,205,381,344,302,309,277
2020년03월_여_90~99세,868,46,76,37,44,40,143,60,45,29,27,46,22,88,44,41,39,41
2020년03월_여_100세 이상,110,8,13,9,5,7,6,8,7,7,1,12,2,8,4,7,2,4
