카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020년02월_계_총인구수,"1,071,002","469,671","15,620","23,907","44,556","21,964","11,661","8,978","22,054","19,990","31,018","36,520","15,958","38,558","33,873","19,763","22,570","33,008","46,938","20,100","2,635","298,445","34,337","47,812","24,160","39,552","31,265","20,912","24,793","16,703","10,371","26,084","22,456","302,886","28,256","19,097","36,535","52,815","28,463","29,685","34,886","21,638","51,511"
2020년02월_계_연령구간인구수,"1,071,002","469,671","15,620","23,907","44,556","21,964","11,661","8,978","22,054","19,990","31,018","36,520","15,958","38,558","33,873","19,763","22,570","33,008","46,938","20,100","2,635","298,445","34,337","47,812","24,160","39,552","31,265","20,912","24,793","16,703","10,371","26,084","22,456","302,886","28,256","19,097","36,535","52,815","28,463","29,685","34,886","21,638","51,511"
2020년02월_계_0~9세,"84,859","39,126",654,"3,291","5,663","1,390",700,"1,269","2,208","2,439","2,497","2,285",981,"2,210","2,877",814,"1,581","2,457","3,063","2,654",93,"21,786","3,476","3,622","1,341","3,469","2,149",964,"1,547","1,286","1,321","1,191","1,420","23,947","2,190","1,065","2,767","4,957","2,096","2,133","2,221","1,664","4,854"
2020년02월_계_10~19세,"108,526","42,498","1,320","1,870","3,721","1,966","1,132",650,"1,422","1,490","3,315","2,919","1,306","3,910","4,007","1,343","2,236","3,130","5,179","1,407",175,"30,722","4,650","4,773","2,299","4,710","2,989","1,445","3,384","2,310",923,"1,611","1,628","35,306","2,890","1,621","6,013","5,902","3,439","3,424","3,101","2,406","6,510"
2020년02월_계_20~29세,"149,521","62,298","2,217","2,403","5,020","2,965","1,456","1,221","2,712","2,260","3,537","4,392","2,157","6,270","4,649","2,988","3,220","5,020","7,049","2,292",470,"44,442","4,695","7,108","4,050","5,398","5,005","3,306","3,889","2,260","1,106","4,770","2,855","42,781","4,059","2,862","4,946","7,602","3,733","3,835","6,178","3,080","6,486"
2020년02월_계_30~39세,"142,084","66,664","1,531","4,288","8,014","2,532","1,372","1,913","4,263","4,467","3,600","4,319","1,833","4,336","4,343","2,358","2,794","4,997","5,286","4,142",276,"38,611","3,810","5,694","3,004","4,886","4,654","3,537","2,298","1,582","1,629","4,650","2,867","36,809","3,389","2,043","3,487","7,331","3,256","3,439","5,050","2,900","5,914"
2020년02월_계_40~49세,"185,799","78,951","2,336","4,223","8,165","3,672","1,845","1,453","3,504","3,462","5,534","5,801","2,405","6,294","6,590","2,977","3,779","5,267","8,089","3,247",308,"52,712","6,990","7,688","3,815","7,174","5,387","3,883","4,387","3,078","1,893","4,929","3,488","54,136","4,659","2,760","7,572","9,611","4,967","5,094","5,540","3,879","10,054"
2020년02월_계_50~59세,"192,432","81,811","3,310","3,381","6,179","4,268","2,128","1,147","3,251","2,515","5,033","6,945","3,264","7,593","5,796","4,197","4,295","6,050","9,220","2,750",489,"55,249","5,987","9,289","4,639","6,860","5,721","3,797","4,861","3,104","1,809","4,655","4,527","55,372","5,324","4,294","6,487","9,462","5,053","5,242","6,492","3,925","9,093"
2020년02월_계_60~69세,"111,228","52,456","2,259","2,610","4,351","2,740","1,505",692,"2,527","1,933","3,923","5,369","2,178","3,791","2,832","2,767","2,522","3,148","4,785","2,081",443,"30,001","2,701","5,145","2,777","3,887","3,086","2,109","2,410","1,453","1,065","2,194","3,174","28,771","2,980","2,489","2,947","4,169","2,835","2,975","3,459","2,071","4,846"
2020년02월_계_70~79세,"60,629","29,698","1,282","1,255","2,363","1,565",958,400,"1,484",978,"2,407","3,013","1,204","2,526","1,708","1,483","1,375","1,851","2,593","1,000",253,"15,222","1,332","2,684","1,413","1,973","1,445","1,138","1,200",857,434,"1,211","1,535","15,709","1,803","1,226","1,349","2,285","1,717","1,965","1,804","1,089","2,471"
