카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020년07월_계_총인구수,"51,839,852","9,715,429","3,402,776","2,428,022","2,945,565","1,454,709","1,470,225","1,141,362","346,217","13,351,891","1,540,094","1,597,936","2,120,692","1,808,044","1,853,339","2,644,001","3,347,637","671,913"
2020년07월_계_연령구간인구수,"51,839,852","9,715,429","3,402,776","2,428,022","2,945,565","1,454,709","1,470,225","1,141,362","346,217","13,351,891","1,540,094","1,597,936","2,120,692","1,808,044","1,853,339","2,644,001","3,347,637","671,913"
2020년07월_계_0~9세,"4,062,274","643,327","237,611","182,953","234,618","122,863","117,982","101,316","47,066","1,164,671","107,373","126,082","176,871","132,170","135,149","194,217","276,630","61,375"
2020년07월_계_10~19세,"4,850,566","797,290","275,948","229,707","276,709","159,816","149,054","113,536","41,228","1,339,699","139,436","150,750","204,294","177,163","169,577","228,690","326,862","70,807"
2020년07월_계_20~29세,"6,801,367","1,465,057","433,694","322,718","403,335","208,961","212,861","146,406","36,176","1,792,794","179,168","198,376","242,524","211,507","200,245","285,427","380,381","81,737"
2020년07월_계_30~39세,"6,956,361","1,493,859","426,595","299,733","411,328","189,053","197,250","155,472","60,806","1,912,629","167,981","196,691","272,657","192,445","189,273","297,033","409,959","83,597"
2020년07월_계_40~49세,"8,338,271","1,545,423","514,314","387,441","486,394","243,442","239,825","189,127","66,688","2,296,589","225,730","242,162","328,943","271,249","262,157","386,370","539,798","112,619"
2020년07월_계_50~59세,"8,653,176","1,531,558","574,793","427,685","513,643","233,747","242,797","210,564","43,570","2,220,221","268,643","274,049","340,013","300,996","314,722","461,499","582,963","111,713"
2020년07월_계_60~69세,"6,549,914","1,220,667","519,969","317,981","355,205","159,502","174,228","140,639","28,607","1,474,875","234,183","215,906","271,111","249,442","265,419","397,640","447,142","77,398"
2020년07월_계_70~79세,"3,671,175","699,735","290,977","174,208","175,811","92,265","90,359","58,937","13,961","757,425","135,817","120,020","170,467","168,563","192,186","241,125","244,205","45,114"
2020년07월_계_80~89세,"1,691,397","270,476","112,311","75,804","75,651","38,960","39,760","22,155","6,915","338,524","70,024","64,438","99,078","90,444","108,178","132,957","122,355","23,367"
2020년07월_계_90~99세,"244,100","41,465","14,715","9,089","11,943","5,678","5,748","3,041","1,145","50,274","10,908","8,906","13,832","13,219","15,591","18,083","16,555","3,908"
2020년07월_계_100세 이상,"21,251","6,572","1,849",703,928,422,361,169,55,"4,190",831,556,902,846,842,960,787,278
2020년07월_남_총인구수,"25,852,796","4,728,872","1,667,613","1,198,621","1,475,837","719,860","734,008","586,533","172,660","6,717,812","774,913","809,841","1,081,752","898,719","931,280","1,331,461","1,685,427","337,587"
2020년07월_남_연령구간인구수,"25,852,796","4,728,872","1,667,613","1,198,621","1,475,837","719,860","734,008","586,533","172,660","6,717,812","774,913","809,841","1,081,752","898,719","931,280","1,331,461","1,685,427","337,587"
2020년07월_남_0~9세,"2,083,542","330,330","121,904","93,738","120,420","63,125","60,602","52,083","24,134","596,586","54,950","64,429","90,576","67,777","68,920","100,148","142,316","31,504"
2020년07월_남_10~19세,"2,510,175","408,779","142,681","120,078","142,314","83,009","77,107","59,828","20,667","689,824","72,656","78,485","106,045","91,848","88,092","120,394","171,277","37,091"
2020년07월_남_20~29세,"3,572,642","712,412","226,299","172,852","210,352","109,019","111,815","82,156","18,310","943,417","100,583","110,262","133,825","114,084","111,599","161,207","211,161","43,289"
2020년07월_남_30~39세,"3,581,337","747,611","218,081","155,431","212,697","96,360","102,600","82,466","29,610","984,344","88,011","104,100","146,459","99,112","99,666","158,326","214,141","42,322"
2020년07월_남_40~49세,"4,236,548","765,473","258,735","191,086","248,480","120,824","119,547","96,122","34,129","1,166,569","116,234","125,500","175,321","140,036","140,422","201,812","278,104","58,154"
2020년07월_남_50~59세,"4,366,095","751,861","278,739","209,477","256,879","115,865","121,015","107,296","22,639","1,126,057","137,952","141,025","179,404","155,526","168,457","238,415","297,364","58,124"
2020년07월_남_60~69세,"3,202,249","576,472","246,463","151,338","176,044","75,917","84,765","70,979","14,186","732,581","116,369","108,024","135,133","123,068","133,396","196,872","222,280","38,362"
2020년07월_남_70~79세,"1,648,740","318,867","130,920","75,982","79,969","40,837","40,978","27,845","6,388","343,170","60,735","53,893","76,939","74,009","83,590","106,804","107,422","20,392"
2020년07월_남_80~89세,"591,225","104,518","40,176","26,483","25,840","13,637","14,165","7,227","2,331","122,154","24,683","21,970","34,599","30,154","33,921","43,567","38,046","7,754"
2020년07월_남_90~99세,"55,078","10,824","3,208","1,989","2,596","1,215","1,326",497,255,"11,990","2,484","2,000","3,246","2,930","3,100","3,709","3,153",556
2020년07월_남_100세 이상,"5,165","1,725",407,167,246,52,88,34,11,"1,120",256,153,205,175,117,207,163,39
2020년07월_여_총인구수,"25,987,056","4,986,557","1,735,163","1,229,401","1,469,728","734,849","736,217","554,829","173,557","6,634,079","765,181","788,095","1,038,940","909,325","922,059","1,312,540","1,662,210","334,326"
2020년07월_여_연령구간인구수,"25,987,056","4,986,557","1,735,163","1,229,401","1,469,728","734,849","736,217","554,829","173,557","6,634,079","765,181","788,095","1,038,940","909,325","922,059","1,312,540","1,662,210","334,326"
2020년07월_여_0~9세,"1,978,732","312,997","115,707","89,215","114,198","59,738","57,380","49,233","22,932","568,085","52,423","61,653","86,295","64,393","66,229","94,069","134,314","29,871"
2020년07월_여_10~19세,"2,340,391","388,511","133,267","109,629","134,395","76,807","71,947","53,708","20,561","649,875","66,780","72,265","98,249","85,315","81,485","108,296","155,585","33,716"
2020년07월_여_20~29세,"3,228,725","752,645","207,395","149,866","192,983","99,942","101,046","64,250","17,866","849,377","78,585","88,114","108,699","97,423","88,646","124,220","169,220","38,448"
2020년07월_여_30~39세,"3,375,024","746,248","208,514","144,302","198,631","92,693","94,650","73,006","31,196","928,285","79,970","92,591","126,198","93,333","89,607","138,707","195,818","41,275"
2020년07월_여_40~49세,"4,101,723","779,950","255,579","196,355","237,914","122,618","120,278","93,005","32,559","1,130,020","109,496","116,662","153,622","131,213","121,735","184,558","261,694","54,465"
2020년07월_여_50~59세,"4,287,081","779,697","296,054","218,208","256,764","117,882","121,782","103,268","20,931","1,094,164","130,691","133,024","160,609","145,470","146,265","223,084","285,599","53,589"
2020년07월_여_60~69세,"3,347,665","644,195","273,506","166,643","179,161","83,585","89,463","69,660","14,421","742,294","117,814","107,882","135,978","126,374","132,023","200,768","224,862","39,036"
2020년07월_여_70~79세,"2,022,435","380,868","160,057","98,226","95,842","51,428","49,381","31,092","7,573","414,255","75,082","66,127","93,528","94,554","108,596","134,321","136,783","24,722"
2020년07월_여_80~89세,"1,100,172","165,958","72,135","49,321","49,811","25,323","25,595","14,928","4,584","216,370","45,341","42,468","64,479","60,290","74,257","89,390","84,309","15,613"
2020년07월_여_90~99세,"189,022","30,641","11,507","7,100","9,347","4,463","4,422","2,544",890,"38,284","8,424","6,906","10,586","10,289","12,491","14,374","13,402","3,352"
2020년07월_여_100세 이상,"16,086","4,847","1,442",536,682,370,273,135,44,"3,070",575,403,697,671,725,753,624,239
