카테고리,강원도 춘천시,강원도 춘천시 신북읍,강원도 춘천시 동면,강원도 춘천시 동산면,강원도 춘천시 신동면,강원도 춘천시 남면,강원도 춘천시 서면,강원도 춘천시 사북면,강원도 춘천시 북산면,강원도 춘천시 동내면,강원도 춘천시 남산면,강원도 춘천시 교동,강원도 춘천시 조운동,강원도 춘천시 약사명동,강원도 춘천시 근화동,강원도 춘천시 소양동,강원도 춘천시 후평1동,강원도 춘천시 후평2동,강원도 춘천시 후평3동,강원도 춘천시 효자1동,강원도 춘천시 효자2동,강원도 춘천시 효자3동,강원도 춘천시 석사동,강원도 춘천시 퇴계동,강원도 춘천시 강남동,강원도 춘천시 신사우동
2020년03월_남_90~99세,419,22,16,2,3,9,20,9,4,20,10,6,8,7,22,18,19,27,30,12,12,8,33,50,24,28
2020년03월_남_100세 이상,48,2,1,0,1,0,4,0,0,1,2,2,1,2,1,4,1,1,1,0,6,1,2,1,1,13
2020년03월_여_총인구수,"142,711","3,906","9,925",684,"1,249",503,"1,907","1,304",427,"8,667","1,669","1,787","1,532","1,227","4,440","5,184","6,089","7,929","11,284","2,320","5,661","2,332","18,341","25,542","8,614","10,188"
2020년03월_여_연령구간인구수,"142,711","3,906","9,925",684,"1,249",503,"1,907","1,304",427,"8,667","1,669","1,787","1,532","1,227","4,440","5,184","6,089","7,929","11,284","2,320","5,661","2,332","18,341","25,542","8,614","10,188"
2020년03월_여_0~9세,"10,784",189,"1,119",16,51,7,59,38,9,733,35,41,45,50,467,417,273,653,897,171,220,81,"1,405","2,200",619,989
2020년03월_여_10~19세,"13,290",237,"1,166",25,80,17,89,64,14,858,73,93,72,59,305,364,435,731,"1,065",182,349,132,"2,227","2,938",699,"1,016"
2020년03월_여_20~29세,"17,325",385,855,57,98,13,126,67,18,"1,050",121,398,204,115,501,602,919,"1,047","1,347",243,"1,081",550,"2,450","2,956","1,054","1,068"
2020년03월_여_30~39세,"17,094",311,"1,369",40,95,29,109,53,11,"1,204",118,191,157,110,719,667,627,"1,110","1,449",252,523,271,"1,940","3,322","1,066","1,351"
2020년03월_여_40~49세,"21,552",440,"1,785",45,117,35,147,112,29,"1,377",148,173,160,138,566,698,770,"1,208","1,669",345,661,225,"3,251","4,583","1,247","1,623"
2020년03월_여_50~59세,"23,494",708,"1,527",120,228,82,345,270,82,"1,377",308,255,258,215,584,892,"1,057","1,319","1,843",401,812,359,"3,101","4,265","1,564","1,522"
2020년03월_여_60~69세,"18,673",659,"1,152",157,281,129,411,300,110,"1,051",420,286,272,205,553,713,968,863,"1,479",327,875,334,"1,903","2,705","1,278","1,242"
2020년03월_여_70~79세,"11,937",521,554,118,143,99,292,230,96,588,248,203,195,181,460,494,629,583,901,260,681,234,"1,240","1,527",646,814
2020년03월_여_80~89세,"7,107",393,315,93,136,77,263,136,50,360,164,128,138,116,237,275,335,346,544,116,390,125,686,865,356,463
2020년03월_여_90~99세,"1,392",61,82,12,20,14,63,33,8,66,33,19,30,37,44,55,72,64,90,23,67,20,135,173,79,92
2020년03월_여_100세 이상,63,2,1,1,0,1,3,1,0,3,1,0,1,1,4,7,4,5,0,0,2,1,3,8,6,8
