카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2020년03월_계_80~89세,"11,289",590,466,460,888,608,301,486,336,568,283,532,528,451,710,226,347,317,"1,216",392,494,412,678
2020년03월_계_90~99세,"2,214",87,70,88,168,142,66,85,51,114,35,92,102,96,143,52,73,66,257,102,103,69,153
2020년03월_계_100세 이상,279,10,19,20,16,24,6,12,15,21,10,23,21,8,18,11,9,6,10,5,5,5,5
2020년03월_남_총인구수,"260,654","7,995","10,843","10,003","12,705","13,727","7,313","14,465","12,698","19,526","9,662","17,309","17,449","10,671","15,993","3,323","10,865","8,899","21,377","11,964","7,954","8,715","7,198"
2020년03월_남_연령구간인구수,"260,654","7,995","10,843","10,003","12,705","13,727","7,313","14,465","12,698","19,526","9,662","17,309","17,449","10,671","15,993","3,323","10,865","8,899","21,377","11,964","7,954","8,715","7,198"
2020년03월_남_0~9세,"19,995",546,368,603,"1,099","1,282",519,"1,354","1,174","1,139",412,562,"1,609",893,"1,582",206,851,604,"2,446","1,313",408,667,358
2020년03월_남_10~19세,"31,332",891,453,690,"1,392","1,299",833,"1,912","3,148","3,920","1,401",692,"2,625","1,094","2,147",290,"1,316",856,"2,233","1,950",726,"1,147",317
2020년03월_남_20~29세,"36,120","1,077","2,107","1,550","1,529","1,945","1,160","1,906","1,253","2,772","1,622","3,314","2,052","1,489","1,878",417,"1,519","1,371","2,608","1,391","1,224","1,054",882
2020년03월_남_30~39세,"38,891","1,112","2,780","2,076","1,541","2,105","1,046","2,185",657,"1,621","1,535","5,006","2,350","1,542","1,567",341,"1,411","1,417","3,375","1,428","1,245","1,276","1,275"
2020년03월_남_40~49세,"46,814","1,396","1,886","1,795","2,286","2,347","1,099","2,997","2,797","3,286","1,791","3,038","4,047","1,871","2,986",469,"1,678","1,465","3,842","2,168","1,132","1,520",918
2020년03월_남_50~59세,"39,882","1,232","1,363","1,403","1,934","2,056","1,154","2,028","2,066","3,522","1,617","2,206","2,534","1,686","2,758",573,"1,908","1,492","2,940","1,776","1,267","1,292","1,075"
2020년03월_남_60~69세,"26,623",815,"1,008",959,"1,352","1,492",833,"1,098",930,"2,000",695,"1,420","1,151","1,240","1,648",559,"1,391","1,051","2,152","1,288","1,134","1,034","1,373"
2020년03월_남_70~79세,"15,799",623,659,700,"1,111",897,514,741,513,"1,012",460,806,801,641,"1,052",350,647,492,"1,295",504,645,586,750
2020년03월_남_80~89세,"4,617",275,193,199,423,262,136,221,147,228,123,239,249,182,332,105,131,135,419,129,149,127,213
2020년03월_남_90~99세,526,27,23,22,36,37,17,21,10,22,4,21,29,30,41,12,12,15,63,16,23,12,33
2020년03월_남_100세 이상,55,1,3,6,2,5,2,2,3,4,2,5,2,3,2,1,1,1,4,1,1,0,4
2020년03월_여_총인구수,"284,150","9,213","12,421","11,553","14,926","15,487","7,367","15,971","12,559","18,896","10,804","18,660","19,737","11,823","18,419","3,542","11,589","9,217","23,488","12,361","8,288","9,302","8,527"
2020년03월_여_연령구간인구수,"284,150","9,213","12,421","11,553","14,926","15,487","7,367","15,971","12,559","18,896","10,804","18,660","19,737","11,823","18,419","3,542","11,589","9,217","23,488","12,361","8,288","9,302","8,527"
2020년03월_여_0~9세,"18,593",506,370,572,"1,176","1,112",426,"1,193",974,941,419,566,"1,516",983,"1,461",198,832,535,"2,428","1,059",396,593,337
2020년03월_여_10~19세,"28,681",883,488,623,"1,496","1,173",598,"1,573","2,458","2,712","1,162",752,"2,880","1,246","2,707",317,"1,349",810,"2,310","1,487",566,748,343
2020년03월_여_20~29세,"39,311","1,275","2,603","1,951","1,725","2,219",961,"2,090","1,232","2,381","1,796","4,353","2,694","1,636","2,213",401,"1,484","1,296","2,816","1,278","1,142",937,828
2020년03월_여_30~39세,"46,122","1,416","3,203","2,604","2,071","2,730","1,166","3,043","1,050","1,854","1,867","5,197","3,122","1,863","2,256",395,"1,515","1,407","3,887","1,727","1,138","1,377","1,234"
2020년03월_여_40~49세,"53,553","1,734","1,975","1,902","2,729","2,714","1,301","3,520","3,488","4,363","2,375","2,944","4,642","2,047","3,716",509,"2,062","1,568","3,898","2,504","1,100","1,646",816
2020년03월_여_50~59세,"40,172","1,255","1,431","1,501","2,045","2,334","1,241","1,976","1,642","3,206","1,593","2,026","2,133","1,830","2,701",577,"1,975","1,600","3,095","1,914","1,396","1,360","1,341"
2020년03월_여_60~69세,"31,660",975,"1,314","1,270","1,773","1,755",945,"1,319",988,"2,014",827,"1,575","1,440","1,271","1,861",629,"1,519","1,217","2,681","1,504","1,395","1,456","1,932"
2020년03월_여_70~79세,"17,474",785,701,789,"1,300",980,511,918,485,976,566,865,939,607,"1,008",345,568,546,"1,376",535,726,838,"1,110"
2020년03월_여_80~89세,"6,672",315,273,261,465,346,165,265,189,340,160,293,279,269,378,121,216,182,797,263,345,285,465
2020년03월_여_90~99세,"1,688",60,47,66,132,105,49,64,41,92,31,71,73,66,102,40,61,51,194,86,80,57,120
2020년03월_여_100세 이상,224,9,16,14,14,19,4,10,12,17,8,18,19,5,16,10,8,5,6,4,4,5,1
