카테고리,울산광역시 중구,울산광역시 중구 학성동,울산광역시 중구 반구1동,울산광역시 중구 반구2동,울산광역시 중구 복산1동,울산광역시 중구 복산2동,울산광역시 중구 중앙동,울산광역시 중구 우정동,울산광역시 중구 태화동,울산광역시 중구 다운동,울산광역시 중구 병영1동,울산광역시 중구 병영2동,울산광역시 중구 약사동,울산광역시 중구 성안동
2020년12월_계_총인구수,"217,595","10,414","17,313","8,842","4,810","11,382","13,296","19,348","33,809","23,196","22,544","20,522","10,960","21,159"
2020년12월_계_연령구간인구수,"217,595","10,414","17,313","8,842","4,810","11,382","13,296","19,348","33,809","23,196","22,544","20,522","10,960","21,159"
2020년12월_계_0~9세,"16,638",465,"1,374",414,227,924,439,"1,357","3,468","1,100","1,495","2,028","1,323","2,024"
2020년12월_계_10~19세,"20,118",656,"1,313",595,317,"1,128",660,"1,589","3,659","2,088","2,327","1,928","1,293","2,565"
2020년12월_계_20~29세,"26,816","1,090","2,181","1,319",588,"1,509","1,592","2,344","3,899","3,243","2,964","2,272","1,338","2,477"
2020년12월_계_30~39세,"26,371","1,080","2,434","1,029",513,"1,626","1,318","2,415","4,390","2,072","2,310","2,851","1,685","2,648"
2020년12월_계_40~49세,"34,258","1,426","2,651","1,149",568,"1,783","1,621","2,836","5,979","3,452","3,346","3,384","1,825","4,238"
2020년12월_계_50~59세,"41,403","1,914","3,443","1,786",978,"2,071","2,624","3,594","5,874","5,087","4,781","3,693","1,974","3,584"
2020년12월_계_60~69세,"31,856","2,043","2,534","1,503",966,"1,420","2,853","3,111","4,258","3,624","3,427","2,849","1,017","2,251"
2020년12월_계_70~79세,"14,282","1,247",999,765,472,645,"1,515","1,438","1,659","1,763","1,384","1,067",359,969
2020년12월_계_80~89세,"5,163",431,338,250,156,236,583,602,540,702,447,407,127,344
2020년12월_계_90~99세,630,56,44,30,18,37,68,60,81,62,58,41,18,57
2020년12월_계_100세 이상,60,6,2,2,7,3,23,2,2,3,5,2,1,2
2020년12월_남_총인구수,"110,201","5,317","9,004","4,495","2,411","5,668","6,841","9,696","16,882","11,763","11,428","10,395","5,506","10,795"
2020년12월_남_연령구간인구수,"110,201","5,317","9,004","4,495","2,411","5,668","6,841","9,696","16,882","11,763","11,428","10,395","5,506","10,795"
2020년12월_남_0~9세,"8,579",238,702,229,133,446,230,725,"1,831",541,751,"1,032",677,"1,044"
2020년12월_남_10~19세,"10,738",336,684,312,164,612,344,855,"1,938","1,158","1,267","1,033",672,"1,363"
2020년12월_남_20~29세,"14,945",625,"1,211",710,319,815,892,"1,306","2,222","1,837","1,675","1,264",721,"1,348"
2020년12월_남_30~39세,"13,823",612,"1,333",580,298,876,793,"1,242","2,127","1,137","1,205","1,465",808,"1,347"
2020년12월_남_40~49세,"17,485",820,"1,430",595,297,868,902,"1,437","2,947","1,706","1,644","1,783",888,"2,168"
2020년12월_남_50~59세,"20,616","1,007","1,778",891,466,994,"1,340","1,787","2,761","2,551","2,379","1,793","1,006","1,863"
2020년12월_남_60~69세,"15,511",964,"1,244",713,462,666,"1,445","1,494","2,068","1,788","1,663","1,397",522,"1,085"
2020년12월_남_70~79세,"6,576",549,490,374,205,311,654,619,797,804,662,488,160,463
2020년12월_남_80~89세,"1,805",157,125,85,58,73,221,215,180,226,175,134,48,108
2020년12월_남_90~99세,110,7,7,6,5,7,16,16,11,14,7,5,4,5
2020년12월_남_100세 이상,13,2,0,0,4,0,4,0,0,1,0,1,0,1
2020년12월_여_총인구수,"107,394","5,097","8,309","4,347","2,399","5,714","6,455","9,652","16,927","11,433","11,116","10,127","5,454","10,364"
2020년12월_여_연령구간인구수,"107,394","5,097","8,309","4,347","2,399","5,714","6,455","9,652","16,927","11,433","11,116","10,127","5,454","10,364"
2020년12월_여_0~9세,"8,059",227,672,185,94,478,209,632,"1,637",559,744,996,646,980
2020년12월_여_10~19세,"9,380",320,629,283,153,516,316,734,"1,721",930,"1,060",895,621,"1,202"
2020년12월_여_20~29세,"11,871",465,970,609,269,694,700,"1,038","1,677","1,406","1,289","1,008",617,"1,129"
2020년12월_여_30~39세,"12,548",468,"1,101",449,215,750,525,"1,173","2,263",935,"1,105","1,386",877,"1,301"
2020년12월_여_40~49세,"16,773",606,"1,221",554,271,915,719,"1,399","3,032","1,746","1,702","1,601",937,"2,070"
2020년12월_여_50~59세,"20,787",907,"1,665",895,512,"1,077","1,284","1,807","3,113","2,536","2,402","1,900",968,"1,721"
2020년12월_여_60~69세,"16,345","1,079","1,290",790,504,754,"1,408","1,617","2,190","1,836","1,764","1,452",495,"1,166"
2020년12월_여_70~79세,"7,706",698,509,391,267,334,861,819,862,959,722,579,199,506
2020년12월_여_80~89세,"3,358",274,213,165,98,163,362,387,360,476,272,273,79,236
2020년12월_여_90~99세,520,49,37,24,13,30,52,44,70,48,51,36,14,52
2020년12월_여_100세 이상,47,4,2,2,3,3,19,2,2,2,5,1,1,1
