카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년03월_계_80~89세,"24,036","5,982",411,230,286,492,462,415,429,441,449,465,365,280,158,794,73,136,96,"5,484",911,386,188,654,271,742,606,387,336,470,533,"12,570",700,642,250,223,366,829,644,501,871,424,611,412,442,565,742,372,415,483,"1,027",479,"1,190",382
2020년03월_계_90~99세,"4,034",915,55,33,44,66,74,61,54,72,63,85,47,41,30,126,16,27,21,858,127,74,32,101,39,89,85,65,69,76,101,"2,261",124,92,46,43,70,101,123,95,149,67,114,81,101,100,125,66,76,72,196,84,259,77
2020년03월_계_100세 이상,460,198,20,17,10,12,17,16,18,19,14,14,25,4,5,3,0,1,3,179,32,38,30,14,5,18,11,11,10,5,5,83,6,3,2,1,3,6,3,2,5,5,3,5,3,5,8,3,2,2,3,3,10,0
2020년03월_남_총인구수,"466,115","118,479","7,046","4,871","5,800","8,019","8,005","7,024","7,007","6,598","8,313","7,972","6,714","5,013","6,259","22,465","2,530","3,078","1,765","111,141","17,435","7,623","3,695","12,311","5,340","12,514","13,613","7,449","6,690","10,828","13,643","236,495","13,251","8,664","5,270","7,119","9,971","14,732","7,739","7,696","15,730","9,313","12,847","6,944","8,816","8,113","14,642","11,746","12,114","13,572","13,658","8,711","15,297","10,550"
2020년03월_남_연령구간인구수,"466,115","118,479","7,046","4,871","5,800","8,019","8,005","7,024","7,007","6,598","8,313","7,972","6,714","5,013","6,259","22,465","2,530","3,078","1,765","111,141","17,435","7,623","3,695","12,311","5,340","12,514","13,613","7,449","6,690","10,828","13,643","236,495","13,251","8,664","5,270","7,119","9,971","14,732","7,739","7,696","15,730","9,313","12,847","6,944","8,816","8,113","14,642","11,746","12,114","13,572","13,658","8,711","15,297","10,550"
2020년03월_남_0~9세,"36,601","7,952",286,375,223,298,413,352,382,213,427,586,344,341,400,"2,662",289,256,105,"7,239",811,493,210,675,389,782,932,308,337,765,"1,537","21,410","1,102",681,609,580,796,"1,073",530,764,"1,311",778,"1,232",573,697,649,"1,263","1,621","1,526","1,624",967,740,"1,156","1,138"
2020년03월_남_10~19세,"46,269","9,110",399,463,356,448,656,492,668,422,587,716,585,495,265,"1,995",240,208,115,"8,981","1,063",503,251,"1,030",525,"1,105",983,528,521,"1,016","1,456","28,178","1,637","1,192","1,014","1,333",990,"1,684",808,944,"2,235","1,210","1,654","1,048",700,919,"1,081","1,744","1,505","1,639","1,238",889,"1,501","1,213"
2020년03월_남_20~29세,"67,744","17,810","1,100",668,890,"1,393","1,252","1,105","1,105",957,"1,271","1,139",933,718,"1,193","2,877",442,523,244,"16,453","3,000",857,507,"1,857",871,"1,902","1,980","1,037",992,"1,694","1,756","33,481","2,015","1,182",523,962,"1,646","2,128","1,077","1,083","2,286","1,492","1,767",990,"1,468","1,070","2,233","1,158","1,517","1,920","2,055","1,328","2,311","1,270"
2020년03월_남_30~39세,"70,208","18,532","1,037",637,871,"1,267","1,217",983,904,898,"1,232","1,185",928,637,"1,635","3,709",502,600,290,"17,029","3,185","1,052",632,"1,815",706,"1,734","2,228",979,934,"1,550","2,214","34,647","1,872","1,192",396,812,"1,921","2,407","1,540","1,131","2,057","1,226","1,816",631,"1,472","1,017","2,982","1,402","1,593","1,881","2,236","1,388","2,248","1,427"
2020년03월_남_40~49세,"78,897","19,648","1,176",787,972,"1,213","1,240","1,102","1,181","1,028","1,268","1,322","1,242",884,"1,214","3,958",410,408,243,"17,999","2,655","1,309",591,"2,021",872,"1,995","2,295","1,177","1,036","1,593","2,455","41,250","2,210","1,677","1,231","1,544","1,562","2,697","1,242","1,361","2,976","1,493","2,178","1,126","1,347","1,302","2,242","2,531","2,281","2,288","2,130","1,447","2,416","1,969"
2020년03월_남_50~59세,"77,722","20,495","1,414",862,"1,169","1,431","1,461","1,338","1,267","1,346","1,487","1,315","1,166",871,732,"3,567",294,500,275,"19,781","2,920","1,506",660,"2,197",936,"2,272","2,384","1,635","1,355","1,963","1,953","37,446","2,034","1,410",800,"1,092","1,417","2,346","1,142","1,198","2,483","1,647","2,087","1,187","1,323","1,254","2,149","1,753","1,996","2,263","2,167","1,441","2,524","1,733"
2020년03월_남_60~69세,"53,113","15,080",989,665,795,"1,136","1,044","1,045",863,"1,023","1,194",986,844,620,507,"2,503",225,352,289,"14,690","2,320","1,176",537,"1,655",600,"1,595","1,773","1,119",975,"1,508","1,432","23,343","1,370",647,361,493,981,"1,215",809,636,"1,300",921,"1,245",818,"1,089","1,098","1,721",965,"1,070","1,253","1,612",856,"1,678","1,205"
2020년03월_남_70~79세,"25,671","7,459",495,318,408,631,551,445,462,532,647,517,502,331,244,921,103,187,165,"6,839","1,112",530,221,804,341,834,815,534,425,586,637,"11,373",675,397,223,217,488,764,386,338,678,384,611,391,509,552,734,410,458,539,832,402,932,453
2020년03월_남_80~89세,"8,766","2,116",131,83,103,184,148,137,164,149,183,181,147,107,62,244,23,36,34,"1,906",338,153,76,239,93,261,203,117,101,145,180,"4,744",296,255,99,77,157,376,180,208,363,145,226,160,182,230,215,148,150,146,362,194,447,128
2020년03월_남_90~99세,998,217,14,8,11,17,16,20,7,23,14,20,13,8,5,27,2,7,5,178,23,28,5,16,6,29,17,12,12,8,22,603,38,31,13,9,12,39,24,31,40,14,30,19,28,21,22,14,17,19,59,26,83,14
2020년03월_남_100세 이상,126,60,5,5,2,1,7,5,4,7,3,5,10,1,2,2,0,1,0,46,8,16,5,2,1,5,3,3,2,0,1,20,2,0,1,0,1,3,1,2,1,3,1,1,1,1,0,0,1,0,0,0,1,0
2020년03월_여_총인구수,"475,573","115,942","6,496","5,026","5,345","7,806","7,949","6,782","6,893","6,171","8,186","8,223","6,349","5,132","5,290","23,313","2,256","3,139","1,586","108,267","16,232","6,728","3,480","12,920","5,616","12,627","12,690","6,874","6,216","10,567","14,317","251,364","13,633","9,530","5,508","7,260","10,075","16,523","8,574","8,168","16,796","9,608","13,438","7,185","9,072","8,978","15,073","12,260","12,810","14,586","15,424","9,255","16,564","11,044"
2020년03월_여_연령구간인구수,"475,573","115,942","6,496","5,026","5,345","7,806","7,949","6,782","6,893","6,171","8,186","8,223","6,349","5,132","5,290","23,313","2,256","3,139","1,586","108,267","16,232","6,728","3,480","12,920","5,616","12,627","12,690","6,874","6,216","10,567","14,317","251,364","13,633","9,530","5,508","7,260","10,075","16,523","8,574","8,168","16,796","9,608","13,438","7,185","9,072","8,978","15,073","12,260","12,810","14,586","15,424","9,255","16,564","11,044"
2020년03월_여_0~9세,"34,790","7,774",276,371,207,296,400,360,388,225,459,588,292,335,407,"2,552",278,233,107,"6,762",814,434,208,689,332,680,829,293,301,738,"1,444","20,254","1,017",643,622,556,771,"1,083",440,657,"1,251",696,"1,153",508,683,672,"1,156","1,551","1,381","1,526",990,641,"1,155","1,102"
2020년03월_여_10~19세,"43,913","8,560",360,471,315,420,564,480,638,322,535,635,529,463,259,"2,071",190,230,78,"8,478","1,017",423,235,"1,062",598,"1,047",937,507,449,857,"1,346","26,875","1,462","1,100",959,"1,191","1,000","1,698",673,883,"2,195","1,149","1,574",877,654,901,"1,113","1,631","1,540","1,571","1,249",920,"1,367","1,168"
2020년03월_여_20~29세,"64,375","16,116",911,605,818,"1,389","1,185",862,930,813,"1,148","1,059",794,715,"1,063","2,862",271,522,169,"15,068","2,774",736,489,"2,013",909,"1,641","1,605",852,867,"1,488","1,694","33,191","1,833","1,247",451,912,"1,513","2,615","1,024","1,040","2,320","1,354","1,695",889,"1,425","1,119","2,033","1,198","1,505","1,947","2,141","1,401","2,276","1,253"
2020년03월_여_30~39세,"68,527","16,318",761,662,666,"1,014",994,852,786,645,"1,003","1,111",748,559,"1,201","4,092",413,574,237,"14,768","2,446",949,507,"1,727",681,"1,438","1,868",745,708,"1,382","2,317","37,441","1,847","1,371",570,846,"1,747","2,828","1,532","1,260","2,241","1,194","1,908",806,"1,462","1,205","2,565","1,829","1,973","2,239","2,503","1,445","2,381","1,689"
2020년03월_여_40~49세,"80,773","17,407",906,797,764,975,"1,136",992,"1,120",812,"1,157","1,254","1,037",825,821,"3,823",359,413,216,"16,147","2,177",982,495,"1,903",878,"1,978","1,863",976,861,"1,541","2,493","47,219","2,619","2,098","1,427","1,771","1,750","3,337","1,501","1,546","3,543","1,877","2,569","1,385","1,425","1,538","2,248","2,729","2,439","2,493","2,442","1,608","2,808","2,066"
2020년03월_여_50~59세,"78,268","19,897","1,216",893,992,"1,356","1,439","1,280","1,180","1,188","1,512","1,447","1,082",895,647,"3,747",300,461,262,"19,675","2,828","1,188",647,"2,228",952,"2,304","2,374","1,408","1,307","2,148","2,291","38,696","2,216","1,352",650,998,"1,482","2,322","1,291","1,259","2,389","1,677","2,068","1,180","1,443","1,376","2,543","1,580","1,946","2,477","2,425","1,497","2,734","1,791"
2020년03월_여_60~69세,"55,166","16,133","1,095",720,845,"1,224","1,178","1,002",914,"1,119","1,308","1,111",949,681,547,"2,512",271,373,284,"14,832","2,186","1,089",475,"1,818",652,"1,779","1,815","1,141",927,"1,392","1,558","24,201","1,412",717,376,547,"1,018","1,249",899,688,"1,359",906,"1,258",785,"1,057","1,106","1,848",987,"1,150","1,343","1,734",865,"1,700","1,197"
2020년03월_여_70~79세,"31,121","9,035",635,323,514,764,671,624,611,694,738,660,651,450,221,"1,004",110,213,152,"8,146","1,289",626,260,968,399,"1,206",920,621,496,623,738,"13,940",733,551,268,258,525,873,649,478,877,421,742,437,588,643,929,476,551,598,"1,135",532,"1,215",461
2020년03월_여_80~89세,"15,270","3,866",280,147,183,308,314,278,265,292,266,284,218,173,96,550,50,100,62,"3,578",573,233,112,415,178,481,403,270,235,325,353,"7,826",404,387,151,146,209,453,464,293,508,279,385,252,260,335,527,224,265,337,665,285,743,254
2020년03월_여_90~99세,"3,036",698,41,25,33,49,58,41,47,49,49,65,34,33,25,99,14,20,16,680,104,46,27,85,33,60,68,53,57,68,79,"1,658",86,61,33,34,58,62,99,64,109,53,84,62,73,79,103,52,59,53,137,58,176,63
2020년03월_여_100세 이상,334,138,15,12,8,11,10,11,14,12,11,9,15,3,3,1,0,0,3,133,24,22,25,12,4,13,8,8,8,5,4,63,4,3,1,1,2,3,2,0,4,2,2,4,2,4,8,3,1,2,3,3,9,0
