카테고리,광주광역시 광산구,광주광역시 광산구 송정1동,광주광역시 광산구 송정2동,광주광역시 광산구 도산동,광주광역시 광산구 신흥동,광주광역시 광산구 어룡동,광주광역시 광산구 우산동,광주광역시 광산구 월곡1동,광주광역시 광산구 월곡2동,광주광역시 광산구 비아동,광주광역시 광산구 첨단1동,광주광역시 광산구 첨단2동,광주광역시 광산구 신가동,광주광역시 광산구 운남동,광주광역시 광산구 수완동,광주광역시 광산구 하남동,광주광역시 광산구 임곡동,광주광역시 광산구 동곡동,광주광역시 광산구 평동,광주광역시 광산구 삼도동,광주광역시 광산구 본량동,광주광역시 광산구 신창동
2020년10월_계_총인구수,"406,560","11,237","6,675","15,813","4,742","33,079","27,437","11,482","16,333","7,356","27,718","43,945","19,674","31,807","78,129","23,348","2,160","1,925","4,083","2,282","2,072","35,263"
2020년10월_계_연령구간인구수,"406,560","11,237","6,675","15,813","4,742","33,079","27,437","11,482","16,333","7,356","27,718","43,945","19,674","31,807","78,129","23,348","2,160","1,925","4,083","2,282","2,072","35,263"
2020년10월_계_0~9세,"40,488",724,339,"1,494",331,"4,037","2,185",762,"1,178",686,"2,029","3,880","2,137","3,063","10,425","3,100",62,45,134,53,36,"3,788"
2020년10월_계_10~19세,"52,779","1,195",406,"1,703",429,"3,683","2,133","1,177","2,074",779,"3,544","5,771","2,996","4,030","13,580","3,160",125,84,145,114,88,"5,563"
2020년10월_계_20~29세,"58,763","1,751",979,"2,217",630,"4,073","4,168","1,966","2,495",916,"5,251","7,955","2,757","4,810","9,504","2,896",172,173,431,170,155,"5,294"
2020년10월_계_30~39세,"55,119","1,214",900,"2,228",551,"5,592","4,269","1,308","1,809",928,"3,381","5,946","2,464","4,133","10,689","3,608",116,138,451,159,131,"5,104"
2020년10월_계_40~49세,"77,100","1,937",868,"2,767",734,"6,097","4,061","1,742","2,955","1,396","4,505","8,172","4,146","5,925","18,100","4,779",181,186,504,211,224,"7,610"
2020년10월_계_50~59세,"63,520","1,845","1,106","2,437",791,"4,550","4,895","2,275","3,044","1,346","5,495","7,588","2,933","5,527","9,615","3,156",392,318,666,408,333,"4,800"
2020년10월_계_60~69세,"32,866","1,316",950,"1,474",633,"2,983","3,228","1,391","1,693",682,"2,231","2,765","1,261","2,379","3,839","1,759",459,409,795,459,365,"1,795"
2020년10월_계_70~79세,"17,008",884,775,"1,038",450,"1,386","1,565",558,747,388,807,"1,176",696,"1,308","1,689",590,352,366,583,371,391,888
2020년10월_계_80~89세,"7,696",320,308,389,155,581,795,264,298,212,401,603,249,561,584,263,256,180,306,291,311,369
2020년10월_계_90~99세,"1,156",49,38,61,33,92,135,39,38,23,73,83,32,67,101,33,44,23,64,43,36,49
