카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년03월_여_0~9세,"25,497",340,948,347,539,533,499,555,583,643,"1,473",686,817,859,864,824,"1,476","1,302",688,878,"1,265","2,364",664,"2,171","1,661","1,458",756,304
2020년03월_여_10~19세,"29,664",466,"1,090",514,669,827,710,850,642,"1,292","1,668",736,973,"1,004","1,003",958,"1,162","1,748",792,780,"1,470","1,790",967,"2,980","1,964","1,119",837,653
2020년03월_여_20~29세,"49,831",882,"2,162",845,915,"1,200","1,154","1,238","2,775","1,074","2,834","2,511","1,574","3,141","2,931","2,227","1,929","2,377","1,716","3,269","2,133","1,373","2,860","1,757","2,150","1,051","1,067",686
2020년03월_여_30~39세,"59,136","1,014","2,269",787,"1,103","1,047","1,082","1,210","2,961","1,086","3,041","2,925","1,620","3,743","3,457","2,432","2,905","2,566","1,768","4,231","2,499","2,809","3,203","2,735","2,697","1,956","1,377",613
2020년03월_여_40~49세,"57,054","1,019","2,123","1,042","1,384","1,471","1,376","1,508","1,864","1,923","3,242","1,883","1,641","2,557","2,757","2,018","2,204","3,001","1,520","2,231","2,590","2,731","2,363","4,658","3,393","2,242","1,488",825
2020년03월_여_50~59세,"53,752","1,345","1,954","1,164","1,483","1,717","1,888","1,437","2,010","1,589","3,814","2,006","1,802","2,578","2,523","2,489","2,149","2,802","1,879","1,827","2,772","1,656","2,235","2,159","2,725","1,472","1,423",854
2020년03월_여_60~69세,"42,859","1,265","1,665",934,"1,240","1,614","1,609",985,"1,661","1,237","2,908","1,628","1,440","2,047","1,921","1,739","1,638","2,031","1,452","1,619","2,063","1,122","1,792","1,515","2,463","1,291","1,222",758
2020년03월_여_70~79세,"19,976",684,814,528,782,978,969,397,746,436,"1,213",733,525,"1,050",887,754,599,813,564,758,927,440,828,800,"1,163",570,568,450
2020년03월_여_80~89세,"8,382",260,336,200,343,446,385,233,286,219,643,252,257,355,343,334,219,377,247,363,455,196,306,271,375,203,259,219
2020년03월_여_90~99세,"1,873",45,72,31,71,78,99,42,64,61,149,60,64,55,91,56,48,80,51,76,131,70,50,67,102,51,58,51
2020년03월_여_100세 이상,212,5,7,1,8,13,27,7,1,0,7,9,9,6,9,5,3,8,10,6,5,3,11,20,10,14,6,2
