카테고리,대구광역시,대구광역시 중구,대구광역시 동구,대구광역시 서구,대구광역시 남구,대구광역시 북구,대구광역시 수성구,대구광역시 달서구,대구광역시 달성군
2020년02월_계_총인구수,"2,432,883","77,151","343,857","174,389","147,938","436,530","428,729","567,716","256,573"
2020년02월_계_연령구간인구수,"2,432,883","77,151","343,857","174,389","147,938","436,530","428,729","567,716","256,573"
2020년02월_계_0~9세,"186,623","5,443","26,513","8,213","7,195","35,057","31,201","42,906","30,095"
2020년02월_계_10~19세,"234,528","5,194","27,477","11,725","9,907","44,952","53,631","58,125","23,517"
2020년02월_계_20~29세,"321,487","11,564","41,944","22,412","20,119","60,051","55,871","80,311","29,215"
2020년02월_계_30~39세,"303,397","11,031","45,256","18,449","17,754","54,520","44,216","69,421","42,750"
2020년02월_계_40~49세,"391,997","10,995","52,076","24,015","21,009","73,743","74,991","92,672","42,496"
2020년02월_계_50~59세,"428,622","11,530","57,734","35,388","25,453","77,226","75,192","105,478","40,621"
2020년02월_계_60~69세,"311,274","10,144","49,438","29,959","23,484","50,609","50,127","69,754","27,759"
2020년02월_계_70~79세,"171,217","7,404","29,561","16,847","15,018","27,524","28,208","33,286","13,369"
2020년02월_계_80~89세,"74,227","3,270","12,300","6,543","7,027","11,500","13,477","14,111","5,999"
2020년02월_계_90~99세,"8,817",482,"1,438",739,887,"1,265","1,716","1,566",724
2020년02월_계_100세 이상,694,94,120,99,85,83,99,86,28
2020년02월_남_총인구수,"1,202,364","37,184","169,757","87,544","71,220","217,534","208,070","280,670","130,385"
2020년02월_남_연령구간인구수,"1,202,364","37,184","169,757","87,544","71,220","217,534","208,070","280,670","130,385"
2020년02월_남_0~9세,"95,689","2,804","13,585","4,205","3,741","17,968","16,051","22,026","15,309"
2020년02월_남_10~19세,"122,869","2,657","14,421","6,149","5,219","23,395","28,465","30,242","12,321"
2020년02월_남_20~29세,"172,608","5,590","22,537","12,329","10,189","32,661","30,202","43,001","16,099"
2020년02월_남_30~39세,"156,980","5,688","23,744","10,413","9,294","28,305","21,349","35,961","22,226"
2020년02월_남_40~49세,"193,446","5,636","26,871","12,883","10,560","36,170","34,307","44,807","22,212"
2020년02월_남_50~59세,"209,933","5,652","27,984","17,695","12,298","38,395","36,575","51,049","20,285"
2020년02월_남_60~69세,"148,428","4,696","22,993","14,121","10,774","24,634","23,570","33,825","13,815"
2020년02월_남_70~79세,"74,464","3,135","12,895","7,339","6,381","11,757","12,269","14,677","6,011"
2020년02월_남_80~89세,"25,843","1,191","4,379","2,246","2,524","3,975","4,856","4,724","1,948"
2020년02월_남_90~99세,"1,944",117,318,141,220,257,399,341,151
2020년02월_남_100세 이상,160,18,30,23,20,17,27,17,8
2020년02월_여_총인구수,"1,230,519","39,967","174,100","86,845","76,718","218,996","220,659","287,046","126,188"
2020년02월_여_연령구간인구수,"1,230,519","39,967","174,100","86,845","76,718","218,996","220,659","287,046","126,188"
2020년02월_여_0~9세,"90,934","2,639","12,928","4,008","3,454","17,089","15,150","20,880","14,786"
2020년02월_여_10~19세,"111,659","2,537","13,056","5,576","4,688","21,557","25,166","27,883","11,196"
2020년02월_여_20~29세,"148,879","5,974","19,407","10,083","9,930","27,390","25,669","37,310","13,116"
2020년02월_여_30~39세,"146,417","5,343","21,512","8,036","8,460","26,215","22,867","33,460","20,524"
2020년02월_여_40~49세,"198,551","5,359","25,205","11,132","10,449","37,573","40,684","47,865","20,284"
2020년02월_여_50~59세,"218,689","5,878","29,750","17,693","13,155","38,831","38,617","54,429","20,336"
2020년02월_여_60~69세,"162,846","5,448","26,445","15,838","12,710","25,975","26,557","35,929","13,944"
2020년02월_여_70~79세,"96,753","4,269","16,666","9,508","8,637","15,767","15,939","18,609","7,358"
2020년02월_여_80~89세,"48,384","2,079","7,921","4,297","4,503","7,525","8,621","9,387","4,051"
2020년02월_여_90~99세,"6,873",365,"1,120",598,667,"1,008","1,317","1,225",573
2020년02월_여_100세 이상,534,76,90,76,65,66,72,69,20
