카테고리,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2021년09월_계_총인구수,"341,112","23,032","19,714","15,582","21,555","16,248","28,754","11,356","34,833","22,390","24,858","28,171","17,589","21,671","26,628","28,731"
2021년09월_계_연령구간인구수,"341,112","23,032","19,714","15,582","21,555","16,248","28,754","11,356","34,833","22,390","24,858","28,171","17,589","21,671","26,628","28,731"
2021년09월_계_0~9세,"18,137",364,822,712,"1,077",709,"1,353",519,"3,003",906,"1,508","2,193",669,795,"1,702","1,805"
2021년09월_계_10~19세,"25,071",731,992,726,"1,340",889,"1,852",528,"5,472","1,481","1,806","2,577",855,"1,094","2,284","2,444"
2021년09월_계_20~29세,"62,072","10,030","4,530","2,855","3,791","2,633","4,329","2,335","4,041","4,289","3,705","3,835","2,795","4,703","3,685","4,516"
2021년09월_계_30~39세,"54,791","4,466","3,608","2,943","3,878","2,653","4,242","2,569","3,598","3,696","3,737","4,113","2,622","4,297","3,790","4,579"
2021년09월_계_40~49세,"50,806","2,161","2,539","2,094","2,976","2,214","3,983","1,617","7,486","3,313","3,886","4,469","2,331","3,097","4,257","4,383"
2021년09월_계_50~59세,"53,759","2,069","2,805","2,469","3,480","2,846","5,244","1,442","5,631","3,545","4,111","4,659","3,009","3,102","4,535","4,812"
2021년09월_계_60~69세,"43,901","1,726","2,464","2,190","2,957","2,445","4,558","1,280","3,168","2,926","3,739","3,667","3,036","2,532","3,596","3,617"
2021년09월_계_70~79세,"21,998","1,006","1,331","1,124","1,458","1,281","2,272",727,"1,439","1,519","1,647","1,617","1,576","1,383","1,915","1,703"
2021년09월_계_80~89세,"9,278",422,561,418,524,505,810,301,844,640,627,898,622,582,763,761
2021년09월_계_90~99세,"1,226",54,59,49,72,67,98,36,146,74,87,139,72,71,96,106
2021년09월_계_100세 이상,73,3,3,2,2,6,13,2,5,1,5,4,2,15,5,5
2021년09월_남_총인구수,"164,553","10,973","9,741","7,543","10,175","8,049","14,070","5,222","16,839","10,852","12,048","13,483","8,751","10,332","12,854","13,621"
2021년09월_남_연령구간인구수,"164,553","10,973","9,741","7,543","10,175","8,049","14,070","5,222","16,839","10,852","12,048","13,483","8,751","10,332","12,854","13,621"
2021년09월_남_0~9세,"9,314",179,428,364,547,387,716,264,"1,573",455,759,"1,103",342,417,877,903
2021년09월_남_10~19세,"12,695",334,524,379,672,457,987,268,"2,779",780,967,"1,238",410,543,"1,153","1,204"
2021년09월_남_20~29세,"29,035","4,324","2,154","1,252","1,649","1,290","2,162",991,"2,016","2,051","1,809","1,913","1,380","2,135","1,817","2,092"
2021년09월_남_30~39세,"27,172","2,338","1,839","1,490","1,889","1,402","2,155","1,167","1,562","1,865","1,845","1,925","1,416","2,144","1,901","2,234"
2021년09월_남_40~49세,"25,036","1,214","1,331","1,080","1,473","1,136","2,023",826,"3,416","1,662","1,893","2,129","1,204","1,548","2,076","2,025"
2021년09월_남_50~59세,"26,303","1,111","1,427","1,246","1,643","1,391","2,473",662,"2,867","1,736","1,953","2,226","1,580","1,500","2,192","2,296"
2021년09월_남_60~69세,"20,894",817,"1,192","1,026","1,375","1,194","2,152",583,"1,571","1,375","1,796","1,810","1,455","1,179","1,631","1,738"
2021년09월_남_70~79세,"10,073",464,614,519,688,586,"1,059",323,667,640,761,734,713,620,888,797
2021년09월_남_80~89세,"3,681",176,224,177,225,188,315,122,342,265,242,354,233,225,299,294
2021년09월_남_90~99세,331,16,8,8,12,17,24,16,44,23,22,50,17,19,19,36
2021년09월_남_100세 이상,19,0,0,2,2,1,4,0,2,0,1,1,1,2,1,2
2021년09월_여_총인구수,"176,559","12,059","9,973","8,039","11,380","8,199","14,684","6,134","17,994","11,538","12,810","14,688","8,838","11,339","13,774","15,110"
2021년09월_여_연령구간인구수,"176,559","12,059","9,973","8,039","11,380","8,199","14,684","6,134","17,994","11,538","12,810","14,688","8,838","11,339","13,774","15,110"
2021년09월_여_0~9세,"8,823",185,394,348,530,322,637,255,"1,430",451,749,"1,090",327,378,825,902
2021년09월_여_10~19세,"12,376",397,468,347,668,432,865,260,"2,693",701,839,"1,339",445,551,"1,131","1,240"
2021년09월_여_20~29세,"33,037","5,706","2,376","1,603","2,142","1,343","2,167","1,344","2,025","2,238","1,896","1,922","1,415","2,568","1,868","2,424"
2021년09월_여_30~39세,"27,619","2,128","1,769","1,453","1,989","1,251","2,087","1,402","2,036","1,831","1,892","2,188","1,206","2,153","1,889","2,345"
2021년09월_여_40~49세,"25,770",947,"1,208","1,014","1,503","1,078","1,960",791,"4,070","1,651","1,993","2,340","1,127","1,549","2,181","2,358"
2021년09월_여_50~59세,"27,456",958,"1,378","1,223","1,837","1,455","2,771",780,"2,764","1,809","2,158","2,433","1,429","1,602","2,343","2,516"
2021년09월_여_60~69세,"23,007",909,"1,272","1,164","1,582","1,251","2,406",697,"1,597","1,551","1,943","1,857","1,581","1,353","1,965","1,879"
2021년09월_여_70~79세,"11,925",542,717,605,770,695,"1,213",404,772,879,886,883,863,763,"1,027",906
2021년09월_여_80~89세,"5,597",246,337,241,299,317,495,179,502,375,385,544,389,357,464,467
2021년09월_여_90~99세,895,38,51,41,60,50,74,20,102,51,65,89,55,52,77,70
2021년09월_여_100세 이상,54,3,3,0,0,5,9,2,3,1,4,3,1,13,4,3
