카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2020년02월_계_총인구수,"51,844,627","9,736,962","3,410,925","2,432,883","2,954,955","1,456,121","1,473,125","1,145,710","343,788","13,265,377","1,539,521","1,598,599","2,120,995","1,815,112","1,861,894","2,658,956","3,358,828","670,876"
2020년02월_계_연령구간인구수,"51,844,627","9,736,962","3,410,925","2,432,883","2,954,955","1,456,121","1,473,125","1,145,710","343,788","13,265,377","1,539,521","1,598,599","2,120,995","1,815,112","1,861,894","2,658,956","3,358,828","670,876"
2020년02월_계_0~9세,"4,134,824","658,355","241,624","186,623","239,941","125,396","120,476","103,399","47,454","1,178,548","108,694","128,290","179,808","135,297","137,868","198,214","282,751","62,086"
2020년02월_계_10~19세,"4,920,794","813,563","281,120","234,528","281,097","162,728","151,861","115,623","40,574","1,347,854","141,975","153,119","206,578","180,675","172,888","233,506","331,566","71,539"
2020년02월_계_20~29세,"6,786,097","1,455,903","434,692","321,487","405,835","207,554","212,143","147,745","36,273","1,769,080","179,813","198,910","243,748","212,339","202,760","291,097","384,750","81,968"
2020년02월_계_30~39세,"7,026,850","1,505,729","431,911","303,397","417,708","191,432","199,106","158,271","61,442","1,917,785","169,694","198,768","276,553","195,971","193,083","303,472","418,383","84,145"
2020년02월_계_40~49세,"8,397,417","1,563,968","518,321","391,997","490,716","244,903","242,381","190,698","65,714","2,299,179","227,950","243,982","329,789","274,471","265,366","390,995","543,911","113,076"
2020년02월_계_50~59세,"8,666,798","1,539,385","580,966","428,622","515,758","234,048","243,526","211,255","42,907","2,205,106","269,666","273,857","340,568","303,074","317,226","464,427","585,186","111,221"
2020년02월_계_60~69세,"6,385,073","1,200,518","511,174","311,274","344,843","155,056","170,291","136,520","27,813","1,422,638","226,444","209,926","264,305","244,901","259,385","389,498","435,315","75,172"
2020년02월_계_70~79세,"3,612,980","688,818","285,602","171,217","172,269","91,020","88,289","57,438","13,609","742,296","135,668","119,037","167,339","165,445","191,719","238,482","240,111","44,621"
2020년02월_계_80~89세,"1,656,304","263,939","109,312","74,227","74,306","38,050","39,190","21,610","6,863","330,231","68,321","63,513","97,941","89,352","105,793","130,716","119,977","22,963"
2020년02월_계_90~99세,"236,899","40,404","14,396","8,817","11,574","5,529","5,523","2,991","1,084","48,650","10,493","8,656","13,481","12,770","14,984","17,589","16,139","3,819"
2020년02월_계_100세 이상,"20,591","6,380","1,807",694,908,405,339,160,55,"4,010",803,541,885,817,822,960,739,266
2020년02월_남_총인구수,"25,860,491","4,745,133","1,673,266","1,202,364","1,481,133","720,686","735,791","588,626","171,403","6,672,706","774,358","809,805","1,081,153","902,365","934,900","1,338,907","1,690,600","337,295"
2020년02월_남_연령구간인구수,"25,860,491","4,745,133","1,673,266","1,202,364","1,481,133","720,686","735,791","588,626","171,403","6,672,706","774,358","809,805","1,081,153","902,365","934,900","1,338,907","1,690,600","337,295"
2020년02월_남_0~9세,"2,121,276","338,085","123,987","95,689","123,156","64,441","61,932","53,190","24,284","603,777","55,664","65,526","92,163","69,401","70,370","102,185","145,523","31,903"
2020년02월_남_10~19세,"2,548,669","417,723","145,587","122,869","144,682","84,584","78,689","61,034","20,355","694,030","74,087","79,845","107,267","93,659","89,867","123,159","173,808","37,424"
2020년02월_남_20~29세,"3,566,210","711,372","227,372","172,608","211,891","108,342","111,597","82,723","18,347","930,000","100,658","110,377","134,033","114,347","112,492","163,777","212,885","43,389"
2020년02월_남_30~39세,"3,613,439","753,110","220,696","156,980","215,666","97,291","103,296","83,639","29,923","985,563","88,713","104,946","148,441","100,972","101,654","161,599","218,253","42,697"
2020년02월_남_40~49세,"4,267,738","775,014","260,736","193,446","250,529","121,575","120,944","96,746","33,778","1,167,869","117,543","126,554","175,745","141,899","142,204","204,213","280,402","58,541"
2020년02월_남_50~59세,"4,368,908","754,816","281,287","209,933","258,011","115,911","121,171","107,786","22,191","1,118,496","138,104","140,698","179,212","156,239","169,281","239,749","298,134","57,889"
2020년02월_남_60~69세,"3,121,885","567,502","242,854","148,428","171,118","73,842","82,946","69,028","13,798","706,269","112,474","104,938","131,499","120,763","130,096","192,745","216,382","37,203"
2020년02월_남_70~79세,"1,617,877","314,041","128,371","74,464","78,036","40,255","39,928","26,988","6,184","335,460","60,545","53,233","75,193","72,364","82,793","104,923","104,964","20,135"
2020년02월_남_80~89세,"575,717","101,239","38,821","25,843","25,252","13,188","13,951","6,977","2,287","118,498","23,927","21,590","34,252","29,695","33,003","42,709","36,955","7,530"
2020년02월_남_90~99세,"53,803","10,586","3,158","1,944","2,548","1,206","1,257",484,246,"11,672","2,388","1,945","3,147","2,861","3,021","3,647","3,143",550
2020년02월_남_100세 이상,"4,969","1,645",397,160,244,51,80,31,10,"1,072",255,153,201,165,119,201,151,34
2020년02월_여_총인구수,"25,984,136","4,991,829","1,737,659","1,230,519","1,473,822","735,435","737,334","557,084","172,385","6,592,671","765,163","788,794","1,039,842","912,747","926,994","1,320,049","1,668,228","333,581"
2020년02월_여_연령구간인구수,"25,984,136","4,991,829","1,737,659","1,230,519","1,473,822","735,435","737,334","557,084","172,385","6,592,671","765,163","788,794","1,039,842","912,747","926,994","1,320,049","1,668,228","333,581"
2020년02월_여_0~9세,"2,013,548","320,270","117,637","90,934","116,785","60,955","58,544","50,209","23,170","574,771","53,030","62,764","87,645","65,896","67,498","96,029","137,228","30,183"
2020년02월_여_10~19세,"2,372,125","395,840","135,533","111,659","136,415","78,144","73,172","54,589","20,219","653,824","67,888","73,274","99,311","87,016","83,021","110,347","157,758","34,115"
2020년02월_여_20~29세,"3,219,887","744,531","207,320","148,879","193,944","99,212","100,546","65,022","17,926","839,080","79,155","88,533","109,715","97,992","90,268","127,320","171,865","38,579"
2020년02월_여_30~39세,"3,413,411","752,619","211,215","146,417","202,042","94,141","95,810","74,632","31,519","932,222","80,981","93,822","128,112","94,999","91,429","141,873","200,130","41,448"
2020년02월_여_40~49세,"4,129,679","788,954","257,585","198,551","240,187","123,328","121,437","93,952","31,936","1,131,310","110,407","117,428","154,044","132,572","123,162","186,782","263,509","54,535"
2020년02월_여_50~59세,"4,297,890","784,569","299,679","218,689","257,747","118,137","122,355","103,469","20,716","1,086,610","131,562","133,159","161,356","146,835","147,945","224,678","287,052","53,332"
