카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021년02월_계_총인구수,"51,824,142","9,648,606","3,387,761","2,413,191","2,941,705","1,447,953","1,462,064","1,132,953","359,569","13,471,758","1,540,875","1,599,122","2,119,542","1,801,319","1,849,795","2,636,747","3,336,045","675,137"
2021년02월_계_연령구간인구수,"51,824,142","9,648,606","3,387,761","2,413,191","2,941,705","1,447,953","1,462,064","1,132,953","359,569","13,471,758","1,540,875","1,599,122","2,119,542","1,801,319","1,849,795","2,636,747","3,336,045","675,137"
2021년02월_계_0~9세,"3,927,428","614,701","229,989","175,992","226,037","118,272","113,038","97,069","47,289","1,137,876","104,721","122,051","170,553","126,814","130,649","187,099","265,256","60,022"
2021년02월_계_10~19세,"4,772,917","776,296","270,716","224,223","273,059","155,985","145,510","111,590","43,332","1,326,417","136,420","148,452","201,869","173,854","166,405","225,182","323,073","70,534"
2021년02월_계_20~29세,"6,771,959","1,449,950","428,013","319,256","398,734","208,358","211,623","143,223","37,759","1,809,124","178,462","197,701","241,076","210,027","199,258","281,975","375,212","82,208"
2021년02월_계_30~39세,"6,834,586","1,466,661","416,025","291,854","403,643","184,837","193,082","150,171","61,557","1,904,371","165,142","193,667","266,151","187,430","184,466","288,266","395,154","82,109"
2021년02월_계_40~49세,"8,287,143","1,523,103","510,485","381,902","483,581","240,549","236,454","187,255","69,982","2,304,741","223,343","240,548","328,338","267,394","259,441","382,383","535,181","112,463"
2021년02월_계_50~59세,"8,644,918","1,522,829","566,594","424,457","511,793","234,091","241,208","208,784","45,760","2,244,792","266,717","272,604","339,335","299,270","313,666","458,501","581,689","112,828"
2021년02월_계_60~69세,"6,840,597","1,255,862","536,607","330,162","374,458","165,368","182,044","147,840","30,908","1,562,484","245,138","227,167","284,032","258,628","275,053","414,634","469,593","80,619"
2021년02월_계_70~79세,"3,710,261","706,474","294,327","175,891","178,233","93,874","91,636","60,692","14,469","770,026","135,408","120,708","171,696","170,754","192,615","241,712","246,054","45,692"
2021년02월_계_80~89세,"1,754,576","282,532","117,738","79,011","78,618","40,228","41,101","23,025","7,227","354,104","73,189","66,297","100,919","92,346","110,903","136,736","126,348","24,254"
