카테고리,대구광역시 달성군,대구광역시 달성군 화원읍,대구광역시 달성군 논공읍,대구광역시 달성군 논공읍공단출장소,대구광역시 달성군 다사읍,대구광역시 달성군 다사읍서재출장소,대구광역시 달성군 유가읍,대구광역시 달성군 옥포읍,대구광역시 달성군 현풍읍,대구광역시 달성군 가창면,대구광역시 달성군 하빈면,대구광역시 달성군 구지면
2021년02월_계_총인구수,"260,008","48,076","4,652","13,645","50,576","38,613","29,729","25,384","23,080","7,913","3,705","14,635"
2021년02월_계_연령구간인구수,"260,008","48,076","4,652","13,645","50,576","38,613","29,729","25,384","23,080","7,913","3,705","14,635"
2021년02월_계_0~9세,"29,261","3,240",265,802,"5,864","6,236","5,280","2,596","2,401",409,111,"2,057"
2021년02월_계_10~19세,"23,982","4,530",166,"1,406","5,928","3,456","3,415","1,785","1,694",481,126,995
2021년02월_계_20~29세,"28,873","6,319",485,"1,880","5,612","3,952","2,449","2,651","3,121",672,282,"1,450"
2021년02월_계_30~39세,"41,472","5,223",566,"1,386","7,134","8,441","6,218","3,998","4,369",634,289,"3,214"
2021년02월_계_40~49세,"43,695","7,050",566,"2,529","9,566","7,065","5,980","3,703","3,603",933,315,"2,385"
2021년02월_계_50~59세,"40,909","9,750",917,"3,005","7,906","4,940","2,969","4,287","3,204","1,365",817,"1,749"
2021년02월_계_60~69세,"30,480","7,161",903,"1,600","5,245","3,026","2,155","3,783","2,621","1,657",856,"1,473"
2021년02월_계_70~79세,"14,111","3,257",476,658,"2,358","1,100",844,"1,759","1,340","1,027",509,783
2021년02월_계_80~89세,"6,383","1,360",270,339,851,348,369,741,656,624,353,472
2021년02월_계_90~99세,810,174,37,37,111,47,48,81,68,106,45,56
2021년02월_계_100세 이상,32,12,1,3,1,2,2,0,3,5,2,1
2021년02월_남_총인구수,"132,000","23,940","2,529","7,218","25,026","19,702","15,084","12,813","12,057","3,935","1,993","7,703"
2021년02월_남_연령구간인구수,"132,000","23,940","2,529","7,218","25,026","19,702","15,084","12,813","12,057","3,935","1,993","7,703"
2021년02월_남_0~9세,"14,918","1,683",140,385,"2,955","3,178","2,714","1,344","1,208",217,49,"1,045"
2021년02월_남_10~19세,"12,534","2,325",82,746,"3,099","1,805","1,776",956,896,261,64,524
2021년02월_남_20~29세,"15,830","3,491",291,"1,139","2,975","2,065","1,308","1,405","1,777",391,173,815
2021년02월_남_30~39세,"21,668","2,766",330,742,"3,523","4,302","3,101","2,104","2,512",318,173,"1,797"
2021년02월_남_40~49세,"22,782","3,399",359,"1,356","4,733","3,801","3,104","1,966","1,996",494,198,"1,376"
2021년02월_남_50~59세,"20,343","4,707",500,"1,624","3,771","2,421","1,488","2,099","1,616",719,477,921
2021년02월_남_60~69세,"15,147","3,532",519,854,"2,507","1,515","1,059","1,859","1,278",806,500,718
2021년02월_남_70~79세,"6,500","1,483",213,267,"1,134",512,407,815,571,498,243,357
2021년02월_남_80~89세,"2,095",505,88,99,306,97,110,247,189,205,106,143
2021년02월_남_90~99세,174,44,7,6,23,6,16,18,13,25,9,7
2021년02월_남_100세 이상,9,5,0,0,0,0,1,0,1,1,1,0
2021년02월_여_총인구수,"128,008","24,136","2,123","6,427","25,550","18,911","14,645","12,571","11,023","3,978","1,712","6,932"
2021년02월_여_연령구간인구수,"128,008","24,136","2,123","6,427","25,550","18,911","14,645","12,571","11,023","3,978","1,712","6,932"
2021년02월_여_0~9세,"14,343","1,557",125,417,"2,909","3,058","2,566","1,252","1,193",192,62,"1,012"
2021년02월_여_10~19세,"11,448","2,205",84,660,"2,829","1,651","1,639",829,798,220,62,471
2021년02월_여_20~29세,"13,043","2,828",194,741,"2,637","1,887","1,141","1,246","1,344",281,109,635
2021년02월_여_30~39세,"19,804","2,457",236,644,"3,611","4,139","3,117","1,894","1,857",316,116,"1,417"
2021년02월_여_40~49세,"20,913","3,651",207,"1,173","4,833","3,264","2,876","1,737","1,607",439,117,"1,009"
2021년02월_여_50~59세,"20,566","5,043",417,"1,381","4,135","2,519","1,481","2,188","1,588",646,340,828
2021년02월_여_60~69세,"15,333","3,629",384,746,"2,738","1,511","1,096","1,924","1,343",851,356,755
2021년02월_여_70~79세,"7,611","1,774",263,391,"1,224",588,437,944,769,529,266,426
2021년02월_여_80~89세,"4,288",855,182,240,545,251,259,494,467,419,247,329
2021년02월_여_90~99세,636,130,30,31,88,41,32,63,55,81,36,49
2021년02월_여_100세 이상,23,7,1,3,1,2,1,0,2,4,1,1
