카테고리,전국,서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2021년08월_계_총인구수,"51,669,716","9,550,227","3,359,527","2,393,626","2,938,429","1,441,970","1,454,679","1,124,459","365,309","13,530,519","1,536,270","1,597,179","2,118,183","1,792,476","1,838,353","2,630,254","3,322,373","675,883"
2021년08월_계_연령구간인구수,"51,669,716","9,550,227","3,359,527","2,393,626","2,938,429","1,441,970","1,454,679","1,124,459","365,309","13,530,519","1,536,270","1,597,179","2,118,183","1,792,476","1,838,353","2,630,254","3,322,373","675,883"
2021년08월_계_0~9세,"3,827,185","596,448","223,790","171,117","220,236","115,509","109,542","93,908","46,951","1,115,729","102,340","119,045","166,048","122,405","126,566","182,105","256,482","58,964"
2021년08월_계_10~19세,"4,733,729","763,356","267,212","220,036","271,571","153,624","143,384","110,407","44,563","1,327,046","134,698","147,072","201,255","171,386","164,135","223,048","320,646","70,290"
2021년08월_계_20~29세,"6,721,376","1,439,293","421,122","314,020","393,256","207,467","210,407","139,883","38,185","1,809,234","176,503","196,158","239,796","209,061","196,634","279,578","369,145","81,634"
2021년08월_계_30~39세,"6,753,189","1,446,242","408,986","286,886","400,549","182,218","190,417","146,836","61,164","1,898,766","162,968","191,827","261,608","184,140","180,509","282,760","386,080","81,233"
2021년08월_계_40~49세,"8,192,793","1,493,290","504,235","375,350","480,219","236,974","232,653","184,554","71,243","2,295,088","220,045","237,631","325,856","261,996","254,139","378,164","529,780","111,576"
2021년08월_계_50~59세,"8,598,568","1,505,336","556,023","419,481","508,757","234,286","239,536","206,621","47,168","2,254,613","263,947","269,862","338,059","298,043","311,930","453,874","576,850","114,182"
2021년08월_계_60~69세,"7,072,000","1,277,991","546,088","339,189","391,192","169,907","188,339","153,461","32,723","1,637,036","255,310","237,954","295,834","265,736","281,851","428,519","487,653","83,217"
2021년08월_계_70~79세,"3,703,046","696,313","295,340","176,352","178,487","94,129","91,868","61,923","14,593","771,128","133,479","119,892","171,587","170,813","191,117","242,423","247,965","45,637"
2021년08월_계_80~89세,"1,799,074","288,376","120,959","81,008","80,986","41,623","42,321","23,627","7,423","365,787","75,073","68,024","102,674","93,996","113,947","139,389","129,064","24,797"
2021년08월_계_90~99세,"257,821","41,066","15,020","9,813","12,627","5,995","6,000","3,154","1,259","53,757","11,437","9,396","14,953","14,369","16,911","19,735","18,187","4,142"
2021년08월_계_100세 이상,"10,935","2,516",752,374,549,238,212,85,37,"2,335",470,318,513,531,614,659,521,211
2021년08월_남_총인구수,"25,766,031","4,640,740","1,644,378","1,180,223","1,471,347","713,286","725,956","577,806","182,430","6,810,105","773,260","810,095","1,082,664","891,776","924,912","1,325,354","1,672,737","338,962"
2021년08월_남_연령구간인구수,"25,766,031","4,640,740","1,644,378","1,180,223","1,471,347","713,286","725,956","577,806","182,430","6,810,105","773,260","810,095","1,082,664","891,776","924,912","1,325,354","1,672,737","338,962"
2021년08월_남_0~9세,"1,961,956","306,199","114,820","87,671","112,982","59,220","56,336","48,255","23,976","571,021","52,429","60,798","85,011","62,816","64,481","93,745","131,873","30,323"
2021년08월_남_10~19세,"2,445,331","391,081","137,684","114,801","139,625","79,544","74,118","57,997","22,424","682,200","69,916","76,412","104,425","88,743","85,027","117,142","167,425","36,767"
2021년08월_남_20~29세,"3,527,385","694,343","218,711","167,340","204,944","108,281","110,408","78,952","19,546","953,039","99,324","109,105","132,716","113,075","110,045","158,381","205,957","43,218"
2021년08월_남_30~39세,"3,484,528","722,592","209,593","150,023","207,373","93,241","99,627","78,101","29,844","981,132","85,763","102,194","140,950","95,077","94,956","151,084","202,080","40,898"
2021년08월_남_40~49세,"4,164,458","739,942","254,352","185,324","245,805","117,683","115,946","94,288","36,179","1,167,569","112,857","123,131","173,764","134,785","135,745","197,136","272,714","57,238"
2021년08월_남_50~59세,"4,347,302","741,473","270,752","205,571","254,234","116,312","119,607","104,905","24,647","1,142,604","136,190","138,955","179,216","154,876","167,965","235,361","295,258","59,376"
2021년08월_남_60~69세,"3,463,205","603,802","257,879","161,387","193,757","81,019","91,358","77,277","16,242","814,254","127,357","119,511","148,518","131,399","142,359","213,440","242,352","41,294"
2021년08월_남_70~79세,"1,674,431","316,988","133,407","77,302","81,710","41,790","41,831","29,516","6,769","351,154","60,053","54,363","78,436","75,991","84,719","108,946","110,654","20,802"
2021년08월_남_80~89세,"638,176","113,314","43,847","28,631","28,133","14,874","15,309","7,979","2,538","133,907","26,741","23,509","36,052","31,778","36,205","46,041","40,921","8,397"
2021년08월_남_90~99세,"57,029","10,383","3,186","2,103","2,657","1,294","1,378",525,257,"12,672","2,517","2,050","3,488","3,150","3,341","3,983","3,409",636
2021년08월_남_100세 이상,"2,230",623,147,70,127,28,38,11,8,553,113,67,88,86,69,95,94,13
2021년08월_여_총인구수,"25,903,685","4,909,487","1,715,149","1,213,403","1,467,082","728,684","728,723","546,653","182,879","6,720,414","763,010","787,084","1,035,519","900,700","913,441","1,304,900","1,649,636","336,921"
2021년08월_여_연령구간인구수,"25,903,685","4,909,487","1,715,149","1,213,403","1,467,082","728,684","728,723","546,653","182,879","6,720,414","763,010","787,084","1,035,519","900,700","913,441","1,304,900","1,649,636","336,921"
2021년08월_여_0~9세,"1,865,229","290,249","108,970","83,446","107,254","56,289","53,206","45,653","22,975","544,708","49,911","58,247","81,037","59,589","62,085","88,360","124,609","28,641"
