카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2020년01월_남_연령구간인구수,"935,962","114,506","143,642","140,119","57,696","79,710","23,666","14,067","12,751","31,428","20,049","31,001","18,667","16,928","34,599","27,993","40,675","16,371","26,816","23,409","25,430","15,096","21,343"
2020년01월_남_0~9세,"70,759","10,355","11,157","12,498","5,250","7,228","1,206",598,606,"1,343",991,"1,849","1,070",976,"2,207","1,984","3,669",780,"1,942","1,550","1,717",884,899
2020년01월_남_10~19세,"90,410","13,213","14,486","16,378","4,807","8,641","1,633","1,122","1,038","2,194","1,395","3,160","1,576","1,355","2,896","2,488","4,510","1,162","2,269","1,817","1,949","1,193","1,128"
2020년01월_남_20~29세,"112,943","14,982","19,242","20,086","6,477","12,067","2,976","1,373","1,152","2,556","1,773","3,699","1,793","1,627","3,166","2,863","4,378","1,560","2,871","2,797","2,246","1,411","1,848"
2020년01월_남_30~39세,"102,155","14,512","17,265","17,102","7,753","10,296","2,034","1,015",991,"2,129","1,477","2,531","1,605","1,333","2,817","2,913","4,799","1,232","2,640","2,119","2,411","1,288","1,893"
2020년01월_남_40~49세,"142,184","19,763","22,475","21,651","9,242","12,440","3,183","1,820","1,747","3,893","2,499","4,540","2,405","2,185","4,797","4,558","6,716","2,187","3,873","3,343","3,722","2,102","3,043"
2020년01월_남_50~59세,"169,291","18,452","25,359","24,825","9,432","15,811","4,560","2,793","2,615","5,842","3,827","6,104","3,517","3,110","6,582","5,388","6,850","3,298","4,804","4,353","4,568","2,812","4,389"
2020년01월_남_60~69세,"129,551","13,215","19,331","15,951","7,746","8,222","4,006","2,478","2,145","6,065","3,695","4,554","3,125","2,986","5,880","3,859","5,042","2,890","4,075","3,544","4,107","2,557","4,078"
2020년01월_남_70~79세,"82,864","7,623","10,729","8,204","4,923","3,464","2,746","1,784","1,584","4,892","2,821","3,065","2,323","2,225","4,358","2,636","3,412","2,185","3,064","2,626","3,293","2,020","2,887"
2020년01월_남_80~89세,"32,712","2,196","3,315","3,130","1,849","1,412","1,195",983,803,"2,256","1,430","1,350","1,138","1,038","1,748","1,199","1,200",972,"1,174","1,150","1,327",761,"1,086"
2020년01월_남_90~99세,"2,976",179,269,287,205,124,123,99,67,251,135,147,111,89,146,98,95,102,100,106,88,68,87
2020년01월_남_100세 이상,117,16,14,7,12,5,4,2,3,7,6,2,4,4,2,7,4,3,4,4,2,0,5
2020년01월_여_총인구수,"928,750","115,238","138,714","140,895","56,975","73,625","22,777","14,706","13,463","33,423","21,349","31,641","19,822","18,298","35,613","26,491","40,469","16,414","27,019","22,216","25,200","15,589","18,813"
2020년01월_여_연령구간인구수,"928,750","115,238","138,714","140,895","56,975","73,625","22,777","14,706","13,463","33,423","21,349","31,641","19,822","18,298","35,613","26,491","40,469","16,414","27,019","22,216","25,200","15,589","18,813"
2020년01월_여_0~9세,"67,787","9,797","10,766","11,715","5,058","6,975","1,195",595,613,"1,348",932,"1,773","1,019",949,"2,152","1,940","3,524",718,"1,869","1,504","1,613",916,816
2020년01월_여_10~19세,"83,669","12,562","13,263","14,960","4,557","8,107","1,468","1,018",930,"1,942","1,368","2,892","1,413","1,307","2,668","2,178","4,307","1,024","2,094","1,615","1,841","1,110","1,045"
2020년01월_여_20~29세,"91,072","12,818","15,076","17,088","5,843","8,846","2,079","1,177","1,013","1,948","1,388","3,137","1,490","1,316","2,556","2,214","3,784","1,143","2,333","1,878","1,598","1,077","1,270"
2020년01월_여_30~39세,"91,910","13,696","14,975","16,444","7,093","8,962","1,791",837,859,"1,780","1,278","2,433","1,391","1,307","2,711","2,328","4,544","1,022","2,388","1,889","1,987","1,060","1,135"
2020년01월_여_40~49세,"123,194","18,667","20,295","22,360","7,077","12,156","2,274","1,419","1,400","2,726","1,918","4,099","1,935","1,734","3,603","3,117","5,875","1,498","2,924","2,439","2,640","1,523","1,515"
2020년01월_여_50~59세,"148,165","18,448","23,551","24,311","7,954","13,046","3,661","2,245","2,147","4,814","3,067","5,097","3,027","2,769","5,416","4,061","5,636","2,437","4,034","3,327","3,802","2,371","2,944"
2020년01월_여_60~69세,"128,759","14,365","19,552","15,805","7,491","7,387","3,793","2,308","2,275","6,289","3,744","4,219","3,183","3,012","6,042","3,799","5,135","2,796","4,146","3,365","4,168","2,497","3,388"
2020년01월_여_70~79세,"109,370","9,669","13,081","10,331","6,611","4,465","3,545","2,571","2,325","6,624","3,930","4,462","3,256","3,107","5,832","3,757","4,410","3,109","4,154","3,382","4,271","2,805","3,673"
2020년01월_여_80~89세,"72,351","4,447","6,851","6,654","4,513","3,112","2,498","2,134","1,619","5,003","3,174","3,062","2,620","2,416","3,980","2,677","2,771","2,301","2,628","2,420","2,849","1,951","2,671"
2020년01월_여_90~99세,"11,784",712,"1,222","1,179",726,552,446,393,268,909,513,438,466,356,617,395,453,343,415,360,411,266,344
2020년01월_여_100세 이상,689,57,82,48,52,17,27,9,14,40,37,29,22,25,36,25,30,23,34,37,20,13,12
