기준날짜,누적확진자수,누적사망자수
2020-01-20,0,0
2020-01-21,0,0
2020-01-22,0,0
2020-01-23,0,0
2020-01-24,0,0
2020-01-25,0,0
2020-01-26,0,0
2020-01-27,0,0
2020-01-28,0,0
2020-01-29,0,0
2020-01-30,0,0
2020-01-31,0,0
2020-02-01,0,0
2020-02-02,0,0
2020-02-03,0,0
2020-02-04,0,0
2020-02-05,0,0
2020-02-06,0,0
2020-02-07,0,0
2020-02-08,0,0
2020-02-09,0,0
2020-02-10,0,0
2020-02-11,0,0
2020-02-12,0,0
2020-02-13,0,0
2020-02-14,0,0
2020-02-15,0,0
2020-02-16,1,0
2020-02-17,1,0
2020-02-18,1,0
2020-02-19,1,0
2020-02-20,1,0
2020-02-21,2,0
2020-02-22,3,0
2020-02-23,6,0
2020-02-24,8,0
2020-02-25,9,0
2020-02-26,14,0
2020-02-27,19,0
2020-02-28,29,0
2020-02-29,54,1
2020-03-01,63,1
2020-03-02,78,4
2020-03-03,90,5
2020-03-04,105,6
2020-03-05,122,7
2020-03-06,166,10
2020-03-07,189,12
2020-03-08,210,14
2020-03-09,215,14
2020-03-10,221,15
2020-03-11,235,17
2020-03-12,243,20
2020-03-13,252,21
2020-03-14,260,23
2020-03-15,262,25
2020-03-16,269,25
2020-03-17,273,28
2020-03-18,285,31
2020-03-19,320,31
2020-03-20,328,33
2020-03-21,380,39
2020-03-22,391,41
2020-03-23,395,46
2020-03-24,400,52
2020-03-25,405,55
2020-03-26,415,58
2020-03-27,427,65
2020-03-28,431,70
2020-03-29,433,76
2020-03-30,436,80
2020-03-31,441,82
2020-04-01,451,84
2020-04-02,453,85
2020-04-03,456,86
2020-04-04,461,87
2020-04-05,462,91
2020-04-06,465,92
2020-04-07,466,93
2020-04-08,470,96
2020-04-09,473,100
2020-04-10,474,101
2020-04-11,475,101
2020-04-12,475,102
2020-04-13,476,103
2020-04-14,477,106
2020-04-15,478,106
2020-04-16,480,110
2020-04-17,480,111
2020-04-18,481,112
2020-04-19,482,112
2020-04-20,482,113
2020-04-21,483,113
2020-04-22,483,113
2020-04-23,484,114
2020-04-24,485,114
2020-04-25,485,114
2020-04-26,485,115
2020-04-27,485,116
2020-04-28,485,116
2020-04-29,485,118
2020-04-30,485,118
2020-05-01,486,118
2020-05-02,486,120
2020-05-03,488,120
2020-05-04,488,120
2020-05-05,488,122
2020-05-06,488,122
2020-05-07,488,122
2020-05-08,488,122
2020-05-09,488,122
2020-05-10,488,122
2020-05-11,488,122
2020-05-12,489,124
2020-05-13,490,125
2020-05-14,490,125
2020-05-15,490,125
2020-05-16,490,127
2020-05-17,490,127
2020-05-18,490,127
2020-05-19,490,127
2020-05-20,490,127
2020-05-21,490,128
2020-05-22,490,128
2020-05-23,491,129
2020-05-24,491,129
2020-05-25,491,129
2020-05-26,491,131
2020-05-27,492,131
2020-05-28,492,131
2020-05-29,495,131
2020-05-30,498,131
2020-05-31,498,131
2020-06-01,498,132
2020-06-02,499,133
2020-06-03,499,133
2020-06-04,501,133
2020-06-05,504,133
2020-06-06,507,133
2020-06-07,509,133
2020-06-08,512,133
2020-06-09,517,134
2020-06-10,518,136
2020-06-11,519,136
2020-06-12,520,136
2020-06-13,530,136
2020-06-14,531,136
2020-06-15,532,136
2020-06-16,532,137
2020-06-17,533,138
2020-06-18,541,139
2020-06-19,542,139
2020-06-20,545,139
2020-06-21,548,139
2020-06-22,548,139
2020-06-23,549,139
2020-06-24,551,139
2020-06-25,551,139
2020-06-26,553,139
2020-06-27,555,139
2020-06-28,556,139
2020-06-29,556,139
2020-06-30,556,139
2020-07-01,557,139
2020-07-02,558,139
2020-07-03,561,139
2020-07-04,564,140
2020-07-05,564,140
2020-07-06,567,140
2020-07-07,567,141
2020-07-08,568,141
2020-07-09,569,143
2020-07-10,570,144
2020-07-11,574,144
2020-07-12,575,144
2020-07-13,576,144
2020-07-14,577,144
2020-07-15,577,144
2020-07-16,578,144
2020-07-17,580,146
2020-07-18,580,146
2020-07-19,581,147
2020-07-20,582,147
2020-07-21,586,147
2020-07-22,590,148
2020-07-23,590,148
2020-07-24,592,148
2020-07-25,594,148
2020-07-26,596,148
2020-07-27,597,148
2020-07-28,597,148
2020-07-29,597,148
2020-07-30,597,148
2020-07-31,598,149
2020-08-01,598,149
2020-08-02,599,149
2020-08-03,599,149
2020-08-04,601,149
2020-08-05,601,150
2020-08-06,601,150
2020-08-07,601,151
2020-08-08,601,152
2020-08-09,603,152
2020-08-10,603,152
2020-08-11,603,152
2020-08-12,605,152
2020-08-13,607,152
2020-08-14,609,152
2020-08-15,612,152
2020-08-16,618,152
2020-08-17,625,152
2020-08-18,627,152
2020-08-19,634,152
2020-08-20,645,153
2020-08-21,651,153
2020-08-22,654,153
2020-08-23,668,153
2020-08-24,684,153
2020-08-25,693,154
2020-08-26,710,156
2020-08-27,729,156
2020-08-28,749,159
2020-08-29,767,162
2020-08-30,775,163
2020-08-31,786,163
2020-09-01,796,163
2020-09-02,810,164
2020-09-03,827,166
2020-09-04,842,167
2020-09-05,851,169
2020-09-06,858,169
2020-09-07,860,170
2020-09-08,863,173
2020-09-09,869,175
2020-09-10,880,176
2020-09-11,897,178
2020-09-12,901,181
2020-09-13,905,183
2020-09-14,908,185
2020-09-15,910,188
2020-09-16,914,188
2020-09-17,918,193
2020-09-18,923,194
2020-09-19,929,195
2020-09-20,934,198
2020-09-21,934,199
2020-09-22,935,199
2020-09-23,940,199
2020-09-24,949,200
2020-09-25,959,200
2020-09-26,959,202
2020-09-27,962,203
2020-09-28,966,205
2020-09-29,969,205
2020-09-30,971,208
2020-10-01,975,208
2020-10-02,979,209
2020-10-03,982,210
2020-10-04,988,210
2020-10-05,992,210
2020-10-06,994,210
2020-10-07,999,213
2020-10-08,1002,214
2020-10-09,1004,215
2020-10-10,1008,216
2020-10-11,1011,218
2020-10-12,1013,218
2020-10-13,1014,218
2020-10-14,1016,221
2020-10-15,1047,222
2020-10-16,1049,223
2020-10-17,1053,224
2020-10-18,1054,224
2020-10-19,1063,224
2020-10-20,1064,225
2020-10-21,1074,227
2020-10-22,1082,229
2020-10-23,1110,229
2020-10-24,1115,230
2020-10-25,1119,230
2020-10-26,1123,230
2020-10-27,1127,231
2020-10-28,1132,231
2020-10-29,1136,231
2020-10-30,1140,231
2020-10-31,1150,232
2020-11-01,1153,234
2020-11-02,1157,236
2020-11-03,1158,237
2020-11-04,1163,238
2020-11-05,1165,239
2020-11-06,1170,239
2020-11-07,1174,240
2020-11-08,1183,241
2020-11-09,1192,242
2020-11-10,1197,245
2020-11-11,1212,246
2020-11-12,1216,246
2020-11-13,1234,247
2020-11-14,1241,249
2020-11-15,1246,250
2020-11-16,1250,251
2020-11-17,1258,251
2020-11-18,1279,251
2020-11-19,1290,251
2020-11-20,1302,253
2020-11-21,1308,253
2020-11-22,1319,254
2020-11-23,1328,255
2020-11-24,1335,256
2020-11-25,1345,256
2020-11-26,1354,256
2020-11-27,1380,257
2020-11-28,1396,262
2020-11-29,1409,262
2020-11-30,1435,263
2020-12-01,1449,263
2020-12-02,1467,263
2020-12-03,1473,263
2020-12-04,1505,268
2020-12-05,1536,272
2020-12-06,1578,277
2020-12-07,1618,280
2020-12-08,1671,282
2020-12-09,1703,284
2020-12-10,1733,290
2020-12-11,1788,294
2020-12-12,1856,298
2020-12-13,1927,298
2020-12-14,1973,300
2020-12-15,2059,309
2020-12-16,2127,315
2020-12-17,2186,329
2020-12-18,2252,337
2020-12-19,2329,347
2020-12-20,2376,357
2020-12-21,2430,372
2020-12-22,2481,384
2020-12-23,2563,394
2020-12-24,2617,404
2020-12-25,2681,416
2020-12-26,2762,427
2020-12-27,2803,438
2020-12-28,2852,444
2020-12-29,2890,474
2020-12-30,2959,486
2020-12-31,3024,496
2021-01-01,3065,507
2021-01-02,3114,521
2021-01-03,3152,530
2021-01-04,3233,545
2021-01-05,3259,559
2021-01-06,3310,571
2021-01-07,3337,583
2021-01-08,3374,608
2021-01-09,3399,622
2021-01-10,3433,637
2021-01-11,3464,647
2021-01-12,3499,656
2021-01-13,3515,669
2021-01-14,3544,672
2021-01-15,3555,684
2021-01-16,3581,698
2021-01-17,3620,704
2021-01-18,3640,715
2021-01-19,3648,725
2021-01-20,3669,738
2021-01-21,3693,744
2021-01-22,3706,750
2021-01-23,3729,754
2021-01-24,3746,758
2021-01-25,3759,763
2021-01-26,3778,766
2021-01-27,3801,770
2021-01-28,3826,777
2021-01-29,3869,784
2021-01-30,3902,795
2021-01-31,3928,798
2021-02-01,3947,801
2021-02-02,3961,809
2021-02-03,3973,812
2021-02-04,3999,818
2021-02-05,4013,826
2021-02-06,4026,830
2021-02-07,4037,836
2021-02-08,4046,837
2021-02-09,4057,841
2021-02-10,4067,844
2021-02-11,4091,850
2021-02-12,4103,857
2021-02-13,4123,861
2021-02-14,4135,865
2021-02-15,4156,868
2021-02-16,4171,872
2021-02-17,4186,874
2021-02-18,4205,875
2021-02-19,4241,879
2021-02-20,4260,881
2021-02-21,4282,883
2021-02-22,4297,885
2021-02-23,4313,891
2021-02-24,4330,892
2021-02-25,4341,895
2021-02-26,4353,897
2021-02-27,4365,903
2021-02-28,4378,905
2021-03-01,4391,906
2021-03-02,4402,906
2021-03-03,4414,911
2021-03-04,4425,915
2021-03-05,4439,919
2021-03-06,4448,921
2021-03-07,4464,922
2021-03-08,4469,925
2021-03-09,4478,927
2021-03-10,4500,927
2021-03-11,4514,930
2021-03-12,4529,936
2021-03-13,4551,938
2021-03-14,4568,938
2021-03-15,4574,943
2021-03-16,4582,943
2021-03-17,4588,946
2021-03-18,4601,947
2021-03-19,4617,947
2021-03-20,4625,949
2021-03-21,4636,951
2021-03-22,4642,951
2021-03-23,4650,953
2021-03-24,4660,954
2021-03-25,4668,954
2021-03-26,4677,957
2021-03-27,4687,959
2021-03-28,4717,959
2021-03-29,4726,962
2021-03-30,4735,964
2021-03-31,4754,965
2021-04-01,4771,966
2021-04-02,4793,968
2021-04-03,4807,968
2021-04-04,4816,968
2021-04-05,4832,971
2021-04-06,4842,972
2021-04-07,4853,973
2021-04-08,4865,974
2021-04-09,4877,975
2021-04-10,4907,976
2021-04-11,4923,977
2021-04-12,4944,978
2021-04-13,4962,980
2021-04-14,4988,983
2021-04-15,5010,985
2021-04-16,5026,986
2021-04-17,5051,989
2021-04-18,5072,989
2021-04-19,5084,990
2021-04-20,5097,991
2021-04-21,5116,992
2021-04-22,5134,992
2021-04-23,5189,994
2021-04-24,5208,994
2021-04-25,5226,995
2021-04-26,5242,998
2021-04-27,5251,1001
2021-04-28,5270,1002
2021-04-29,5291,1004
2021-04-30,5326,1005
2021-05-01,5348,1006
2021-05-02,5374,1008
2021-05-03,5388,1009
2021-05-04,5409,1014
2021-05-05,5423,1019
2021-05-06,5437,1022
2021-05-07,5448,1026
2021-05-08,5463,1030
2021-05-09,5484,1034
2021-05-10,5492,1035
2021-05-11,5501,1036
2021-05-12,5516,1039
2021-05-13,5532,1042
2021-05-14,5563,1043
2021-05-15,5575,1044
2021-05-16,5590,1045
2021-05-17,5602,1048
2021-05-18,5609,1049
2021-05-19,5620,1053
2021-05-20,5631,1057
2021-05-21,5636,1060
2021-05-22,5648,1063
2021-05-23,5661,1068
2021-05-24,5665,1070
2021-05-25,5669,1074
2021-05-26,5683,1074
2021-05-27,5699,1076
2021-05-28,5714,1078
2021-05-29,5717,1080
2021-05-30,5723,1081
2021-05-31,5732,1082
