기준날짜,누적확진자수,누적사망자수
2020-01-20,1,0
2020-01-21,1,0
2020-01-22,1,0
2020-01-23,1,0
2020-01-24,1,0
2020-01-25,1,0
2020-01-26,1,0
2020-01-27,1,0
2020-01-28,1,0
2020-01-29,1,0
2020-01-30,1,0
2020-01-31,4,0
2020-02-01,4,0
2020-02-02,5,0
2020-02-03,5,0
2020-02-04,6,0
2020-02-05,9,0
2020-02-06,10,0
2020-02-07,10,0
2020-02-08,10,0
2020-02-09,12,0
2020-02-10,13,0
2020-02-11,13,0
2020-02-12,13,0
2020-02-13,13,0
2020-02-14,13,0
2020-02-15,13,0
2020-02-16,14,0
2020-02-17,14,0
2020-02-18,16,0
2020-02-19,37,0
2020-02-20,48,0
2020-02-21,88,0
2020-02-22,183,1
2020-02-23,324,1
2020-02-24,462,2
2020-02-25,549,2
2020-02-26,708,3
2020-02-27,981,3
2020-02-28,1252,3
2020-02-29,1837,6
2020-03-01,2196,6
2020-03-02,2620,9
2020-03-03,3001,12
2020-03-04,3331,12
2020-03-05,3616,14
2020-03-06,3937,16
2020-03-07,4244,17
2020-03-08,4439,20
2020-03-09,4584,20
2020-03-10,4662,21
2020-03-11,4809,25
2020-03-12,4876,28
2020-03-13,4936,28
2020-03-14,4986,31
2020-03-15,5027,34
2020-03-16,5068,34
2020-03-17,5121,37
2020-03-18,5174,39
2020-03-19,5269,42
2020-03-20,5323,43
2020-03-21,5413,48
2020-03-22,5468,49
2020-03-23,5505,53
2020-03-24,5541,60
2020-03-25,5588,62
2020-03-26,5644,63
2020-03-27,5695,64
2020-03-28,5743,67
2020-03-29,5785,74
2020-03-30,5828,78
2020-03-31,5882,80
2020-04-01,5942,81
2020-04-02,5997,82
2020-04-03,6049,82
2020-04-04,6104,83
2020-04-05,6139,86
2020-04-06,6165,88
2020-04-07,6194,91
2020-04-08,6222,94
2020-04-09,6239,97
2020-04-10,6251,99
2020-04-11,6266,100
2020-04-12,6284,101
2020-04-13,6295,102
2020-04-14,6309,106
2020-04-15,6326,107
2020-04-16,6342,107
2020-04-17,6350,108
2020-04-18,6361,108
2020-04-19,6365,110
2020-04-20,6373,111
2020-04-21,6376,112
2020-04-22,6381,112
2020-04-23,6385,113
2020-04-24,6386,113
2020-04-25,6392,113
