기준날짜,누적확진자수,누적사망자수
2020-01-20,0,0
2020-01-21,0,0
2020-01-22,0,0
2020-01-23,0,0
2020-01-24,0,0
2020-01-25,0,0
2020-01-26,0,0
2020-01-27,0,0
2020-01-28,0,0
2020-01-29,0,0
2020-01-30,0,0
2020-01-31,1,0
2020-02-01,1,0
2020-02-02,1,0
2020-02-03,1,0
2020-02-04,1,0
2020-02-05,1,0
2020-02-06,1,0
2020-02-07,1,0
2020-02-08,1,0
2020-02-09,1,0
2020-02-10,1,0
2020-02-11,1,0
2020-02-12,1,0
2020-02-13,1,0
2020-02-14,1,0
2020-02-15,1,0
2020-02-16,2,0
2020-02-17,2,0
2020-02-18,3,0
2020-02-19,7,0
2020-02-20,9,1
2020-02-21,19,1
2020-02-22,66,1
2020-02-23,96,1
2020-02-24,124,2
2020-02-25,141,3
2020-02-26,184,4
2020-02-27,226,4
2020-02-28,270,4
2020-02-29,390,6
2020-03-01,453,6
2020-03-02,535,6
2020-03-03,600,7
2020-03-04,647,7
2020-03-05,700,8
2020-03-06,765,11
2020-03-07,830,11
2020-03-08,878,11
2020-03-09,916,12
2020-03-10,929,13
2020-03-11,960,14
2020-03-12,972,14
2020-03-13,985,14
2020-03-14,1000,14
2020-03-15,1012,14
2020-03-16,1024,14
2020-03-17,1034,16
2020-03-18,1059,16
2020-03-19,1080,17
2020-03-20,1099,17
2020-03-21,1118,17
2020-03-22,1131,17
2020-03-23,1138,18
2020-03-24,1145,20
2020-03-25,1154,20
2020-03-26,1162,20
2020-03-27,1170,21
2020-03-28,1201,21
2020-03-29,1209,21
2020-03-30,1217,21
2020-03-31,1235,22
2020-04-01,1245,23
2020-04-02,1257,23
2020-04-03,1266,24
2020-04-04,1283,25
2020-04-05,1290,25
2020-04-06,1295,26
2020-04-07,1305,26
2020-04-08,1313,27
2020-04-09,1316,27
2020-04-10,1320,28
2020-04-11,1327,29
2020-04-12,1330,31
2020-04-13,1335,32
2020-04-14,1338,33
2020-04-15,1339,33
2020-04-16,1341,33
2020-04-17,1342,33
2020-04-18,1343,33
2020-04-19,1343,34
2020-04-20,1343,34
2020-04-21,1343,34
2020-04-22,1344,34
2020-04-23,1344,35
2020-04-24,1345,35
2020-04-25,1347,35
2020-04-26,1347,35
2020-04-27,1347,35
2020-04-28,1348,35
2020-04-29,1348,35
2020-04-30,1348,35
2020-05-01,1348,35
2020-05-02,1349,35
2020-05-03,1351,35
2020-05-04,1353,36
2020-05-05,1353,36
2020-05-06,1354,36
2020-05-07,1354,37
2020-05-08,1355,37
2020-05-09,1355,37
2020-05-10,1357,37
2020-05-11,1358,37
2020-05-12,1358,37
2020-05-13,1359,37
2020-05-14,1359,38
2020-05-15,1361,38
2020-05-16,1364,38
2020-05-17,1364,38
2020-05-18,1365,38
2020-05-19,1368,38
2020-05-20,1369,38
2020-05-21,1369,38
2020-05-22,1369,38
2020-05-23,1372,39
2020-05-24,1375,39
2020-05-25,1377,39
2020-05-26,1378,39
2020-05-27,1386,39
2020-05-28,1392,39
2020-05-29,1400,39
2020-05-30,1404,39
2020-05-31,1405,39
2020-06-01,1410,39
2020-06-02,1421,39
2020-06-03,1436,39
2020-06-04,1445,39
2020-06-05,1455,39
2020-06-06,1464,39
2020-06-07,1476,39
2020-06-08,1487,39
2020-06-09,1496,39
2020-06-10,1512,39
2020-06-11,1517,39
2020-06-12,1530,40
2020-06-13,1538,40
2020-06-14,1546,40
2020-06-15,1550,40
2020-06-16,1558,40
2020-06-17,1561,40
2020-06-18,1574,40
2020-06-19,1585,40
2020-06-20,1598,40
2020-06-21,1608,40
2020-06-22,1610,40
2020-06-23,1617,41
2020-06-24,1622,41
2020-06-25,1627,41
2020-06-26,1633,41
2020-06-27,1640,41
2020-06-28,1653,41
2020-06-29,1665,41
2020-06-30,1668,41
2020-07-01,1674,41
2020-07-02,1686,41
2020-07-03,1696,41
2020-07-04,1705,41
2020-07-05,1719,41
2020-07-06,1724,41
2020-07-07,1731,41
2020-07-08,1736,41
2020-07-09,1739,41
2020-07-10,1742,41
2020-07-11,1744,41
2020-07-12,1753,41
2020-07-13,1758,41
2020-07-14,1762,41
2020-07-15,1769,41
2020-07-16,1775,41
2020-07-17,1781,41
2020-07-18,1781,41
2020-07-19,1787,41
2020-07-20,1788,41
2020-07-21,1791,41
2020-07-22,1802,41
2020-07-23,1811,41
2020-07-24,1822,41
2020-07-25,1830,41
2020-07-26,1835,41
2020-07-27,1837,41
2020-07-28,1840,41
2020-07-29,1844,41
2020-07-30,1850,41
2020-07-31,1853,41
2020-08-01,1858,41
2020-08-02,1860,41
2020-08-03,1864,41
2020-08-04,1866,41
2020-08-05,1871,41
2020-08-06,1880,41
2020-08-07,1885,41
2020-08-08,1898,41
2020-08-09,1905,41
2020-08-10,1918,41
2020-08-11,1925,41
2020-08-12,1927,41
2020-08-13,1933,41
2020-08-14,1948,41
2020-08-15,1977,41
2020-08-16,2033,41
2020-08-17,2082,41
2020-08-18,2148,41
2020-08-19,2221,41
2020-08-20,2268,41
2020-08-21,2342,41
2020-08-22,2398,41
2020-08-23,2484,41
2020-08-24,2536,41
2020-08-25,2586,41
2020-08-26,2643,41
2020-08-27,2708,41
2020-08-28,2773,41
2020-08-29,2840,42
2020-08-30,2912,42
2020-08-31,2967,42
2020-09-01,3012,42
2020-09-02,3063,42
2020-09-03,3097,42
2020-09-04,3135,42
2020-09-05,3177,42
2020-09-06,3216,42
2020-09-07,3237,42
2020-09-08,3264,42
2020-09-09,3310,42
2020-09-10,3355,42
2020-09-11,3395,42
2020-09-12,3424,42
2020-09-13,3454,42
2020-09-14,3480,42
2020-09-15,3505,42
2020-09-16,3530,42
2020-09-17,3557,42
2020-09-18,3581,42
2020-09-19,3607,42
2020-09-20,3624,42
2020-09-21,3633,42
2020-09-22,3643,43
2020-09-23,3662,43
2020-09-24,3689,43
2020-09-25,3711,43
2020-09-26,3727,43
2020-09-27,3747,44
2020-09-28,3759,44
2020-09-29,3763,44
2020-09-30,3781,44
2020-10-01,3794,44
2020-10-02,3807,44
2020-10-03,3823,44
2020-10-04,3835,45
2020-10-05,3849,46
2020-10-06,3858,46
2020-10-07,3889,46
2020-10-08,3900,46
2020-10-09,3910,46
2020-10-10,3932,46
2020-10-11,3938,46
2020-10-12,3950,47
2020-10-13,3961,47
2020-10-14,3969,47
2020-10-15,3983,47
2020-10-16,3990,47
2020-10-17,4007,47
2020-10-18,4022,47
2020-10-19,4029,47
2020-10-20,4038,49
2020-10-21,4052,49
2020-10-22,4078,50
2020-10-23,4104,52
2020-10-24,4118,53
2020-10-25,4124,53
2020-10-26,4135,53
2020-10-27,4148,53
2020-10-28,4157,53
2020-10-29,4181,53
2020-10-30,4200,53
2020-10-31,4208,53
2020-11-01,4223,53
2020-11-02,4241,53
2020-11-03,4253,54
2020-11-04,4276,54
2020-11-05,4291,54
2020-11-06,4304,54
2020-11-07,4317,54
2020-11-08,4341,54
2020-11-09,4356,54
2020-11-10,4371,55
2020-11-11,4401,56
2020-11-12,4416,56
2020-11-13,4444,56
2020-11-14,4476,57
2020-11-15,4516,57
2020-11-16,4569,57
2020-11-17,4607,57
2020-11-18,4647,57
2020-11-19,4691,59
2020-11-20,4734,60
2020-11-21,4771,61
2020-11-22,4803,61
2020-11-23,4823,61
2020-11-24,4866,61
2020-11-25,4912,62
2020-11-26,4984,62
2020-11-27,5052,62
2020-11-28,5134,63
2020-11-29,5180,63
2020-11-30,5239,64
2020-12-01,5282,64
2020-12-02,5339,64
2020-12-03,5414,64
2020-12-04,5507,64
2020-12-05,5596,64
2020-12-06,5707,64
2020-12-07,5807,64
2020-12-08,5896,64
2020-12-09,6020,65
2020-12-10,6134,65
2020-12-11,6236,68
2020-12-12,6384,68
2020-12-13,6567,70
2020-12-14,6674,72
2020-12-15,6807,74
2020-12-16,6998,74
2020-12-17,7171,77
2020-12-18,7357,77
2020-12-19,7533,77
2020-12-20,7720,81
2020-12-21,7880,84
2020-12-22,8011,89
2020-12-23,8200,90
2020-12-24,8371,90
2020-12-25,8585,90
2020-12-26,8756,92
2020-12-27,8935,94
2020-12-28,9064,96
2020-12-29,9248,99
2020-12-30,9452,103
2020-12-31,9626,106
2021-01-01,9785,110
2021-01-02,9910,110
2021-01-03,10027,115
2021-01-04,10180,116
2021-01-05,10290,121
2021-01-06,10437,123
2021-01-07,10552,124
2021-01-08,10676,125
2021-01-09,10756,127
2021-01-10,10840,131
2021-01-11,10920,133
2021-01-12,10994,136
2021-01-13,11082,139
2021-01-14,11155,139
2021-01-15,11246,142
2021-01-16,11354,143
2021-01-17,11424,146
2021-01-18,11473,148
2021-01-19,11516,151
2021-01-20,11577,152
2021-01-21,11638,156
2021-01-22,11701,156
2021-01-23,11763,158
2021-01-24,11824,160
2021-01-25,11875,161
2021-01-26,11930,163
2021-01-27,11998,164
2021-01-28,12067,165
2021-01-29,12140,165
2021-01-30,12213,166
2021-01-31,12270,167
2021-02-01,12315,167
2021-02-02,12370,167
2021-02-03,12432,167
2021-02-04,12501,167
2021-02-05,12576,169
2021-02-06,12639,170
2021-02-07,12705,170
2021-02-08,12764,170
2021-02-09,12802,170
2021-02-10,12856,171
2021-02-11,12947,172
2021-02-12,13019,174
2021-02-13,13075,174
2021-02-14,13127,175
2021-02-15,13178,176
2021-02-16,13245,176
2021-02-17,13341,177
2021-02-18,13437,179
2021-02-19,13509,179
2021-02-20,13577,179
2021-02-21,13642,180
2021-02-22,13697,180
2021-02-23,13752,182
2021-02-24,13814,182
2021-02-25,13860,183
2021-02-26,13922,184
2021-02-27,13975,184
2021-02-28,14026,184
2021-03-01,14080,184
2021-03-02,14119,185
2021-03-03,14170,185
2021-03-04,14216,186
2021-03-05,14270,186
2021-03-06,14328,186
2021-03-07,14381,186
2021-03-08,14423,187
2021-03-09,14499,187
2021-03-10,14562,188
2021-03-11,14643,189
2021-03-12,14718,189
2021-03-13,14803,189
2021-03-14,14867,190
2021-03-15,14922,191
2021-03-16,14981,192
2021-03-17,15054,195
2021-03-18,15118,195
2021-03-19,15198,195
2021-03-20,15276,195
2021-03-21,15360,195
2021-03-22,15418,195
2021-03-23,15470,197
2021-03-24,15526,197
2021-03-25,15579,197
2021-03-26,15648,197
2021-03-27,15729,198
2021-03-28,15806,198
2021-03-29,15865,198
2021-03-30,15925,198
2021-03-31,15990,199
2021-04-01,16071,201
2021-04-02,16140,201
2021-04-03,16233,201
2021-04-04,16335,201
2021-04-05,16428,201
2021-04-06,16494,202
2021-04-07,16592,204
2021-04-08,16679,204
2021-04-09,16778,205
2021-04-10,16874,205
2021-04-11,16966,207
2021-04-12,17061,207
2021-04-13,17133,207
2021-04-14,17240,207
2021-04-15,17325,208
2021-04-16,17430,208
2021-04-17,17524,209
2021-04-18,17637,209
2021-04-19,17724,211
2021-04-20,17800,211
2021-04-21,17894,211
2021-04-22,18001,212
2021-04-23,18095,212
2021-04-24,18194,212
2021-04-25,18278,212
2021-04-26,18359,212
2021-04-27,18439,212
2021-04-28,18572,212
2021-04-29,18685,212
2021-04-30,18781,214
2021-05-01,18871,216
2021-05-02,18960,216
2021-05-03,19020,216
2021-05-04,19095,216
2021-05-05,19197,216
2021-05-06,19268,216
2021-05-07,19347,218
2021-05-08,19451,219
2021-05-09,19527,220
2021-05-10,19602,220
2021-05-11,19665,221
2021-05-12,19752,222
2021-05-13,19847,223
2021-05-14,19965,223
2021-05-15,20049,223
2021-05-16,20132,223
2021-05-17,20212,223
