기준날짜,누적확진자수,누적사망자수
2020-01-20,1,0
2020-01-21,1,0
2020-01-22,1,0
2020-01-23,1,0
2020-01-24,1,0
2020-01-25,1,0
2020-01-26,1,0
2020-01-27,1,0
2020-01-28,1,0
2020-01-29,1,0
2020-01-30,2,0
2020-01-31,2,0
2020-02-01,2,0
2020-02-02,2,0
2020-02-03,2,0
2020-02-04,2,0
2020-02-05,4,0
2020-02-06,4,0
2020-02-07,4,0
2020-02-08,4,0
2020-02-09,5,0
2020-02-10,6,0
2020-02-11,6,0
2020-02-12,6,0
2020-02-13,6,0
2020-02-14,6,0
2020-02-15,6,0
2020-02-16,6,0
2020-02-17,6,0
2020-02-18,6,0
2020-02-19,9,0
2020-02-20,12,0
2020-02-21,19,0
2020-02-22,38,0
2020-02-23,59,0
2020-02-24,93,0
2020-02-25,112,0
2020-02-26,144,1
2020-02-27,193,1
2020-02-28,252,1
2020-02-29,360,1
2020-03-01,426,1
2020-03-02,508,1
2020-03-03,581,1
2020-03-04,634,1
2020-03-05,661,1
2020-03-06,694,1
2020-03-07,727,1
2020-03-08,759,1
2020-03-09,777,1
2020-03-10,788,1
2020-03-11,803,1
2020-03-12,811,1
2020-03-13,823,1
2020-03-14,833,1
2020-03-15,842,1
2020-03-16,849,1
2020-03-17,856,1
2020-03-18,873,1
2020-03-19,886,1
2020-03-20,893,1
2020-03-21,900,1
2020-03-22,909,1
2020-03-23,917,1
2020-03-24,920,1
2020-03-25,943,1
2020-03-26,955,1
2020-03-27,960,1
2020-03-28,979,1
2020-03-29,994,1
2020-03-30,1003,1
2020-03-31,1013,1
2020-04-01,1027,1
2020-04-02,1043,1
2020-04-03,1052,1
2020-04-04,1066,1
2020-04-05,1083,1
2020-04-06,1086,1
2020-04-07,1092,1
2020-04-08,1101,1
2020-04-09,1108,1
2020-04-10,1113,1
2020-04-11,1115,1
2020-04-12,1120,1
2020-04-13,1123,1
2020-04-14,1127,1
2020-04-15,1131,1
2020-04-16,1132,1
2020-04-17,1135,1
2020-04-18,1136,1
2020-04-19,1137,2
2020-04-20,1139,2
2020-04-21,1139,2
2020-04-22,1140,2
2020-04-23,1141,2
2020-04-24,1142,2
2020-04-25,1143,2
2020-04-26,1148,2
2020-04-27,1152,2
2020-04-28,1154,2
