기준날짜,누적확진자수,누적사망자수
2020-01-20,0,0
2020-01-21,0,0
2020-01-22,0,0
2020-01-23,0,0
2020-01-24,1,0
2020-01-25,1,0
2020-01-26,2,0
2020-01-27,3,0
2020-01-28,3,0
2020-01-29,3,0
2020-01-30,6,0
2020-01-31,7,0
2020-02-01,8,0
2020-02-02,10,0
2020-02-03,10,0
2020-02-04,10,0
2020-02-05,12,0
2020-02-06,14,0
2020-02-07,14,0
2020-02-08,14,0
2020-02-09,15,0
2020-02-10,15,0
2020-02-11,15,0
2020-02-12,15,0
2020-02-13,15,0
2020-02-14,15,0
2020-02-15,15,0
2020-02-16,16,0
2020-02-17,16,0
2020-02-18,16,0
2020-02-19,29,0
2020-02-20,34,1
2020-02-21,68,1
2020-02-22,163,2
2020-02-23,232,2
2020-02-24,301,5
2020-02-25,344,6
2020-02-26,438,8
2020-02-27,614,9
2020-02-28,770,10
2020-02-29,1094,10
2020-03-01,1330,11
2020-03-02,1592,14
2020-03-03,1811,16
2020-03-04,1997,20
2020-03-05,2150,21
2020-03-06,2347,26
2020-03-07,2523,27
2020-03-08,2695,30
2020-03-09,2798,31
2020-03-10,2851,33
2020-03-11,2946,35
2020-03-12,2993,38
2020-03-13,3043,39
2020-03-14,3100,41
2020-03-15,3135,41
2020-03-16,3168,41
2020-03-17,3199,44
2020-03-18,3239,45
2020-03-19,3296,49
2020-03-20,3329,51
2020-03-21,3386,54
2020-03-22,3429,55
2020-03-23,3456,58
2020-03-24,3496,60
2020-03-25,3549,64
2020-03-26,3597,68
2020-03-27,3637,75
2020-03-28,3735,77
2020-03-29,3798,78
2020-03-30,3833,80
2020-03-31,3904,82
2020-04-01,3945,84
2020-04-02,3979,87
2020-04-03,4013,92
2020-04-04,4052,94
2020-04-05,4098,97
2020-04-06,4119,98
2020-04-07,4137,101
2020-04-08,4162,106
2020-04-09,4184,107
2020-04-10,4199,109
2020-04-11,4214,111
2020-04-12,4228,113
2020-04-13,4242,115
2020-04-14,4255,116
2020-04-15,4265,118
2020-04-16,4271,122
2020-04-17,4285,122
2020-04-18,4292,124
2020-04-19,4296,124
2020-04-20,4301,125
2020-04-21,4307,125
2020-04-22,4313,126
2020-04-23,4317,127
2020-04-24,4322,127
2020-04-25,4326,127
2020-04-26,4332,127
2020-04-27,4336,127
2020-04-28,4343,128
2020-04-29,4347,129
2020-04-30,4351,130
2020-05-01,4355,130
2020-05-02,4361,130
2020-05-03,4368,130
2020-05-04,4374,131
2020-05-05,4376,131
2020-05-06,4378,132
2020-05-07,4381,133
2020-05-08,4388,133
2020-05-09,4405,133
2020-05-10,4429,133
2020-05-11,4460,133
2020-05-12,4480,133
2020-05-13,4498,134
2020-05-14,4515,135
2020-05-15,4532,135
2020-05-16,4543,136
2020-05-17,4548,136
2020-05-18,4559,137
2020-05-19,4569,137
2020-05-20,4592,137
2020-05-21,4601,138
2020-05-22,4616,138
2020-05-23,4628,140
2020-05-24,4643,140
2020-05-25,4651,141
2020-05-26,4664,142
2020-05-27,4680,142
2020-05-28,4728,142
2020-05-29,4759,142
2020-05-30,4780,142
2020-05-31,4795,143
2020-06-01,4807,143
2020-06-02,4830,144
2020-06-03,4853,145
2020-06-04,4872,145
2020-06-05,4893,145
2020-06-06,4920,145
2020-06-07,4950,145
2020-06-08,4962,145
2020-06-09,4980,146
2020-06-10,5002,147
2020-06-11,5030,147
2020-06-12,5061,147
2020-06-13,5080,147
2020-06-14,5096,147
2020-06-15,5116,147
2020-06-16,5138,148
2020-06-17,5156,149
2020-06-18,5181,150
2020-06-19,5206,150
2020-06-20,5245,150
2020-06-21,5270,150
2020-06-22,5279,150
2020-06-23,5314,150
2020-06-24,5345,150
2020-06-25,5361,151
2020-06-26,5384,151
2020-06-27,5412,151
2020-06-28,5450,151
2020-06-29,5470,151
2020-06-30,5495,151
2020-07-01,5524,151
2020-07-02,5555,151
2020-07-03,5586,151
2020-07-04,5624,151
2020-07-05,5655,151
2020-07-06,5681,151
2020-07-07,5703,152
2020-07-08,5738,152
2020-07-09,5766,153
2020-07-10,5802,153
2020-07-11,5824,153
2020-07-12,5856,153
2020-07-13,5895,153
2020-07-14,5911,153
2020-07-15,5944,153
2020-07-16,5991,154
2020-07-17,6026,154
2020-07-18,6049,155
2020-07-19,6070,155
2020-07-20,6089,156
2020-07-21,6114,156
2020-07-22,6153,157
2020-07-23,6191,157
2020-07-24,6214,158
2020-07-25,6311,158
2020-07-26,6360,158
2020-07-27,6373,158
2020-07-28,6395,159
2020-07-29,6427,159
2020-07-30,6440,159
2020-07-31,6464,160
2020-08-01,6487,160
2020-08-02,6508,160
2020-08-03,6523,160
2020-08-04,6546,160
2020-08-05,6569,160
2020-08-06,6603,160
2020-08-07,6615,160
2020-08-08,6638,161
2020-08-09,6655,162
2020-08-10,6669,162
2020-08-11,6689,162
2020-08-12,6723,162
2020-08-13,6754,162
2020-08-14,6805,162
2020-08-15,6875,162
2020-08-16,6977,162
2020-08-17,7052,162
2020-08-18,7142,163
2020-08-19,7250,163
2020-08-20,7384,163
2020-08-21,7532,163
2020-08-22,7677,163
2020-08-23,7834,163
2020-08-24,7952,163
2020-08-25,8089,164
2020-08-26,8234,165
2020-08-27,8441,165
2020-08-28,8616,167
2020-08-29,8757,170
2020-08-30,8911,172
2020-08-31,9025,172
2020-09-01,9139,172
2020-09-02,9272,173
2020-09-03,9359,174
2020-09-04,9453,175
2020-09-05,9535,176
2020-09-06,9614,176
2020-09-07,9680,178
2020-09-08,9753,181
2020-09-09,9829,182
2020-09-10,9905,183
2020-09-11,9982,185
2020-09-12,10063,186
2020-09-13,10126,187
2020-09-14,10177,190
2020-09-15,10225,192
2020-09-16,10292,192
2020-09-17,10366,195
2020-09-18,10423,198
2020-09-19,10468,199
2020-09-20,10516,201
2020-09-21,10552,202
2020-09-22,10589,203
2020-09-23,10648,203
2020-09-24,10713,207
2020-09-25,10767,208
2020-09-26,10792,211
2020-09-27,10834,213
2020-09-28,10860,216
2020-09-29,10887,216
2020-09-30,10964,217
2020-10-01,11006,219
2020-10-02,11044,220
2020-10-03,11091,224
2020-10-04,11131,225
2020-10-05,11178,226
2020-10-06,11227,226
2020-10-07,11280,227
2020-10-08,11319,229
2020-10-09,11347,229
2020-10-10,11387,230
2020-10-11,11421,231
2020-10-12,11477,231
2020-10-13,11530,232
2020-10-14,11581,233
2020-10-15,11613,233
2020-10-16,11634,234
2020-10-17,11660,235
2020-10-18,11708,235
2020-10-19,11744,235
2020-10-20,11782,237
2020-10-21,11829,240
2020-10-22,11889,241
2020-10-23,11962,242
2020-10-24,12003,244
2020-10-25,12029,244
2020-10-26,12080,244
2020-10-27,12121,246
2020-10-28,12167,247
2020-10-29,12235,247
2020-10-30,12289,248
2020-10-31,12352,248
2020-11-01,12412,249
2020-11-02,12460,249
2020-11-03,12503,249
2020-11-04,12563,249
2020-11-05,12626,250
2020-11-06,12700,251
2020-11-07,12750,251
2020-11-08,12826,252
2020-11-09,12883,252
2020-11-10,12939,255
2020-11-11,13006,257
2020-11-12,13083,257
2020-11-13,13174,257
2020-11-14,13279,260
2020-11-15,13379,260
2020-11-16,13496,260
2020-11-17,13614,260
2020-11-18,13772,261
2020-11-19,13936,262
2020-11-20,14113,263
2020-11-21,14323,264
2020-11-22,14496,265
2020-11-23,14624,267
2020-11-24,14814,268
2020-11-25,15020,269
2020-11-26,15314,271
2020-11-27,15613,271
2020-11-28,15875,273
2020-11-29,16108,274
2020-11-30,16321,275
2020-12-01,16554,276
2020-12-02,16816,276
2020-12-03,17089,276
2020-12-04,17376,279
2020-12-05,17658,280
2020-12-06,17997,282
2020-12-07,18293,284
2020-12-08,18564,285
2020-12-09,18899,287
2020-12-10,19250,289
2020-12-11,19586,292
2020-12-12,20022,295
2020-12-13,20505,297
2020-12-14,20836,302
2020-12-15,21251,308
2020-12-16,21807,317
2020-12-17,22280,331
2020-12-18,22763,336
2020-12-19,23233,339
2020-12-20,23859,345
2020-12-21,24318,358
2020-12-22,24739,365
2020-12-23,25267,374
2020-12-24,25752,380
2020-12-25,26523,390
2020-12-26,27088,404
2020-12-27,27560,411
2020-12-28,27955,416
2020-12-29,28573,429
2020-12-30,29095,438
2020-12-31,29600,448
2021-01-01,30155,459
2021-01-02,30573,469
2021-01-03,30874,483
2021-01-04,31410,491
2021-01-05,31765,507
2021-01-06,32172,514
2021-01-07,32630,525
2021-01-08,32949,540
2021-01-09,33272,547
2021-01-10,33609,558
2021-01-11,33848,562
2021-01-12,34115,572
2021-01-13,34391,582
2021-01-14,34663,587
2021-01-15,34924,597
2021-01-16,35203,606
2021-01-17,35458,615
2021-01-18,35653,624
2021-01-19,35850,633
2021-01-20,36052,640
2021-01-21,36235,650
2021-01-22,36403,659
2021-01-23,36611,664
2021-01-24,36809,669
2021-01-25,37043,673
2021-01-26,37199,681
2021-01-27,37478,683
2021-01-28,37752,686
2021-01-29,37967,693
2021-01-30,38191,700
2021-01-31,38374,703
2021-02-01,38521,706
2021-02-02,38708,709
2021-02-03,38959,713
2021-02-04,39171,717
2021-02-05,39356,722
2021-02-06,39553,724
2021-02-07,39767,730
2021-02-08,39919,732
2021-02-09,40077,736
2021-02-10,40327,739
2021-02-11,40571,745
2021-02-12,40770,749
2021-02-13,40957,752
2021-02-14,41117,756
2021-02-15,41283,758
2021-02-16,41531,762
2021-02-17,41836,764
2021-02-18,42156,769
2021-02-19,42423,772
2021-02-20,42661,773
2021-02-21,42864,775
2021-02-22,43025,777
2021-02-23,43216,782
2021-02-24,43424,784
2021-02-25,43624,786
2021-02-26,43819,787
2021-02-27,44029,794
2021-02-28,44211,800
2021-03-01,44395,800
2021-03-02,44567,800
2021-03-03,44826,804
2021-03-04,45056,808
2021-03-05,45268,811
2021-03-06,45495,812
2021-03-07,45713,813
2021-03-08,45910,817
2021-03-09,46139,818
2021-03-10,46392,821
2021-03-11,46625,823
2021-03-12,46876,826
2021-03-13,47110,829
2021-03-14,47347,830
2021-03-15,47560,832
2021-03-16,47746,834
2021-03-17,47988,838
2021-03-18,48232,838
2021-03-19,48462,840
2021-03-20,48701,841
2021-03-21,48947,843
2021-03-22,49155,843
2021-03-23,49311,846
2021-03-24,49540,848
2021-03-25,49766,850
2021-03-26,50004,852
2021-03-27,50249,857
2021-03-28,50502,858
2021-03-29,50700,859
2021-03-30,50940,861
2021-03-31,51179,862
2021-04-01,51460,864
2021-04-02,51754,865
2021-04-03,52028,868
2021-04-04,52274,870
2021-04-05,52501,870
2021-04-06,52732,871
2021-04-07,53066,873
2021-04-08,53408,874
2021-04-09,53739,877
2021-04-10,54075,878
2021-04-11,54414,881
2021-04-12,54714,882
2021-04-13,54995,885
2021-04-14,55374,887
2021-04-15,55727,890
2021-04-16,56050,891
2021-04-17,56377,892
2021-04-18,56721,894
2021-04-19,56999,896
2021-04-20,57294,896
2021-04-21,57660,898
2021-04-22,58046,900
2021-04-23,58439,902
2021-04-24,58844,903
2021-04-25,59167,903
2021-04-26,59420,905
2021-04-27,59690,906
2021-04-28,60066,906
2021-04-29,60393,906
2021-04-30,60746,908
2021-05-01,61060,910
2021-05-02,61370,910
2021-05-03,61606,911
2021-05-04,61879,914
2021-05-05,62247,917
2021-05-06,62542,920
2021-05-07,62800,925
2021-05-08,63139,928
2021-05-09,63432,933
2021-05-10,63668,933
2021-05-11,63921,935
2021-05-12,64246,938
2021-05-13,64619,939
2021-05-14,64986,941
2021-05-15,65346,944
2021-05-16,65658,944
