기준날짜,누적확진자수,누적사망자수
2020-01-20,0,0
2020-01-21,0,0
2020-01-22,0,0
2020-01-23,0,0
2020-01-24,0,0
2020-01-25,0,0
2020-01-26,0,0
2020-01-27,0,0
2020-01-28,0,0
2020-01-29,0,0
2020-01-30,0,0
2020-01-31,0,0
2020-02-01,0,0
2020-02-02,0,0
2020-02-03,0,0
2020-02-04,0,0
2020-02-05,0,0
2020-02-06,0,0
2020-02-07,0,0
2020-02-08,0,0
2020-02-09,1,0
2020-02-10,1,0
2020-02-11,1,0
2020-02-12,1,0
2020-02-13,1,0
2020-02-14,1,0
2020-02-15,1,0
2020-02-16,1,0
2020-02-17,1,0
2020-02-18,1,0
2020-02-19,5,0
2020-02-20,5,0
2020-02-21,11,0
2020-02-22,18,0
2020-02-23,28,0
2020-02-24,37,0
2020-02-25,40,0
2020-02-26,52,0
2020-02-27,73,1
2020-02-28,92,2
2020-02-29,133,2
2020-03-01,157,3
2020-03-02,190,6
2020-03-03,222,9
2020-03-04,257,12
2020-03-05,287,13
2020-03-06,341,14
2020-03-07,384,14
2020-03-08,410,18
2020-03-09,439,18
2020-03-10,455,19
2020-03-11,484,21
2020-03-12,498,24
2020-03-13,507,24
2020-03-14,516,27
2020-03-15,526,28
2020-03-16,531,28
2020-03-17,539,29
2020-03-18,542,29
2020-03-19,562,34
2020-03-20,568,35
2020-03-21,589,37
2020-03-22,595,37
2020-03-23,599,38
2020-03-24,608,38
2020-03-25,611,39
2020-03-26,616,41
2020-03-27,630,41
2020-03-28,632,41
2020-03-29,635,43
2020-03-30,640,45
2020-03-31,651,46
2020-04-01,658,46
2020-04-02,663,47
2020-04-03,668,49
2020-04-04,678,50
2020-04-05,681,51
2020-04-06,686,52
2020-04-07,689,57
2020-04-08,692,60
2020-04-09,692,60
2020-04-10,694,62
2020-04-11,694,63
2020-04-12,697,63
2020-04-13,698,64
2020-04-14,700,65
2020-04-15,702,68
2020-04-16,703,68
2020-04-17,704,68
2020-04-18,705,68
2020-04-19,705,68
2020-04-20,705,69
2020-04-21,706,70
2020-04-22,707,71
2020-04-23,708,71
2020-04-24,708,71
2020-04-25,708,71
2020-04-26,708,72
2020-04-27,708,72
2020-04-28,709,73
2020-04-29,709,73
2020-04-30,709,74
2020-05-01,709,75
2020-05-02,709,75
2020-05-03,710,75
2020-05-04,710,76
2020-05-05,710,76
2020-05-06,710,77
2020-05-07,710,77
2020-05-08,710,77
2020-05-09,710,77
2020-05-10,711,77
2020-05-11,711,77
2020-05-12,711,77
2020-05-13,712,77
2020-05-14,712,77
2020-05-15,714,77
2020-05-16,714,77
2020-05-17,715,77
2020-05-18,715,78
2020-05-19,716,78
2020-05-20,717,78
2020-05-21,717,78
2020-05-22,718,78
2020-05-23,718,78
2020-05-24,719,78
2020-05-25,719,79
2020-05-26,721,79
2020-05-27,724,79
2020-05-28,724,79
2020-05-29,724,79
2020-05-30,725,79
2020-05-31,725,80
2020-06-01,727,80
2020-06-02,732,80
2020-06-03,738,81
2020-06-04,744,81
2020-06-05,751,81
2020-06-06,759,81
2020-06-07,767,81
2020-06-08,770,81
2020-06-09,775,81
2020-06-10,782,81
2020-06-11,787,81
2020-06-12,789,81
2020-06-13,795,81
2020-06-14,796,81
2020-06-15,799,81
2020-06-16,805,81
2020-06-17,810,81
2020-06-18,817,81
2020-06-19,820,81
2020-06-20,823,81
2020-06-21,829,81
2020-06-22,830,81
2020-06-23,834,81
2020-06-24,836,81
2020-06-25,838,82
2020-06-26,839,82
2020-06-27,843,82
2020-06-28,846,82
2020-06-29,847,82
2020-06-30,850,82
2020-07-01,857,82
2020-07-02,864,82
2020-07-03,868,82
2020-07-04,870,82
2020-07-05,876,82
2020-07-06,878,83
2020-07-07,880,83
2020-07-08,886,83
2020-07-09,887,83
2020-07-10,890,83
2020-07-11,894,83
2020-07-12,895,84
2020-07-13,898,84
2020-07-14,902,84
2020-07-15,902,84
2020-07-16,905,86
2020-07-17,908,86
2020-07-18,909,86
2020-07-19,911,86
2020-07-20,911,87
2020-07-21,919,87
2020-07-22,925,87
2020-07-23,929,87
2020-07-24,933,88
2020-07-25,935,88
2020-07-26,936,88
2020-07-27,940,89
2020-07-28,941,90
2020-07-29,946,90
2020-07-30,946,90
2020-07-31,947,90
2020-08-01,948,90
2020-08-02,949,90
2020-08-03,950,90
2020-08-04,950,90
2020-08-05,951,90
2020-08-06,954,90
2020-08-07,954,90
2020-08-08,957,90
2020-08-09,957,90
2020-08-10,958,90
2020-08-11,961,90
2020-08-12,964,90
2020-08-13,966,90
2020-08-14,972,90
2020-08-15,983,90
2020-08-16,1014,90
2020-08-17,1028,90
2020-08-18,1050,91
2020-08-19,1079,91
2020-08-20,1109,91
2020-08-21,1143,93
2020-08-22,1177,93
2020-08-23,1204,93
2020-08-24,1228,93
2020-08-25,1258,93
2020-08-26,1292,93
2020-08-27,1333,94
2020-08-28,1381,94
2020-08-29,1417,95
2020-08-30,1438,96
2020-08-31,1464,97
2020-09-01,1494,97
2020-09-02,1534,98
2020-09-03,1556,99
2020-09-04,1578,100
2020-09-05,1596,100
2020-09-06,1612,101
2020-09-07,1632,102
2020-09-08,1646,104
2020-09-09,1668,105
2020-09-10,1680,106
2020-09-11,1696,108
2020-09-12,1710,109
2020-09-13,1722,110
2020-09-14,1734,113
2020-09-15,1745,114
2020-09-16,1763,114
2020-09-17,1780,114
2020-09-18,1792,118
2020-09-19,1807,118
2020-09-20,1819,120
2020-09-21,1828,121
2020-09-22,1833,123
2020-09-23,1855,123
2020-09-24,1864,126
2020-09-25,1878,128
2020-09-26,1887,130
2020-09-27,1894,130
2020-09-28,1897,132
2020-09-29,1897,133
2020-09-30,1906,136
2020-10-01,1913,138
2020-10-02,1917,138
2020-10-03,1930,141
2020-10-04,1938,141
2020-10-05,1944,141
2020-10-06,1948,141
2020-10-07,1964,141
2020-10-08,1974,141
2020-10-09,1978,141
2020-10-10,1985,142
2020-10-11,1991,142
2020-10-12,1999,142
2020-10-13,2006,142
2020-10-14,2008,143
2020-10-15,2019,143
2020-10-16,2021,144
2020-10-17,2023,145
2020-10-18,2031,146
2020-10-19,2038,146
2020-10-20,2041,146
2020-10-21,2046,147
2020-10-22,2057,147
2020-10-23,2070,147
2020-10-24,2075,147
2020-10-25,2076,147
2020-10-26,2079,147
2020-10-27,2083,149
2020-10-28,2090,150
2020-10-29,2100,151
2020-10-30,2106,152
2020-10-31,2116,152
2020-11-01,2122,152
2020-11-02,2130,152
2020-11-03,2134,153
2020-11-04,2144,154
2020-11-05,2150,154
2020-11-06,2159,155
2020-11-07,2170,155
2020-11-08,2194,155
2020-11-09,2209,156
2020-11-10,2218,157
2020-11-11,2237,157
2020-11-12,2246,157
2020-11-13,2263,157
2020-11-14,2270,157
2020-11-15,2283,157
2020-11-16,2298,157
2020-11-17,2316,157
2020-11-18,2336,159
2020-11-19,2353,159
2020-11-20,2381,159
2020-11-21,2404,160
2020-11-22,2422,161
2020-11-23,2439,163
2020-11-24,2464,163
2020-11-25,2488,165
2020-11-26,2516,167
2020-11-27,2543,167
2020-11-28,2573,167
2020-11-29,2599,168
2020-11-30,2623,169
2020-12-01,2650,171
2020-12-02,2673,171
2020-12-03,2700,171
2020-12-04,2743,173
2020-12-05,2793,173
2020-12-06,2861,173
2020-12-07,2920,174
2020-12-08,2975,174
2020-12-09,3047,175
2020-12-10,3100,177
2020-12-11,3163,178
2020-12-12,3232,180
2020-12-13,3337,180
2020-12-14,3386,183
2020-12-15,3465,185
2020-12-16,3556,190
2020-12-17,3641,194
2020-12-18,3732,197
2020-12-19,3813,199
2020-12-20,3892,200
2020-12-21,3979,204
2020-12-22,4065,211
2020-12-23,4161,217
2020-12-24,4236,224
2020-12-25,4322,227
2020-12-26,4411,234
2020-12-27,4472,236
2020-12-28,4534,239
2020-12-29,4609,246
2020-12-30,4701,250
2020-12-31,4768,258
2021-01-01,4848,259
2021-01-02,4906,268
2021-01-03,4958,274
2021-01-04,5027,277
2021-01-05,5072,284
2021-01-06,5145,289
2021-01-07,5203,293
2021-01-08,5252,301
2021-01-09,5302,303
2021-01-10,5351,308
2021-01-11,5395,311
2021-01-12,5434,323
2021-01-13,5481,327
2021-01-14,5520,334
2021-01-15,5542,338
2021-01-16,5584,342
2021-01-17,5622,345
2021-01-18,5652,347
2021-01-19,5683,352
2021-01-20,5714,355
2021-01-21,5754,361
2021-01-22,5771,366
2021-01-23,5814,368
2021-01-24,5835,372
2021-01-25,5852,376
2021-01-26,5866,381
2021-01-27,5892,383
2021-01-28,5925,383
2021-01-29,5955,389
2021-01-30,5990,392
2021-01-31,6010,393
2021-02-01,6028,394
2021-02-02,6047,394
2021-02-03,6076,397
2021-02-04,6113,398
2021-02-05,6138,398
2021-02-06,6168,398
2021-02-07,6194,399
2021-02-08,6216,401
2021-02-09,6244,404
2021-02-10,6274,404
2021-02-11,6314,407
2021-02-12,6352,409
2021-02-13,6386,411
2021-02-14,6425,414
2021-02-15,6457,414
2021-02-16,6484,417
2021-02-17,6520,418
2021-02-18,6548,420
2021-02-19,6581,422
2021-02-20,6608,423
2021-02-21,6645,424
2021-02-22,6668,427
2021-02-23,6686,430
2021-02-24,6720,431
2021-02-25,6739,432
2021-02-26,6761,433
2021-02-27,6786,435
2021-02-28,6811,440
2021-03-01,6827,440
2021-03-02,6846,440
2021-03-03,6867,441
2021-03-04,6887,443
2021-03-05,6912,447
2021-03-06,6935,450
2021-03-07,6972,451
2021-03-08,6996,455
2021-03-09,7027,456
2021-03-10,7057,457
2021-03-11,7084,457
2021-03-12,7127,460
2021-03-13,7162,463
2021-03-14,7188,463
2021-03-15,7207,463
2021-03-16,7230,465
2021-03-17,7259,467
2021-03-18,7277,468
2021-03-19,7305,469
2021-03-20,7321,469
2021-03-21,7356,470
2021-03-22,7380,471
2021-03-23,7418,474
2021-03-24,7443,476
2021-03-25,7461,478
2021-03-26,7487,480
2021-03-27,7524,482
2021-03-28,7559,483
2021-03-29,7583,484
2021-03-30,7609,485
2021-03-31,7636,485
2021-04-01,7663,486
2021-04-02,7710,486
2021-04-03,7739,488
2021-04-04,7767,491
2021-04-05,7804,492
2021-04-06,7839,493
2021-04-07,7874,494
2021-04-08,7922,495
2021-04-09,7959,499
2021-04-10,8000,499
2021-04-11,8045,499
2021-04-12,8077,500
2021-04-13,8114,503
2021-04-14,8145,507
2021-04-15,8192,510
2021-04-16,8232,511
2021-04-17,8278,511
2021-04-18,8325,514
2021-04-19,8365,515
2021-04-20,8399,515
2021-04-21,8434,518
2021-04-22,8473,519
2021-04-23,8529,519
2021-04-24,8574,520
2021-04-25,8621,520
2021-04-26,8650,521
2021-04-27,8677,521
2021-04-28,8745,521
2021-04-29,8782,523
2021-04-30,8822,523
2021-05-01,8861,523
2021-05-02,8895,523
2021-05-03,8928,523
2021-05-04,8951,524
2021-05-05,8986,526
2021-05-06,9019,527
2021-05-07,9049,530
2021-05-08,9083,530
2021-05-09,9121,531
2021-05-10,9156,531
2021-05-11,9184,532
2021-05-12,9228,533
2021-05-13,9266,535
2021-05-14,9307,536
2021-05-15,9349,538
2021-05-16,9391,540
2021-05-17,9428,540
2021-05-18,9453,540
2021-05-19,9486,542
2021-05-20,9519,542
2021-05-21,9544,544
2021-05-22,9581,545
2021-05-23,9610,545
2021-05-24,9635,545
2021-05-25,9659,545
2021-05-26,9688,545
2021-05-27,9720,546
2021-05-28,9744,547
2021-05-29,9761,549
2021-05-30,9784,552
