기준날짜,누적확진자수,누적사망자수
2020-01-20,0,0
2020-01-21,0,0
2020-01-22,0,0
2020-01-23,0,0
2020-01-24,1,0
2020-01-25,1,0
2020-01-26,2,0
2020-01-27,3,0
2020-01-28,3,0
2020-01-29,3,0
2020-01-30,4,0
2020-01-31,5,0
2020-02-01,5,0
2020-02-02,5,0
2020-02-03,5,0
2020-02-04,5,0
2020-02-05,6,0
2020-02-06,7,0
2020-02-07,7,0
2020-02-08,7,0
2020-02-09,8,0
2020-02-10,8,0
2020-02-11,8,0
2020-02-12,8,0
2020-02-13,8,0
2020-02-14,8,0
2020-02-15,8,0
2020-02-16,8,0
2020-02-17,8,0
2020-02-18,8,0
2020-02-19,19,0
2020-02-20,23,0
2020-02-21,39,0
2020-02-22,98,1
2020-02-23,149,1
2020-02-24,198,4
2020-02-25,224,4
2020-02-26,267,5
2020-02-27,347,5
2020-02-28,434,5
2020-02-29,583,5
2020-03-01,686,5
2020-03-02,832,5
2020-03-03,950,5
2020-03-04,1050,5
2020-03-05,1124,5
2020-03-06,1213,5
2020-03-07,1283,5
2020-03-08,1347,5
2020-03-09,1389,5
2020-03-10,1415,5
2020-03-11,1471,6
2020-03-12,1496,6
2020-03-13,1524,6
2020-03-14,1551,6
2020-03-15,1568,6
2020-03-16,1585,6
2020-03-17,1601,6
2020-03-18,1615,6
2020-03-19,1642,7
2020-03-20,1656,7
2020-03-21,1672,7
2020-03-22,1691,7
2020-03-23,1702,7
2020-03-24,1716,8
2020-03-25,1723,10
2020-03-26,1737,10
2020-03-27,1751,10
2020-03-28,1779,10
2020-03-29,1798,10
2020-03-30,1812,10
2020-03-31,1849,10
2020-04-01,1863,10
2020-04-02,1878,11
2020-04-03,1887,12
2020-04-04,1897,12
2020-04-05,1903,13
2020-04-06,1905,13
2020-04-07,1908,13
2020-04-08,1915,13
2020-04-09,1916,13
2020-04-10,1920,13
2020-04-11,1926,14
2020-04-12,1930,14
2020-04-13,1932,14
2020-04-14,1935,14
2020-04-15,1937,14
2020-04-16,1940,14
2020-04-17,1942,14
2020-04-18,1944,15
2020-04-19,1945,15
2020-04-20,1948,15
2020-04-21,1951,15
2020-04-22,1951,15
2020-04-23,1952,15
2020-04-24,1953,15
2020-04-25,1953,15
2020-04-26,1953,15
2020-04-27,1953,15
2020-04-28,1955,15
2020-04-29,1956,15
2020-04-30,1956,15
2020-05-01,1956,15
2020-05-02,1956,15
2020-05-03,1956,15
2020-05-04,1956,15
2020-05-05,1957,15
2020-05-06,1957,15
2020-05-07,1957,15
2020-05-08,1957,15
2020-05-09,1958,15
2020-05-10,1960,15
2020-05-11,1960,15
2020-05-12,1963,15
2020-05-13,1964,15
2020-05-14,1964,15
2020-05-15,1965,15
2020-05-16,1966,15
2020-05-17,1967,15
2020-05-18,1968,15
2020-05-19,1971,15
2020-05-20,1972,15
2020-05-21,1972,15
2020-05-22,1974,15
2020-05-23,1983,15
2020-05-24,1987,15
2020-05-25,1992,15
2020-05-26,1996,15
2020-05-27,2002,15
2020-05-28,2014,15
2020-05-29,2023,15
2020-05-30,2033,15
2020-05-31,2039,15
2020-06-01,2052,15
2020-06-02,2061,15
2020-06-03,2070,15
2020-06-04,2080,15
2020-06-05,2086,15
2020-06-06,2094,15
2020-06-07,2105,15
2020-06-08,2111,15
2020-06-09,2121,15
2020-06-10,2128,15
2020-06-11,2138,15
2020-06-12,2154,15
2020-06-13,2163,15
2020-06-14,2170,15
2020-06-15,2176,15
2020-06-16,2182,15
2020-06-17,2189,15
2020-06-18,2198,15
2020-06-19,2210,15
2020-06-20,2222,15
2020-06-21,2230,15
2020-06-22,2235,15
2020-06-23,2243,15
2020-06-24,2253,15
2020-06-25,2259,15
2020-06-26,2264,15
2020-06-27,2269,15
2020-06-28,2275,15
2020-06-29,2280,15
2020-06-30,2286,15
2020-07-01,2303,15
2020-07-02,2317,15
2020-07-03,2324,15
2020-07-04,2332,15
2020-07-05,2339,15
2020-07-06,2348,15
2020-07-07,2355,15
2020-07-08,2364,15
2020-07-09,2374,15
2020-07-10,2382,15
2020-07-11,2390,15
2020-07-12,2393,15
2020-07-13,2397,15
2020-07-14,2403,15
2020-07-15,2412,15
2020-07-16,2418,15
2020-07-17,2426,15
2020-07-18,2433,16
2020-07-19,2437,16
2020-07-20,2439,16
2020-07-21,2444,16
2020-07-22,2453,16
2020-07-23,2465,16
2020-07-24,2473,16
2020-07-25,2487,16
2020-07-26,2505,16
2020-07-27,2505,16
2020-07-28,2510,16
2020-07-29,2515,16
2020-07-30,2515,16
2020-07-31,2519,16
2020-08-01,2527,16
2020-08-02,2531,16
2020-08-03,2536,16
2020-08-04,2540,16
2020-08-05,2546,16
2020-08-06,2554,16
2020-08-07,2556,16
2020-08-08,2566,16
2020-08-09,2573,16
2020-08-10,2577,16
2020-08-11,2586,16
2020-08-12,2598,16
2020-08-13,2608,16
2020-08-14,2627,16
2020-08-15,2660,16
2020-08-16,2718,16
2020-08-17,2755,16
2020-08-18,2817,16
2020-08-19,2875,16
2020-08-20,2930,16
2020-08-21,2991,16
2020-08-22,3057,16
2020-08-23,3139,16
2020-08-24,3187,16
2020-08-25,3240,16
2020-08-26,3300,16
2020-08-27,3409,16
2020-08-28,3480,16
2020-08-29,3534,16
2020-08-30,3589,16
2020-08-31,3638,16
2020-09-01,3684,16
2020-09-02,3732,16
2020-09-03,3768,16
2020-09-04,3807,16
2020-09-05,3845,16
2020-09-06,3880,16
2020-09-07,3902,16
2020-09-08,3935,16
2020-09-09,3964,16
2020-09-10,3993,16
2020-09-11,4027,16
2020-09-12,4061,17
2020-09-13,4080,17
2020-09-14,4104,17
2020-09-15,4122,17
2020-09-16,4144,17
2020-09-17,4180,17
2020-09-18,4204,17
2020-09-19,4239,17
2020-09-20,4251,17
2020-09-21,4264,17
2020-09-22,4280,17
2020-09-23,4303,17
2020-09-24,4332,18
2020-09-25,4351,18
2020-09-26,4361,18
2020-09-27,4380,18
2020-09-28,4390,19
2020-09-29,4395,19
2020-09-30,4421,19
2020-10-01,4434,19
2020-10-02,4445,19
2020-10-03,4456,19
2020-10-04,4464,19
2020-10-05,4476,19
2020-10-06,4487,19
2020-10-07,4515,19
2020-10-08,4527,20
2020-10-09,4532,20
2020-10-10,4543,20
2020-10-11,4549,20
2020-10-12,4561,20
2020-10-13,4571,21
2020-10-14,4580,21
2020-10-15,4588,21
2020-10-16,4596,21
2020-10-17,4616,21
2020-10-18,4637,21
2020-10-19,4650,21
2020-10-20,4659,21
2020-10-21,4674,21
2020-10-22,4698,21
2020-10-23,4724,21
2020-10-24,4738,21
2020-10-25,4747,21
2020-10-26,4769,21
2020-10-27,4792,21
2020-10-28,4812,21
2020-10-29,4830,21
2020-10-30,4846,21
2020-10-31,4872,21
2020-11-01,4885,21
2020-11-02,4895,21
2020-11-03,4909,22
2020-11-04,4929,22
2020-11-05,4958,22
2020-11-06,4986,22
2020-11-07,4995,22
2020-11-08,5017,22
2020-11-09,5036,22
2020-11-10,5050,22
2020-11-11,5070,22
2020-11-12,5095,22
2020-11-13,5136,22
2020-11-14,5172,23
2020-11-15,5221,23
2020-11-16,5261,23
2020-11-17,5305,23
2020-11-18,5356,23
2020-11-19,5409,23
2020-11-20,5464,23
2020-11-21,5520,23
2020-11-22,5576,23
2020-11-23,5626,24
2020-11-24,5688,24
2020-11-25,5760,24
2020-11-26,5855,24
2020-11-27,5971,24
2020-11-28,6049,24
2020-11-29,6132,24
2020-11-30,6219,24
2020-12-01,6313,24
2020-12-02,6411,24
2020-12-03,6506,24
2020-12-04,6625,24
2020-12-05,6717,24
2020-12-06,6840,24
2020-12-07,6979,24
2020-12-08,7090,25
2020-12-09,7211,25
2020-12-10,7321,25
2020-12-11,7444,25
2020-12-12,7618,25
2020-12-13,7810,25
2020-12-14,7948,25
2020-12-15,8099,25
2020-12-16,8314,25
2020-12-17,8528,26
2020-12-18,8755,26
2020-12-19,8972,28
2020-12-20,9205,28
2020-12-21,9400,29
2020-12-22,9579,29
2020-12-23,9825,29
2020-12-24,10008,29
2020-12-25,10247,30
2020-12-26,10456,30
2020-12-27,10647,30
2020-12-28,10819,30
2020-12-29,11009,30
2020-12-30,11207,30
2020-12-31,11393,30
2021-01-01,11597,30
2021-01-02,11757,32
2021-01-03,11882,32
2021-01-04,12069,32
2021-01-05,12197,32
2021-01-06,12336,32
2021-01-07,12512,33
2021-01-08,12637,34
2021-01-09,12761,35
2021-01-10,12903,35
2021-01-11,12982,35
2021-01-12,13084,36
2021-01-13,13213,36
2021-01-14,13312,36
2021-01-15,13409,39
2021-01-16,13515,39
2021-01-17,13602,39
2021-01-18,13677,39
2021-01-19,13750,40
2021-01-20,13826,40
2021-01-21,13911,40
2021-01-22,13976,41
2021-01-23,14061,41
2021-01-24,14140,43
2021-01-25,14212,44
2021-01-26,14271,45
2021-01-27,14350,45
2021-01-28,14438,45
2021-01-29,14526,45
2021-01-30,14602,45
2021-01-31,14676,46
2021-02-01,14730,47
2021-02-02,14800,47
2021-02-03,14870,47
2021-02-04,14945,47
2021-02-05,15010,48
2021-02-06,15087,48
2021-02-07,15166,48
2021-02-08,15218,48
2021-02-09,15277,49
2021-02-10,15361,49
2021-02-11,15458,49
2021-02-12,15534,49
2021-02-13,15588,49
2021-02-14,15640,49
2021-02-15,15693,50
2021-02-16,15766,50
2021-02-17,15866,50
2021-02-18,15990,51
2021-02-19,16083,51
2021-02-20,16152,51
2021-02-21,16217,51
2021-02-22,16271,51
2021-02-23,16334,51
2021-02-24,16404,52
2021-02-25,16472,52
2021-02-26,16548,52
2021-02-27,16619,53
2021-02-28,16697,53
2021-03-01,16762,54
2021-03-02,16818,54
2021-03-03,16882,54
2021-03-04,16955,54
2021-03-05,17030,54
2021-03-06,17095,54
2021-03-07,17161,54
2021-03-08,17228,54
2021-03-09,17301,54
2021-03-10,17370,55
2021-03-11,17436,55
2021-03-12,17510,55
2021-03-13,17615,55
2021-03-14,17697,55
2021-03-15,17778,55
2021-03-16,17867,55
2021-03-17,17956,55
2021-03-18,18034,55
2021-03-19,18122,55
2021-03-20,18201,56
2021-03-21,18272,56
2021-03-22,18348,56
2021-03-23,18397,56
2021-03-24,18459,56
2021-03-25,18546,56
2021-03-26,18623,58
2021-03-27,18709,58
2021-03-28,18775,58
2021-03-29,18856,58
2021-03-30,18934,58
2021-03-31,19015,58
2021-04-01,19112,58
2021-04-02,19206,58
2021-04-03,19294,59
2021-04-04,19389,60
2021-04-05,19473,60
2021-04-06,19581,61
2021-04-07,19711,61
2021-04-08,19836,61
2021-04-09,19968,61
2021-04-10,20084,61
2021-04-11,20197,61
2021-04-12,20323,61
2021-04-13,20454,61
2021-04-14,20602,61
2021-04-15,20747,61
2021-04-16,20887,61
2021-04-17,21026,61
2021-04-18,21128,61
2021-04-19,21241,61
2021-04-20,21342,61
2021-04-21,21472,61
2021-04-22,21626,61
2021-04-23,21767,62
2021-04-24,21910,62
2021-04-25,22023,62
2021-04-26,22117,62
2021-04-27,22218,62
2021-04-28,22355,62
2021-04-29,22466,62
2021-04-30,22569,62
2021-05-01,22689,62
2021-05-02,22815,62
2021-05-03,22909,62
2021-05-04,23001,62
2021-05-05,23117,62
2021-05-06,23229,62
2021-05-07,23335,62
2021-05-08,23460,62
2021-05-09,23568,65
2021-05-10,23637,65
2021-05-11,23716,65
2021-05-12,23836,65
2021-05-13,23969,65
2021-05-14,24088,65
2021-05-15,24219,65
2021-05-16,24334,66
