카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2020년03월_남_40~49세,"84,480","8,032","1,662","9,220","3,649",582,430,687,852,523,"1,034",858,360,"1,076","1,815","4,295","2,646","2,691","3,056","1,446","2,226","5,239","4,305","4,269","6,792","3,845","2,839","7,918","2,133"
2020년03월_남_50~59세,"59,000","6,250","1,959","5,732","3,343",866,739,877,"1,269",950,"1,484","1,363",606,"1,452","1,171","2,968","2,008","1,629","2,162","1,140","2,172","3,314","2,378","2,055","2,728","1,937","1,614","3,728","1,106"
2020년03월_남_60~69세,"32,477","3,624","1,327","2,918","2,183",645,634,660,"1,045",861,"1,044","1,085",477,"1,035",504,"1,597","1,084",699,"1,130",641,"1,404","1,096",878,828,929,998,723,"1,787",641
2020년03월_남_70~79세,"14,245","1,620",764,"1,277",953,320,319,358,576,411,422,511,222,487,101,663,497,374,357,304,595,424,428,485,325,437,258,564,193
2020년03월_남_80~89세,"4,853",466,283,458,331,123,149,132,290,209,173,241,87,201,25,211,150,137,93,84,192,130,134,143,76,100,74,108,53
2020년03월_남_90~99세,406,42,27,35,22,13,14,9,31,16,19,19,8,13,2,27,8,8,13,3,8,11,8,14,6,8,8,12,2
2020년03월_남_100세 이상,34,4,3,5,0,2,2,0,0,3,0,5,0,2,0,1,0,0,1,1,2,0,1,0,0,0,1,1,0
2020년03월_여_총인구수,"398,842","38,765","7,921","39,026","17,971","3,477","2,559","2,808","5,058","3,142","3,925","4,395","1,592","4,776","9,561","20,330","13,798","12,559","15,926","6,734","11,096","24,617","18,271","20,368","26,877","19,159","14,350","38,081","11,700"
2020년03월_여_연령구간인구수,"398,842","38,765","7,921","39,026","17,971","3,477","2,559","2,808","5,058","3,142","3,925","4,395","1,592","4,776","9,561","20,330","13,798","12,559","15,926","6,734","11,096","24,617","18,271","20,368","26,877","19,159","14,350","38,081","11,700"
2020년03월_여_0~9세,"51,687","4,264",477,"5,217","1,969",165,112,126,234,91,140,184,54,213,"1,793","2,288","1,349","1,340","2,251",694,937,"3,238","2,309","3,048","4,841","2,956","2,166","7,161","2,070"
2020년03월_여_10~19세,"46,025","4,881",722,"4,764","1,628",236,157,199,373,148,222,287,78,391,894,"2,008","1,578","1,987","1,931",908,"1,094","3,394","3,184","2,537","4,212","1,900","1,319","3,961","1,032"
2020년03월_여_20~29세,"45,679","4,461",693,"4,453","2,186",380,245,262,415,196,343,392,134,484,"1,107","3,046","2,088","1,424","1,909",760,"1,315","3,425","1,815","2,676","2,117","2,164","2,136","3,688","1,365"
2020년03월_여_30~39세,"72,395","5,602",686,"7,073","2,832",299,189,235,365,209,334,319,121,393,"2,244","4,006","2,177","1,734","3,059",830,"1,436","4,888","2,530","4,180","5,644","4,735","3,562","9,560","3,153"
2020년03월_여_40~49세,"73,541","7,341","1,120","7,369","2,789",442,260,334,614,313,472,470,142,611,"1,697","3,450","2,537","2,771","2,852","1,360","1,809","5,141","4,482","4,058","6,213","3,511","2,500","6,996","1,887"
2020년03월_여_50~59세,"51,008","5,604","1,485","4,644","2,922",691,530,554,924,669,855,860,334,943,"1,183","2,692","1,952","1,503","2,250","1,028","1,990","2,687","2,113","1,875","2,257","1,906","1,459","3,890","1,208"
2020년03월_여_60~69세,"31,620","3,650","1,272","2,899","1,938",597,455,515,921,729,754,860,331,804,429,"1,613","1,159",918,"1,063",634,"1,402","1,107","1,001","1,097",982,"1,208",733,"1,882",667
2020년03월_여_70~79세,"16,367","1,887",841,"1,574","1,001",404,328,328,671,410,418,583,207,521,122,793,642,561,373,334,692,481,581,630,393,519,295,585,193
2020년03월_여_80~89세,"8,952",894,542,901,594,232,228,214,439,313,329,395,170,351,78,375,270,277,198,161,362,219,218,235,179,222,150,304,102
2020년03월_여_90~99세,"1,494",172,81,127,109,30,54,37,94,58,53,43,20,58,14,58,45,44,39,24,53,35,36,31,39,35,30,52,23
2020년03월_여_100세 이상,74,9,2,5,3,1,1,4,8,6,5,2,1,7,0,1,1,0,1,1,6,2,2,1,0,3,0,2,0
2020년04월_계_총인구수,"831,888","78,829","17,427","83,970","39,574","7,334","5,829","6,947","10,962","7,070","9,895","10,277","4,031","11,298","19,415","43,977","28,224","24,537","32,438","13,860","23,419","50,639","36,043","41,794","53,531","38,672","30,174","77,083","24,639"
2020년04월_계_연령구간인구수,"831,888","78,829","17,427","83,970","39,574","7,334","5,829","6,947","10,962","7,070","9,895","10,277","4,031","11,298","19,415","43,977","28,224","24,537","32,438","13,860","23,419","50,639","36,043","41,794","53,531","38,672","30,174","77,083","24,639"
2020년04월_계_0~9세,"105,995","8,453",994,"10,867","4,078",331,249,279,495,184,309,421,116,453,"3,574","4,673","2,810","2,697","4,562","1,458","1,932","6,591","4,670","6,168","9,834","6,140","4,491","14,716","4,450"
2020년04월_계_10~19세,"94,360","9,740","1,478","9,809","3,423",503,335,448,819,309,473,633,172,813,"1,827","4,040","3,187","4,005","3,971","1,901","2,313","6,953","6,474","5,310","8,495","3,884","2,825","8,133","2,087"
2020년04월_계_20~29세,"99,910","9,627","1,808","9,979","5,306",861,605,741,998,563,"1,013",990,390,"1,317","2,290","7,047","4,645","2,873","4,139","1,680","3,120","7,382","3,708","5,926","4,201","4,192","4,325","7,409","2,775"
2020년04월_계_30~39세,"150,694","11,204","1,687","15,933","6,858",683,498,752,895,544,"1,019",913,381,"1,141","4,512","9,330","4,601","3,309","6,044","1,638","3,136","9,774","4,550","8,568","10,051","9,525","7,690","18,650","6,808"
2020년04월_계_40~49세,"158,774","15,397","2,809","16,648","6,470","1,025",688,"1,010","1,465",835,"1,500","1,329",499,"1,687","3,547","7,758","5,159","5,477","5,961","2,792","4,018","10,373","8,790","8,348","12,999","7,457","5,441","15,079","4,213"
2020년04월_계_50~59세,"110,682","11,913","3,462","10,461","6,259","1,556","1,264","1,437","2,193","1,616","2,341","2,219",939,"2,390","2,366","5,718","3,950","3,157","4,447","2,198","4,161","6,044","4,534","3,967","5,012","3,885","3,096","7,722","2,375"
2020년04월_계_60~69세,"64,693","7,354","2,628","5,874","4,145","1,251","1,089","1,191","1,979","1,584","1,819","1,960",812,"1,853",951,"3,263","2,246","1,619","2,230","1,274","2,825","2,212","1,892","1,946","1,908","2,242","1,478","3,724","1,344"
2020년04월_계_70~79세,"30,860","3,539","1,617","2,860","1,971",721,646,693,"1,253",827,838,"1,104",433,"1,011",225,"1,475","1,149",937,735,643,"1,288",908,"1,026","1,132",724,974,564,"1,163",404
2020년04월_계_80~89세,"13,890","1,367",832,"1,367",930,354,386,345,729,523,504,639,258,554,107,591,421,412,296,246,557,356,353,380,261,324,224,418,156
2020년04월_계_90~99세,"1,922",222,107,162,131,46,66,47,128,76,74,62,30,71,16,80,55,50,51,28,61,44,43,48,46,46,39,66,27
2020년04월_계_100세 이상,108,13,5,10,3,3,3,4,8,9,5,7,1,8,0,2,1,1,2,2,8,2,3,1,0,3,1,3,0
2020년04월_남_총인구수,"431,049","39,952","9,459","44,808","21,529","3,857","3,274","4,135","5,903","3,918","5,979","5,871","2,440","6,519","9,801","23,558","14,430","11,952","16,412","7,110","12,335","25,937","17,729","21,402","26,627","19,311","15,629","38,708","12,464"
2020년04월_남_연령구간인구수,"431,049","39,952","9,459","44,808","21,529","3,857","3,274","4,135","5,903","3,918","5,979","5,871","2,440","6,519","9,801","23,558","14,430","11,952","16,412","7,110","12,335","25,937","17,729","21,402","26,627","19,311","15,629","38,708","12,464"
2020년04월_남_0~9세,"54,283","4,204",519,"5,660","2,107",170,138,153,259,95,173,237,63,238,"1,777","2,390","1,469","1,365","2,305",764,"1,003","3,352","2,386","3,165","5,018","3,171","2,304","7,546","2,252"
2020년04월_남_10~19세,"48,192","4,869",753,"5,030","1,785",270,177,249,448,164,251,345,93,426,925,"2,043","1,621","2,012","2,030",997,"1,231","3,571","3,274","2,757","4,263","1,958","1,489","4,124","1,037"
2020년04월_남_20~29세,"53,702","5,120","1,109","5,484","3,089",480,360,478,587,364,668,601,259,828,"1,182","3,987","2,529","1,430","2,209",908,"1,797","3,910","1,859","3,203","2,065","1,998","2,143","3,676","1,379"
2020년04월_남_30~39세,"78,159","5,614","1,001","8,858","4,023",382,310,521,531,332,692,587,258,748,"2,266","5,298","2,430","1,595","2,994",818,"1,703","4,871","2,048","4,440","4,418","4,753","4,088","9,076","3,504"
2020년04월_남_40~49세,"84,862","8,042","1,681","9,260","3,662",580,432,676,855,520,"1,029",861,358,"1,083","1,836","4,315","2,636","2,690","3,077","1,430","2,217","5,220","4,293","4,275","6,787","3,895","2,912","7,996","2,244"
2020년04월_남_50~59세,"59,355","6,282","1,972","5,781","3,355",867,735,885,"1,268",945,"1,491","1,360",607,"1,448","1,174","2,995","1,998","1,640","2,177","1,158","2,171","3,337","2,405","2,073","2,737","1,963","1,614","3,779","1,138"
2020년04월_남_60~69세,"32,803","3,669","1,340","2,953","2,197",646,638,668,"1,050",853,"1,060","1,098",483,"1,044",512,"1,623","1,086",700,"1,151",641,"1,412","1,107",883,837,931,"1,018",734,"1,815",654
2020년04월_남_70~79세,"14,357","1,639",769,"1,277",958,320,313,364,583,415,420,516,222,488,101,665,504,373,362,305,598,426,438,493,322,446,264,575,201
2020년04월_남_80~89세,"4,890",465,285,466,331,126,155,132,289,212,174,242,88,201,27,217,149,139,92,84,193,133,135,144,79,101,72,106,53
2020년04월_남_90~99세,412,44,27,34,22,14,14,9,33,15,21,19,9,13,1,24,8,8,14,4,8,10,7,15,7,8,8,14,2
2020년04월_남_100세 이상,34,4,3,5,0,2,2,0,0,3,0,5,0,2,0,1,0,0,1,1,2,0,1,0,0,0,1,1,0
2020년04월_여_총인구수,"400,839","38,877","7,968","39,162","18,045","3,477","2,555","2,812","5,059","3,152","3,916","4,406","1,591","4,779","9,614","20,419","13,794","12,585","16,026","6,750","11,084","24,702","18,314","20,392","26,904","19,361","14,545","38,375","12,175"
2020년04월_여_연령구간인구수,"400,839","38,877","7,968","39,162","18,045","3,477","2,555","2,812","5,059","3,152","3,916","4,406","1,591","4,779","9,614","20,419","13,794","12,585","16,026","6,750","11,084","24,702","18,314","20,392","26,904","19,361","14,545","38,375","12,175"
2020년04월_여_0~9세,"51,712","4,249",475,"5,207","1,971",161,111,126,236,89,136,184,53,215,"1,797","2,283","1,341","1,332","2,257",694,929,"3,239","2,284","3,003","4,816","2,969","2,187","7,170","2,198"
2020년04월_여_10~19세,"46,168","4,871",725,"4,779","1,638",233,158,199,371,145,222,288,79,387,902,"1,997","1,566","1,993","1,941",904,"1,082","3,382","3,200","2,553","4,232","1,926","1,336","4,009","1,050"
2020년04월_여_20~29세,"46,208","4,507",699,"4,495","2,217",381,245,263,411,199,345,389,131,489,"1,108","3,060","2,116","1,443","1,930",772,"1,323","3,472","1,849","2,723","2,136","2,194","2,182","3,733","1,396"
2020년04월_여_30~39세,"72,535","5,590",686,"7,075","2,835",301,188,231,364,212,327,326,123,393,"2,246","4,032","2,171","1,714","3,050",820,"1,433","4,903","2,502","4,128","5,633","4,772","3,602","9,574","3,304"
2020년04월_여_40~49세,"73,912","7,355","1,128","7,388","2,808",445,256,334,610,315,471,468,141,604,"1,711","3,443","2,523","2,787","2,884","1,362","1,801","5,153","4,497","4,073","6,212","3,562","2,529","7,083","1,969"
2020년04월_여_50~59세,"51,327","5,631","1,490","4,680","2,904",689,529,552,925,671,850,859,332,942,"1,192","2,723","1,952","1,517","2,270","1,040","1,990","2,707","2,129","1,894","2,275","1,922","1,482","3,943","1,237"
2020년04월_여_60~69세,"31,890","3,685","1,288","2,921","1,948",605,451,523,929,731,759,862,329,809,439,"1,640","1,160",919,"1,079",633,"1,413","1,105","1,009","1,109",977,"1,224",744,"1,909",690
2020년04월_여_70~79세,"16,503","1,900",848,"1,583","1,013",401,333,329,670,412,418,588,211,523,124,810,645,564,373,338,690,482,588,639,402,528,300,588,203
2020년04월_여_80~89세,"9,000",902,547,901,599,228,231,213,440,311,330,397,170,353,80,374,272,273,204,162,364,223,218,236,182,223,152,312,103
2020년04월_여_90~99세,"1,510",178,80,128,109,32,52,38,95,61,53,43,21,58,15,56,47,42,37,24,53,34,36,33,39,38,31,52,25
2020년04월_여_100세 이상,74,9,2,5,3,1,1,4,8,6,5,2,1,6,0,1,1,1,1,1,6,2,2,1,0,3,0,2,0
2020년05월_계_총인구수,"834,378","78,889","17,453","84,296","39,646","7,317","5,835","6,943","10,953","7,077","9,914","10,250","4,021","11,353","19,495","44,168","28,214","24,521","32,514","13,841","23,392","50,736","36,059","41,855","53,622","39,093","30,463","77,428","25,030"
2020년05월_계_연령구간인구수,"834,378","78,889","17,453","84,296","39,646","7,317","5,835","6,943","10,953","7,077","9,914","10,250","4,021","11,353","19,495","44,168","28,214","24,521","32,514","13,841","23,392","50,736","36,059","41,855","53,622","39,093","30,463","77,428","25,030"
2020년05월_계_0~9세,"105,931","8,404","1,004","10,867","4,063",329,251,277,486,188,316,414,114,459,"3,584","4,681","2,792","2,687","4,557","1,448","1,911","6,572","4,629","6,143","9,809","6,194","4,517","14,709","4,526"
2020년05월_계_10~19세,"94,503","9,763","1,477","9,828","3,411",500,334,433,817,306,472,622,167,807,"1,845","4,021","3,167","4,006","3,975","1,884","2,310","6,936","6,494","5,295","8,522","3,937","2,839","8,226","2,109"
2020년05월_계_20~29세,"100,281","9,635","1,810","10,028","5,305",854,596,750,999,568,"1,010",985,388,"1,332","2,296","7,098","4,686","2,889","4,161","1,682","3,112","7,419","3,702","5,946","4,220","4,228","4,383","7,389","2,810"
2020년05월_계_30~39세,"150,853","11,149","1,687","15,966","6,855",686,507,747,892,544,"1,025",896,378,"1,163","4,510","9,353","4,578","3,284","6,051","1,633","3,114","9,802","4,520","8,557","10,011","9,614","7,766","18,634","6,931"
2020년05월_계_40~49세,"159,242","15,421","2,802","16,707","6,473","1,010",690,998,"1,459",827,"1,491","1,329",494,"1,694","3,574","7,780","5,140","5,470","5,960","2,787","3,998","10,374","8,783","8,378","13,037","7,565","5,511","15,213","4,277"
2020년05월_계_50~59세,"111,363","11,957","3,475","10,535","6,300","1,559","1,261","1,443","2,194","1,606","2,344","2,215",944,"2,404","2,370","5,777","3,947","3,158","4,477","2,205","4,172","6,089","4,592","3,996","5,059","3,916","3,129","7,826","2,413"
2020년05월_계_60~69세,"65,122","7,388","2,638","5,930","4,182","1,251","1,092","1,197","1,980","1,593","1,829","1,973",809,"1,846",968,"3,280","2,268","1,628","2,238","1,286","2,855","2,219","1,898","1,970","1,925","2,274","1,489","3,757","1,359"
2020년05월_계_70~79세,"31,074","3,573","1,614","2,882","1,983",722,650,704,"1,255",834,844,"1,107",432,"1,015",224,"1,488","1,159",939,743,645,"1,294",920,"1,036","1,138",729,986,568,"1,177",413
2020년05월_계_80~89세,"13,953","1,367",832,"1,381",933,356,386,342,735,527,502,639,263,552,108,607,421,408,298,242,555,359,356,382,261,331,219,427,164
2020년05월_계_90~99세,"1,947",219,109,162,137,47,65,48,127,75,76,62,31,73,16,81,55,51,52,28,63,44,46,49,49,46,41,67,28
2020년05월_계_100세 이상,109,13,5,10,4,3,3,4,9,9,5,8,1,8,0,2,1,1,2,1,8,2,3,1,0,2,1,3,0
2020년05월_남_총인구수,"432,499","39,985","9,481","44,990","21,586","3,854","3,293","4,139","5,881","3,919","5,998","5,865","2,437","6,567","9,840","23,678","14,411","11,954","16,450","7,105","12,315","25,984","17,758","21,450","26,685","19,547","15,771","38,884","12,672"
2020년05월_남_연령구간인구수,"432,499","39,985","9,481","44,990","21,586","3,854","3,293","4,139","5,881","3,919","5,998","5,865","2,437","6,567","9,840","23,678","14,411","11,954","16,450","7,105","12,315","25,984","17,758","21,450","26,685","19,547","15,771","38,884","12,672"
2020년05월_남_0~9세,"54,253","4,175",524,"5,654","2,099",171,139,153,254,96,174,234,63,244,"1,776","2,404","1,455","1,355","2,295",761,995,"3,338","2,365","3,141","5,014","3,202","2,321","7,552","2,299"
2020년05월_남_10~19세,"48,271","4,878",756,"5,035","1,781",268,178,235,449,164,252,340,88,416,938,"2,031","1,617","2,019","2,037",987,"1,223","3,565","3,286","2,757","4,274","1,991","1,491","4,164","1,051"
2020년05월_남_20~29세,"53,969","5,128","1,105","5,521","3,100",475,357,483,578,366,668,596,259,844,"1,179","4,030","2,539","1,450","2,225",916,"1,784","3,935","1,862","3,225","2,091","2,025","2,166","3,670","1,392"
2020년05월_남_30~39세,"78,297","5,585","1,005","8,896","4,019",386,321,522,526,331,700,583,255,765,"2,267","5,313","2,419","1,577","3,000",816,"1,695","4,887","2,048","4,437","4,384","4,801","4,127","9,061","3,571"
2020년05월_남_40~49세,"85,052","8,039","1,675","9,289","3,664",572,436,671,845,511,"1,021",859,357,"1,089","1,852","4,333","2,623","2,689","3,079","1,426","2,205","5,203","4,287","4,292","6,811","3,955","2,945","8,049","2,275"
2020년05월_남_50~59세,"59,751","6,325","1,986","5,812","3,380",868,737,891,"1,269",941,"1,503","1,358",610,"1,459","1,172","3,025","1,995","1,635","2,184","1,159","2,178","3,373","2,435","2,098","2,749","1,973","1,632","3,843","1,161"
2020년05월_남_60~69세,"33,062","3,690","1,341","2,991","2,219",649,638,673,"1,049",861,"1,062","1,108",485,"1,039",524,"1,626","1,099",707,"1,157",649,"1,429","1,107",886,846,949,"1,037",740,"1,839",662
2020년05월_남_70~79세,"14,483","1,655",774,"1,286",966,322,317,369,588,414,424,520,219,496,104,666,505,376,365,306,608,432,441,495,327,451,272,582,203
2020년05월_남_80~89세,"4,915",463,285,467,334,127,154,133,290,217,174,243,92,199,26,226,151,138,93,81,187,134,139,144,79,104,68,112,55
2020년05월_남_90~99세,413,43,27,34,24,14,14,9,33,15,20,19,9,14,2,23,8,8,14,4,9,10,8,15,7,8,8,11,3
2020년05월_남_100세 이상,33,4,3,5,0,2,2,0,0,3,0,5,0,2,0,1,0,0,1,0,2,0,1,0,0,0,1,1,0
2020년05월_여_총인구수,"401,879","38,904","7,972","39,306","18,060","3,463","2,542","2,804","5,072","3,158","3,916","4,385","1,584","4,786","9,655","20,490","13,803","12,567","16,064","6,736","11,077","24,752","18,301","20,405","26,937","19,546","14,692","38,544","12,358"
2020년05월_여_연령구간인구수,"401,879","38,904","7,972","39,306","18,060","3,463","2,542","2,804","5,072","3,158","3,916","4,385","1,584","4,786","9,655","20,490","13,803","12,567","16,064","6,736","11,077","24,752","18,301","20,405","26,937","19,546","14,692","38,544","12,358"
2020년05월_여_0~9세,"51,678","4,229",480,"5,213","1,964",158,112,124,232,92,142,180,51,215,"1,808","2,277","1,337","1,332","2,262",687,916,"3,234","2,264","3,002","4,795","2,992","2,196","7,157","2,227"
2020년05월_여_10~19세,"46,232","4,885",721,"4,793","1,630",232,156,198,368,142,220,282,79,391,907,"1,990","1,550","1,987","1,938",897,"1,087","3,371","3,208","2,538","4,248","1,946","1,348","4,062","1,058"
2020년05월_여_20~29세,"46,312","4,507",705,"4,507","2,205",379,239,267,421,202,342,389,129,488,"1,117","3,068","2,147","1,439","1,936",766,"1,328","3,484","1,840","2,721","2,129","2,203","2,217","3,719","1,418"
2020년05월_여_30~39세,"72,556","5,564",682,"7,070","2,836",300,186,225,366,213,325,313,123,398,"2,243","4,040","2,159","1,707","3,051",817,"1,419","4,915","2,472","4,120","5,627","4,813","3,639","9,573","3,360"
2020년05월_여_40~49세,"74,190","7,382","1,127","7,418","2,809",438,254,327,614,316,470,470,137,605,"1,722","3,447","2,517","2,781","2,881","1,361","1,793","5,171","4,496","4,086","6,226","3,610","2,566","7,164","2,002"
2020년05월_여_50~59세,"51,612","5,632","1,489","4,723","2,920",691,524,552,925,665,841,857,334,945,"1,198","2,752","1,952","1,523","2,293","1,046","1,994","2,716","2,157","1,898","2,310","1,943","1,497","3,983","1,252"
2020년05월_여_60~69세,"32,060","3,698","1,297","2,939","1,963",602,454,524,931,732,767,865,324,807,444,"1,654","1,169",921,"1,081",637,"1,426","1,112","1,012","1,124",976,"1,237",749,"1,918",697
2020년05월_여_70~79세,"16,591","1,918",840,"1,596","1,017",400,333,335,667,420,420,587,213,519,120,822,654,563,378,339,686,488,595,643,402,535,296,595,210
2020년05월_여_80~89세,"9,038",904,547,914,599,229,232,209,445,310,328,396,171,353,82,381,270,270,205,161,368,225,217,238,182,227,151,315,109
2020년05월_여_90~99세,"1,534",176,82,128,113,33,51,39,94,60,56,43,22,59,14,58,47,43,38,24,54,34,38,34,42,38,33,56,25
2020년05월_여_100세 이상,76,9,2,5,4,1,1,4,9,6,5,3,1,6,0,1,1,1,1,1,6,2,2,1,0,2,0,2,0
2020년06월_계_총인구수,"836,662","78,858","17,441","84,670","39,923","7,290","5,837","6,879","10,917","7,113","9,913","10,278","4,020","11,399","19,592","44,282","28,262","24,586","32,603","13,820","23,331","50,766","36,034","42,020","53,713","39,410","30,718","77,728","25,259"
2020년06월_계_연령구간인구수,"836,662","78,858","17,441","84,670","39,923","7,290","5,837","6,879","10,917","7,113","9,913","10,278","4,020","11,399","19,592","44,282","28,262","24,586","32,603","13,820","23,331","50,766","36,034","42,020","53,713","39,410","30,718","77,728","25,259"
2020년06월_계_0~9세,"105,780","8,329",996,"10,872","4,073",316,246,268,479,190,309,415,112,464,"3,611","4,666","2,779","2,686","4,538","1,439","1,889","6,566","4,590","6,104","9,792","6,244","4,545","14,710","4,552"
2020년06월_계_10~19세,"94,699","9,752","1,474","9,852","3,399",499,332,407,804,313,474,622,169,815,"1,865","4,020","3,155","4,009","3,993","1,867","2,303","6,891","6,510","5,332","8,588","3,975","2,839","8,294","2,146"
2020년06월_계_20~29세,"100,725","9,636","1,803","10,088","5,409",855,596,747,984,569,"1,012",982,395,"1,339","2,299","7,119","4,716","2,910","4,165","1,679","3,126","7,467","3,724","5,992","4,237","4,232","4,453","7,374","2,817"
2020년06월_계_30~39세,"150,859","11,118","1,672","16,026","6,897",673,510,739,890,542,"1,022",895,374,"1,162","4,502","9,349","4,582","3,279","6,034","1,648","3,078","9,788","4,494","8,522","9,971","9,699","7,798","18,621","6,974"
