카테고리,전라남도 목포시,전라남도 목포시 용당1동,전라남도 목포시 용당2동,전라남도 목포시 연동,전라남도 목포시 산정동,전라남도 목포시 연산동,전라남도 목포시 원산동,전라남도 목포시 대성동,전라남도 목포시 목원동,전라남도 목포시 동명동,전라남도 목포시 삼학동,전라남도 목포시 만호동,전라남도 목포시 유달동,전라남도 목포시 죽교동,전라남도 목포시 북항동,전라남도 목포시 용해동,전라남도 목포시 이로동,전라남도 목포시 상동,전라남도 목포시 하당동,전라남도 목포시 신흥동,전라남도 목포시 삼향동,전라남도 목포시 옥암동,전라남도 목포시 부흥동,전라남도 목포시 부주동
2020년03월_여_40~49세,"18,616",654,294,245,680,861,"1,214",404,444,298,462,157,206,195,744,"1,673",898,"1,537","1,083","1,465",412,"1,131",911,"2,648"
2020년03월_여_50~59세,"18,398",919,449,412,784,618,"1,204",423,666,443,527,233,313,232,886,"1,261",869,"1,521",940,"1,661",397,951,965,"1,724"
2020년03월_여_60~69세,"14,561","1,139",585,457,656,419,832,345,777,587,544,348,429,291,707,952,712,"1,221",605,868,315,490,510,772
2020년03월_여_70~79세,"9,652",818,410,454,416,210,539,243,695,480,320,289,441,293,399,613,395,780,316,441,207,260,287,346
2020년03월_여_80~89세,"4,507",342,157,214,208,109,251,134,312,173,132,103,246,126,167,312,192,422,168,213,106,119,138,163
2020년03월_여_90~99세,739,54,33,25,40,19,33,17,63,22,14,25,29,21,26,50,41,68,30,37,18,18,19,37
2020년03월_여_100세 이상,60,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,3,4,2,2,0,3,0,0
2020년04월_계_총인구수,"228,916","11,226","5,462","4,926","9,007","9,976","13,856","5,497","8,009","5,711","6,425","3,133","4,646","3,407","9,794","18,202","10,953","18,143","12,521","17,157","5,153","11,262","10,029","24,421"
2020년04월_계_연령구간인구수,"228,916","11,226","5,462","4,926","9,007","9,976","13,856","5,497","8,009","5,711","6,425","3,133","4,646","3,407","9,794","18,202","10,953","18,143","12,521","17,157","5,153","11,262","10,029","24,421"
2020년04월_계_0~9세,"19,790",540,243,189,687,"1,422","1,115",556,247,229,488,75,154,167,816,"2,087","1,036","1,627",960,"1,419",499,"1,123",946,"3,165"
2020년04월_계_10~19세,"25,442",810,367,315,968,"1,147","1,666",502,460,359,630,153,221,266,"1,068","2,512","1,423","2,107","1,225","2,008",576,"1,629","1,121","3,909"
2020년04월_계_20~29세,"27,666","1,200",583,461,"1,054","1,314","1,856",557,761,561,774,220,567,336,"1,173","1,929","1,167","1,919","2,204","2,660",563,"1,524","1,391","2,892"
2020년04월_계_30~39세,"27,727","1,092",521,418,"1,046","1,792","1,582",852,663,489,706,257,324,293,"1,111","2,416","1,317","2,119","1,837","2,059",663,"1,401","1,370","3,399"
2020년04월_계_40~49세,"38,256","1,503",732,661,"1,379","1,735","2,384",850,"1,047",776,997,444,594,485,"1,586","3,378","1,852","3,036","2,232","2,816",856,"2,071","1,727","5,115"
2020년04월_계_50~59세,"36,885","1,876",921,879,"1,506","1,206","2,401",833,"1,447",941,969,585,778,560,"1,704","2,532","1,682","2,909","2,012","3,187",798,"1,850","1,811","3,498"
2020년04월_계_60~69세,"28,023","2,093","1,068",879,"1,230",772,"1,562",689,"1,526","1,102","1,005",682,860,567,"1,331","1,729","1,353","2,386","1,198","1,840",645,957,969,"1,580"
2020년04월_계_70~79세,"17,299","1,492",760,769,767,403,885,434,"1,275",907,630,505,760,502,703,"1,082",761,"1,377",572,785,370,482,466,612
2020년04월_계_80~89세,"6,823",548,225,314,321,161,356,201,489,316,209,179,345,198,274,464,313,568,241,329,162,201,203,206
2020년04월_계_90~99세,928,67,38,37,46,22,42,19,87,29,17,27,34,28,28,70,46,88,38,52,21,22,25,45
2020년04월_계_100세 이상,77,5,4,4,3,2,7,4,7,2,0,6,9,5,0,3,3,7,2,2,0,2,0,0
2020년04월_남_총인구수,"114,140","5,644","2,768","2,470","4,417","4,926","6,847","2,715","4,089","2,993","3,173","1,666","2,495","1,771","4,897","8,962","5,437","8,860","6,437","8,586","2,590","5,420","4,862","12,115"
2020년04월_남_연령구간인구수,"114,140","5,644","2,768","2,470","4,417","4,926","6,847","2,715","4,089","2,993","3,173","1,666","2,495","1,771","4,897","8,962","5,437","8,860","6,437","8,586","2,590","5,420","4,862","12,115"
2020년04월_남_0~9세,"10,183",285,128,94,330,753,587,290,116,118,254,34,78,78,440,"1,064",559,834,505,724,235,571,476,"1,630"
2020년04월_남_10~19세,"13,058",402,191,149,511,571,840,257,240,185,306,82,114,136,547,"1,284",736,"1,099",683,"1,061",316,796,574,"1,978"
2020년04월_남_20~29세,"14,920",673,335,245,552,663,"1,037",272,419,324,409,116,387,193,633,"1,060",639,"1,043","1,109","1,423",301,790,718,"1,579"
2020년04월_남_30~39세,"14,261",626,296,251,551,884,827,436,385,293,380,163,205,172,587,"1,170",653,"1,079",980,"1,061",332,648,706,"1,576"
2020년04월_남_40~49세,"19,682",856,443,416,704,871,"1,186",446,606,477,538,290,393,293,843,"1,701",928,"1,498","1,163","1,361",447,938,824,"2,460"
2020년04월_남_50~59세,"18,500",952,475,472,721,590,"1,188",414,796,505,446,352,465,330,812,"1,269",795,"1,391","1,073","1,527",404,901,852,"1,770"
2020년04월_남_60~69세,"13,401",952,481,418,571,348,726,341,747,515,456,333,432,281,622,772,642,"1,154",595,957,331,470,457,800
2020년04월_남_70~79세,"7,658",678,351,315,359,194,341,192,577,424,304,217,319,210,309,469,362,598,252,348,165,221,184,269
2020년04월_남_80~89세,"2,275",204,64,96,109,49,106,64,179,144,77,74,96,69,101,153,119,145,70,110,55,80,65,46
2020년04월_남_90~99세,186,13,4,12,9,2,8,2,22,7,3,3,6,7,3,20,4,18,7,14,4,5,6,7
2020년04월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0
2020년04월_여_총인구수,"114,776","5,582","2,694","2,456","4,590","5,050","7,009","2,782","3,920","2,718","3,252","1,467","2,151","1,636","4,897","9,240","5,516","9,283","6,084","8,571","2,563","5,842","5,167","12,306"
2020년04월_여_연령구간인구수,"114,776","5,582","2,694","2,456","4,590","5,050","7,009","2,782","3,920","2,718","3,252","1,467","2,151","1,636","4,897","9,240","5,516","9,283","6,084","8,571","2,563","5,842","5,167","12,306"
2020년04월_여_0~9세,"9,607",255,115,95,357,669,528,266,131,111,234,41,76,89,376,"1,023",477,793,455,695,264,552,470,"1,535"
2020년04월_여_10~19세,"12,384",408,176,166,457,576,826,245,220,174,324,71,107,130,521,"1,228",687,"1,008",542,947,260,833,547,"1,931"
2020년04월_여_20~29세,"12,746",527,248,216,502,651,819,285,342,237,365,104,180,143,540,869,528,876,"1,095","1,237",262,734,673,"1,313"
2020년04월_여_30~39세,"13,466",466,225,167,495,908,755,416,278,196,326,94,119,121,524,"1,246",664,"1,040",857,998,331,753,664,"1,823"
2020년04월_여_40~49세,"18,574",647,289,245,675,864,"1,198",404,441,299,459,154,201,192,743,"1,677",924,"1,538","1,069","1,455",409,"1,133",903,"2,655"
2020년04월_여_50~59세,"18,385",924,446,407,785,616,"1,213",419,651,436,523,233,313,230,892,"1,263",887,"1,518",939,"1,660",394,949,959,"1,728"
2020년04월_여_60~69세,"14,622","1,141",587,461,659,424,836,348,779,587,549,349,428,286,709,957,711,"1,232",603,883,314,487,512,780
2020년04월_여_70~79세,"9,641",814,409,454,408,209,544,242,698,483,326,288,441,292,394,613,399,779,320,437,205,261,282,343
2020년04월_여_80~89세,"4,548",344,161,218,212,112,250,137,310,172,132,105,249,129,173,311,194,423,171,219,107,121,138,160
2020년04월_여_90~99세,742,54,34,25,37,20,34,17,65,22,14,24,28,21,25,50,42,70,31,38,17,17,19,38
2020년04월_여_100세 이상,61,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,3,6,2,2,0,2,0,0
2020년05월_계_총인구수,"228,587","11,233","5,414","4,922","9,009","9,980","13,786","5,475","8,072","5,714","6,370","3,129","4,616","3,398","9,746","18,175","11,026","18,112","12,545","17,123","5,116","11,261","9,977","24,388"
2020년05월_계_연령구간인구수,"228,587","11,233","5,414","4,922","9,009","9,980","13,786","5,475","8,072","5,714","6,370","3,129","4,616","3,398","9,746","18,175","11,026","18,112","12,545","17,123","5,116","11,261","9,977","24,388"
2020년05월_계_0~9세,"19,670",543,239,191,687,"1,424","1,102",561,260,228,475,76,152,171,794,"2,063","1,038","1,620",953,"1,406",497,"1,118",929,"3,143"
2020년05월_계_10~19세,"25,359",803,366,311,973,"1,149","1,645",501,466,361,625,152,215,261,"1,055","2,522","1,435","2,093","1,240","1,989",567,"1,620","1,118","3,892"
2020년05월_계_20~29세,"27,589","1,193",569,458,"1,049","1,298","1,861",551,768,559,759,220,554,329,"1,170","1,919","1,173","1,917","2,214","2,659",563,"1,523","1,376","2,907"
2020년05월_계_30~39세,"27,592","1,096",510,428,"1,039","1,790","1,562",843,677,497,693,256,331,285,"1,101","2,405","1,316","2,109","1,824","2,040",655,"1,398","1,358","3,379"
2020년05월_계_40~49세,"38,179","1,514",719,648,"1,377","1,741","2,353",853,"1,053",765,986,434,583,488,"1,574","3,379","1,872","3,053","2,227","2,817",849,"2,073","1,711","5,110"
2020년05월_계_50~59세,"36,856","1,868",914,883,"1,511","1,216","2,395",811,"1,447",939,964,589,775,565,"1,706","2,549","1,690","2,895","2,013","3,175",790,"1,849","1,811","3,501"
2020년05월_계_60~69세,"28,117","2,097","1,071",878,"1,233",775,"1,573",696,"1,517","1,104","1,004",684,855,565,"1,337","1,728","1,368","2,381","1,213","1,862",639,967,973,"1,597"
2020년05월_계_70~79세,"17,361","1,491",758,770,773,400,888,436,"1,295",911,633,503,758,506,710,"1,080",772,"1,385",575,780,372,481,472,612
2020년05월_계_80~89세,"6,852",553,225,314,318,162,359,200,495,319,216,182,351,194,270,459,311,567,246,340,161,208,201,201
2020년05월_계_90~99세,936,70,39,37,46,23,41,19,87,29,15,27,33,29,29,68,48,86,38,53,23,22,28,46
2020년05월_계_100세 이상,76,5,4,4,3,2,7,4,7,2,0,6,9,5,0,3,3,6,2,2,0,2,0,0
2020년05월_남_총인구수,"113,977","5,634","2,742","2,476","4,421","4,924","6,818","2,708","4,121","2,997","3,141","1,661","2,480","1,765","4,884","8,962","5,460","8,851","6,441","8,568","2,572","5,401","4,854","12,096"
2020년05월_남_연령구간인구수,"113,977","5,634","2,742","2,476","4,421","4,924","6,818","2,708","4,121","2,997","3,141","1,661","2,480","1,765","4,884","8,962","5,460","8,851","6,441","8,568","2,572","5,401","4,854","12,096"
2020년05월_남_0~9세,"10,136",288,127,95,334,752,578,298,123,115,249,33,76,80,431,"1,056",564,832,502,722,232,567,470,"1,612"
2020년05월_남_10~19세,"13,015",397,188,149,511,574,831,257,242,187,303,82,110,133,540,"1,291",738,"1,091",689,"1,054",314,794,572,"1,968"
2020년05월_남_20~29세,"14,861",670,329,242,550,656,"1,042",266,427,321,404,116,382,187,632,"1,051",641,"1,036","1,101","1,422",298,783,716,"1,589"
2020년05월_남_30~39세,"14,203",622,288,255,548,881,819,432,388,300,373,162,210,170,585,"1,171",645,"1,075",985,"1,045",329,647,702,"1,571"
2020년05월_남_40~49세,"19,659",856,435,415,705,873,"1,176",450,612,470,529,283,388,293,837,"1,706",941,"1,508","1,160","1,365",447,934,827,"2,449"
2020년05월_남_50~59세,"18,494",950,473,474,720,592,"1,186",403,796,507,442,353,464,335,821,"1,274",794,"1,393","1,067","1,526",400,895,848,"1,781"
2020년05월_남_60~69세,"13,423",955,482,418,576,350,724,342,739,517,457,336,427,278,620,772,645,"1,152",602,963,327,473,462,806
2020년05월_남_70~79세,"7,683",674,350,317,361,193,344,193,589,426,301,217,319,213,315,467,366,598,254,343,166,222,186,269
2020년05월_남_80~89세,"2,298",206,66,97,107,50,109,63,181,145,80,74,98,67,99,154,121,148,74,115,55,81,64,44
2020년05월_남_90~99세,190,13,4,12,9,2,8,3,22,8,3,3,6,7,4,20,5,18,7,13,4,5,7,7
2020년05월_남_100세 이상,15,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2020년05월_여_총인구수,"114,610","5,599","2,672","2,446","4,588","5,056","6,968","2,767","3,951","2,717","3,229","1,468","2,136","1,633","4,862","9,213","5,566","9,261","6,104","8,555","2,544","5,860","5,123","12,292"
2020년05월_여_연령구간인구수,"114,610","5,599","2,672","2,446","4,588","5,056","6,968","2,767","3,951","2,717","3,229","1,468","2,136","1,633","4,862","9,213","5,566","9,261","6,104","8,555","2,544","5,860","5,123","12,292"
2020년05월_여_0~9세,"9,534",255,112,96,353,672,524,263,137,113,226,43,76,91,363,"1,007",474,788,451,684,265,551,459,"1,531"
2020년05월_여_10~19세,"12,344",406,178,162,462,575,814,244,224,174,322,70,105,128,515,"1,231",697,"1,002",551,935,253,826,546,"1,924"
2020년05월_여_20~29세,"12,728",523,240,216,499,642,819,285,341,238,355,104,172,142,538,868,532,881,"1,113","1,237",265,740,660,"1,318"
2020년05월_여_30~39세,"13,389",474,222,173,491,909,743,411,289,197,320,94,121,115,516,"1,234",671,"1,034",839,995,326,751,656,"1,808"
2020년05월_여_40~49세,"18,520",658,284,233,672,868,"1,177",403,441,295,457,151,195,195,737,"1,673",931,"1,545","1,067","1,452",402,"1,139",884,"2,661"
2020년05월_여_50~59세,"18,362",918,441,409,791,624,"1,209",408,651,432,522,236,311,230,885,"1,275",896,"1,502",946,"1,649",390,954,963,"1,720"
2020년05월_여_60~69세,"14,694","1,142",589,460,657,425,849,354,778,587,547,348,428,287,717,956,723,"1,229",611,899,312,494,511,791
2020년05월_여_70~79세,"9,678",817,408,453,412,207,544,243,706,485,332,286,439,293,395,613,406,787,321,437,206,259,286,343
2020년05월_여_80~89세,"4,554",347,159,217,211,112,250,137,314,174,136,108,253,127,171,305,190,419,172,225,106,127,137,157
2020년05월_여_90~99세,746,57,35,25,37,21,33,16,65,21,12,24,27,22,25,48,43,68,31,40,19,17,21,39
2020년05월_여_100세 이상,61,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,3,6,2,2,0,2,0,0
2020년06월_계_총인구수,"228,231","11,198","5,393","4,895","8,973","9,981","13,734","5,442","8,088","5,718","6,346","3,095","4,600","3,359","9,721","18,118","11,069","18,070","12,512","17,331","5,134","11,267","9,835","24,352"
2020년06월_계_연령구간인구수,"228,231","11,198","5,393","4,895","8,973","9,981","13,734","5,442","8,088","5,718","6,346","3,095","4,600","3,359","9,721","18,118","11,069","18,070","12,512","17,331","5,134","11,267","9,835","24,352"
2020년06월_계_0~9세,"19,579",547,240,187,682,"1,418","1,082",554,257,235,463,71,153,158,796,"2,043","1,043","1,623",939,"1,426",496,"1,123",912,"3,131"
2020년06월_계_10~19세,"25,244",800,358,306,965,"1,149","1,632",496,465,358,623,148,213,258,"1,049","2,519","1,447","2,085","1,235","1,997",567,"1,608","1,089","3,877"
2020년06월_계_20~29세,"27,537","1,181",555,449,"1,052","1,301","1,867",552,769,558,751,214,546,322,"1,160","1,892","1,179","1,908","2,223","2,711",570,"1,520","1,356","2,901"
2020년06월_계_30~39세,"27,407","1,094",506,424,"1,019","1,794","1,534",821,678,495,684,255,335,277,"1,086","2,383","1,306","2,094","1,811","2,074",648,"1,400","1,330","3,359"
2020년06월_계_40~49세,"38,142","1,497",711,647,"1,373","1,730","2,350",863,"1,064",771,987,426,574,484,"1,568","3,379","1,880","3,058","2,216","2,845",860,"2,065","1,677","5,117"
2020년06월_계_50~59세,"36,738","1,862",915,875,"1,505","1,219","2,397",796,"1,438",927,958,588,776,553,"1,703","2,540","1,680","2,862","2,010","3,204",790,"1,857","1,791","3,492"
2020년06월_계_60~69세,"28,294","2,096","1,073",880,"1,235",777,"1,582",700,"1,524","1,100","1,006",680,849,571,"1,345","1,751","1,393","2,397","1,225","1,895",646,971,978,"1,620"
2020년06월_계_70~79세,"17,403","1,494",765,771,776,404,883,435,"1,302",920,638,499,761,506,716,"1,078",774,"1,390",568,780,370,489,474,610
2020년06월_계_80~89세,"6,877",550,227,315,318,163,359,202,499,322,218,182,351,197,269,464,316,562,247,343,163,208,199,203
2020년06월_계_90~99세,933,72,39,37,45,24,41,19,85,30,18,26,33,28,29,66,48,85,36,54,24,24,28,42
2020년06월_계_100세 이상,77,5,4,4,3,2,7,4,7,2,0,6,9,5,0,3,3,6,2,2,0,2,1,0
2020년06월_남_총인구수,"113,829","5,619","2,735","2,467","4,395","4,919","6,797","2,693","4,127","2,992","3,134","1,646","2,467","1,750","4,881","8,937","5,480","8,835","6,436","8,672","2,580","5,405","4,781","12,081"
2020년06월_남_연령구간인구수,"113,829","5,619","2,735","2,467","4,395","4,919","6,797","2,693","4,127","2,992","3,134","1,646","2,467","1,750","4,881","8,937","5,480","8,835","6,436","8,672","2,580","5,405","4,781","12,081"
2020년06월_남_0~9세,"10,073",292,126,91,329,749,565,293,121,115,244,31,75,71,438,"1,046",564,833,493,729,233,573,455,"1,607"
2020년06월_남_10~19세,"12,952",398,184,148,506,575,826,254,242,187,301,79,109,134,534,"1,286",739,"1,083",691,"1,062",313,789,558,"1,954"
2020년06월_남_20~29세,"14,852",666,326,240,549,650,"1,051",273,424,317,400,115,377,186,633,"1,043",645,"1,033","1,112","1,451",299,780,706,"1,576"
2020년06월_남_30~39세,"14,116",621,284,254,542,885,809,421,390,298,371,160,209,166,573,"1,157",641,"1,071",980,"1,062",327,646,686,"1,563"
2020년06월_남_40~49세,"19,655",844,428,413,699,868,"1,174",453,612,475,530,279,383,291,840,"1,711",951,"1,510","1,161","1,370",454,930,819,"2,460"
2020년06월_남_50~59세,"18,441",944,474,475,719,594,"1,184",400,792,504,439,353,462,327,824,"1,262",791,"1,379","1,060","1,541",397,905,834,"1,781"
2020년06월_남_60~69세,"13,506",957,487,414,573,351,730,340,751,509,460,334,427,285,619,790,653,"1,153",606,984,330,471,463,819
2020년06월_남_70~79세,"7,714",677,354,320,362,195,340,192,590,431,302,215,321,213,317,466,367,605,252,345,167,225,187,271
2020년06월_남_80~89세,"2,310",203,68,98,107,49,108,63,182,146,83,75,98,68,99,156,124,150,73,115,56,80,66,43
2020년06월_남_90~99세,194,14,4,12,9,2,9,3,21,9,4,3,6,7,4,20,5,18,8,13,4,6,6,7
2020년06월_남_100세 이상,16,3,0,2,0,1,1,1,2,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0
2020년06월_여_총인구수,"114,402","5,579","2,658","2,428","4,578","5,062","6,937","2,749","3,961","2,726","3,212","1,449","2,133","1,609","4,840","9,181","5,589","9,235","6,076","8,659","2,554","5,862","5,054","12,271"
2020년06월_여_연령구간인구수,"114,402","5,579","2,658","2,428","4,578","5,062","6,937","2,749","3,961","2,726","3,212","1,449","2,133","1,609","4,840","9,181","5,589","9,235","6,076","8,659","2,554","5,862","5,054","12,271"
2020년06월_여_0~9세,"9,506",255,114,96,353,669,517,261,136,120,219,40,78,87,358,997,479,790,446,697,263,550,457,"1,524"
2020년06월_여_10~19세,"12,292",402,174,158,459,574,806,242,223,171,322,69,104,124,515,"1,233",708,"1,002",544,935,254,819,531,"1,923"
2020년06월_여_20~29세,"12,685",515,229,209,503,651,816,279,345,241,351,99,169,136,527,849,534,875,"1,111","1,260",271,740,650,"1,325"
2020년06월_여_30~39세,"13,291",473,222,170,477,909,725,400,288,197,313,95,126,111,513,"1,226",665,"1,023",831,"1,012",321,754,644,"1,796"
2020년06월_여_40~49세,"18,487",653,283,234,674,862,"1,176",410,452,296,457,147,191,193,728,"1,668",929,"1,548","1,055","1,475",406,"1,135",858,"2,657"
2020년06월_여_50~59세,"18,297",918,441,400,786,625,"1,213",396,646,423,519,235,314,226,879,"1,278",889,"1,483",950,"1,663",393,952,957,"1,711"
2020년06월_여_60~69세,"14,788","1,139",586,466,662,426,852,360,773,591,546,346,422,286,726,961,740,"1,244",619,911,316,500,515,801
2020년06월_여_70~79세,"9,689",817,411,451,414,209,543,243,712,489,336,284,440,293,399,612,407,785,316,435,203,264,287,339
2020년06월_여_80~89세,"4,567",347,159,217,211,114,251,139,317,176,135,107,253,129,170,308,192,412,174,228,107,128,133,160
2020년06월_여_90~99세,739,58,35,25,36,22,32,16,64,21,14,23,27,21,25,46,43,67,28,41,20,18,22,35
2020년06월_여_100세 이상,61,2,4,2,3,1,6,3,5,1,0,4,9,3,0,3,3,6,2,2,0,2,0,0
2020년07월_계_총인구수,"228,198","11,130","5,354","4,874","8,910","9,962","13,644","5,404","8,100","5,704","6,314","3,085","4,570","3,329","9,640","18,011","11,023","19,076","12,357","17,305","5,073","11,448","9,647","24,238"
2020년07월_계_연령구간인구수,"228,198","11,130","5,354","4,874","8,910","9,962","13,644","5,404","8,100","5,704","6,314","3,085","4,570","3,329","9,640","18,011","11,023","19,076","12,357","17,305","5,073","11,448","9,647","24,238"
2020년07월_계_0~9세,"19,490",545,236,182,667,"1,420","1,059",552,261,226,459,66,150,150,770,"2,018","1,033","1,719",918,"1,426",482,"1,163",889,"3,099"
2020년07월_계_10~19세,"25,200",780,352,298,954,"1,135","1,619",493,464,356,621,148,218,257,"1,047","2,515","1,445","2,219","1,218","1,977",554,"1,612","1,050","3,868"
2020년07월_계_20~29세,"27,507","1,185",548,450,"1,046","1,303","1,856",547,767,553,743,214,538,316,"1,139","1,864","1,174","2,079","2,201","2,708",556,"1,541","1,321","2,858"
2020년07월_계_30~39세,"27,265","1,082",490,411,997,"1,788","1,512",813,679,487,671,245,329,266,"1,066","2,341","1,288","2,230","1,774","2,077",629,"1,448","1,307","3,335"
2020년07월_계_40~49세,"38,187","1,485",714,645,"1,364","1,723","2,334",850,"1,066",777,981,431,564,480,"1,569","3,365","1,878","3,238","2,187","2,829",846,"2,112","1,641","5,108"
