카테고리,충청남도 청양군,충청남도 청양군 청양읍,충청남도 청양군 운곡면,충청남도 청양군 대치면,충청남도 청양군 정산면,충청남도 청양군 목면,충청남도 청양군 청남면,충청남도 청양군 장평면,충청남도 청양군 남양면,충청남도 청양군 화성면,충청남도 청양군 비봉면
2020년02월_계_20~29세,"2,839","1,349",166,162,335,113,124,130,197,125,138
2020년02월_계_30~39세,"2,199",948,112,121,282,81,105,133,152,123,142
2020년02월_계_40~49세,"3,285","1,302",191,224,419,140,194,227,231,175,182
2020년02월_계_50~59세,"5,461","1,697",388,443,630,310,319,375,499,387,413
2020년02월_계_60~69세,"5,902","1,494",439,494,632,324,427,526,575,502,489
2020년02월_계_70~79세,"4,512",948,391,354,497,247,346,455,511,394,369
2020년02월_계_80~89세,"3,271",632,320,282,321,210,241,294,392,308,271
2020년02월_계_90~99세,419,97,31,31,42,25,41,36,46,36,34
2020년02월_계_100세 이상,20,7,0,0,2,1,2,3,0,1,4
2020년02월_남_총인구수,"15,853","5,088","1,092","1,195","1,858",808,"1,005","1,194","1,397","1,124","1,092"
2020년02월_남_연령구간인구수,"15,853","5,088","1,092","1,195","1,858",808,"1,005","1,194","1,397","1,124","1,092"
2020년02월_남_0~9세,695,358,29,39,86,20,18,41,42,36,26
2020년02월_남_10~19세,"1,116",509,58,56,147,46,62,64,60,50,64
2020년02월_남_20~29세,"1,617",749,91,90,213,64,78,60,112,80,80
2020년02월_남_30~39세,"1,249",486,70,76,165,47,65,85,94,75,86
2020년02월_남_40~49세,"1,920",693,108,141,234,88,126,152,149,115,114
2020년02월_남_50~59세,"2,963",890,208,255,345,172,180,207,277,206,223
2020년02월_남_60~69세,"3,011",724,242,271,325,176,223,262,292,246,250
2020년02월_남_70~79세,"1,996",431,172,153,211,112,157,196,225,185,154
2020년02월_남_80~89세,"1,177",224,108,105,113,79,85,119,137,119,88
2020년02월_남_90~99세,106,21,6,9,19,4,11,8,9,12,7
2020년02월_남_100세 이상,3,3,0,0,0,0,0,0,0,0,0
2020년02월_여_총인구수,"15,532","5,082","1,099","1,091","1,738",754,960,"1,191","1,398","1,106","1,113"
2020년02월_여_연령구간인구수,"15,532","5,082","1,099","1,091","1,738",754,960,"1,191","1,398","1,106","1,113"
2020년02월_여_0~9세,655,334,26,43,72,10,30,40,44,30,26
2020년02월_여_10~19세,"1,011",495,40,37,131,35,56,61,46,63,47
2020년02월_여_20~29세,"1,222",600,75,72,122,49,46,70,85,45,58
2020년02월_여_30~39세,950,462,42,45,117,34,40,48,58,48,56
2020년02월_여_40~49세,"1,365",609,83,83,185,52,68,75,82,60,68
2020년02월_여_50~59세,"2,498",807,180,188,285,138,139,168,222,181,190
2020년02월_여_60~69세,"2,891",770,197,223,307,148,204,264,283,256,239
2020년02월_여_70~79세,"2,516",517,219,201,286,135,189,259,286,209,215
2020년02월_여_80~89세,"2,094",408,212,177,208,131,156,175,255,189,183
2020년02월_여_90~99세,313,76,25,22,23,21,30,28,37,24,27
2020년02월_여_100세 이상,17,4,0,0,2,1,2,3,0,1,4
2020년03월_계_총인구수,"31,245","10,108","2,188","2,279","3,583","1,559","1,955","2,389","2,782","2,225","2,177"
2020년03월_계_연령구간인구수,"31,245","10,108","2,188","2,279","3,583","1,559","1,955","2,389","2,782","2,225","2,177"
2020년03월_계_0~9세,"1,343",690,54,82,155,30,50,81,85,64,52
2020년03월_계_10~19세,"2,098",987,95,94,275,85,116,126,104,112,104
2020년03월_계_20~29세,"2,767","1,312",167,157,332,107,118,131,186,121,136
2020년03월_계_30~39세,"2,164",934,110,117,281,81,104,127,148,124,138
2020년03월_계_40~49세,"3,280","1,300",191,222,421,140,190,224,233,178,181
2020년03월_계_50~59세,"5,406","1,689",381,437,615,308,321,378,498,382,397
2020년03월_계_60~69세,"5,937","1,508",443,502,636,325,425,528,573,504,493
2020년03월_계_70~79세,"4,534",954,393,350,499,248,351,462,511,397,369
2020년03월_계_80~89세,"3,272",630,321,286,326,208,239,292,396,305,269
2020년03월_계_90~99세,426,97,33,32,41,27,39,37,48,37,35
2020년03월_계_100세 이상,18,7,0,0,2,0,2,3,0,1,3
2020년03월_남_총인구수,"15,804","5,071","1,091","1,192","1,855",804,"1,000","1,199","1,389","1,123","1,080"
2020년03월_남_연령구간인구수,"15,804","5,071","1,091","1,192","1,855",804,"1,000","1,199","1,389","1,123","1,080"
2020년03월_남_0~9세,692,359,29,40,84,20,18,41,41,35,25
2020년03월_남_10~19세,"1,101",500,57,57,146,46,61,64,58,51,61
2020년03월_남_20~29세,"1,589",740,91,89,212,61,74,62,107,76,77
2020년03월_남_30~39세,"1,238",484,69,73,162,47,66,83,92,75,87
2020년03월_남_40~49세,"1,915",691,107,140,235,89,123,151,149,117,113
2020년03월_남_50~59세,"2,936",884,203,254,339,169,184,208,277,203,215
2020년03월_남_60~69세,"3,036",734,245,271,327,179,221,265,294,247,253
2020년03월_남_70~79세,"2,011",431,175,154,215,113,160,198,225,187,153
2020년03월_남_80~89세,"1,174",224,107,104,116,75,82,119,138,120,89
2020년03월_남_90~99세,109,21,8,10,19,5,11,8,8,12,7
2020년03월_남_100세 이상,3,3,0,0,0,0,0,0,0,0,0
2020년03월_여_총인구수,"15,441","5,037","1,097","1,087","1,728",755,955,"1,190","1,393","1,102","1,097"
2020년03월_여_연령구간인구수,"15,441","5,037","1,097","1,087","1,728",755,955,"1,190","1,393","1,102","1,097"
2020년03월_여_0~9세,651,331,25,42,71,10,32,40,44,29,27
2020년03월_여_10~19세,997,487,38,37,129,39,55,62,46,61,43
2020년03월_여_20~29세,"1,178",572,76,68,120,46,44,69,79,45,59
2020년03월_여_30~39세,926,450,41,44,119,34,38,44,56,49,51
2020년03월_여_40~49세,"1,365",609,84,82,186,51,67,73,84,61,68
2020년03월_여_50~59세,"2,470",805,178,183,276,139,137,170,221,179,182
2020년03월_여_60~69세,"2,901",774,198,231,309,146,204,263,279,257,240
2020년03월_여_70~79세,"2,523",523,218,196,284,135,191,264,286,210,216
2020년03월_여_80~89세,"2,098",406,214,182,210,133,157,173,258,185,180
2020년03월_여_90~99세,317,76,25,22,22,22,28,29,40,25,28
2020년03월_여_100세 이상,15,4,0,0,2,0,2,3,0,1,3
2020년04월_계_총인구수,"31,139","10,043","2,183","2,270","3,569","1,555","1,960","2,385","2,788","2,218","2,168"
2020년04월_계_연령구간인구수,"31,139","10,043","2,183","2,270","3,569","1,555","1,960","2,385","2,788","2,218","2,168"
2020년04월_계_0~9세,"1,343",693,51,78,153,31,54,81,87,65,50
2020년04월_계_10~19세,"2,073",963,97,91,274,84,115,125,104,113,107
2020년04월_계_20~29세,"2,718","1,274",167,158,326,105,119,129,188,120,132
2020년04월_계_30~39세,"2,151",931,109,120,280,81,109,127,149,117,128
2020년04월_계_40~49세,"3,252","1,285",193,221,416,135,189,223,231,177,182
2020년04월_계_50~59세,"5,364","1,687",376,428,611,310,316,380,494,367,395
2020년04월_계_60~69세,"5,970","1,518",441,508,639,321,426,525,580,513,499
2020년04월_계_70~79세,"4,530",958,391,347,494,248,354,459,510,399,370
2020년04월_계_80~89세,"3,290",629,326,287,331,212,236,296,397,309,267
2020년04월_계_90~99세,429,98,32,31,43,28,40,37,48,37,35
2020년04월_계_100세 이상,19,7,0,1,2,0,2,3,0,1,3
2020년04월_남_총인구수,"15,761","5,039","1,091","1,191","1,850",799,"1,005","1,194","1,392","1,122","1,078"
2020년04월_남_연령구간인구수,"15,761","5,039","1,091","1,191","1,850",799,"1,005","1,194","1,392","1,122","1,078"
2020년04월_남_0~9세,690,358,27,38,82,20,21,41,41,36,26
2020년04월_남_10~19세,"1,089",489,59,54,144,45,62,63,59,52,62
2020년04월_남_20~29세,"1,566",725,91,93,207,59,73,60,106,76,76
2020년04월_남_30~39세,"1,228",480,68,75,165,47,68,82,93,71,79
2020년04월_남_40~49세,"1,894",678,108,138,233,84,123,150,147,117,116
2020년04월_남_50~59세,"2,926",885,203,251,336,172,182,211,277,196,213
2020년04월_남_60~69세,"3,061",743,242,275,330,178,223,262,298,254,256
2020년04월_남_70~79세,"2,014",434,177,153,214,112,159,198,225,188,154
2020년04월_남_80~89세,"1,178",223,108,104,120,76,82,119,137,120,89
2020년04월_남_90~99세,112,21,8,10,19,6,12,8,9,12,7
2020년04월_남_100세 이상,3,3,0,0,0,0,0,0,0,0,0
2020년04월_여_총인구수,"15,378","5,004","1,092","1,079","1,719",756,955,"1,191","1,396","1,096","1,090"
2020년04월_여_연령구간인구수,"15,378","5,004","1,092","1,079","1,719",756,955,"1,191","1,396","1,096","1,090"
2020년04월_여_0~9세,653,335,24,40,71,11,33,40,46,29,24
2020년04월_여_10~19세,984,474,38,37,130,39,53,62,45,61,45
2020년04월_여_20~29세,"1,152",549,76,65,119,46,46,69,82,44,56
2020년04월_여_30~39세,923,451,41,45,115,34,41,45,56,46,49
2020년04월_여_40~49세,"1,358",607,85,83,183,51,66,73,84,60,66
2020년04월_여_50~59세,"2,438",802,173,177,275,138,134,169,217,171,182
2020년04월_여_60~69세,"2,909",775,199,233,309,143,203,263,282,259,243
2020년04월_여_70~79세,"2,516",524,214,194,280,136,195,261,285,211,216
2020년04월_여_80~89세,"2,112",406,218,183,211,136,154,177,260,189,178
2020년04월_여_90~99세,317,77,24,21,24,22,28,29,39,25,28
2020년04월_여_100세 이상,16,4,0,1,2,0,2,3,0,1,3
2020년05월_계_총인구수,"31,034","10,019","2,176","2,264","3,556","1,544","1,955","2,378","2,772","2,220","2,150"
2020년05월_계_연령구간인구수,"31,034","10,019","2,176","2,264","3,556","1,544","1,955","2,378","2,772","2,220","2,150"
2020년05월_계_0~9세,"1,332",688,52,79,147,31,54,82,88,63,48
2020년05월_계_10~19세,"2,043",943,97,87,270,84,113,124,106,112,107
2020년05월_계_20~29세,"2,697","1,269",164,161,324,104,117,130,179,122,127
2020년05월_계_30~39세,"2,145",940,109,121,278,78,105,126,145,117,126
2020년05월_계_40~49세,"3,215","1,277",185,218,412,134,189,219,228,173,180
2020년05월_계_50~59세,"5,358","1,693",377,419,609,309,317,383,488,371,392
2020년05월_계_60~69세,"5,973","1,518",445,506,646,317,426,521,585,513,496
2020년05월_계_70~79세,"4,532",956,389,352,496,248,352,461,507,403,368
2020년05월_계_80~89세,"3,294",630,325,290,330,211,239,295,399,307,268
2020년05월_계_90~99세,426,98,33,30,42,28,41,34,47,38,35
2020년05월_계_100세 이상,19,7,0,1,2,0,2,3,0,1,3
2020년05월_남_총인구수,"15,712","5,023","1,087","1,189","1,844",796,"1,001","1,194","1,382","1,122","1,074"
2020년05월_남_연령구간인구수,"15,712","5,023","1,087","1,189","1,844",796,"1,001","1,194","1,382","1,122","1,074"
2020년05월_남_0~9세,678,353,27,38,77,20,21,41,42,34,25
2020년05월_남_10~19세,"1,074",479,58,52,142,45,61,62,61,52,62
2020년05월_남_20~29세,"1,554",720,91,96,203,59,70,63,102,76,74
2020년05월_남_30~39세,"1,230",487,68,76,167,46,66,82,88,71,79
2020년05월_남_40~49세,"1,874",670,102,138,233,83,124,149,146,113,116
2020년05월_남_50~59세,"2,921",890,204,246,331,172,181,212,272,201,212
2020년05월_남_60~69세,"3,066",740,243,272,337,178,223,261,302,256,254
2020년05월_남_70~79세,"2,024",437,177,156,216,111,161,199,223,189,155
2020년05월_남_80~89세,"1,176",221,109,105,120,76,82,117,138,118,90
2020년05월_남_90~99세,112,23,8,10,18,6,12,8,8,12,7
2020년05월_남_100세 이상,3,3,0,0,0,0,0,0,0,0,0
2020년05월_여_총인구수,"15,322","4,996","1,089","1,075","1,712",748,954,"1,184","1,390","1,098","1,076"
2020년05월_여_연령구간인구수,"15,322","4,996","1,089","1,075","1,712",748,954,"1,184","1,390","1,098","1,076"
2020년05월_여_0~9세,654,335,25,41,70,11,33,41,46,29,23
2020년05월_여_10~19세,969,464,39,35,128,39,52,62,45,60,45
2020년05월_여_20~29세,"1,143",549,73,65,121,45,47,67,77,46,53
2020년05월_여_30~39세,915,453,41,45,111,32,39,44,57,46,47
2020년05월_여_40~49세,"1,341",607,83,80,179,51,65,70,82,60,64
2020년05월_여_50~59세,"2,437",803,173,173,278,137,136,171,216,170,180
2020년05월_여_60~69세,"2,907",778,202,234,309,139,203,260,283,257,242
2020년05월_여_70~79세,"2,508",519,212,196,280,137,191,262,284,214,213
2020년05월_여_80~89세,"2,118",409,216,185,210,135,157,178,261,189,178
2020년05월_여_90~99세,314,75,25,20,24,22,29,26,39,26,28
2020년05월_여_100세 이상,16,4,0,1,2,0,2,3,0,1,3
2020년06월_계_총인구수,"30,994","9,992","2,173","2,257","3,564","1,542","1,949","2,374","2,778","2,227","2,138"
2020년06월_계_연령구간인구수,"30,994","9,992","2,173","2,257","3,564","1,542","1,949","2,374","2,778","2,227","2,138"
2020년06월_계_0~9세,"1,330",685,52,78,148,33,55,81,90,61,47
2020년06월_계_10~19세,"2,036",942,99,86,273,82,114,124,101,111,104
2020년06월_계_20~29세,"2,675","1,259",156,158,324,103,118,127,180,126,124
2020년06월_계_30~39세,"2,131",935,106,123,273,75,104,120,149,120,126
2020년06월_계_40~49세,"3,197","1,270",185,217,414,135,182,218,228,174,174
2020년06월_계_50~59세,"5,342","1,686",372,418,605,308,316,383,489,372,393
2020년06월_계_60~69세,"6,015","1,524",454,509,651,320,428,528,586,518,497
2020년06월_계_70~79세,"4,527",955,391,347,502,251,354,458,506,399,364
2020년06월_계_80~89세,"3,298",631,324,290,331,208,239,298,400,307,270
2020년06월_계_90~99세,424,98,34,30,41,27,37,34,49,38,36
2020년06월_계_100세 이상,19,7,0,1,2,0,2,3,0,1,3
2020년06월_남_총인구수,"15,678","5,003","1,082","1,182","1,847",799,998,"1,193","1,389","1,119","1,066"
2020년06월_남_연령구간인구수,"15,678","5,003","1,082","1,182","1,847",799,998,"1,193","1,389","1,119","1,066"
2020년06월_남_0~9세,676,351,25,36,78,22,24,41,44,31,24
2020년06월_남_10~19세,"1,075",473,59,53,148,43,61,62,61,54,61
2020년06월_남_20~29세,"1,533",717,87,92,199,58,70,61,103,75,71
2020년06월_남_30~39세,"1,223",485,65,78,165,44,66,79,92,72,77
2020년06월_남_40~49세,"1,862",665,102,138,233,84,121,150,143,112,114
2020년06월_남_50~59세,"2,904",882,203,242,330,171,180,211,273,199,213
2020년06월_남_60~69세,"3,099",746,246,275,339,182,225,266,303,261,256
2020년06월_남_70~79세,"2,019",436,178,153,218,113,159,199,224,186,153
2020년06월_남_80~89세,"1,173",222,108,106,119,76,82,116,137,117,90
2020년06월_남_90~99세,111,23,9,9,18,6,10,8,9,12,7
2020년06월_남_100세 이상,3,3,0,0,0,0,0,0,0,0,0
2020년06월_여_총인구수,"15,316","4,989","1,091","1,075","1,717",743,951,"1,181","1,389","1,108","1,072"
2020년06월_여_연령구간인구수,"15,316","4,989","1,091","1,075","1,717",743,951,"1,181","1,389","1,108","1,072"
2020년06월_여_0~9세,654,334,27,42,70,11,31,40,46,30,23
2020년06월_여_10~19세,961,469,40,33,125,39,53,62,40,57,43
2020년06월_여_20~29세,"1,142",542,69,66,125,45,48,66,77,51,53
2020년06월_여_30~39세,908,450,41,45,108,31,38,41,57,48,49
2020년06월_여_40~49세,"1,335",605,83,79,181,51,61,68,85,62,60
2020년06월_여_50~59세,"2,438",804,169,176,275,137,136,172,216,173,180
2020년06월_여_60~69세,"2,916",778,208,234,312,138,203,262,283,257,241
2020년06월_여_70~79세,"2,508",519,213,194,284,138,195,259,282,213,211
2020년06월_여_80~89세,"2,125",409,216,184,212,132,157,182,263,190,180
2020년06월_여_90~99세,313,75,25,21,23,21,27,26,40,26,29
2020년06월_여_100세 이상,16,4,0,1,2,0,2,3,0,1,3
2020년07월_계_총인구수,"30,950","9,963","2,172","2,264","3,564","1,534","1,939","2,378","2,775","2,217","2,144"
2020년07월_계_연령구간인구수,"30,950","9,963","2,172","2,264","3,564","1,534","1,939","2,378","2,775","2,217","2,144"
2020년07월_계_0~9세,"1,317",681,52,78,146,33,52,81,89,59,46
2020년07월_계_10~19세,"2,028",934,98,84,273,81,115,124,101,110,108
2020년07월_계_20~29세,"2,662","1,259",153,161,319,99,118,129,179,123,122
2020년07월_계_30~39세,"2,115",925,108,122,270,74,101,117,150,121,127
2020년07월_계_40~49세,"3,192","1,261",181,220,419,134,178,218,232,175,174
2020년07월_계_50~59세,"5,328","1,682",370,418,605,309,316,384,478,367,399
2020년07월_계_60~69세,"6,024","1,524",455,512,658,319,427,531,589,515,494
2020년07월_계_70~79세,"4,541",965,394,348,500,250,352,457,511,402,362
2020년07월_계_80~89세,"3,294",626,325,289,331,207,241,299,397,306,273
2020년07월_계_90~99세,430,99,36,31,41,28,37,35,49,38,36
2020년07월_계_100세 이상,19,7,0,1,2,0,2,3,0,1,3
2020년07월_남_총인구수,"15,667","4,994","1,080","1,189","1,848",797,996,"1,196","1,387","1,114","1,066"
2020년07월_남_연령구간인구수,"15,667","4,994","1,080","1,189","1,848",797,996,"1,196","1,387","1,114","1,066"
2020년07월_남_0~9세,667,346,25,36,77,22,23,42,44,28,24
2020년07월_남_10~19세,"1,068",467,58,51,148,44,62,61,60,54,63
2020년07월_남_20~29세,"1,531",719,84,95,197,55,71,63,104,74,69
2020년07월_남_30~39세,"1,213",480,68,77,161,44,64,76,91,74,78
2020년07월_남_40~49세,"1,863",663,100,141,235,84,119,150,145,112,114
2020년07월_남_50~59세,"2,900",884,202,242,329,172,181,214,265,196,215
2020년07월_남_60~69세,"3,101",747,247,276,346,180,224,267,304,258,252
2020년07월_남_70~79세,"2,033",441,177,155,218,113,161,199,227,190,152
2020년07월_남_80~89세,"1,172",221,109,106,119,75,81,115,138,116,92
2020년07월_남_90~99세,116,23,10,10,18,8,10,9,9,12,7
2020년07월_남_100세 이상,3,3,0,0,0,0,0,0,0,0,0
2020년07월_여_총인구수,"15,283","4,969","1,092","1,075","1,716",737,943,"1,182","1,388","1,103","1,078"
2020년07월_여_연령구간인구수,"15,283","4,969","1,092","1,075","1,716",737,943,"1,182","1,388","1,103","1,078"
2020년07월_여_0~9세,650,335,27,42,69,11,29,39,45,31,22
2020년07월_여_10~19세,960,467,40,33,125,37,53,63,41,56,45
2020년07월_여_20~29세,"1,131",540,69,66,122,44,47,66,75,49,53
2020년07월_여_30~39세,902,445,40,45,109,30,37,41,59,47,49
2020년07월_여_40~49세,"1,329",598,81,79,184,50,59,68,87,63,60
2020년07월_여_50~59세,"2,428",798,168,176,276,137,135,170,213,171,184
2020년07월_여_60~69세,"2,923",777,208,236,312,139,203,264,285,257,242
2020년07월_여_70~79세,"2,508",524,217,193,282,137,191,258,284,212,210
2020년07월_여_80~89세,"2,122",405,216,183,212,132,160,184,259,190,181
2020년07월_여_90~99세,314,76,26,21,23,20,27,26,40,26,29
2020년07월_여_100세 이상,16,4,0,1,2,0,2,3,0,1,3
2020년08월_계_총인구수,"30,863","9,926","2,173","2,265","3,555","1,528","1,932","2,367","2,764","2,219","2,134"
2020년08월_계_연령구간인구수,"30,863","9,926","2,173","2,265","3,555","1,528","1,932","2,367","2,764","2,219","2,134"
2020년08월_계_0~9세,"1,303",675,52,79,144,33,51,81,85,56,47
2020년08월_계_10~19세,"2,019",931,97,85,271,83,111,120,99,114,108
2020년08월_계_20~29세,"2,630","1,242",151,156,319,95,118,129,177,123,120
2020년08월_계_30~39세,"2,095",915,110,121,267,71,100,117,146,124,124
2020년08월_계_40~49세,"3,164","1,261",180,220,412,129,175,213,231,171,172
2020년08월_계_50~59세,"5,320","1,675",371,418,608,315,312,388,477,364,392
2020년08월_계_60~69세,"6,036","1,524",457,520,657,316,430,522,593,519,498
2020년08월_계_70~79세,"4,544",975,392,343,499,251,356,459,509,402,358
2020년08월_계_80~89세,"3,300",622,328,289,334,207,240,301,401,303,275
2020년08월_계_90~99세,433,100,35,33,42,28,36,34,46,42,37
2020년08월_계_100세 이상,19,6,0,1,2,0,3,3,0,1,3
2020년08월_남_총인구수,"15,623","4,975","1,085","1,191","1,839",795,994,"1,191","1,380","1,116","1,057"
2020년08월_남_연령구간인구수,"15,623","4,975","1,085","1,191","1,839",795,994,"1,191","1,380","1,116","1,057"
2020년08월_남_0~9세,661,342,27,36,75,21,24,42,44,26,24
2020년08월_남_10~19세,"1,066",466,57,52,147,45,61,60,57,58,63
2020년08월_남_20~29세,"1,507",710,84,94,195,53,71,61,99,72,68
2020년08월_남_30~39세,"1,206",476,70,78,158,43,63,75,90,77,76
2020년08월_남_40~49세,"1,843",659,101,140,231,82,117,147,144,111,111
2020년08월_남_50~59세,"2,902",884,203,241,331,176,179,218,267,193,210
2020년08월_남_60~69세,"3,096",742,245,280,345,177,225,262,306,260,254
2020년08월_남_70~79세,"2,042",449,179,154,219,114,164,199,223,190,151
2020년08월_남_80~89세,"1,177",221,109,105,119,76,79,118,142,115,93
2020년08월_남_90~99세,119,23,10,11,19,8,10,9,8,14,7
2020년08월_남_100세 이상,4,3,0,0,0,0,1,0,0,0,0
2020년08월_여_총인구수,"15,240","4,951","1,088","1,074","1,716",733,938,"1,176","1,384","1,103","1,077"
2020년08월_여_연령구간인구수,"15,240","4,951","1,088","1,074","1,716",733,938,"1,176","1,384","1,103","1,077"
2020년08월_여_0~9세,642,333,25,43,69,12,27,39,41,30,23
2020년08월_여_10~19세,953,465,40,33,124,38,50,60,42,56,45
2020년08월_여_20~29세,"1,123",532,67,62,124,42,47,68,78,51,52
2020년08월_여_30~39세,889,439,40,43,109,28,37,42,56,47,48
2020년08월_여_40~49세,"1,321",602,79,80,181,47,58,66,87,60,61
2020년08월_여_50~59세,"2,418",791,168,177,277,139,133,170,210,171,182
2020년08월_여_60~69세,"2,940",782,212,240,312,139,205,260,287,259,244
2020년08월_여_70~79세,"2,502",526,213,189,280,137,192,260,286,212,207
2020년08월_여_80~89세,"2,123",401,219,184,215,131,161,183,259,188,182
2020년08월_여_90~99세,314,77,25,22,23,20,26,25,38,28,30
2020년08월_여_100세 이상,15,3,0,1,2,0,2,3,0,1,3
2020년09월_계_총인구수,"30,797","9,900","2,166","2,253","3,562","1,526","1,931","2,365","2,751","2,221","2,122"
2020년09월_계_연령구간인구수,"30,797","9,900","2,166","2,253","3,562","1,526","1,931","2,365","2,751","2,221","2,122"
2020년09월_계_0~9세,"1,294",663,53,79,144,35,53,80,85,55,47
2020년09월_계_10~19세,"2,013",931,96,84,273,81,112,117,99,113,107
2020년09월_계_20~29세,"2,596","1,223",154,153,317,91,117,128,176,127,110
2020년09월_계_30~39세,"2,088",917,106,117,266,75,101,118,139,124,125
2020년09월_계_40~49세,"3,157","1,258",179,218,411,128,177,211,232,171,172
2020년09월_계_50~59세,"5,304","1,680",367,418,611,315,310,385,473,361,384
2020년09월_계_60~69세,"6,039","1,524",459,519,660,314,428,523,592,518,502
2020년09월_계_70~79세,"4,541",975,387,345,500,252,358,463,500,403,358
2020년09월_계_80~89세,"3,307",620,327,288,335,207,240,302,409,303,276
2020년09월_계_90~99세,440,103,38,31,43,28,33,35,46,45,38
2020년09월_계_100세 이상,18,6,0,1,2,0,2,3,0,1,3
2020년09월_남_총인구수,"15,587","4,958","1,080","1,183","1,848",795,993,"1,189","1,373","1,119","1,049"
2020년09월_남_연령구간인구수,"15,587","4,958","1,080","1,183","1,848",795,993,"1,189","1,373","1,119","1,049"
2020년09월_남_0~9세,659,336,27,36,77,22,26,41,44,26,24
2020년09월_남_10~19세,"1,059",461,56,52,148,45,62,57,57,59,62
2020년09월_남_20~29세,"1,495",701,85,93,195,50,72,62,100,73,64
2020년09월_남_30~39세,"1,200",477,67,74,159,46,62,76,86,77,76
2020년09월_남_40~49세,"1,839",659,101,139,227,81,118,147,145,112,110
2020년09월_남_50~59세,"2,888",884,201,238,335,176,179,214,267,189,205
2020년09월_남_60~69세,"3,099",742,246,279,345,177,223,265,302,262,258
2020년09월_남_70~79세,"2,042",451,176,157,222,114,163,198,220,192,149
