카테고리,경상북도 경산시,경상북도 경산시 하양읍,경상북도 경산시 진량읍,경상북도 경산시 압량읍,경상북도 경산시 와촌면,경상북도 경산시 자인면,경상북도 경산시 용성면,경상북도 경산시 남산면,경상북도 경산시 남천면,경상북도 경산시 중방동,경상북도 경산시 중앙동,경상북도 경산시 남부동,경상북도 경산시 서부1동,경상북도 경산시 서부2동,경상북도 경산시 북부동,경상북도 경산시 동부동
2020년04월_여_총인구수,"130,742","12,875","17,479","9,835","2,858","2,739","1,618","1,829","1,509","5,260","3,375","10,399","19,394","15,612","7,319","18,641"
2020년04월_여_연령구간인구수,"130,742","12,875","17,479","9,835","2,858","2,739","1,618","1,829","1,509","5,260","3,375","10,399","19,394","15,612","7,319","18,641"
2020년04월_여_0~9세,"10,443",829,"1,250","1,148",79,77,39,55,50,334,114,"1,054","1,582","1,673",509,"1,650"
2020년04월_여_10~19세,"11,076","1,347","1,820",550,148,127,56,80,50,282,197,924,"2,088","1,146",387,"1,874"
2020년04월_여_20~29세,"16,198","1,687","2,344","1,422",224,200,78,114,95,778,470,975,"2,191","1,820","1,595","2,205"
2020년04월_여_30~39세,"15,843","1,205","1,758","1,858",215,161,72,102,96,616,299,"1,463","2,154","2,368","1,107","2,369"
2020년04월_여_40~49세,"20,416","2,117","3,187","1,245",271,251,102,169,124,708,437,"1,760","3,394","2,379",950,"3,322"
2020년04월_여_50~59세,"22,190","2,052","3,150","1,384",533,547,283,320,279,"1,035",656,"1,591","3,278","2,756","1,146","3,180"
2020년04월_여_60~69세,"17,141","1,682","1,850","1,100",638,593,377,378,352,878,570,"1,334","2,455","1,909",903,"2,122"
2020년04월_여_70~79세,"10,686","1,205","1,295",674,406,445,318,300,258,396,387,855,"1,459","1,058",435,"1,195"
2020년04월_여_80~89세,"5,902",655,752,396,296,291,251,264,175,205,216,382,693,443,250,633
2020년04월_여_90~99세,791,86,65,53,45,45,40,46,29,26,26,55,94,58,34,89
2020년04월_여_100세 이상,56,10,8,5,3,2,2,1,1,2,3,6,6,2,3,2
2020년05월_계_총인구수,"263,286","25,896","36,308","21,018","6,118","5,610","3,391","3,792","3,064","10,193","6,673","20,437","37,302","30,096","16,134","37,254"
2020년05월_계_연령구간인구수,"263,286","25,896","36,308","21,018","6,118","5,610","3,391","3,792","3,064","10,193","6,673","20,437","37,302","30,096","16,134","37,254"
2020년05월_계_0~9세,"21,228","1,755","2,548","2,435",188,159,82,114,98,616,246,"2,117","3,075","3,355","1,068","3,372"
2020년05월_계_10~19세,"23,076","2,849","3,723","1,164",304,256,114,166,118,609,426,"2,031","4,107","2,303",852,"4,054"
2020년05월_계_20~29세,"35,998","3,825","5,338","3,227",559,492,218,275,266,"1,625","1,041","2,146","4,524","3,822","3,648","4,992"
2020년05월_계_30~39세,"33,881","2,639","4,046","4,224",512,428,213,244,203,"1,236",690,"2,889","4,238","4,672","2,835","4,812"
2020년05월_계_40~49세,"41,658","4,124","6,512","2,978",675,646,280,407,303,"1,354",859,"3,548","6,597","4,572","2,246","6,557"
2020년05월_계_50~59세,"44,764","4,265","6,827","2,844","1,215","1,103",640,750,615,"1,967","1,309","3,060","6,324","5,121","2,447","6,277"
2020년05월_계_60~69세,"33,552","3,231","3,841","2,247","1,369","1,228",829,846,688,"1,702","1,099","2,479","4,668","3,505","1,742","4,078"
2020년05월_계_70~79세,"19,026","2,065","2,240","1,222",797,806,593,553,480,741,642,"1,483","2,546","1,913",871,"2,074"
2020년05월_계_80~89세,"9,019","1,024","1,130",605,440,436,369,378,246,309,325,601,"1,093",753,382,928
2020년05월_계_90~99세,"1,017",107,96,67,53,54,51,58,45,32,33,75,124,76,39,107
2020년05월_계_100세 이상,67,12,7,5,6,2,2,1,2,2,3,8,6,4,4,3
2020년05월_남_총인구수,"132,603","13,027","18,854","11,158","3,263","2,858","1,778","1,968","1,562","4,932","3,321","10,033","17,904","14,494","8,791","18,660"
2020년05월_남_연령구간인구수,"132,603","13,027","18,854","11,158","3,263","2,858","1,778","1,968","1,562","4,932","3,321","10,033","17,904","14,494","8,791","18,660"
2020년05월_남_0~9세,"10,841",934,"1,307","1,284",107,80,44,58,51,287,136,"1,067","1,501","1,681",560,"1,744"
2020년05월_남_10~19세,"12,027","1,501","1,910",611,163,131,59,90,70,332,229,"1,105","2,020","1,155",463,"2,188"
2020년05월_남_20~29세,"19,774","2,140","3,006","1,796",328,287,141,162,166,855,576,"1,164","2,345","2,010","2,031","2,767"
2020년05월_남_30~39세,"18,125","1,440","2,297","2,375",294,269,140,146,110,622,395,"1,441","2,079","2,314","1,732","2,471"
2020년05월_남_40~49세,"21,311","2,019","3,340","1,719",405,392,180,242,183,647,429,"1,784","3,207","2,216","1,303","3,245"
2020년05월_남_50~59세,"22,514","2,201","3,669","1,464",685,557,358,431,335,926,658,"1,460","3,035","2,354","1,289","3,092"
2020년05월_남_60~69세,"16,365","1,550","1,976","1,137",732,633,453,460,338,822,532,"1,141","2,210","1,593",842,"1,946"
2020년05월_남_70~79세,"8,310",855,948,547,387,357,275,253,225,337,251,626,"1,080",849,432,888
2020년05월_남_80~89세,"3,105",363,372,211,149,143,119,114,69,98,107,225,399,302,132,302
2020년05월_남_90~99세,220,22,29,14,10,9,9,12,13,6,8,18,28,19,6,17
2020년05월_남_100세 이상,11,2,0,0,3,0,0,0,2,0,0,2,0,1,1,0
2020년05월_여_총인구수,"130,683","12,869","17,454","9,860","2,855","2,752","1,613","1,824","1,502","5,261","3,352","10,404","19,398","15,602","7,343","18,594"
2020년05월_여_연령구간인구수,"130,683","12,869","17,454","9,860","2,855","2,752","1,613","1,824","1,502","5,261","3,352","10,404","19,398","15,602","7,343","18,594"
2020년05월_여_0~9세,"10,387",821,"1,241","1,151",81,79,38,56,47,329,110,"1,050","1,574","1,674",508,"1,628"
2020년05월_여_10~19세,"11,049","1,348","1,813",553,141,125,55,76,48,277,197,926,"2,087","1,148",389,"1,866"
2020년05월_여_20~29세,"16,224","1,685","2,332","1,431",231,205,77,113,100,770,465,982,"2,179","1,812","1,617","2,225"
2020년05월_여_30~39세,"15,756","1,199","1,749","1,849",218,159,73,98,93,614,295,"1,448","2,159","2,358","1,103","2,341"
2020년05월_여_40~49세,"20,347","2,105","3,172","1,259",270,254,100,165,120,707,430,"1,764","3,390","2,356",943,"3,312"
2020년05월_여_50~59세,"22,250","2,064","3,158","1,380",530,546,282,319,280,"1,041",651,"1,600","3,289","2,767","1,158","3,185"
2020년05월_여_60~69세,"17,187","1,681","1,865","1,110",637,595,376,386,350,880,567,"1,338","2,458","1,912",900,"2,132"
2020년05월_여_70~79세,"10,716","1,210","1,292",675,410,449,318,300,255,404,391,857,"1,466","1,064",439,"1,186"
2020년05월_여_80~89세,"5,914",661,758,394,291,293,250,264,177,211,218,376,694,451,250,626
2020년05월_여_90~99세,797,85,67,53,43,45,42,46,32,26,25,57,96,57,33,90
2020년05월_여_100세 이상,56,10,7,5,3,2,2,1,0,2,3,6,6,3,3,3
2020년06월_계_총인구수,"263,034","25,829","36,305","21,024","6,087","5,602","3,387","3,771","3,050","10,179","6,666","20,416","37,252","30,081","16,148","37,237"
2020년06월_계_연령구간인구수,"263,034","25,829","36,305","21,024","6,087","5,602","3,387","3,771","3,050","10,179","6,666","20,416","37,252","30,081","16,148","37,237"
2020년06월_계_0~9세,"21,095","1,743","2,533","2,419",186,154,82,108,90,608,244,"2,118","3,047","3,352","1,075","3,336"
2020년06월_계_10~19세,"22,970","2,815","3,715","1,165",293,253,107,164,119,606,427,"2,029","4,094","2,292",836,"4,055"
2020년06월_계_20~29세,"35,991","3,818","5,331","3,222",548,491,218,277,268,"1,622","1,038","2,134","4,532","3,829","3,660","5,003"
2020년06월_계_30~39세,"33,729","2,633","4,022","4,219",514,420,216,236,202,"1,219",690,"2,867","4,214","4,650","2,841","4,786"
2020년06월_계_40~49세,"41,626","4,125","6,509","2,981",663,644,280,410,297,"1,352",860,"3,556","6,611","4,550","2,240","6,548"
2020년06월_계_50~59세,"44,668","4,246","6,840","2,842","1,219","1,086",632,739,615,"1,963","1,303","3,059","6,294","5,123","2,436","6,271"
2020년06월_계_60~69세,"33,730","3,228","3,859","2,271","1,364","1,241",836,850,688,"1,715","1,097","2,492","4,680","3,522","1,763","4,124"
2020년06월_계_70~79세,"19,104","2,082","2,257","1,224",803,819,594,548,478,751,645,"1,484","2,552","1,924",871,"2,072"
2020년06월_계_80~89세,"9,032","1,021","1,134",610,437,438,368,380,246,309,326,596,"1,094",757,384,932
2020년06월_계_90~99세,"1,022",106,98,66,54,54,52,57,45,32,33,73,128,78,39,107
2020년06월_계_100세 이상,67,12,7,5,6,2,2,2,2,2,3,8,6,4,3,3
2020년06월_남_총인구수,"132,471","12,987","18,866","11,146","3,246","2,847","1,781","1,958","1,560","4,931","3,315","10,027","17,872","14,483","8,799","18,653"
2020년06월_남_연령구간인구수,"132,471","12,987","18,866","11,146","3,246","2,847","1,781","1,958","1,560","4,931","3,315","10,027","17,872","14,483","8,799","18,653"
2020년06월_남_0~9세,"10,792",931,"1,302","1,275",105,77,43,55,46,287,135,"1,072","1,491","1,678",565,"1,730"
2020년06월_남_10~19세,"11,945","1,481","1,904",607,154,132,56,88,70,326,233,"1,101","2,005","1,149",455,"2,184"
2020년06월_남_20~29세,"19,786","2,132","3,014","1,791",325,282,140,162,168,857,567,"1,154","2,355","2,025","2,039","2,775"
2020년06월_남_30~39세,"18,044","1,440","2,276","2,367",293,265,143,143,110,620,398,"1,438","2,064","2,296","1,734","2,457"
2020년06월_남_40~49세,"21,316","2,017","3,345","1,725",400,390,181,245,184,643,435,"1,783","3,214","2,209","1,295","3,250"
2020년06월_남_50~59세,"22,443","2,188","3,680","1,460",689,548,352,422,334,924,649,"1,463","3,020","2,347","1,278","3,089"
2020년06월_남_60~69세,"16,464","1,548","1,991","1,150",728,640,463,465,341,830,533,"1,146","2,210","1,604",857,"1,958"
2020년06월_남_70~79세,"8,351",866,949,548,391,362,274,252,223,340,252,629,"1,086",854,435,890
2020년06월_남_80~89세,"3,098",360,376,209,148,142,120,114,69,98,105,222,398,299,134,304
2020년06월_남_90~99세,221,22,29,14,10,9,9,12,13,6,8,17,29,21,6,16
2020년06월_남_100세 이상,11,2,0,0,3,0,0,0,2,0,0,2,0,1,1,0
2020년06월_여_총인구수,"130,563","12,842","17,439","9,878","2,841","2,755","1,606","1,813","1,490","5,248","3,351","10,389","19,380","15,598","7,349","18,584"
2020년06월_여_연령구간인구수,"130,563","12,842","17,439","9,878","2,841","2,755","1,606","1,813","1,490","5,248","3,351","10,389","19,380","15,598","7,349","18,584"
2020년06월_여_0~9세,"10,303",812,"1,231","1,144",81,77,39,53,44,321,109,"1,046","1,556","1,674",510,"1,606"
2020년06월_여_10~19세,"11,025","1,334","1,811",558,139,121,51,76,49,280,194,928,"2,089","1,143",381,"1,871"
2020년06월_여_20~29세,"16,205","1,686","2,317","1,431",223,209,78,115,100,765,471,980,"2,177","1,804","1,621","2,228"
2020년06월_여_30~39세,"15,685","1,193","1,746","1,852",221,155,73,93,92,599,292,"1,429","2,150","2,354","1,107","2,329"
2020년06월_여_40~49세,"20,310","2,108","3,164","1,256",263,254,99,165,113,709,425,"1,773","3,397","2,341",945,"3,298"
2020년06월_여_50~59세,"22,225","2,058","3,160","1,382",530,538,280,317,281,"1,039",654,"1,596","3,274","2,776","1,158","3,182"
2020년06월_여_60~69세,"17,266","1,680","1,868","1,121",636,601,373,385,347,885,564,"1,346","2,470","1,918",906,"2,166"
2020년06월_여_70~79세,"10,753","1,216","1,308",676,412,457,320,296,255,411,393,855,"1,466","1,070",436,"1,182"
2020년06월_여_80~89세,"5,934",661,758,401,289,296,248,266,177,211,221,374,696,458,250,628
2020년06월_여_90~99세,801,84,69,52,44,45,43,45,32,26,25,56,99,57,33,91
2020년06월_여_100세 이상,56,10,7,5,3,2,2,2,0,2,3,6,6,3,2,3
2020년07월_계_총인구수,"262,537","25,781","36,155","20,979","6,094","5,592","3,373","3,762","3,035","10,172","6,664","20,400","37,216","29,998","16,136","37,180"
2020년07월_계_연령구간인구수,"262,537","25,781","36,155","20,979","6,094","5,592","3,373","3,762","3,035","10,172","6,664","20,400","37,216","29,998","16,136","37,180"
2020년07월_계_0~9세,"20,985","1,737","2,514","2,404",190,151,80,111,87,609,248,"2,103","3,018","3,337","1,071","3,325"
2020년07월_계_10~19세,"22,859","2,792","3,674","1,170",294,257,107,159,117,608,417,"2,017","4,091","2,282",835,"4,039"
2020년07월_계_20~29세,"35,826","3,814","5,304","3,183",547,487,212,273,266,"1,616","1,029","2,137","4,527","3,806","3,641","4,984"
2020년07월_계_30~39세,"33,517","2,622","3,975","4,218",508,420,212,237,197,"1,211",694,"2,849","4,163","4,628","2,840","4,743"
2020년07월_계_40~49세,"41,592","4,111","6,484","2,991",659,636,272,406,295,"1,369",850,"3,559","6,622","4,533","2,238","6,567"
2020년07월_계_50~59세,"44,638","4,242","6,840","2,847","1,218","1,081",635,737,611,"1,944","1,310","3,061","6,317","5,121","2,432","6,242"
2020년07월_계_60~69세,"33,818","3,233","3,875","2,261","1,370","1,246",839,845,692,"1,714","1,099","2,503","4,678","3,534","1,769","4,160"
2020년07월_계_70~79세,"19,152","2,081","2,247","1,224",808,818,595,555,481,761,648,"1,496","2,558","1,924",879,"2,077"
2020년07월_계_80~89세,"9,055","1,029","1,136",611,438,442,368,380,243,302,333,597,"1,104",750,388,934
2020년07월_계_90~99세,"1,026",108,99,66,55,52,51,56,44,36,33,69,132,79,40,106
2020년07월_계_100세 이상,69,12,7,4,7,2,2,3,2,2,3,9,6,4,3,3
2020년07월_남_총인구수,"132,218","12,962","18,803","11,118","3,256","2,852","1,775","1,957","1,551","4,928","3,315","10,032","17,844","14,438","8,782","18,605"
2020년07월_남_연령구간인구수,"132,218","12,962","18,803","11,118","3,256","2,852","1,775","1,957","1,551","4,928","3,315","10,032","17,844","14,438","8,782","18,605"
2020년07월_남_0~9세,"10,733",930,"1,291","1,263",109,76,41,56,44,290,138,"1,065","1,481","1,667",564,"1,718"
2020년07월_남_10~19세,"11,883","1,468","1,886",604,152,135,57,85,68,323,229,"1,097","2,002","1,148",453,"2,176"
2020년07월_남_20~29세,"19,682","2,140","2,996","1,779",324,283,139,162,165,850,561,"1,151","2,345","2,017","2,018","2,752"
2020년07월_남_30~39세,"17,958","1,426","2,256","2,371",287,267,140,144,110,616,401,"1,444","2,032","2,285","1,733","2,446"
2020년07월_남_40~49세,"21,288","2,011","3,336","1,722",405,385,176,242,181,654,434,"1,781","3,219","2,191","1,297","3,254"
2020년07월_남_50~59세,"22,437","2,183","3,687","1,464",686,546,349,421,332,919,653,"1,471","3,036","2,343","1,272","3,075"
2020년07월_남_60~69세,"16,493","1,553","1,999","1,144",733,642,467,463,341,826,530,"1,145","2,202","1,612",861,"1,975"
2020년07월_남_70~79세,"8,404",864,946,548,398,367,277,257,227,348,257,636,"1,089",855,443,892
2020년07월_남_80~89세,"3,103",362,376,208,149,142,121,114,69,95,104,224,407,297,134,301
2020년07월_남_90~99세,225,23,30,15,9,9,8,13,12,7,8,16,31,22,6,16
2020년07월_남_100세 이상,12,2,0,0,4,0,0,0,2,0,0,2,0,1,1,0
2020년07월_여_총인구수,"130,319","12,819","17,352","9,861","2,838","2,740","1,598","1,805","1,484","5,244","3,349","10,368","19,372","15,560","7,354","18,575"
2020년07월_여_연령구간인구수,"130,319","12,819","17,352","9,861","2,838","2,740","1,598","1,805","1,484","5,244","3,349","10,368","19,372","15,560","7,354","18,575"
2020년07월_여_0~9세,"10,252",807,"1,223","1,141",81,75,39,55,43,319,110,"1,038","1,537","1,670",507,"1,607"
2020년07월_여_10~19세,"10,976","1,324","1,788",566,142,122,50,74,49,285,188,920,"2,089","1,134",382,"1,863"
2020년07월_여_20~29세,"16,144","1,674","2,308","1,404",223,204,73,111,101,766,468,986,"2,182","1,789","1,623","2,232"
2020년07월_여_30~39세,"15,559","1,196","1,719","1,847",221,153,72,93,87,595,293,"1,405","2,131","2,343","1,107","2,297"
2020년07월_여_40~49세,"20,304","2,100","3,148","1,269",254,251,96,164,114,715,416,"1,778","3,403","2,342",941,"3,313"
2020년07월_여_50~59세,"22,201","2,059","3,153","1,383",532,535,286,316,279,"1,025",657,"1,590","3,281","2,778","1,160","3,167"
2020년07월_여_60~69세,"17,325","1,680","1,876","1,117",637,604,372,382,351,888,569,"1,358","2,476","1,922",908,"2,185"
2020년07월_여_70~79세,"10,748","1,217","1,301",676,410,451,318,298,254,413,391,860,"1,469","1,069",436,"1,185"
2020년07월_여_80~89세,"5,952",667,760,403,289,300,247,266,174,207,229,373,697,453,254,633
2020년07월_여_90~99세,801,85,69,51,46,43,43,43,32,29,25,53,101,57,34,90
2020년07월_여_100세 이상,57,10,7,4,3,2,2,3,0,2,3,7,6,3,2,3
2020년08월_계_총인구수,"262,300","25,772","36,110","20,924","6,060","5,571","3,363","3,765","3,023","10,151","6,668","20,377","37,073","29,955","16,141","37,347"
2020년08월_계_연령구간인구수,"262,300","25,772","36,110","20,924","6,060","5,571","3,363","3,765","3,023","10,151","6,668","20,377","37,073","29,955","16,141","37,347"
2020년08월_계_0~9세,"20,881","1,735","2,491","2,381",191,146,79,111,88,613,246,"2,104","2,988","3,331","1,072","3,305"
2020년08월_계_10~19세,"22,806","2,776","3,650","1,171",293,254,104,158,115,609,418,"2,016","4,069","2,278",819,"4,076"
2020년08월_계_20~29세,"35,743","3,830","5,312","3,133",536,478,212,272,266,"1,601","1,023","2,114","4,506","3,790","3,660","5,010"
2020년08월_계_30~39세,"33,393","2,617","3,953","4,220",506,421,211,235,194,"1,218",696,"2,849","4,133","4,571","2,824","4,745"
2020년08월_계_40~49세,"41,539","4,102","6,441","3,000",651,628,272,404,291,"1,353",854,"3,548","6,582","4,557","2,249","6,607"
2020년08월_계_50~59세,"44,605","4,240","6,852","2,845","1,209","1,079",633,740,607,"1,938","1,307","3,060","6,299","5,108","2,431","6,257"
2020년08월_계_60~69세,"33,954","3,240","3,904","2,266","1,368","1,245",835,843,693,"1,708","1,102","2,510","4,696","3,560","1,782","4,202"
2020년08월_계_70~79세,"19,177","2,082","2,251","1,229",807,823,595,558,479,767,648,"1,498","2,550","1,924",874,"2,092"
2020년08월_계_80~89세,"9,094","1,034","1,147",607,437,444,368,384,241,307,337,599,"1,110",749,386,944
2020년08월_계_90~99세,"1,040",104,102,68,55,51,52,57,47,35,34,70,134,83,42,106
2020년08월_계_100세 이상,68,12,7,4,7,2,2,3,2,2,3,9,6,4,2,3
2020년08월_남_총인구수,"132,072","12,935","18,795","11,090","3,232","2,837","1,773","1,950","1,542","4,926","3,313","10,027","17,765","14,406","8,780","18,701"
2020년08월_남_연령구간인구수,"132,072","12,935","18,795","11,090","3,232","2,837","1,773","1,950","1,542","4,926","3,313","10,027","17,765","14,406","8,780","18,701"
2020년08월_남_0~9세,"10,653",924,"1,276","1,245",112,73,42,55,45,297,135,"1,066","1,461","1,658",562,"1,702"
