카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2020년01월_남_30~39세,"34,523","3,181","2,770","2,177","1,731","2,140","2,207","2,174","1,854","2,248","1,787","3,512","2,175","1,582","1,104",654,"3,227"
2020년01월_남_40~49세,"38,618","2,947","3,111","2,197","1,820","2,335","2,666","2,105","2,184","2,451","1,946","3,921","2,182","1,714","1,197",608,"5,234"
2020년01월_남_50~59세,"37,212","2,894","3,195","2,371","1,929","2,299","2,925","2,058","1,865","1,639","2,181","3,677","2,161","1,739","1,350",815,"4,114"
2020년01월_남_60~69세,"28,405","2,225","2,438","1,948","1,569","1,673","2,304","1,531","1,322","1,190","1,720","2,709","1,703","1,475","1,119",687,"2,792"
2020년01월_남_70~79세,"16,944","1,382","1,516","1,210",951,988,"1,365","1,002",839,665,"1,091","1,679","1,010",755,650,331,"1,510"
2020년01월_남_80~89세,"5,857",482,586,409,275,368,470,380,278,230,412,540,310,253,209,118,537
2020년01월_남_90~99세,565,38,60,33,36,25,42,33,36,25,36,36,25,35,19,11,75
2020년01월_남_100세 이상,74,5,10,4,1,7,7,7,0,7,5,4,2,4,3,2,6
2020년01월_여_총인구수,"248,286","19,768","21,288","14,946","12,391","15,559","16,855","14,569","13,208","12,971","13,070","25,155","14,562","10,816","8,142","4,410","30,576"
2020년01월_여_연령구간인구수,"248,286","19,768","21,288","14,946","12,391","15,559","16,855","14,569","13,208","12,971","13,070","25,155","14,562","10,816","8,142","4,410","30,576"
2020년01월_여_0~9세,"15,365","1,346","1,300",666,532,864,"1,030",661,798,"1,407",535,"1,558",910,615,424,225,"2,494"
2020년01월_여_10~19세,"19,738","1,245","1,379",955,904,"1,318","1,567",966,"1,153","1,033",855,"1,909","1,085",811,622,260,"3,676"
2020년01월_여_20~29세,"33,776","2,678","2,747","2,121","1,875","2,293","2,283","2,474","1,822","1,276","1,709","3,416","1,951","1,450","1,042",574,"4,065"
2020년01월_여_30~39세,"34,835","3,069","2,933","1,947","1,600","2,106","2,144","2,177","1,878","2,424","1,633","3,680","2,102","1,401","1,056",551,"4,134"
2020년01월_여_40~49세,"39,536","2,946","3,284","2,076","1,810","2,543","2,666","2,166","2,256","2,317","1,891","4,012","2,225","1,710","1,212",570,"5,852"
2020년01월_여_50~59세,"40,056","3,141","3,663","2,708","2,207","2,619","2,851","2,216","1,973","1,711","2,176","4,140","2,439","1,872","1,401",802,"4,137"
2020년01월_여_60~69세,"32,979","2,710","2,927","2,268","1,815","1,970","2,208","1,929","1,664","1,420","2,000","3,315","2,008","1,587","1,237",724,"3,197"
2020년01월_여_70~79세,"21,335","1,758","2,014","1,505","1,168","1,259","1,376","1,353","1,102",927,"1,508","2,138","1,243",900,786,451,"1,847"
2020년01월_여_80~89세,"8,890",723,893,599,394,495,602,533,468,391,658,837,518,405,299,213,862
2020년01월_여_90~99세,"1,447",134,128,92,73,81,116,78,85,55,91,131,71,57,57,37,161
2020년01월_여_100세 이상,329,18,20,9,13,11,12,16,9,10,14,19,10,8,6,3,151
2020년02월_계_총인구수,"479,005","37,964","40,426","29,156","24,194","29,694","33,520","27,505","25,331","25,439","25,673","47,790","28,217","21,620","15,965","8,760","57,751"
2020년02월_계_연령구간인구수,"479,005","37,964","40,426","29,156","24,194","29,694","33,520","27,505","25,331","25,439","25,673","47,790","28,217","21,620","15,965","8,760","57,751"
2020년02월_계_0~9세,"31,174","2,687","2,611","1,302","1,136","1,793","2,067","1,326","1,642","2,907","1,100","3,099","1,760","1,270",828,465,"5,181"
2020년02월_계_10~19세,"40,161","2,508","2,846","1,988","1,830","2,605","2,961","1,814","2,445","2,147","1,775","3,760","2,251","1,839","1,324",568,"7,500"
2020년02월_계_20~29세,"65,999","5,087","5,443","4,336","3,833","4,425","4,531","4,624","3,381","2,602","3,612","6,619","4,004","3,019","2,130","1,193","7,160"
2020년02월_계_30~39세,"69,081","6,232","5,666","4,104","3,329","4,176","4,307","4,313","3,744","4,685","3,433","7,160","4,268","2,977","2,148","1,185","7,354"
2020년02월_계_40~49세,"78,112","5,906","6,363","4,250","3,622","4,886","5,362","4,271","4,451","4,787","3,819","7,905","4,404","3,415","2,399","1,177","11,095"
2020년02월_계_50~59세,"77,142","6,037","6,846","5,078","4,134","4,901","5,745","4,263","3,844","3,347","4,370","7,780","4,594","3,612","2,727","1,609","8,255"
2020년02월_계_60~69세,"61,682","4,946","5,416","4,220","3,398","3,653","4,534","3,476","2,990","2,630","3,728","6,079","3,740","3,066","2,370","1,395","6,041"
2020년02월_계_70~79세,"38,333","3,144","3,525","2,718","2,109","2,254","2,756","2,363","1,952","1,602","2,612","3,801","2,257","1,655","1,446",782,"3,357"
2020년02월_계_80~89세,"14,880","1,218","1,491","1,017",678,872,"1,079",925,753,630,"1,075","1,393",832,664,509,334,"1,410"
2020년02월_계_90~99세,"2,034",176,187,130,110,111,159,108,120,84,130,170,96,91,75,47,240
2020년02월_계_100세 이상,407,23,32,13,15,18,19,22,9,18,19,24,11,12,9,5,158
2020년02월_남_총인구수,"230,767","18,195","19,176","14,194","11,820","14,169","16,693","12,918","12,121","12,428","12,584","22,684","13,669","10,813","7,821","4,385","27,097"
2020년02월_남_연령구간인구수,"230,767","18,195","19,176","14,194","11,820","14,169","16,693","12,918","12,121","12,428","12,584","22,684","13,669","10,813","7,821","4,385","27,097"
2020년02월_남_0~9세,"15,956","1,345","1,329",640,606,931,"1,048",684,859,"1,497",570,"1,567",865,670,413,243,"2,689"
2020년02월_남_10~19세,"20,507","1,275","1,487","1,036",935,"1,293","1,395",853,"1,303","1,117",918,"1,879","1,166","1,025",704,312,"3,809"
2020년02월_남_20~29세,"32,110","2,414","2,684","2,189","1,956","2,127","2,265","2,109","1,563","1,326","1,872","3,207","2,049","1,568","1,073",628,"3,080"
2020년02월_남_30~39세,"34,358","3,165","2,754","2,168","1,728","2,108","2,188","2,146","1,859","2,247","1,798","3,490","2,177","1,579","1,091",640,"3,220"
2020년02월_남_40~49세,"38,627","2,959","3,103","2,191","1,821","2,344","2,676","2,109","2,186","2,465","1,944","3,905","2,182","1,704","1,194",608,"5,236"
2020년02월_남_50~59세,"37,180","2,903","3,196","2,357","1,935","2,294","2,920","2,049","1,875","1,633","2,195","3,651","2,160","1,745","1,332",810,"4,125"
2020년02월_남_60~69세,"28,506","2,227","2,454","1,947","1,576","1,674","2,304","1,540","1,313","1,207","1,730","2,728","1,721","1,475","1,131",678,"2,801"
2020년02월_남_70~79세,"16,968","1,379","1,505","1,216",942,989,"1,374","1,006",845,674,"1,101","1,673","1,010",756,653,332,"1,513"
2020년02월_남_80~89세,"5,910",483,593,412,283,375,472,385,282,228,415,545,312,252,210,121,542
2020년02월_남_90~99세,570,40,60,34,37,27,44,30,36,27,36,35,25,35,17,11,76
2020년02월_남_100세 이상,75,5,11,4,1,7,7,7,0,7,5,4,2,4,3,2,6
2020년02월_여_총인구수,"248,238","19,769","21,250","14,962","12,374","15,525","16,827","14,587","13,210","13,011","13,089","25,106","14,548","10,807","8,144","4,375","30,654"
2020년02월_여_연령구간인구수,"248,238","19,769","21,250","14,962","12,374","15,525","16,827","14,587","13,210","13,011","13,089","25,106","14,548","10,807","8,144","4,375","30,654"
2020년02월_여_0~9세,"15,218","1,342","1,282",662,530,862,"1,019",642,783,"1,410",530,"1,532",895,600,415,222,"2,492"
2020년02월_여_10~19세,"19,654","1,233","1,359",952,895,"1,312","1,566",961,"1,142","1,030",857,"1,881","1,085",814,620,256,"3,691"
2020년02월_여_20~29세,"33,889","2,673","2,759","2,147","1,877","2,298","2,266","2,515","1,818","1,276","1,740","3,412","1,955","1,451","1,057",565,"4,080"
2020년02월_여_30~39세,"34,723","3,067","2,912","1,936","1,601","2,068","2,119","2,167","1,885","2,438","1,635","3,670","2,091","1,398","1,057",545,"4,134"
2020년02월_여_40~49세,"39,485","2,947","3,260","2,059","1,801","2,542","2,686","2,162","2,265","2,322","1,875","4,000","2,222","1,711","1,205",569,"5,859"
2020년02월_여_50~59세,"39,962","3,134","3,650","2,721","2,199","2,607","2,825","2,214","1,969","1,714","2,175","4,129","2,434","1,867","1,395",799,"4,130"
2020년02월_여_60~69세,"33,176","2,719","2,962","2,273","1,822","1,979","2,230","1,936","1,677","1,423","1,998","3,351","2,019","1,591","1,239",717,"3,240"
2020년02월_여_70~79세,"21,365","1,765","2,020","1,502","1,167","1,265","1,382","1,357","1,107",928,"1,511","2,128","1,247",899,793,450,"1,844"
2020년02월_여_80~89세,"8,970",735,898,605,395,497,607,540,471,402,660,848,520,412,299,213,868
2020년02월_여_90~99세,"1,464",136,127,96,73,84,115,78,84,57,94,135,71,56,58,36,164
2020년02월_여_100세 이상,332,18,21,9,14,11,12,15,9,11,14,20,9,8,6,3,152
2020년03월_계_총인구수,"478,019","37,974","40,310","28,988","24,080","29,621","33,432","27,430","25,251","25,605","25,573","47,680","28,154","21,538","15,858","8,740","57,785"
2020년03월_계_연령구간인구수,"478,019","37,974","40,310","28,988","24,080","29,621","33,432","27,430","25,251","25,605","25,573","47,680","28,154","21,538","15,858","8,740","57,785"
2020년03월_계_0~9세,"30,889","2,670","2,568","1,283","1,119","1,761","2,036","1,300","1,622","2,924","1,086","3,060","1,752","1,266",825,459,"5,158"
2020년03월_계_10~19세,"39,917","2,510","2,849","1,965","1,798","2,578","2,941","1,812","2,417","2,160","1,735","3,749","2,238","1,819","1,295",570,"7,481"
2020년03월_계_20~29세,"66,182","5,109","5,451","4,337","3,831","4,466","4,520","4,628","3,398","2,642","3,628","6,647","4,010","2,998","2,121","1,194","7,202"
2020년03월_계_30~39세,"68,647","6,221","5,621","4,043","3,297","4,166","4,286","4,298","3,710","4,718","3,411","7,066","4,235","2,959","2,108","1,173","7,335"
2020년03월_계_40~49세,"77,681","5,901","6,322","4,184","3,603","4,843","5,318","4,259","4,431","4,796","3,790","7,872","4,402","3,385","2,372","1,174","11,029"
2020년03월_계_50~59세,"76,951","6,039","6,818","5,047","4,107","4,910","5,733","4,210","3,832","3,355","4,337","7,766","4,589","3,606","2,705","1,599","8,298"
2020년03월_계_60~69세,"61,966","4,953","5,439","4,245","3,401","3,638","4,576","3,485","2,990","2,652","3,736","6,113","3,754","3,091","2,395","1,407","6,091"
2020년03월_계_70~79세,"38,381","3,149","3,517","2,723","2,120","2,257","2,754","2,371","1,965","1,619","2,616","3,807","2,241","1,649","1,447",777,"3,369"
2020년03월_계_80~89세,"14,960","1,219","1,504","1,021",683,874,"1,087",934,758,636,"1,083","1,403",826,664,509,335,"1,424"
2020년03월_계_90~99세,"2,035",181,188,127,106,110,162,111,119,84,132,172,96,89,72,47,239
2020년03월_계_100세 이상,410,22,33,13,15,18,19,22,9,19,19,25,11,12,9,5,159
2020년03월_남_총인구수,"230,147","18,179","19,109","14,113","11,749","14,103","16,648","12,867","12,046","12,476","12,539","22,611","13,637","10,773","7,797","4,368","27,132"
2020년03월_남_연령구간인구수,"230,147","18,179","19,109","14,113","11,749","14,103","16,648","12,867","12,046","12,476","12,539","22,611","13,637","10,773","7,797","4,368","27,132"
2020년03월_남_0~9세,"15,809","1,336","1,310",632,594,911,"1,035",667,849,"1,508",564,"1,548",864,665,410,238,"2,678"
2020년03월_남_10~19세,"20,390","1,271","1,485","1,023",917,"1,283","1,386",852,"1,285","1,135",905,"1,867","1,156","1,013",693,314,"3,805"
2020년03월_남_20~29세,"32,109","2,422","2,682","2,184","1,955","2,132","2,257","2,095","1,551","1,338","1,871","3,214","2,058","1,553","1,067",625,"3,105"
2020년03월_남_30~39세,"34,177","3,155","2,745","2,145","1,703","2,098","2,188","2,147","1,846","2,241","1,790","3,446","2,158","1,567","1,086",630,"3,232"
2020년03월_남_40~49세,"38,394","2,959","3,080","2,151","1,810","2,326","2,652","2,096","2,172","2,457","1,937","3,895","2,178","1,700","1,183",606,"5,192"
2020년03월_남_50~59세,"37,073","2,882","3,181","2,341","1,923","2,301","2,905","2,033","1,863","1,639","2,182","3,641","2,153","1,744","1,327",803,"4,155"
2020년03월_남_60~69세,"28,603","2,238","2,458","1,967","1,575","1,660","2,322","1,537","1,309","1,213","1,730","2,736","1,727","1,486","1,145",684,"2,816"
2020년03월_남_70~79세,"17,001","1,379","1,506","1,221",953,982,"1,378","1,014",852,681,"1,106","1,674",998,750,654,334,"1,519"
2020년03월_남_80~89세,"5,939",490,592,410,283,376,473,388,282,228,414,550,317,257,212,121,546
2020년03월_남_90~99세,575,42,59,35,35,27,44,31,37,29,35,36,26,34,17,11,77
2020년03월_남_100세 이상,77,5,11,4,1,7,8,7,0,7,5,4,2,4,3,2,7
2020년03월_여_총인구수,"247,872","19,795","21,201","14,875","12,331","15,518","16,784","14,563","13,205","13,129","13,034","25,069","14,517","10,765","8,061","4,372","30,653"
2020년03월_여_연령구간인구수,"247,872","19,795","21,201","14,875","12,331","15,518","16,784","14,563","13,205","13,129","13,034","25,069","14,517","10,765","8,061","4,372","30,653"
2020년03월_여_0~9세,"15,080","1,334","1,258",651,525,850,"1,001",633,773,"1,416",522,"1,512",888,601,415,221,"2,480"
2020년03월_여_10~19세,"19,527","1,239","1,364",942,881,"1,295","1,555",960,"1,132","1,025",830,"1,882","1,082",806,602,256,"3,676"
2020년03월_여_20~29세,"34,073","2,687","2,769","2,153","1,876","2,334","2,263","2,533","1,847","1,304","1,757","3,433","1,952","1,445","1,054",569,"4,097"
2020년03월_여_30~39세,"34,470","3,066","2,876","1,898","1,594","2,068","2,098","2,151","1,864","2,477","1,621","3,620","2,077","1,392","1,022",543,"4,103"
2020년03월_여_40~49세,"39,287","2,942","3,242","2,033","1,793","2,517","2,666","2,163","2,259","2,339","1,853","3,977","2,224","1,685","1,189",568,"5,837"
2020년03월_여_50~59세,"39,878","3,157","3,637","2,706","2,184","2,609","2,828","2,177","1,969","1,716","2,155","4,125","2,436","1,862","1,378",796,"4,143"
2020년03월_여_60~69세,"33,363","2,715","2,981","2,278","1,826","1,978","2,254","1,948","1,681","1,439","2,006","3,377","2,027","1,605","1,250",723,"3,275"
2020년03월_여_70~79세,"21,380","1,770","2,011","1,502","1,167","1,275","1,376","1,357","1,113",938,"1,510","2,133","1,243",899,793,443,"1,850"
2020년03월_여_80~89세,"9,021",729,912,611,400,498,614,546,476,408,669,853,509,407,297,214,878
2020년03월_여_90~99세,"1,460",139,129,92,71,83,118,80,82,55,97,136,70,55,55,36,162
2020년03월_여_100세 이상,333,17,22,9,14,11,11,15,9,12,14,21,9,8,6,3,152
2020년04월_계_총인구수,"477,973","37,970","40,281","28,944","23,923","29,522","33,349","27,377","25,118","26,690","25,621","47,534","28,031","21,436","15,780","8,714","57,683"
2020년04월_계_연령구간인구수,"477,973","37,970","40,281","28,944","23,923","29,522","33,349","27,377","25,118","26,690","25,621","47,534","28,031","21,436","15,780","8,714","57,683"
2020년04월_계_0~9세,"30,744","2,646","2,548","1,265","1,097","1,744","2,001","1,279","1,595","3,165","1,069","3,006","1,733","1,232",803,462,"5,099"
2020년04월_계_10~19세,"39,795","2,496","2,836","1,961","1,769","2,565","2,940","1,799","2,377","2,221","1,745","3,753","2,214","1,797","1,284",564,"7,474"
2020년04월_계_20~29세,"66,213","5,111","5,453","4,341","3,801","4,444","4,507","4,640","3,399","2,714","3,646","6,638","3,997","2,994","2,125","1,191","7,212"
2020년04월_계_30~39세,"68,708","6,224","5,626","4,026","3,255","4,132","4,275","4,277","3,705","5,019","3,449","7,011","4,209","2,948","2,100","1,177","7,275"
2020년04월_계_40~49세,"77,439","5,865","6,288","4,165","3,553","4,829","5,296","4,242","4,398","4,996","3,764","7,837","4,369","3,346","2,345","1,150","10,996"
2020년04월_계_50~59세,"76,944","6,063","6,813","5,044","4,109","4,893","5,724","4,206","3,818","3,439","4,343","7,734","4,582","3,588","2,687","1,592","8,309"
2020년04월_계_60~69세,"62,167","4,986","5,452","4,238","3,414","3,644","4,584","3,495","2,982","2,727","3,750","6,148","3,752","3,098","2,386","1,414","6,097"
2020년04월_계_70~79세,"38,455","3,165","3,526","2,740","2,121","2,262","2,754","2,361","1,957","1,656","2,613","3,792","2,231","1,662","1,455",777,"3,383"
2020년04월_계_80~89세,"15,054","1,216","1,519","1,022",683,878,"1,086",946,758,648,"1,088","1,417",840,671,514,334,"1,434"
2020년04월_계_90~99세,"2,042",176,187,129,106,113,163,110,120,85,135,173,94,88,72,48,243
2020년04월_계_100세 이상,412,22,33,13,15,18,19,22,9,20,19,25,10,12,9,5,161
2020년04월_남_총인구수,"230,057","18,177","19,091","14,099","11,667","14,054","16,621","12,815","11,962","12,999","12,562","22,541","13,580","10,732","7,741","4,353","27,063"
2020년04월_남_연령구간인구수,"230,057","18,177","19,091","14,099","11,667","14,054","16,621","12,815","11,962","12,999","12,562","22,541","13,580","10,732","7,741","4,353","27,063"
2020년04월_남_0~9세,"15,757","1,331","1,303",629,583,906,"1,012",658,845,"1,637",559,"1,511",849,643,401,243,"2,647"
2020년04월_남_10~19세,"20,304","1,263","1,479","1,011",901,"1,273","1,395",848,"1,253","1,160",905,"1,880","1,148","1,000",679,311,"3,798"
2020년04월_남_20~29세,"32,098","2,411","2,684","2,188","1,938","2,140","2,252","2,077","1,541","1,359","1,881","3,211","2,061","1,557","1,067",623,"3,108"
2020년04월_남_30~39세,"34,204","3,158","2,750","2,145","1,686","2,063","2,184","2,134","1,840","2,394","1,814","3,427","2,139","1,566","1,077",631,"3,196"
2020년04월_남_40~49세,"38,263","2,935","3,048","2,141","1,784","2,330","2,647","2,080","2,156","2,568","1,925","3,875","2,163","1,685","1,167",590,"5,169"
2020년04월_남_50~59세,"37,058","2,899","3,179","2,339","1,927","2,286","2,907","2,030","1,855","1,670","2,182","3,621","2,148","1,733","1,320",799,"4,163"
2020년04월_남_60~69세,"28,698","2,250","2,473","1,965","1,578","1,661","2,319","1,546","1,307","1,240","1,733","2,747","1,732","1,496","1,137",688,"2,826"
2020년04월_남_70~79세,"17,030","1,390","1,507","1,232",951,981,"1,377","1,012",846,700,"1,106","1,672",990,753,659,333,"1,521"
2020년04월_남_80~89세,"5,992",492,599,410,283,377,476,393,281,236,417,555,325,263,215,121,549
2020년04월_남_90~99세,577,43,58,35,35,30,44,30,38,28,35,38,24,32,16,12,79
2020년04월_남_100세 이상,76,5,11,4,1,7,8,7,0,7,5,4,1,4,3,2,7
2020년04월_여_총인구수,"247,916","19,793","21,190","14,845","12,256","15,468","16,728","14,562","13,156","13,691","13,059","24,993","14,451","10,704","8,039","4,361","30,620"
2020년04월_여_연령구간인구수,"247,916","19,793","21,190","14,845","12,256","15,468","16,728","14,562","13,156","13,691","13,059","24,993","14,451","10,704","8,039","4,361","30,620"
2020년04월_여_0~9세,"14,987","1,315","1,245",636,514,838,989,621,750,"1,528",510,"1,495",884,589,402,219,"2,452"
2020년04월_여_10~19세,"19,491","1,233","1,357",950,868,"1,292","1,545",951,"1,124","1,061",840,"1,873","1,066",797,605,253,"3,676"
2020년04월_여_20~29세,"34,115","2,700","2,769","2,153","1,863","2,304","2,255","2,563","1,858","1,355","1,765","3,427","1,936","1,437","1,058",568,"4,104"
2020년04월_여_30~39세,"34,504","3,066","2,876","1,881","1,569","2,069","2,091","2,143","1,865","2,625","1,635","3,584","2,070","1,382","1,023",546,"4,079"
2020년04월_여_40~49세,"39,176","2,930","3,240","2,024","1,769","2,499","2,649","2,162","2,242","2,428","1,839","3,962","2,206","1,661","1,178",560,"5,827"
2020년04월_여_50~59세,"39,886","3,164","3,634","2,705","2,182","2,607","2,817","2,176","1,963","1,769","2,161","4,113","2,434","1,855","1,367",793,"4,146"
2020년04월_여_60~69세,"33,469","2,736","2,979","2,273","1,836","1,983","2,265","1,949","1,675","1,487","2,017","3,401","2,020","1,602","1,249",726,"3,271"
2020년04월_여_70~79세,"21,425","1,775","2,019","1,508","1,170","1,281","1,377","1,349","1,111",956,"1,507","2,120","1,241",909,796,444,"1,862"
2020년04월_여_80~89세,"9,062",724,920,612,400,501,610,553,477,412,671,862,515,408,299,213,885
2020년04월_여_90~99세,"1,465",133,129,94,71,83,119,80,82,57,100,135,70,56,56,36,164
2020년04월_여_100세 이상,336,17,22,9,14,11,11,15,9,13,14,21,9,8,6,3,154
2020년05월_계_총인구수,"478,029","37,885","40,188","28,859","23,820","29,456","33,268","27,431","25,528","27,267","25,557","47,443","27,973","21,343","15,722","8,667","57,622"
2020년05월_계_연령구간인구수,"478,029","37,885","40,188","28,859","23,820","29,456","33,268","27,431","25,528","27,267","25,557","47,443","27,973","21,343","15,722","8,667","57,622"
2020년05월_계_0~9세,"30,614","2,631","2,530","1,245","1,087","1,732","1,991","1,263","1,628","3,239","1,057","2,981","1,721","1,211",788,453,"5,057"
2020년05월_계_10~19세,"39,616","2,478","2,801","1,944","1,742","2,537","2,916","1,790","2,391","2,275","1,725","3,732","2,187","1,781","1,281",557,"7,479"
2020년05월_계_20~29세,"66,251","5,071","5,473","4,341","3,801","4,434","4,491","4,705","3,468","2,761","3,633","6,594","3,995","3,005","2,113","1,184","7,182"
2020년05월_계_30~39세,"68,701","6,240","5,599","3,994","3,218","4,111","4,259","4,279","3,806","5,109","3,445","7,017","4,211","2,926","2,094","1,163","7,230"
2020년05월_계_40~49세,"77,244","5,850","6,233","4,130","3,532","4,831","5,290","4,243","4,420","5,114","3,749","7,794","4,324","3,308","2,319","1,141","10,966"
2020년05월_계_50~59세,"77,058","6,049","6,808","5,031","4,081","4,872","5,720","4,213","3,907","3,540","4,332","7,727","4,574","3,576","2,683","1,593","8,352"
2020년05월_계_60~69세,"62,297","4,968","5,464","4,266","3,409","3,656","4,567","3,485","3,032","2,783","3,742","6,160","3,759","3,088","2,392","1,415","6,111"
2020년05월_계_70~79세,"38,614","3,188","3,520","2,745","2,142","2,264","2,762","2,371","1,977","1,676","2,624","3,805","2,253","1,671","1,447",776,"3,393"
2020년05월_계_80~89세,"15,162","1,208","1,534","1,023",686,888,"1,093",950,769,662,"1,098","1,432",841,679,522,334,"1,443"
2020년05월_계_90~99세,"2,059",179,193,128,108,112,159,110,121,88,133,176,98,86,74,46,248
2020년05월_계_100세 이상,413,23,33,12,14,19,20,22,9,20,19,25,10,12,9,5,161
2020년05월_남_총인구수,"230,062","18,123","19,039","14,072","11,621","14,025","16,568","12,838","12,150","13,272","12,522","22,510","13,565","10,681","7,703","4,328","27,045"
2020년05월_남_연령구간인구수,"230,062","18,123","19,039","14,072","11,621","14,025","16,568","12,838","12,150","13,272","12,522","22,510","13,565","10,681","7,703","4,328","27,045"
2020년05월_남_0~9세,"15,701","1,325","1,296",625,581,894,"1,006",654,862,"1,676",553,"1,499",845,631,390,240,"2,624"
2020년05월_남_10~19세,"20,216","1,250","1,460",999,890,"1,265","1,386",842,"1,261","1,180",896,"1,870","1,143",991,678,304,"3,801"
2020년05월_남_20~29세,"32,093","2,405","2,701","2,189","1,934","2,133","2,239","2,095","1,562","1,379","1,871","3,187","2,053","1,565","1,059",622,"3,099"
2020년05월_남_30~39세,"34,181","3,135","2,730","2,134","1,670","2,051","2,180","2,138","1,896","2,442","1,815","3,428","2,146","1,545","1,070",620,"3,181"
2020년05월_남_40~49세,"38,209","2,940","3,027","2,128","1,778","2,333","2,648","2,075","2,171","2,619","1,922","3,862","2,136","1,676","1,150",587,"5,157"
2020년05월_남_50~59세,"37,077","2,898","3,168","2,335","1,906","2,278","2,894","2,035","1,894","1,725","2,165","3,622","2,150","1,722","1,316",797,"4,172"
2020년05월_남_60~69세,"28,767","2,231","2,476","1,981","1,583","1,671","2,310","1,547","1,322","1,265","1,729","2,751","1,727","1,489","1,143",692,"2,850"
2020년05월_남_70~79세,"17,088","1,399","1,506","1,228",956,983,"1,373","1,014",853,709,"1,106","1,688","1,010",753,657,332,"1,521"
2020년05월_남_80~89세,"6,072",490,604,415,287,380,482,401,290,243,423,560,329,274,220,120,554
2020년05월_남_90~99세,580,45,60,34,35,29,41,30,39,27,37,39,25,31,17,12,79
2020년05월_남_100세 이상,78,5,11,4,1,8,9,7,0,7,5,4,1,4,3,2,7
