카테고리,서울특별시 강북구,서울특별시 강북구 삼양동,서울특별시 강북구 미아동,서울특별시 강북구 송중동,서울특별시 강북구 송천동,서울특별시 강북구 삼각산동,서울특별시 강북구 번1동,서울특별시 강북구 번2동,서울특별시 강북구 번3동,서울특별시 강북구 수유1동,서울특별시 강북구 수유2동,서울특별시 강북구 수유3동,서울특별시 강북구 우이동,서울특별시 강북구 인수동
2020년02월_계_60~69세,"44,543","3,653","3,222","4,401","4,477","3,218","2,546","2,647","2,630","3,164","3,191","3,330","3,172","4,892"
2020년02월_계_70~79세,"29,674","2,253","2,054","2,770","2,804","1,951","1,749","1,973","2,482","1,982","2,148","2,149","2,171","3,188"
2020년02월_계_80~89세,"10,791",809,781,938,"1,040",750,569,640,686,778,898,761,868,"1,273"
2020년02월_계_90~99세,"1,428",123,93,122,131,97,84,70,80,107,113,94,139,175
2020년02월_계_100세 이상,236,30,9,26,21,25,7,6,11,36,5,14,30,16
2020년02월_남_총인구수,"152,857","12,545","10,688","14,822","13,979","15,699","9,564","8,248","8,508","10,616","10,484","11,833","10,289","15,582"
2020년02월_남_연령구간인구수,"152,857","12,545","10,688","14,822","13,979","15,699","9,564","8,248","8,508","10,616","10,484","11,833","10,289","15,582"
2020년02월_남_0~9세,"8,870",750,473,840,643,"1,669",396,416,548,548,586,463,640,898
2020년02월_남_10~19세,"12,006","1,075",739,"1,076",881,"2,121",625,630,731,735,809,657,770,"1,157"
2020년02월_남_20~29세,"21,298","1,680","1,629","2,075","1,936","1,710","1,574","1,128","1,050","1,574","1,493","2,050","1,313","2,086"
2020년02월_남_30~39세,"21,256","1,662","1,578","2,222","1,891","1,854","1,527","1,089",964,"1,556","1,382","1,950","1,415","2,166"
2020년02월_남_40~49세,"24,969","1,999","1,640","2,476","2,162","3,295","1,581","1,328","1,451","1,648","1,611","1,810","1,568","2,400"
2020년02월_남_50~59세,"26,045","2,263","1,854","2,439","2,621","2,458","1,601","1,415","1,350","1,813","1,824","2,046","1,714","2,647"
2020년02월_남_60~69세,"20,768","1,722","1,530","2,028","2,171","1,505","1,222","1,195","1,148","1,488","1,486","1,534","1,491","2,248"
2020년02월_남_70~79세,"12,951","1,041",912,"1,240","1,220",803,780,797,984,904,911,981,947,"1,431"
2020년02월_남_80~89세,"4,238",307,306,382,407,254,235,234,261,313,349,311,379,500
2020년02월_남_90~99세,397,36,26,33,42,22,22,13,20,33,32,29,44,45
2020년02월_남_100세 이상,59,10,1,11,5,8,1,3,1,4,1,2,8,4
2020년02월_여_총인구수,"160,432","12,652","11,551","15,932","14,075","16,927","9,632","8,687","9,521","10,853","11,291","11,827","10,882","16,602"
2020년02월_여_연령구간인구수,"160,432","12,652","11,551","15,932","14,075","16,927","9,632","8,687","9,521","10,853","11,291","11,827","10,882","16,602"
2020년02월_여_0~9세,"8,297",688,429,784,602,"1,516",369,376,503,560,556,473,564,877
2020년02월_여_10~19세,"11,307","1,007",681,"1,111",896,"2,028",537,544,732,683,701,553,698,"1,136"
2020년02월_여_20~29세,"22,022","1,552","2,105","2,221","1,829","1,750","1,713","1,046","1,031","1,573","1,607","2,107","1,396","2,092"
2020년02월_여_30~39세,"19,210","1,493","1,377","2,098","1,607","2,165","1,361",868,923,"1,306","1,214","1,605","1,236","1,957"
2020년02월_여_40~49세,"23,858","1,943","1,545","2,357","1,922","3,515","1,429","1,274","1,380","1,444","1,598","1,583","1,532","2,336"
2020년02월_여_50~59세,"27,479","2,217","2,030","2,798","2,591","2,504","1,528","1,485","1,477","1,962","2,039","2,015","1,945","2,888"
2020년02월_여_60~69세,"23,775","1,931","1,692","2,373","2,306","1,713","1,324","1,452","1,482","1,676","1,705","1,796","1,681","2,644"
2020년02월_여_70~79세,"16,723","1,212","1,142","1,530","1,584","1,148",969,"1,176","1,498","1,078","1,237","1,168","1,224","1,757"
2020년02월_여_80~89세,"6,553",502,475,556,633,496,334,406,425,465,549,450,489,773
2020년02월_여_90~99세,"1,031",87,67,89,89,75,62,57,60,74,81,65,95,130
2020년02월_여_100세 이상,177,20,8,15,16,17,6,3,10,32,4,12,22,12
2020년03월_계_총인구수,"312,985","25,143","22,276","30,702","28,002","32,538","19,231","16,901","18,007","21,470","21,790","23,673","21,145","32,107"
2020년03월_계_연령구간인구수,"312,985","25,143","22,276","30,702","28,002","32,538","19,231","16,901","18,007","21,470","21,790","23,673","21,145","32,107"
2020년03월_계_0~9세,"17,037","1,429",893,"1,616","1,225","3,175",772,780,"1,034","1,113","1,138",916,"1,189","1,757"
2020년03월_계_10~19세,"23,182","2,070","1,430","2,158","1,754","4,105","1,157","1,180","1,453","1,423","1,512","1,214","1,449","2,277"
2020년03월_계_20~29세,"43,426","3,214","3,744","4,317","3,783","3,470","3,325","2,169","2,072","3,145","3,102","4,175","2,714","4,196"
2020년03월_계_30~39세,"40,231","3,142","2,954","4,295","3,439","3,985","2,880","1,930","1,870","2,862","2,593","3,542","2,656","4,083"
2020년03월_계_40~49세,"48,619","3,913","3,187","4,805","4,088","6,778","2,989","2,587","2,815","3,079","3,209","3,387","3,070","4,712"
2020년03월_계_50~59세,"53,437","4,471","3,877","5,223","5,199","4,962","3,142","2,907","2,826","3,747","3,854","4,061","3,656","5,512"
2020년03월_계_60~69세,"44,717","3,681","3,245","4,417","4,482","3,222","2,544","2,647","2,655","3,193","3,200","3,338","3,197","4,896"
2020년03월_계_70~79세,"29,719","2,247","2,056","2,776","2,826","1,964","1,752","1,977","2,498","1,975","2,154","2,147","2,165","3,182"
2020년03월_계_80~89세,"10,932",819,785,949,"1,053",760,580,647,688,787,908,783,879,"1,294"
2020년03월_계_90~99세,"1,447",127,96,119,132,93,83,71,86,109,115,96,140,180
2020년03월_계_100세 이상,238,30,9,27,21,24,7,6,10,37,5,14,30,18
2020년03월_남_총인구수,"152,747","12,530","10,704","14,777","13,960","15,679","9,580","8,237","8,510","10,628","10,474","11,824","10,310","15,534"
2020년03월_남_연령구간인구수,"152,747","12,530","10,704","14,777","13,960","15,679","9,580","8,237","8,510","10,628","10,474","11,824","10,310","15,534"
2020년03월_남_0~9세,"8,820",737,478,834,638,"1,667",396,415,537,554,582,450,639,893
2020년03월_남_10~19세,"11,934","1,073",742,"1,056",871,"2,092",620,630,738,740,803,663,760,"1,146"
2020년03월_남_20~29세,"21,355","1,669","1,631","2,083","1,947","1,718","1,603","1,131","1,049","1,578","1,486","2,057","1,314","2,089"
2020년03월_남_30~39세,"21,150","1,655","1,574","2,206","1,852","1,856","1,517","1,072",961,"1,562","1,388","1,939","1,420","2,148"
2020년03월_남_40~49세,"24,875","1,992","1,636","2,456","2,174","3,275","1,575","1,322","1,437","1,646","1,609","1,801","1,556","2,396"
2020년03월_남_50~59세,"26,037","2,270","1,850","2,438","2,615","2,471","1,604","1,422","1,347","1,800","1,812","2,042","1,733","2,633"
2020년03월_남_60~69세,"20,822","1,727","1,543","2,035","2,172","1,501","1,218","1,193","1,169","1,491","1,490","1,542","1,500","2,241"
2020년03월_남_70~79세,"12,981","1,042",912,"1,237","1,236",812,784,797,987,903,917,979,952,"1,423"
2020년03월_남_80~89세,"4,309",318,311,388,408,259,240,239,262,316,354,317,383,514
2020년03월_남_90~99세,404,37,26,33,42,20,22,13,22,34,32,32,45,46
2020년03월_남_100세 이상,60,10,1,11,5,8,1,3,1,4,1,2,8,5
2020년03월_여_총인구수,"160,238","12,613","11,572","15,925","14,042","16,859","9,651","8,664","9,497","10,842","11,316","11,849","10,835","16,573"
2020년03월_여_연령구간인구수,"160,238","12,613","11,572","15,925","14,042","16,859","9,651","8,664","9,497","10,842","11,316","11,849","10,835","16,573"
2020년03월_여_0~9세,"8,217",692,415,782,587,"1,508",376,365,497,559,556,466,550,864
2020년03월_여_10~19세,"11,248",997,688,"1,102",883,"2,013",537,550,715,683,709,551,689,"1,131"
2020년03월_여_20~29세,"22,071","1,545","2,113","2,234","1,836","1,752","1,722","1,038","1,023","1,567","1,616","2,118","1,400","2,107"
2020년03월_여_30~39세,"19,081","1,487","1,380","2,089","1,587","2,129","1,363",858,909,"1,300","1,205","1,603","1,236","1,935"
2020년03월_여_40~49세,"23,744","1,921","1,551","2,349","1,914","3,503","1,414","1,265","1,378","1,433","1,600","1,586","1,514","2,316"
2020년03월_여_50~59세,"27,400","2,201","2,027","2,785","2,584","2,491","1,538","1,485","1,479","1,947","2,042","2,019","1,923","2,879"
2020년03월_여_60~69세,"23,895","1,954","1,702","2,382","2,310","1,721","1,326","1,454","1,486","1,702","1,710","1,796","1,697","2,655"
2020년03월_여_70~79세,"16,738","1,205","1,144","1,539","1,590","1,152",968,"1,180","1,511","1,072","1,237","1,168","1,213","1,759"
2020년03월_여_80~89세,"6,623",501,474,561,645,501,340,408,426,471,554,466,496,780
2020년03월_여_90~99세,"1,043",90,70,86,90,73,61,58,64,75,83,64,95,134
2020년03월_여_100세 이상,178,20,8,16,16,16,6,3,9,33,4,12,22,13
2020년04월_계_총인구수,"312,691","25,100","22,263","30,682","27,898","32,533","19,246","16,890","17,993","21,461","21,724","23,731","21,115","32,055"
2020년04월_계_연령구간인구수,"312,691","25,100","22,263","30,682","27,898","32,533","19,246","16,890","17,993","21,461","21,724","23,731","21,115","32,055"
2020년04월_계_0~9세,"16,918","1,422",882,"1,617","1,207","3,169",759,767,"1,037","1,105","1,133",907,"1,176","1,737"
2020년04월_계_10~19세,"23,034","2,075","1,409","2,142","1,740","4,088","1,154","1,163","1,447","1,411","1,496","1,204","1,447","2,258"
2020년04월_계_20~29세,"43,427","3,207","3,757","4,303","3,764","3,487","3,333","2,194","2,055","3,133","3,085","4,233","2,692","4,184"
2020년04월_계_30~39세,"40,093","3,112","2,938","4,282","3,399","3,987","2,881","1,933","1,873","2,854","2,567","3,535","2,656","4,076"
2020년04월_계_40~49세,"48,474","3,883","3,188","4,787","4,078","6,766","2,996","2,570","2,794","3,082","3,197","3,383","3,071","4,679"
2020년04월_계_50~59세,"53,412","4,497","3,871","5,225","5,165","4,963","3,151","2,919","2,822","3,739","3,837","4,070","3,657","5,496"
2020년04월_계_60~69세,"44,852","3,683","3,255","4,446","4,500","3,224","2,541","2,638","2,676","3,209","3,213","3,335","3,202","4,930"
2020년04월_계_70~79세,"29,767","2,248","2,065","2,777","2,825","1,977","1,747","1,974","2,503","1,981","2,160","2,160","2,155","3,195"
2020년04월_계_80~89세,"11,017",810,792,955,"1,064",751,596,654,692,801,916,797,891,"1,298"
2020년04월_계_90~99세,"1,455",133,97,120,134,96,80,72,85,109,115,93,137,184
2020년04월_계_100세 이상,242,30,9,28,22,25,8,6,9,37,5,14,31,18
2020년04월_남_총인구수,"152,594","12,503","10,721","14,753","13,913","15,679","9,618","8,228","8,506","10,622","10,434","11,833","10,285","15,499"
2020년04월_남_연령구간인구수,"152,594","12,503","10,721","14,753","13,913","15,679","9,618","8,228","8,506","10,622","10,434","11,833","10,285","15,499"
2020년04월_남_0~9세,"8,763",732,471,834,633,"1,662",393,410,543,549,578,445,628,885
2020년04월_남_10~19세,"11,842","1,078",736,"1,041",859,"2,081",619,621,731,723,791,662,763,"1,137"
2020년04월_남_20~29세,"21,332","1,664","1,640","2,075","1,937","1,722","1,610","1,143","1,043","1,580","1,473","2,071","1,294","2,080"
2020년04월_남_30~39세,"21,110","1,637","1,570","2,201","1,833","1,869","1,527","1,074",971,"1,562","1,377","1,930","1,421","2,138"
2020년04월_남_40~49세,"24,817","1,979","1,642","2,446","2,170","3,264","1,583","1,316","1,420","1,653","1,610","1,796","1,554","2,384"
2020년04월_남_50~59세,"26,043","2,288","1,862","2,437","2,593","2,466","1,619","1,427","1,347","1,797","1,803","2,048","1,740","2,616"
2020년04월_남_60~69세,"20,877","1,724","1,549","2,045","2,185","1,509","1,210","1,189","1,179","1,493","1,490","1,538","1,501","2,265"
2020년04월_남_70~79세,"12,995","1,032",911,"1,240","1,237",818,785,793,990,908,920,985,946,"1,430"
2020년04월_남_80~89세,"4,345",322,312,389,418,258,249,238,259,319,359,324,386,512
2020년04월_남_90~99세,410,37,27,34,43,22,22,14,22,34,32,32,44,47
2020년04월_남_100세 이상,60,10,1,11,5,8,1,3,1,4,1,2,8,5
2020년04월_여_총인구수,"160,097","12,597","11,542","15,929","13,985","16,854","9,628","8,662","9,487","10,839","11,290","11,898","10,830","16,556"
2020년04월_여_연령구간인구수,"160,097","12,597","11,542","15,929","13,985","16,854","9,628","8,662","9,487","10,839","11,290","11,898","10,830","16,556"
2020년04월_여_0~9세,"8,155",690,411,783,574,"1,507",366,357,494,556,555,462,548,852
2020년04월_여_10~19세,"11,192",997,673,"1,101",881,"2,007",535,542,716,688,705,542,684,"1,121"
2020년04월_여_20~29세,"22,095","1,543","2,117","2,228","1,827","1,765","1,723","1,051","1,012","1,553","1,612","2,162","1,398","2,104"
2020년04월_여_30~39세,"18,983","1,475","1,368","2,081","1,566","2,118","1,354",859,902,"1,292","1,190","1,605","1,235","1,938"
2020년04월_여_40~49세,"23,657","1,904","1,546","2,341","1,908","3,502","1,413","1,254","1,374","1,429","1,587","1,587","1,517","2,295"
2020년04월_여_50~59세,"27,369","2,209","2,009","2,788","2,572","2,497","1,532","1,492","1,475","1,942","2,034","2,022","1,917","2,880"
2020년04월_여_60~69세,"23,975","1,959","1,706","2,401","2,315","1,715","1,331","1,449","1,497","1,716","1,723","1,797","1,701","2,665"
2020년04월_여_70~79세,"16,772","1,216","1,154","1,537","1,588","1,159",962,"1,181","1,513","1,073","1,240","1,175","1,209","1,765"
2020년04월_여_80~89세,"6,672",488,480,566,646,493,347,416,433,482,557,473,505,786
2020년04월_여_90~99세,"1,045",96,70,86,91,74,58,58,63,75,83,61,93,137
2020년04월_여_100세 이상,182,20,8,17,17,17,7,3,8,33,4,12,23,13
2020년05월_계_총인구수,"312,270","25,018","22,269","30,655","27,877","32,491","19,275","16,830","17,938","21,429","21,673","23,719","21,115","31,981"
2020년05월_계_연령구간인구수,"312,270","25,018","22,269","30,655","27,877","32,491","19,275","16,830","17,938","21,429","21,673","23,719","21,115","31,981"
2020년05월_계_0~9세,"16,805","1,412",873,"1,605","1,199","3,155",751,764,"1,031","1,097","1,131",894,"1,172","1,721"
2020년05월_계_10~19세,"22,916","2,057","1,402","2,137","1,725","4,084","1,152","1,156","1,438","1,402","1,489","1,195","1,441","2,238"
2020년05월_계_20~29세,"43,391","3,186","3,775","4,311","3,756","3,470","3,355","2,183","2,040","3,122","3,065","4,245","2,703","4,180"
2020년05월_계_30~39세,"39,957","3,086","2,933","4,259","3,404","3,993","2,885","1,913","1,852","2,828","2,553","3,532","2,661","4,058"
2020년05월_계_40~49세,"48,238","3,857","3,179","4,759","4,063","6,724","2,995","2,552","2,781","3,081","3,190","3,361","3,060","4,636"
2020년05월_계_50~59세,"53,424","4,482","3,883","5,240","5,158","4,983","3,158","2,907","2,822","3,724","3,832","4,090","3,633","5,512"
2020년05월_계_60~69세,"44,914","3,712","3,251","4,445","4,503","3,231","2,546","2,646","2,667","3,232","3,211","3,329","3,212","4,929"
2020년05월_계_70~79세,"29,838","2,254","2,067","2,783","2,846","1,972","1,742","1,968","2,509","1,995","2,159","2,168","2,166","3,209"
2020년05월_계_80~89세,"11,078",809,799,967,"1,063",759,602,663,699,803,920,798,899,"1,297"
2020년05월_계_90~99세,"1,465",133,98,120,136,95,81,72,90,108,118,93,137,184
2020년05월_계_100세 이상,244,30,9,29,24,25,8,6,9,37,5,14,31,17
2020년05월_남_총인구수,"152,333","12,473","10,720","14,733","13,896","15,634","9,649","8,183","8,468","10,599","10,403","11,815","10,283","15,477"
2020년05월_남_연령구간인구수,"152,333","12,473","10,720","14,733","13,896","15,634","9,649","8,183","8,468","10,599","10,403","11,815","10,283","15,477"
2020년05월_남_0~9세,"8,693",733,464,824,620,"1,647",391,407,534,546,579,436,633,879
2020년05월_남_10~19세,"11,793","1,073",730,"1,041",857,"2,081",615,615,729,721,783,656,762,"1,130"
2020년05월_남_20~29세,"21,288","1,648","1,657","2,078","1,932","1,710","1,622","1,135","1,037","1,569","1,463","2,066","1,290","2,081"
2020년05월_남_30~39세,"21,010","1,628","1,556","2,178","1,834","1,869","1,537","1,061",958,"1,538","1,368","1,929","1,423","2,131"
2020년05월_남_40~49세,"24,697","1,968","1,641","2,427","2,158","3,245","1,589","1,305","1,414","1,659","1,605","1,779","1,545","2,362"
2020년05월_남_50~59세,"26,086","2,280","1,870","2,459","2,597","2,473","1,630","1,422","1,341","1,792","1,797","2,066","1,731","2,628"
2020년05월_남_60~69세,"20,893","1,734","1,547","2,047","2,185","1,505","1,209","1,192","1,179","1,498","1,493","1,539","1,499","2,266"
2020년05월_남_70~79세,"13,017","1,040",911,"1,237","1,243",818,781,790,988,917,919,980,957,"1,436"
2020년05월_남_80~89세,"4,385",323,317,397,422,256,250,239,265,321,363,329,392,511
2020년05월_남_90~99세,410,36,26,33,43,22,24,14,22,34,32,33,43,48
2020년05월_남_100세 이상,61,10,1,12,5,8,1,3,1,4,1,2,8,5
2020년05월_여_총인구수,"159,937","12,545","11,549","15,922","13,981","16,857","9,626","8,647","9,470","10,830","11,270","11,904","10,832","16,504"
2020년05월_여_연령구간인구수,"159,937","12,545","11,549","15,922","13,981","16,857","9,626","8,647","9,470","10,830","11,270","11,904","10,832","16,504"
2020년05월_여_0~9세,"8,112",679,409,781,579,"1,508",360,357,497,551,552,458,539,842
2020년05월_여_10~19세,"11,123",984,672,"1,096",868,"2,003",537,541,709,681,706,539,679,"1,108"
2020년05월_여_20~29세,"22,103","1,538","2,118","2,233","1,824","1,760","1,733","1,048","1,003","1,553","1,602","2,179","1,413","2,099"
2020년05월_여_30~39세,"18,947","1,458","1,377","2,081","1,570","2,124","1,348",852,894,"1,290","1,185","1,603","1,238","1,927"
2020년05월_여_40~49세,"23,541","1,889","1,538","2,332","1,905","3,479","1,406","1,247","1,367","1,422","1,585","1,582","1,515","2,274"
2020년05월_여_50~59세,"27,338","2,202","2,013","2,781","2,561","2,510","1,528","1,485","1,481","1,932","2,035","2,024","1,902","2,884"
2020년05월_여_60~69세,"24,021","1,978","1,704","2,398","2,318","1,726","1,337","1,454","1,488","1,734","1,718","1,790","1,713","2,663"
2020년05월_여_70~79세,"16,821","1,214","1,156","1,546","1,603","1,154",961,"1,178","1,521","1,078","1,240","1,188","1,209","1,773"
2020년05월_여_80~89세,"6,693",486,482,570,641,503,352,424,434,482,557,469,507,786
2020년05월_여_90~99세,"1,055",97,72,87,93,73,57,58,68,74,86,60,94,136
2020년05월_여_100세 이상,183,20,8,17,19,17,7,3,8,33,4,12,23,12
2020년06월_계_총인구수,"311,773","24,993","22,287","30,673","27,844","32,419","19,278","16,740","17,850","21,370","21,651","23,665","21,068","31,935"
2020년06월_계_연령구간인구수,"311,773","24,993","22,287","30,673","27,844","32,419","19,278","16,740","17,850","21,370","21,651","23,665","21,068","31,935"
2020년06월_계_0~9세,"16,688","1,388",861,"1,614","1,187","3,134",750,755,"1,029","1,095","1,124",888,"1,151","1,712"
2020년06월_계_10~19세,"22,772","2,058","1,397","2,128","1,727","4,077","1,147","1,146","1,397","1,384","1,479","1,169","1,439","2,224"
2020년06월_계_20~29세,"43,321","3,188","3,785","4,302","3,739","3,447","3,362","2,160","2,033","3,102","3,075","4,279","2,684","4,165"
2020년06월_계_30~39세,"39,819","3,075","2,951","4,252","3,389","3,956","2,901","1,912","1,823","2,823","2,554","3,495","2,646","4,042"
2020년06월_계_40~49세,"48,072","3,847","3,161","4,757","4,061","6,723","2,976","2,535","2,753","3,064","3,173","3,337","3,085","4,600"
2020년06월_계_50~59세,"53,257","4,467","3,873","5,234","5,135","4,941","3,164","2,862","2,834","3,706","3,820","4,078","3,602","5,541"
2020년06월_계_60~69세,"45,085","3,738","3,279","4,472","4,524","3,258","2,544","2,656","2,664","3,243","3,217","3,340","3,228","4,922"
2020년06월_계_70~79세,"29,939","2,254","2,073","2,797","2,862","1,992","1,749","1,969","2,510","2,004","2,161","2,171","2,169","3,228"
2020년06월_계_80~89세,"11,113",814,797,968,"1,059",770,598,667,708,803,924,800,902,"1,303"
2020년06월_계_90~99세,"1,463",134,101,120,137,96,79,72,90,109,119,94,131,181
2020년06월_계_100세 이상,244,30,9,29,24,25,8,6,9,37,5,14,31,17
2020년06월_남_총인구수,"152,028","12,455","10,735","14,745","13,872","15,583","9,642","8,136","8,421","10,569","10,381","11,768","10,268","15,453"
2020년06월_남_연령구간인구수,"152,028","12,455","10,735","14,745","13,872","15,583","9,642","8,136","8,421","10,569","10,381","11,768","10,268","15,453"
2020년06월_남_0~9세,"8,633",723,461,833,612,"1,630",388,403,536,548,575,432,620,872
2020년06월_남_10~19세,"11,723","1,078",729,"1,031",855,"2,079",613,611,705,704,787,641,767,"1,123"
2020년06월_남_20~29세,"21,222","1,645","1,669","2,083","1,926","1,694","1,621","1,123","1,035","1,560","1,460","2,067","1,276","2,063"
2020년06월_남_30~39세,"20,964","1,618","1,567","2,172","1,826","1,843","1,550","1,064",948,"1,538","1,365","1,919","1,417","2,137"
2020년06월_남_40~49세,"24,592","1,957","1,629","2,431","2,148","3,255","1,578","1,289","1,396","1,652","1,592","1,759","1,560","2,346"
2020년06월_남_50~59세,"26,004","2,279","1,864","2,458","2,583","2,453","1,633","1,396","1,350","1,778","1,794","2,062","1,721","2,633"
2020년06월_남_60~69세,"20,971","1,742","1,560","2,053","2,204","1,510","1,201","1,204","1,175","1,510","1,490","1,547","1,506","2,269"
