카테고리,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2020년03월_계_100세 이상,123,4,11,1,10,9,3,14,11,2,15,9,3,1,6,1,4,3,4,8,4
2020년03월_남_총인구수,"264,508","15,818","18,043","14,391","7,953","11,658","11,335","14,533","14,620","7,790","12,415","9,230","10,814","8,113","12,405","10,343","19,750","11,187","16,447","16,832","20,831"
2020년03월_남_연령구간인구수,"264,508","15,818","18,043","14,391","7,953","11,658","11,335","14,533","14,620","7,790","12,415","9,230","10,814","8,113","12,405","10,343","19,750","11,187","16,447","16,832","20,831"
2020년03월_남_0~9세,"23,036","1,759","1,974",890,415,761,922,903,986,412,975,739,805,392,855,916,"3,207",737,"1,533","1,415","2,440"
2020년03월_남_10~19세,"26,169","1,479","2,374",873,637,900,"1,139","1,098","1,218",585,"1,259",886,"1,089",544,"1,236","1,185","1,859","1,105","1,914","1,853","2,936"
2020년03월_남_20~29세,"37,338","2,126","2,298","2,922","1,156","1,706","1,563","2,162","2,221","1,026","1,777","1,325","1,624","1,244","1,887","1,328","1,967","1,654","2,290","2,499","2,563"
2020년03월_남_30~39세,"39,047","2,470","2,248","3,018","1,025","1,840","1,501","2,132","2,264","1,048","1,691","1,295","1,566","1,126","1,578","1,313","3,949","1,269","2,495","2,591","2,628"
2020년03월_남_40~49세,"45,918","2,897","3,308","2,427","1,299","1,883","2,040","2,367","2,314","1,237","2,143","1,493","1,667","1,211","1,875","1,787","3,743","1,862","3,023","2,989","4,353"
2020년03월_남_50~59세,"44,858","2,526","2,943","2,133","1,623","2,022","1,898","2,758","2,608","1,538","2,120","1,670","1,865","1,560","2,389","1,697","2,309","2,252","2,747","2,781","3,419"
2020년03월_남_60~69세,"30,215","1,654","1,824","1,331","1,063","1,478","1,376","1,912","1,908","1,163","1,538","1,165","1,381","1,233","1,648","1,356","1,829","1,460","1,596","1,622","1,678"
2020년03월_남_70~79세,"13,475",692,830,589,544,802,676,899,828,565,707,516,601,614,680,564,724,638,629,775,602
2020년03월_남_80~89세,"4,024",195,210,185,177,253,185,272,246,199,182,125,188,181,229,180,151,194,199,279,194
2020년03월_남_90~99세,399,20,30,23,13,12,34,24,25,17,19,12,28,8,28,17,11,14,20,26,18
2020년03월_남_100세 이상,29,0,4,0,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,2,0
2020년03월_여_총인구수,"267,452","16,614","18,536","14,413","7,734","11,916","11,189","14,498","14,647","8,321","12,853","9,125","11,256","7,991","13,028","10,481","20,087","10,593","16,343","16,510","21,317"
2020년03월_여_연령구간인구수,"267,452","16,614","18,536","14,413","7,734","11,916","11,189","14,498","14,647","8,321","12,853","9,125","11,256","7,991","13,028","10,481","20,087","10,593","16,343","16,510","21,317"
2020년03월_여_0~9세,"21,738","1,707","1,823",762,355,667,849,880,933,378,968,693,812,351,799,890,"3,052",720,"1,508","1,306","2,285"
2020년03월_여_10~19세,"25,020","1,562","2,189",886,548,822,"1,019","1,139","1,209",546,"1,272",847,"1,001",538,"1,221","1,101","1,683",936,"1,820","1,671","3,010"
2020년03월_여_20~29세,"34,883","2,145","2,098","3,463","1,038","1,630","1,396","2,052","2,136","1,000","1,606","1,226","1,394","1,043","1,697","1,151","2,029","1,324","2,013","2,143","2,299"
2020년03월_여_30~39세,"37,029","2,665","2,542","2,489",814,"1,587","1,436","1,906","1,992",934,"1,579","1,117","1,416",866,"1,470","1,300","4,181","1,164","2,277","2,199","3,095"
2020년03월_여_40~49세,"44,326","2,716","3,546","2,083","1,139","1,740","1,912","2,109","2,275","1,117","2,148","1,422","1,795","1,025","2,064","1,775","3,385","1,694","2,924","2,854","4,603"
2020년03월_여_50~59세,"46,192","2,676","2,931","2,216","1,576","2,152","1,905","2,750","2,710","1,585","2,322","1,695","2,063","1,639","2,604","1,837","2,644","2,155","2,779","2,804","3,149"
2020년03월_여_60~69세,"32,244","1,829","2,028","1,441","1,149","1,685","1,480","1,988","1,884","1,287","1,742","1,190","1,549","1,398","1,634","1,426","1,920","1,416","1,699","1,840","1,659"
2020년03월_여_70~79세,"16,434",807,932,722,711,"1,023",779,"1,096",926,875,799,620,729,767,881,646,781,740,824,"1,030",746
2020년03월_여_80~89세,"7,955",413,353,303,341,500,342,486,476,522,336,258,417,305,533,302,343,383,400,553,389
2020년03월_여_90~99세,"1,537",90,87,47,54,102,69,84,97,75,70,52,77,58,119,52,66,60,96,104,78
2020년03월_여_100세 이상,94,4,7,1,9,8,2,8,9,2,11,5,3,1,6,1,3,1,3,6,4
2020년04월_계_총인구수,"531,526","32,395","36,489","28,833","15,707","23,426","22,521","28,976","29,295","16,040","25,210","18,311","22,014","16,041","25,420","20,784","40,060","21,740","32,739","33,292","42,233"
2020년04월_계_연령구간인구수,"531,526","32,395","36,489","28,833","15,707","23,426","22,521","28,976","29,295","16,040","25,210","18,311","22,014","16,041","25,420","20,784","40,060","21,740","32,739","33,292","42,233"
2020년04월_계_0~9세,"44,488","3,443","3,767","1,652",779,"1,386","1,760","1,774","1,913",780,"1,927","1,404","1,613",729,"1,633","1,796","6,257","1,433","3,011","2,708","4,723"
2020년04월_계_10~19세,"51,121","3,055","4,543","1,752","1,179","1,708","2,161","2,227","2,410","1,119","2,522","1,738","2,072","1,074","2,473","2,283","3,575","2,034","3,725","3,508","5,963"
2020년04월_계_20~29세,"72,072","4,242","4,397","6,367","2,197","3,327","2,951","4,204","4,366","2,001","3,359","2,545","3,013","2,271","3,556","2,468","4,055","2,964","4,281","4,637","4,871"
2020년04월_계_30~39세,"75,783","5,113","4,762","5,521","1,847","3,369","2,919","3,997","4,246","1,959","3,241","2,392","2,963","1,968","3,040","2,600","8,162","2,414","4,764","4,773","5,733"
2020년04월_계_40~49세,"90,104","5,614","6,838","4,513","2,412","3,592","3,944","4,481","4,575","2,337","4,274","2,932","3,455","2,226","3,940","3,554","7,184","3,533","5,908","5,830","8,962"
2020년04월_계_50~59세,"91,096","5,192","5,873","4,380","3,196","4,183","3,816","5,495","5,339","3,123","4,440","3,337","3,904","3,187","4,995","3,543","4,958","4,409","5,540","5,582","6,604"
2020년04월_계_60~69세,"62,715","3,502","3,859","2,772","2,234","3,161","2,859","3,919","3,813","2,460","3,304","2,366","2,949","2,632","3,297","2,769","3,771","2,908","3,321","3,480","3,339"
2020년04월_계_70~79세,"30,036","1,507","1,757","1,312","1,260","1,826","1,471","1,993","1,770","1,436","1,519","1,141","1,330","1,399","1,577","1,218","1,523","1,379","1,460","1,808","1,350"
2020년04월_계_80~89세,"12,037",608,570,493,526,753,532,762,728,725,522,383,606,486,757,483,491,584,608,829,591
2020년04월_계_90~99세,"1,950",114,112,70,67,113,105,110,124,98,87,64,106,68,146,69,80,78,117,129,93
2020년04월_계_100세 이상,124,5,11,1,10,8,3,14,11,2,15,9,3,1,6,1,4,4,4,8,4
2020년04월_남_총인구수,"264,348","15,790","18,002","14,406","7,977","11,572","11,334","14,519","14,667","7,740","12,374","9,212","10,787","8,081","12,409","10,338","19,864","11,160","16,450","16,806","20,860"
2020년04월_남_연령구간인구수,"264,348","15,790","18,002","14,406","7,977","11,572","11,334","14,519","14,667","7,740","12,374","9,212","10,787","8,081","12,409","10,338","19,864","11,160","16,450","16,806","20,860"
2020년04월_남_0~9세,"22,903","1,749","1,962",887,417,744,910,890,987,403,967,727,806,391,850,911,"3,207",727,"1,531","1,405","2,432"
2020년04월_남_10~19세,"26,147","1,480","2,368",872,636,881,"1,143","1,102","1,217",577,"1,251",889,"1,077",540,"1,248","1,184","1,877","1,101","1,905","1,840","2,959"
2020년04월_남_20~29세,"37,277","2,106","2,298","2,916","1,161","1,702","1,563","2,169","2,238","1,015","1,767","1,322","1,617","1,239","1,868","1,324","1,996","1,646","2,285","2,491","2,554"
2020년04월_남_30~39세,"38,901","2,467","2,238","3,020","1,036","1,815","1,476","2,105","2,260","1,033","1,675","1,283","1,557","1,104","1,578","1,307","3,976","1,266","2,491","2,586","2,628"
2020년04월_남_40~49세,"45,856","2,903","3,293","2,424","1,289","1,861","2,043","2,372","2,314","1,229","2,131","1,496","1,666","1,210","1,874","1,796","3,764","1,845","3,013","2,988","4,345"
2020년04월_남_50~59세,"44,895","2,509","2,941","2,153","1,628","2,031","1,905","2,760","2,621","1,534","2,116","1,664","1,847","1,555","2,395","1,699","2,315","2,253","2,758","2,771","3,440"
2020년04월_남_60~69세,"30,342","1,663","1,830","1,335","1,073","1,471","1,384","1,913","1,916","1,169","1,554","1,167","1,394","1,228","1,650","1,352","1,835","1,470","1,611","1,641","1,686"
2020년04월_남_70~79세,"13,547",695,830,588,547,803,689,899,837,558,708,524,607,625,689,567,734,636,630,779,602
2020년04월_남_80~89세,"4,052",197,210,188,177,252,183,278,250,205,182,125,188,181,231,181,149,199,205,275,196
2020년04월_남_90~99세,399,21,28,23,12,11,37,25,25,17,19,11,28,8,26,17,10,15,20,28,18
2020년04월_남_100세 이상,29,0,4,0,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,2,0
2020년04월_여_총인구수,"267,178","16,605","18,487","14,427","7,730","11,854","11,187","14,457","14,628","8,300","12,836","9,099","11,227","7,960","13,011","10,446","20,196","10,580","16,289","16,486","21,373"
2020년04월_여_연령구간인구수,"267,178","16,605","18,487","14,427","7,730","11,854","11,187","14,457","14,628","8,300","12,836","9,099","11,227","7,960","13,011","10,446","20,196","10,580","16,289","16,486","21,373"
2020년04월_여_0~9세,"21,585","1,694","1,805",765,362,642,850,884,926,377,960,677,807,338,783,885,"3,050",706,"1,480","1,303","2,291"
2020년04월_여_10~19세,"24,974","1,575","2,175",880,543,827,"1,018","1,125","1,193",542,"1,271",849,995,534,"1,225","1,099","1,698",933,"1,820","1,668","3,004"
2020년04월_여_20~29세,"34,795","2,136","2,099","3,451","1,036","1,625","1,388","2,035","2,128",986,"1,592","1,223","1,396","1,032","1,688","1,144","2,059","1,318","1,996","2,146","2,317"
2020년04월_여_30~39세,"36,882","2,646","2,524","2,501",811,"1,554","1,443","1,892","1,986",926,"1,566","1,109","1,406",864,"1,462","1,293","4,186","1,148","2,273","2,187","3,105"
2020년04월_여_40~49세,"44,248","2,711","3,545","2,089","1,123","1,731","1,901","2,109","2,261","1,108","2,143","1,436","1,789","1,016","2,066","1,758","3,420","1,688","2,895","2,842","4,617"
2020년04월_여_50~59세,"46,201","2,683","2,932","2,227","1,568","2,152","1,911","2,735","2,718","1,589","2,324","1,673","2,057","1,632","2,600","1,844","2,643","2,156","2,782","2,811","3,164"
2020년04월_여_60~69세,"32,373","1,839","2,029","1,437","1,161","1,690","1,475","2,006","1,897","1,291","1,750","1,199","1,555","1,404","1,647","1,417","1,936","1,438","1,710","1,839","1,653"
2020년04월_여_70~79세,"16,489",812,927,724,713,"1,023",782,"1,094",933,878,811,617,723,774,888,651,789,743,830,"1,029",748
2020년04월_여_80~89세,"7,985",411,360,305,349,501,349,484,478,520,340,258,418,305,526,302,342,385,403,554,395
2020년04월_여_90~99세,"1,551",93,84,47,55,102,68,85,99,81,68,53,78,60,120,52,70,63,97,101,75
2020년04월_여_100세 이상,95,5,7,1,9,7,2,8,9,2,11,5,3,1,6,1,3,2,3,6,4
2020년05월_계_총인구수,"531,031","32,329","36,493","28,913","15,592","23,353","22,469","28,864","29,318","16,035","25,161","18,236","21,983","15,970","25,394","20,770","40,195","21,725","32,764","33,222","42,245"
2020년05월_계_연령구간인구수,"531,031","32,329","36,493","28,913","15,592","23,353","22,469","28,864","29,318","16,035","25,161","18,236","21,983","15,970","25,394","20,770","40,195","21,725","32,764","33,222","42,245"
2020년05월_계_0~9세,"44,226","3,409","3,757","1,626",757,"1,382","1,743","1,747","1,905",780,"1,927","1,388","1,606",720,"1,622","1,794","6,228","1,417","3,024","2,684","4,710"
2020년05월_계_10~19세,"50,991","3,053","4,534","1,750","1,159","1,703","2,168","2,233","2,410","1,112","2,503","1,726","2,050","1,061","2,463","2,260","3,597","2,029","3,718","3,510","5,952"
2020년05월_계_20~29세,"71,988","4,230","4,414","6,423","2,172","3,304","2,953","4,167","4,356","2,005","3,328","2,524","3,019","2,248","3,541","2,483","4,099","2,961","4,265","4,612","4,884"
2020년05월_계_30~39세,"75,505","5,086","4,753","5,520","1,825","3,375","2,899","3,930","4,249","1,958","3,230","2,357","2,937","1,951","3,043","2,596","8,137","2,406","4,761","4,755","5,737"
2020년05월_계_40~49세,"89,898","5,603","6,821","4,509","2,387","3,585","3,920","4,474","4,585","2,323","4,262","2,933","3,439","2,214","3,934","3,545","7,226","3,523","5,899","5,802","8,914"
2020년05월_계_50~59세,"91,103","5,174","5,876","4,399","3,180","4,163","3,822","5,488","5,344","3,136","4,423","3,329","3,892","3,186","5,001","3,546","4,962","4,409","5,545","5,583","6,645"
2020년05월_계_60~69세,"62,978","3,534","3,866","2,792","2,245","3,150","2,852","3,922","3,827","2,465","3,331","2,375","2,974","2,624","3,304","2,771","3,821","2,922","3,343","3,494","3,366"
2020년05월_계_70~79세,"30,148","1,508","1,771","1,328","1,256","1,823","1,474","2,005","1,775","1,426","1,530","1,146","1,340","1,409","1,577","1,223","1,541","1,393","1,474","1,802","1,347"
2020년05월_계_80~89세,"12,123",610,579,496,531,750,531,772,738,731,521,383,619,485,761,482,499,579,613,845,598
2020년05월_계_90~99세,"1,945",117,110,68,70,110,103,111,118,97,91,66,104,71,143,69,82,82,118,127,88
2020년05월_계_100세 이상,126,5,12,2,10,8,4,15,11,2,15,9,3,1,5,1,3,4,4,8,4
2020년05월_남_총인구수,"264,071","15,758","17,987","14,452","7,901","11,534","11,304","14,466","14,671","7,744","12,344","9,187","10,765","8,034","12,407","10,314","19,935","11,163","16,471","16,767","20,867"
2020년05월_남_연령구간인구수,"264,071","15,758","17,987","14,452","7,901","11,534","11,304","14,466","14,671","7,744","12,344","9,187","10,765","8,034","12,407","10,314","19,935","11,163","16,471","16,767","20,867"
2020년05월_남_0~9세,"22,760","1,731","1,954",873,403,742,904,867,981,399,964,720,807,387,841,908,"3,200",728,"1,534","1,393","2,424"
2020년05월_남_10~19세,"26,059","1,472","2,359",875,630,876,"1,143","1,120","1,213",573,"1,236",889,"1,069",532,"1,244","1,167","1,884","1,093","1,901","1,832","2,951"
2020년05월_남_20~29세,"37,279","2,113","2,302","2,941","1,138","1,696","1,569","2,151","2,241","1,025","1,751","1,310","1,615","1,220","1,872","1,332","2,022","1,652","2,274","2,487","2,568"
2020년05월_남_30~39세,"38,789","2,457","2,241","3,013","1,029","1,821","1,455","2,075","2,250","1,032","1,672","1,270","1,542","1,092","1,582","1,307","3,967","1,264","2,499","2,589","2,632"
2020년05월_남_40~49세,"45,734","2,895","3,283","2,432","1,281","1,859","2,026","2,361","2,329","1,224","2,129","1,496","1,659","1,209","1,881","1,775","3,780","1,842","3,000","2,962","4,311"
2020년05월_남_50~59세,"44,897","2,495","2,939","2,168","1,609","2,014","1,924","2,756","2,625","1,537","2,103","1,661","1,845","1,551","2,389","1,705","2,312","2,251","2,777","2,773","3,463"
2020년05월_남_60~69세,"30,417","1,680","1,826","1,341","1,077","1,465","1,375","1,915","1,914","1,169","1,560","1,172","1,395","1,230","1,651","1,350","1,863","1,474","1,612","1,649","1,699"
2020년05월_남_70~79세,"13,611",695,839,596,542,800,691,907,841,559,723,529,614,623,687,567,745,643,645,766,599
2020년05월_남_80~89세,"4,098",199,212,190,179,249,181,282,251,209,183,125,192,182,234,186,151,199,207,285,202
2020년05월_남_90~99세,397,21,28,22,12,11,35,26,24,17,19,11,27,8,26,17,10,15,21,29,18
2020년05월_남_100세 이상,30,0,4,1,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,2,0
2020년05월_여_총인구수,"266,960","16,571","18,506","14,461","7,691","11,819","11,165","14,398","14,647","8,291","12,817","9,049","11,218","7,936","12,987","10,456","20,260","10,562","16,293","16,455","21,378"
2020년05월_여_연령구간인구수,"266,960","16,571","18,506","14,461","7,691","11,819","11,165","14,398","14,647","8,291","12,817","9,049","11,218","7,936","12,987","10,456","20,260","10,562","16,293","16,455","21,378"
2020년05월_여_0~9세,"21,466","1,678","1,803",753,354,640,839,880,924,381,963,668,799,333,781,886,"3,028",689,"1,490","1,291","2,286"
2020년05월_여_10~19세,"24,932","1,581","2,175",875,529,827,"1,025","1,113","1,197",539,"1,267",837,981,529,"1,219","1,093","1,713",936,"1,817","1,678","3,001"
2020년05월_여_20~29세,"34,709","2,117","2,112","3,482","1,034","1,608","1,384","2,016","2,115",980,"1,577","1,214","1,404","1,028","1,669","1,151","2,077","1,309","1,991","2,125","2,316"
2020년05월_여_30~39세,"36,716","2,629","2,512","2,507",796,"1,554","1,444","1,855","1,999",926,"1,558","1,087","1,395",859,"1,461","1,289","4,170","1,142","2,262","2,166","3,105"
2020년05월_여_40~49세,"44,164","2,708","3,538","2,077","1,106","1,726","1,894","2,113","2,256","1,099","2,133","1,437","1,780","1,005","2,053","1,770","3,446","1,681","2,899","2,840","4,603"
2020년05월_여_50~59세,"46,206","2,679","2,937","2,231","1,571","2,149","1,898","2,732","2,719","1,599","2,320","1,668","2,047","1,635","2,612","1,841","2,650","2,158","2,768","2,810","3,182"
2020년05월_여_60~69세,"32,561","1,854","2,040","1,451","1,168","1,685","1,477","2,007","1,913","1,296","1,771","1,203","1,579","1,394","1,653","1,421","1,958","1,448","1,731","1,845","1,667"
2020년05월_여_70~79세,"16,537",813,932,732,714,"1,023",783,"1,098",934,867,807,617,726,786,890,656,796,750,829,"1,036",748
2020년05월_여_80~89세,"8,025",411,367,306,352,501,350,490,487,522,338,258,427,303,527,296,348,380,406,560,396
2020년05월_여_90~99세,"1,548",96,82,46,58,99,68,85,94,80,72,55,77,63,117,52,72,67,97,98,70
2020년05월_여_100세 이상,96,5,8,1,9,7,3,9,9,2,11,5,3,1,5,1,2,2,3,6,4
2020년06월_계_총인구수,"530,416","32,366","36,408","28,929","15,512","23,224","22,461","28,790","29,281","16,018","25,106","18,267","21,904","15,945","25,289","20,774","40,219","21,685","32,726","33,180","42,332"
2020년06월_계_연령구간인구수,"530,416","32,366","36,408","28,929","15,512","23,224","22,461","28,790","29,281","16,018","25,106","18,267","21,904","15,945","25,289","20,774","40,219","21,685","32,726","33,180","42,332"
2020년06월_계_0~9세,"44,007","3,393","3,735","1,625",745,"1,366","1,729","1,727","1,896",787,"1,908","1,396","1,590",724,"1,604","1,784","6,214","1,402","3,025","2,662","4,695"
2020년06월_계_10~19세,"50,825","3,059","4,517","1,740","1,141","1,701","2,173","2,222","2,393","1,100","2,503","1,712","2,023","1,043","2,447","2,259","3,615","2,023","3,709","3,491","5,954"
2020년06월_계_20~29세,"71,841","4,252","4,412","6,411","2,174","3,291","2,949","4,165","4,330","1,983","3,324","2,544","3,005","2,230","3,522","2,455","4,075","2,958","4,250","4,606","4,905"
2020년06월_계_30~39세,"75,110","5,030","4,732","5,526","1,797","3,351","2,873","3,884","4,248","1,956","3,194","2,354","2,934","1,952","3,034","2,589","8,099","2,386","4,718","4,735","5,718"
2020년06월_계_40~49세,"89,886","5,636","6,804","4,523","2,364","3,560","3,923","4,467","4,563","2,317","4,264","2,944","3,411","2,205","3,927","3,539","7,264","3,523","5,916","5,786","8,950"
2020년06월_계_50~59세,"90,849","5,166","5,857","4,395","3,153","4,138","3,825","5,474","5,330","3,098","4,400","3,323","3,880","3,162","4,954","3,556","4,975","4,384","5,539","5,576","6,664"
2020년06월_계_60~69세,"63,389","3,576","3,878","2,814","2,259","3,151","2,855","3,947","3,869","2,497","3,349","2,385","2,998","2,638","3,310","2,803","3,844","2,942","3,340","3,527","3,407"
2020년06월_계_70~79세,"30,295","1,517","1,776","1,329","1,270","1,805","1,491","2,000","1,786","1,443","1,539","1,152","1,341","1,422","1,583","1,227","1,554","1,408","1,489","1,810","1,353"
2020년06월_계_80~89세,"12,120",610,575,496,528,746,533,780,731,736,521,382,613,494,760,489,496,571,614,849,596
2020년06월_계_90~99세,"1,965",121,110,68,71,106,106,109,124,99,89,66,106,74,143,72,80,84,122,128,87
2020년06월_계_100세 이상,129,6,12,2,10,9,4,15,11,2,15,9,3,1,5,1,3,4,4,10,3
2020년06월_남_총인구수,"263,707","15,770","17,934","14,427","7,858","11,456","11,293","14,421","14,644","7,742","12,314","9,205","10,726","8,021","12,370","10,316","19,973","11,145","16,434","16,747","20,911"
2020년06월_남_연령구간인구수,"263,707","15,770","17,934","14,427","7,858","11,456","11,293","14,421","14,644","7,742","12,314","9,205","10,726","8,021","12,370","10,316","19,973","11,145","16,434","16,747","20,911"
2020년06월_남_0~9세,"22,673","1,722","1,946",872,396,734,896,858,976,403,962,723,801,389,839,900,"3,202",722,"1,531","1,379","2,422"
2020년06월_남_10~19세,"25,974","1,473","2,346",882,618,867,"1,143","1,116","1,206",574,"1,240",875,"1,054",519,"1,235","1,174","1,892","1,093","1,887","1,824","2,956"
2020년06월_남_20~29세,"37,170","2,123","2,303","2,904","1,137","1,690","1,563","2,146","2,223","1,012","1,740","1,324","1,609","1,208","1,868","1,319","2,027","1,652","2,272","2,486","2,564"
2020년06월_남_30~39세,"38,569","2,426","2,229","3,008","1,022","1,797","1,432","2,061","2,250","1,023","1,651","1,272","1,539","1,093","1,571","1,307","3,939","1,254","2,471","2,586","2,638"
2020년06월_남_40~49세,"45,731","2,919","3,264","2,434","1,265","1,855","2,031","2,352","2,308","1,229","2,128","1,505","1,648","1,206","1,884","1,770","3,808","1,839","3,009","2,952","4,325"
2020년06월_남_50~59세,"44,774","2,485","2,927","2,168","1,598","1,995","1,932","2,741","2,625","1,522","2,089","1,662","1,838","1,544","2,367","1,704","2,325","2,240","2,777","2,763","3,472"
2020년06월_남_60~69세,"30,614","1,701","1,839","1,352","1,086","1,467","1,379","1,924","1,939","1,180","1,568","1,179","1,407","1,236","1,654","1,368","1,870","1,486","1,598","1,665","1,716"
2020년06월_남_70~79세,"13,681",702,837,598,546,788,698,909,840,570,729,528,612,630,694,568,751,647,658,770,606
2020년06월_남_80~89세,"4,088",199,211,186,178,252,182,281,249,212,185,123,191,187,233,188,148,193,207,288,195
2020년06월_남_90~99세,403,20,28,22,11,10,36,27,26,17,18,10,27,9,25,18,10,17,23,32,17
2020년06월_남_100세 이상,30,0,4,1,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,2,0
2020년06월_여_총인구수,"266,709","16,596","18,474","14,502","7,654","11,768","11,168","14,369","14,637","8,276","12,792","9,062","11,178","7,924","12,919","10,458","20,246","10,540","16,292","16,433","21,421"
2020년06월_여_연령구간인구수,"266,709","16,596","18,474","14,502","7,654","11,768","11,168","14,369","14,637","8,276","12,792","9,062","11,178","7,924","12,919","10,458","20,246","10,540","16,292","16,433","21,421"
2020년06월_여_0~9세,"21,334","1,671","1,789",753,349,632,833,869,920,384,946,673,789,335,765,884,"3,012",680,"1,494","1,283","2,273"
2020년06월_여_10~19세,"24,851","1,586","2,171",858,523,834,"1,030","1,106","1,187",526,"1,263",837,969,524,"1,212","1,085","1,723",930,"1,822","1,667","2,998"
2020년06월_여_20~29세,"34,671","2,129","2,109","3,507","1,037","1,601","1,386","2,019","2,107",971,"1,584","1,220","1,396","1,022","1,654","1,136","2,048","1,306","1,978","2,120","2,341"
2020년06월_여_30~39세,"36,541","2,604","2,503","2,518",775,"1,554","1,441","1,823","1,998",933,"1,543","1,082","1,395",859,"1,463","1,282","4,160","1,132","2,247","2,149","3,080"
2020년06월_여_40~49세,"44,155","2,717","3,540","2,089","1,099","1,705","1,892","2,115","2,255","1,088","2,136","1,439","1,763",999,"2,043","1,769","3,456","1,684","2,907","2,834","4,625"
2020년06월_여_50~59세,"46,075","2,681","2,930","2,227","1,555","2,143","1,893","2,733","2,705","1,576","2,311","1,661","2,042","1,618","2,587","1,852","2,650","2,144","2,762","2,813","3,192"
2020년06월_여_60~69세,"32,775","1,875","2,039","1,462","1,173","1,684","1,476","2,023","1,930","1,317","1,781","1,206","1,591","1,402","1,656","1,435","1,974","1,456","1,742","1,862","1,691"
2020년06월_여_70~79세,"16,614",815,939,731,724,"1,017",793,"1,091",946,873,810,624,729,792,889,659,803,761,831,"1,040",747
2020년06월_여_80~89세,"8,032",411,364,310,350,494,351,499,482,524,336,259,422,307,527,301,348,378,407,561,401
2020년06월_여_90~99세,"1,562",101,82,46,60,96,70,82,98,82,71,56,79,65,118,54,70,67,99,96,70
