카테고리,전라북도 순창군,전라북도 순창군 순창읍,전라북도 순창군 인계면,전라북도 순창군 동계면,전라북도 순창군 풍산면,전라북도 순창군 금과면,전라북도 순창군 팔덕면,전라북도 순창군 쌍치면,전라북도 순창군 복흥면,전라북도 순창군 적성면,전라북도 순창군 유등면,전라북도 순창군 구림면
2020년01월_여_20~29세,"1,014",477,42,49,46,49,45,82,62,44,49,69
2020년01월_여_30~39세,"1,124",597,57,56,53,42,61,51,80,37,42,48
2020년01월_여_40~49세,"1,465",775,69,69,74,53,45,79,109,51,51,90
2020년01월_여_50~59세,"2,150",726,126,167,118,162,106,188,195,93,70,199
2020년01월_여_60~69세,"2,265",653,134,160,155,167,130,185,203,129,105,244
2020년01월_여_70~79세,"2,552",573,152,267,198,179,167,199,233,155,132,297
2020년01월_여_80~89세,"1,785",340,143,159,163,169,127,133,133,119,119,180
2020년01월_여_90~99세,273,54,20,31,24,19,22,20,20,16,14,33
2020년01월_여_100세 이상,22,3,4,3,1,1,1,0,3,2,1,3
2020년02월_계_총인구수,"28,260","10,251","1,595","2,068","1,794","1,773","1,498","2,042","2,257","1,349","1,214","2,419"
2020년02월_계_연령구간인구수,"28,260","10,251","1,595","2,068","1,794","1,773","1,498","2,042","2,257","1,349","1,214","2,419"
2020년02월_계_0~9세,"1,647",908,61,86,76,58,71,78,131,45,62,71
2020년02월_계_10~19세,"2,279","1,326",104,104,99,75,74,122,138,48,63,126
2020년02월_계_20~29세,"2,177",986,102,109,110,114,95,156,143,117,98,147
2020년02월_계_30~39세,"2,178","1,074",106,119,122,108,119,111,142,83,85,109
2020년02월_계_40~49세,"3,426","1,646",146,217,205,148,126,203,246,124,134,231
2020년02월_계_50~59세,"4,664","1,534",300,360,270,332,260,383,407,222,163,433
2020년02월_계_60~69세,"4,604","1,245",286,381,320,382,259,411,421,240,196,463
2020년02월_계_70~79세,"4,225",947,261,404,331,294,268,340,401,264,227,488
2020년02월_계_80~89세,"2,667",503,198,247,230,235,199,212,192,179,170,302
2020년02월_계_90~99세,366,78,27,38,29,25,25,26,33,24,15,46
2020년02월_계_100세 이상,27,4,4,3,2,2,2,0,3,3,1,3
2020년02월_남_총인구수,"13,721","4,958",771,"1,013",885,873,735,"1,014","1,087",652,565,"1,168"
2020년02월_남_연령구간인구수,"13,721","4,958",771,"1,013",885,873,735,"1,014","1,087",652,565,"1,168"
2020년02월_남_0~9세,859,481,32,45,39,29,41,34,72,15,36,35
2020년02월_남_10~19세,"1,157",670,53,50,53,40,37,72,67,23,30,62
2020년02월_남_20~29세,"1,181",516,61,59,63,69,51,78,85,74,44,81
2020년02월_남_30~39세,"1,066",481,50,66,77,61,58,63,59,46,44,61
2020년02월_남_40~49세,"1,953",860,78,149,130,97,82,122,136,74,83,142
2020년02월_남_50~59세,"2,529",805,177,191,155,176,156,197,214,128,93,237
2020년02월_남_60~69세,"2,320",580,150,223,161,212,130,225,215,112,91,221
2020년02월_남_70~79세,"1,692",378,109,138,135,114,105,142,169,109,96,197
2020년02월_남_80~89세,867,164,54,86,66,67,70,75,57,63,47,118
2020년02월_남_90~99세,97,23,7,6,6,8,5,6,13,8,1,14
2020년02월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0
2020년02월_여_총인구수,"14,539","5,293",824,"1,055",909,900,763,"1,028","1,170",697,649,"1,251"
2020년02월_여_연령구간인구수,"14,539","5,293",824,"1,055",909,900,763,"1,028","1,170",697,649,"1,251"
2020년02월_여_0~9세,788,427,29,41,37,29,30,44,59,30,26,36
2020년02월_여_10~19세,"1,122",656,51,54,46,35,37,50,71,25,33,64
2020년02월_여_20~29세,996,470,41,50,47,45,44,78,58,43,54,66
2020년02월_여_30~39세,"1,112",593,56,53,45,47,61,48,83,37,41,48
2020년02월_여_40~49세,"1,473",786,68,68,75,51,44,81,110,50,51,89
2020년02월_여_50~59세,"2,135",729,123,169,115,156,104,186,193,94,70,196
2020년02월_여_60~69세,"2,284",665,136,158,159,170,129,186,206,128,105,242
2020년02월_여_70~79세,"2,533",569,152,266,196,180,163,198,232,155,131,291
2020년02월_여_80~89세,"1,800",339,144,161,164,168,129,137,135,116,123,184
2020년02월_여_90~99세,269,55,20,32,23,17,20,20,20,16,14,32
2020년02월_여_100세 이상,27,4,4,3,2,2,2,0,3,3,1,3
2020년03월_계_총인구수,"28,155","10,262","1,583","2,071","1,777","1,766","1,477","2,018","2,254","1,354","1,191","2,402"
2020년03월_계_연령구간인구수,"28,155","10,262","1,583","2,071","1,777","1,766","1,477","2,018","2,254","1,354","1,191","2,402"
2020년03월_계_0~9세,"1,619",910,59,81,68,57,69,75,131,45,54,70
2020년03월_계_10~19세,"2,280","1,324",100,110,96,74,75,123,140,47,62,129
2020년03월_계_20~29세,"2,154",986,103,110,106,115,88,149,139,119,95,144
2020년03월_계_30~39세,"2,127","1,070",101,120,115,106,113,101,143,82,71,105
2020년03월_계_40~49세,"3,416","1,644",142,217,205,151,121,204,241,127,130,234
2020년03월_계_50~59세,"4,652","1,536",300,358,269,328,257,378,410,219,168,429
2020년03월_계_60~69세,"4,623","1,257",287,382,327,382,263,410,419,240,199,457
2020년03월_계_70~79세,"4,200",943,261,399,328,291,262,342,401,266,224,483
2020년03월_계_80~89세,"2,690",507,199,255,232,234,204,209,194,182,172,302
2020년03월_계_90~99세,365,79,27,36,29,26,23,27,33,24,15,46
2020년03월_계_100세 이상,29,6,4,3,2,2,2,0,3,3,1,3
2020년03월_남_총인구수,"13,671","4,972",768,"1,016",872,869,726,"1,001","1,078",655,554,"1,160"
2020년03월_남_연령구간인구수,"13,671","4,972",768,"1,016",872,869,726,"1,001","1,078",655,554,"1,160"
2020년03월_남_0~9세,840,480,30,42,33,28,39,33,71,14,35,35
2020년03월_남_10~19세,"1,162",668,51,56,50,41,37,73,68,24,28,66
2020년03월_남_20~29세,"1,174",518,62,60,60,71,51,76,82,75,41,78
2020년03월_남_30~39세,"1,038",482,47,68,73,59,54,56,59,46,37,57
2020년03월_남_40~49세,"1,942",860,77,148,129,99,78,121,131,76,80,143
2020년03월_남_50~59세,"2,535",809,181,191,153,175,155,197,216,125,95,238
2020년03월_남_60~69세,"2,331",589,149,220,167,210,132,223,214,114,94,219
2020년03월_남_70~79세,"1,684",378,111,138,134,111,104,143,167,110,96,192
2020년03월_남_80~89세,865,163,54,87,67,67,71,71,57,63,47,118
2020년03월_남_90~99세,99,24,6,6,6,8,5,8,13,8,1,14
2020년03월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0
2020년03월_여_총인구수,"14,484","5,290",815,"1,055",905,897,751,"1,017","1,176",699,637,"1,242"
2020년03월_여_연령구간인구수,"14,484","5,290",815,"1,055",905,897,751,"1,017","1,176",699,637,"1,242"
2020년03월_여_0~9세,779,430,29,39,35,29,30,42,60,31,19,35
2020년03월_여_10~19세,"1,118",656,49,54,46,33,38,50,72,23,34,63
2020년03월_여_20~29세,980,468,41,50,46,44,37,73,57,44,54,66
2020년03월_여_30~39세,"1,089",588,54,52,42,47,59,45,84,36,34,48
2020년03월_여_40~49세,"1,474",784,65,69,76,52,43,83,110,51,50,91
2020년03월_여_50~59세,"2,117",727,119,167,116,153,102,181,194,94,73,191
2020년03월_여_60~69세,"2,292",668,138,162,160,172,131,187,205,126,105,238
2020년03월_여_70~79세,"2,516",565,150,261,194,180,158,199,234,156,128,291
2020년03월_여_80~89세,"1,825",344,145,168,165,167,133,138,137,119,125,184
2020년03월_여_90~99세,266,55,21,30,23,18,18,19,20,16,14,32
2020년03월_여_100세 이상,28,5,4,3,2,2,2,0,3,3,1,3
2020년04월_계_총인구수,"28,124","10,257","1,588","2,070","1,769","1,761","1,470","2,007","2,259","1,350","1,184","2,409"
2020년04월_계_연령구간인구수,"28,124","10,257","1,588","2,070","1,769","1,761","1,470","2,007","2,259","1,350","1,184","2,409"
2020년04월_계_0~9세,"1,601",893,60,81,71,51,69,75,132,46,55,68
2020년04월_계_10~19세,"2,275","1,325",102,108,95,74,75,121,140,46,61,128
2020년04월_계_20~29세,"2,137",986,105,108,103,114,85,141,140,116,94,145
2020년04월_계_30~39세,"2,122","1,068",101,118,114,106,111,102,141,80,72,109
2020년04월_계_40~49세,"3,403","1,647",145,216,198,150,123,197,236,129,127,235
2020년04월_계_50~59세,"4,636","1,537",296,359,269,322,253,381,413,214,167,425
2020년04월_계_60~69세,"4,637","1,260",287,381,323,388,263,413,421,241,200,460
2020년04월_계_70~79세,"4,208",949,260,403,331,291,262,343,404,264,217,484
2020년04월_계_80~89세,"2,713",509,201,258,233,237,205,206,196,186,177,305
2020년04월_계_90~99세,362,77,26,35,30,26,22,28,33,25,13,47
2020년04월_계_100세 이상,30,6,5,3,2,2,2,0,3,3,1,3
2020년04월_남_총인구수,"13,648","4,967",765,"1,016",868,865,718,995,"1,081",651,551,"1,171"
2020년04월_남_연령구간인구수,"13,648","4,967",765,"1,016",868,865,718,995,"1,081",651,551,"1,171"
2020년04월_남_0~9세,832,469,31,42,35,26,37,34,73,15,36,34
2020년04월_남_10~19세,"1,163",669,52,56,50,41,38,71,70,23,28,65
2020년04월_남_20~29세,"1,164",519,61,58,59,68,50,71,84,72,40,82
2020년04월_남_30~39세,"1,035",486,46,66,73,60,51,56,56,44,37,60
2020년04월_남_40~49세,"1,938",859,79,148,125,99,79,118,127,79,80,145
2020년04월_남_50~59세,"2,519",811,176,191,152,170,151,197,218,124,94,235
2020년04월_남_60~69세,"2,341",590,149,219,166,214,132,223,216,113,94,225
2020년04월_남_70~79세,"1,687",379,112,143,134,110,105,146,168,109,90,191
2020년04월_남_80~89세,871,162,53,87,68,69,71,70,56,64,51,120
2020년04월_남_90~99세,97,22,6,6,6,8,4,9,13,8,1,14
2020년04월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0
2020년04월_여_총인구수,"14,476","5,290",823,"1,054",901,896,752,"1,012","1,178",699,633,"1,238"
2020년04월_여_연령구간인구수,"14,476","5,290",823,"1,054",901,896,752,"1,012","1,178",699,633,"1,238"
2020년04월_여_0~9세,769,424,29,39,36,25,32,41,59,31,19,34
2020년04월_여_10~19세,"1,112",656,50,52,45,33,37,50,70,23,33,63
2020년04월_여_20~29세,973,467,44,50,44,46,35,70,56,44,54,63
2020년04월_여_30~39세,"1,087",582,55,52,41,46,60,46,85,36,35,49
2020년04월_여_40~49세,"1,465",788,66,68,73,51,44,79,109,50,47,90
2020년04월_여_50~59세,"2,117",726,120,168,117,152,102,184,195,90,73,190
2020년04월_여_60~69세,"2,296",670,138,162,157,174,131,190,205,128,106,235
2020년04월_여_70~79세,"2,521",570,148,260,197,181,157,197,236,155,127,293
2020년04월_여_80~89세,"1,842",347,148,171,165,168,134,136,140,122,126,185
2020년04월_여_90~99세,265,55,20,29,24,18,18,19,20,17,12,33
2020년04월_여_100세 이상,29,5,5,3,2,2,2,0,3,3,1,3
2020년05월_계_총인구수,"28,040","10,250","1,572","2,066","1,763","1,759","1,465","2,010","2,235","1,345","1,181","2,394"
2020년05월_계_연령구간인구수,"28,040","10,250","1,572","2,066","1,763","1,759","1,465","2,010","2,235","1,345","1,181","2,394"
2020년05월_계_0~9세,"1,582",880,58,79,73,51,68,74,130,47,55,67
2020년05월_계_10~19세,"2,260","1,326",95,109,97,70,74,120,137,45,60,127
2020년05월_계_20~29세,"2,135",994,109,109,101,113,85,144,135,113,89,143
2020년05월_계_30~39세,"2,105","1,062",100,117,114,108,108,101,134,79,72,110
2020년05월_계_40~49세,"3,397","1,641",146,215,199,147,124,202,231,130,128,234
2020년05월_계_50~59세,"4,594","1,541",290,350,262,320,251,374,412,211,163,420
2020년05월_계_60~69세,"4,647","1,257",284,386,321,395,267,414,422,243,205,453
2020년05월_계_70~79세,"4,204",949,256,405,331,292,260,345,401,261,217,487
2020년05월_계_80~89세,"2,726",515,202,258,236,234,205,208,200,186,177,305
2020년05월_계_90~99세,360,79,27,35,27,27,21,28,30,27,14,45
2020년05월_계_100세 이상,30,6,5,3,2,2,2,0,3,3,1,3
2020년05월_남_총인구수,"13,613","4,961",757,"1,016",864,866,717,997,"1,071",648,549,"1,167"
2020년05월_남_연령구간인구수,"13,613","4,961",757,"1,016",864,866,717,997,"1,071",648,549,"1,167"
2020년05월_남_0~9세,825,464,30,41,37,26,36,34,72,15,36,34
2020년05월_남_10~19세,"1,154",669,49,56,50,39,39,70,67,23,28,64
2020년05월_남_20~29세,"1,174",527,63,60,58,66,52,74,83,70,40,81
2020년05월_남_30~39세,"1,026",480,46,66,72,63,49,56,54,44,35,61
2020년05월_남_40~49세,"1,937",855,80,148,126,98,80,120,125,79,80,146
2020년05월_남_50~59세,"2,490",814,172,184,149,167,149,193,218,121,91,232
2020년05월_남_60~69세,"2,339",585,147,223,162,220,133,223,215,115,97,219
2020년05월_남_70~79세,"1,687",381,109,144,134,111,103,146,165,108,90,196
2020년05월_남_80~89세,884,163,55,88,70,68,72,72,59,65,52,120
2020년05월_남_90~99세,96,22,6,6,6,8,4,9,13,8,0,14
2020년05월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0
2020년05월_여_총인구수,"14,427","5,289",815,"1,050",899,893,748,"1,013","1,164",697,632,"1,227"
2020년05월_여_연령구간인구수,"14,427","5,289",815,"1,050",899,893,748,"1,013","1,164",697,632,"1,227"
2020년05월_여_0~9세,757,416,28,38,36,25,32,40,58,32,19,33
2020년05월_여_10~19세,"1,106",657,46,53,47,31,35,50,70,22,32,63
2020년05월_여_20~29세,961,467,46,49,43,47,33,70,52,43,49,62
2020년05월_여_30~39세,"1,079",582,54,51,42,45,59,45,80,35,37,49
2020년05월_여_40~49세,"1,460",786,66,67,73,49,44,82,106,51,48,88
2020년05월_여_50~59세,"2,104",727,118,166,113,153,102,181,194,90,72,188
2020년05월_여_60~69세,"2,308",672,137,163,159,175,134,191,207,128,108,234
2020년05월_여_70~79세,"2,517",568,147,261,197,181,157,199,236,153,127,291
2020년05월_여_80~89세,"1,842",352,147,170,166,166,133,136,141,121,125,185
2020년05월_여_90~99세,264,57,21,29,21,19,17,19,17,19,14,31
2020년05월_여_100세 이상,29,5,5,3,2,2,2,0,3,3,1,3
2020년06월_계_총인구수,"28,018","10,277","1,566","2,061","1,750","1,759","1,459","2,005","2,232","1,348","1,170","2,391"
2020년06월_계_연령구간인구수,"28,018","10,277","1,566","2,061","1,750","1,759","1,459","2,005","2,232","1,348","1,170","2,391"
2020년06월_계_0~9세,"1,579",882,59,79,73,50,67,75,128,48,52,66
2020년06월_계_10~19세,"2,255","1,322",95,108,93,72,73,118,137,45,59,133
2020년06월_계_20~29세,"2,125","1,010",107,108,95,108,82,143,135,111,88,138
2020년06월_계_30~39세,"2,092","1,054",101,112,115,106,107,106,133,80,67,111
2020년06월_계_40~49세,"3,397","1,641",142,216,204,151,122,197,230,129,128,237
2020년06월_계_50~59세,"4,561","1,538",284,349,253,316,249,371,417,208,162,414
2020년06월_계_60~69세,"4,693","1,266",290,390,324,402,273,416,421,249,205,457
2020년06월_계_70~79세,"4,203",963,256,404,328,291,261,341,396,262,216,485
2020년06월_계_80~89세,"2,723",515,200,257,235,233,202,212,202,187,179,301
2020년06월_계_90~99세,360,80,27,35,28,28,21,26,30,26,13,46
2020년06월_계_100세 이상,30,6,5,3,2,2,2,0,3,3,1,3
2020년06월_남_총인구수,"13,605","4,961",755,"1,014",861,868,714,989,"1,073",653,546,"1,171"
2020년06월_남_연령구간인구수,"13,605","4,961",755,"1,014",861,868,714,989,"1,073",653,546,"1,171"
2020년06월_남_0~9세,819,463,31,40,37,25,36,34,71,15,34,33
2020년06월_남_10~19세,"1,149",664,49,54,48,41,39,69,67,23,28,67
2020년06월_남_20~29세,"1,169",534,63,60,54,62,51,75,82,70,39,79
2020년06월_남_30~39세,"1,023",477,46,63,71,64,47,57,56,45,34,63
2020년06월_남_40~49세,"1,927",849,78,148,130,100,78,116,124,79,80,145
2020년06월_남_50~59세,"2,479",814,169,183,146,164,147,190,223,122,90,231
2020년06월_남_60~69세,"2,362",590,149,229,164,224,136,222,214,117,97,220
2020년06월_남_70~79세,"1,697",387,109,143,133,111,105,145,164,109,92,199
2020년06월_남_80~89세,885,162,55,89,72,69,71,72,59,65,52,119
2020년06월_남_90~99세,94,20,6,5,6,8,4,9,13,8,0,15
2020년06월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0
2020년06월_여_총인구수,"14,413","5,316",811,"1,047",889,891,745,"1,016","1,159",695,624,"1,220"
2020년06월_여_연령구간인구수,"14,413","5,316",811,"1,047",889,891,745,"1,016","1,159",695,624,"1,220"
2020년06월_여_0~9세,760,419,28,39,36,25,31,41,57,33,18,33
2020년06월_여_10~19세,"1,106",658,46,54,45,31,34,49,70,22,31,66
2020년06월_여_20~29세,956,476,44,48,41,46,31,68,53,41,49,59
2020년06월_여_30~39세,"1,069",577,55,49,44,42,60,49,77,35,33,48
2020년06월_여_40~49세,"1,470",792,64,68,74,51,44,81,106,50,48,92
2020년06월_여_50~59세,"2,082",724,115,166,107,152,102,181,194,86,72,183
2020년06월_여_60~69세,"2,331",676,141,161,160,178,137,194,207,132,108,237
2020년06월_여_70~79세,"2,506",576,147,261,195,180,156,196,232,153,124,286
2020년06월_여_80~89세,"1,838",353,145,168,163,164,131,140,143,122,127,182
2020년06월_여_90~99세,266,60,21,30,22,20,17,17,17,18,13,31
2020년06월_여_100세 이상,29,5,5,3,2,2,2,0,3,3,1,3
2020년07월_계_총인구수,"28,016","10,264","1,572","2,059","1,771","1,752","1,453","1,998","2,233","1,342","1,168","2,404"
2020년07월_계_연령구간인구수,"28,016","10,264","1,572","2,059","1,771","1,752","1,453","1,998","2,233","1,342","1,168","2,404"
2020년07월_계_0~9세,"1,587",879,61,79,71,51,68,75,129,49,56,69
2020년07월_계_10~19세,"2,251","1,326",94,106,98,70,72,114,136,45,58,132
2020년07월_계_20~29세,"2,116","1,004",109,108,97,105,79,138,139,106,88,143
2020년07월_계_30~39세,"2,078","1,043",99,110,115,108,105,105,134,80,67,112
2020년07월_계_40~49세,"3,393","1,639",147,218,204,144,124,197,227,127,126,240
2020년07월_계_50~59세,"4,551","1,533",285,343,258,316,248,367,416,212,159,414
2020년07월_계_60~69세,"4,721","1,274",290,393,331,405,274,421,421,245,206,461
2020년07월_계_70~79세,"4,203",963,256,407,333,290,259,343,391,262,216,483
2020년07월_계_80~89세,"2,726",515,200,257,234,233,202,211,206,189,179,300
2020년07월_계_90~99세,359,82,26,35,28,28,20,27,31,23,12,47
2020년07월_계_100세 이상,31,6,5,3,2,2,2,0,3,4,1,3
2020년07월_남_총인구수,"13,595","4,949",759,"1,011",872,862,711,987,"1,074",650,544,"1,176"
2020년07월_남_연령구간인구수,"13,595","4,949",759,"1,011",872,862,711,987,"1,074",650,544,"1,176"
2020년07월_남_0~9세,821,459,33,41,36,26,36,34,72,15,35,34
2020년07월_남_10~19세,"1,151",671,48,53,52,39,39,66,67,23,27,66
2020년07월_남_20~29세,"1,161",528,64,59,57,61,47,73,84,67,39,82
2020년07월_남_30~39세,"1,013",464,45,63,72,66,46,57,57,46,34,63
2020년07월_남_40~49세,"1,927",859,80,148,126,96,79,117,122,78,78,144
2020년07월_남_50~59세,"2,464",803,170,179,147,163,148,187,223,124,89,231
2020년07월_남_60~69세,"2,380",596,148,230,169,225,135,226,215,115,97,224
2020년07월_남_70~79세,"1,694",385,111,144,136,109,106,145,161,108,93,196
2020년07월_남_80~89세,889,163,54,89,71,69,71,73,60,66,52,121
2020년07월_남_90~99세,94,20,6,5,6,8,4,9,13,8,0,15
2020년07월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0
2020년07월_여_총인구수,"14,421","5,315",813,"1,048",899,890,742,"1,011","1,159",692,624,"1,228"
2020년07월_여_연령구간인구수,"14,421","5,315",813,"1,048",899,890,742,"1,011","1,159",692,624,"1,228"
2020년07월_여_0~9세,766,420,28,38,35,25,32,41,57,34,21,35
2020년07월_여_10~19세,"1,100",655,46,53,46,31,33,48,69,22,31,66
2020년07월_여_20~29세,955,476,45,49,40,44,32,65,55,39,49,61
2020년07월_여_30~39세,"1,065",579,54,47,43,42,59,48,77,34,33,49
2020년07월_여_40~49세,"1,466",780,67,70,78,48,45,80,105,49,48,96
2020년07월_여_50~59세,"2,087",730,115,164,111,153,100,180,193,88,70,183
2020년07월_여_60~69세,"2,341",678,142,163,162,180,139,195,206,130,109,237
2020년07월_여_70~79세,"2,509",578,145,263,197,181,153,198,230,154,123,287
2020년07월_여_80~89세,"1,837",352,146,168,163,164,131,138,146,123,127,179
2020년07월_여_90~99세,265,62,20,30,22,20,16,18,18,15,12,32
2020년07월_여_100세 이상,30,5,5,3,2,2,2,0,3,4,1,3
2020년08월_계_총인구수,"27,942","10,268","1,566","2,055","1,763","1,748","1,439","1,988","2,232","1,330","1,159","2,394"
2020년08월_계_연령구간인구수,"27,942","10,268","1,566","2,055","1,763","1,748","1,439","1,988","2,232","1,330","1,159","2,394"
2020년08월_계_0~9세,"1,574",877,62,76,69,53,64,75,129,47,53,69
2020년08월_계_10~19세,"2,243","1,330",92,106,96,70,71,113,138,39,58,130
2020년08월_계_20~29세,"2,085","1,005",106,109,93,103,75,136,133,102,83,140
2020년08월_계_30~39세,"2,067","1,037",101,109,114,105,102,105,138,79,66,111
2020년08월_계_40~49세,"3,378","1,639",144,220,199,144,122,194,223,132,122,239
2020년08월_계_50~59세,"4,535","1,537",282,340,261,318,246,359,419,207,157,409
2020년08월_계_60~69세,"4,731","1,277",293,389,331,404,276,427,417,248,212,457
2020년08월_계_70~79세,"4,206",961,257,410,333,287,259,341,389,261,216,492
2020년08월_계_80~89세,"2,729",517,199,257,238,234,202,211,210,186,178,297
2020년08월_계_90~99세,363,82,25,36,27,28,20,27,33,25,13,47
2020년08월_계_100세 이상,31,6,5,3,2,2,2,0,3,4,1,3
2020년08월_남_총인구수,"13,569","4,961",756,"1,009",869,861,704,981,"1,074",645,539,"1,170"
2020년08월_남_연령구간인구수,"13,569","4,961",756,"1,009",869,861,704,981,"1,074",645,539,"1,170"
2020년08월_남_0~9세,812,460,33,39,33,27,34,34,71,14,33,34
2020년08월_남_10~19세,"1,150",675,48,52,51,39,39,65,68,20,28,65
2020년08월_남_20~29세,"1,142",528,63,60,56,59,44,73,81,63,35,80
2020년08월_남_30~39세,"1,012",463,46,62,72,64,45,57,60,46,34,63
2020년08월_남_40~49세,"1,926",860,79,149,124,96,79,116,120,82,77,144
2020년08월_남_50~59세,"2,463",810,168,177,148,167,146,184,226,120,87,230
2020년08월_남_60~69세,"2,382",596,150,230,168,225,136,228,213,118,100,218
2020년08월_남_70~79세,"1,698",386,111,147,137,108,106,143,159,106,93,202
2020년08월_남_80~89세,888,163,53,87,74,68,71,72,62,67,52,119
2020년08월_남_90~99세,95,19,5,6,6,8,4,9,14,9,0,15
2020년08월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0
2020년08월_여_총인구수,"14,373","5,307",810,"1,046",894,887,735,"1,007","1,158",685,620,"1,224"
2020년08월_여_연령구간인구수,"14,373","5,307",810,"1,046",894,887,735,"1,007","1,158",685,620,"1,224"
2020년08월_여_0~9세,762,417,29,37,36,26,30,41,58,33,20,35
2020년08월_여_10~19세,"1,093",655,44,54,45,31,32,48,70,19,30,65
2020년08월_여_20~29세,943,477,43,49,37,44,31,63,52,39,48,60
2020년08월_여_30~39세,"1,055",574,55,47,42,41,57,48,78,33,32,48
2020년08월_여_40~49세,"1,452",779,65,71,75,48,43,78,103,50,45,95
2020년08월_여_50~59세,"2,072",727,114,163,113,151,100,175,193,87,70,179
2020년08월_여_60~69세,"2,349",681,143,159,163,179,140,199,204,130,112,239
2020년08월_여_70~79세,"2,508",575,146,263,196,179,153,198,230,155,123,290
2020년08월_여_80~89세,"1,841",354,146,170,164,166,131,139,148,119,126,178
2020년08월_여_90~99세,268,63,20,30,21,20,16,18,19,16,13,32
2020년08월_여_100세 이상,30,5,5,3,2,2,2,0,3,4,1,3
2020년09월_계_총인구수,"27,871","10,280","1,561","2,056","1,754","1,735","1,435","1,984","2,221","1,313","1,164","2,368"
2020년09월_계_연령구간인구수,"27,871","10,280","1,561","2,056","1,754","1,735","1,435","1,984","2,221","1,313","1,164","2,368"
2020년09월_계_0~9세,"1,561",877,64,74,66,49,64,73,128,45,53,68
2020년09월_계_10~19세,"2,220","1,315",94,104,97,69,70,115,139,39,55,123
2020년09월_계_20~29세,"2,095","1,025",103,111,93,101,77,136,134,97,82,136
2020년09월_계_30~39세,"2,044","1,030",99,110,109,102,101,108,133,77,68,107
2020년09월_계_40~49세,"3,359","1,637",148,217,194,143,119,187,222,129,127,236
2020년09월_계_50~59세,"4,503","1,528",278,350,263,318,244,359,406,200,156,401
2020년09월_계_60~69세,"4,760","1,301",295,385,329,402,280,427,423,251,212,455
