카테고리,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2020년01월_남_연령구간인구수,"935,962","114,506","143,642","140,119","57,696","79,710","23,666","14,067","12,751","31,428","20,049","31,001","18,667","16,928","34,599","27,993","40,675","16,371","26,816","23,409","25,430","15,096","21,343"
2020년01월_남_0~9세,"70,759","10,355","11,157","12,498","5,250","7,228","1,206",598,606,"1,343",991,"1,849","1,070",976,"2,207","1,984","3,669",780,"1,942","1,550","1,717",884,899
2020년01월_남_10~19세,"90,410","13,213","14,486","16,378","4,807","8,641","1,633","1,122","1,038","2,194","1,395","3,160","1,576","1,355","2,896","2,488","4,510","1,162","2,269","1,817","1,949","1,193","1,128"
2020년01월_남_20~29세,"112,943","14,982","19,242","20,086","6,477","12,067","2,976","1,373","1,152","2,556","1,773","3,699","1,793","1,627","3,166","2,863","4,378","1,560","2,871","2,797","2,246","1,411","1,848"
2020년01월_남_30~39세,"102,155","14,512","17,265","17,102","7,753","10,296","2,034","1,015",991,"2,129","1,477","2,531","1,605","1,333","2,817","2,913","4,799","1,232","2,640","2,119","2,411","1,288","1,893"
2020년01월_남_40~49세,"142,184","19,763","22,475","21,651","9,242","12,440","3,183","1,820","1,747","3,893","2,499","4,540","2,405","2,185","4,797","4,558","6,716","2,187","3,873","3,343","3,722","2,102","3,043"
2020년01월_남_50~59세,"169,291","18,452","25,359","24,825","9,432","15,811","4,560","2,793","2,615","5,842","3,827","6,104","3,517","3,110","6,582","5,388","6,850","3,298","4,804","4,353","4,568","2,812","4,389"
2020년01월_남_60~69세,"129,551","13,215","19,331","15,951","7,746","8,222","4,006","2,478","2,145","6,065","3,695","4,554","3,125","2,986","5,880","3,859","5,042","2,890","4,075","3,544","4,107","2,557","4,078"
2020년01월_남_70~79세,"82,864","7,623","10,729","8,204","4,923","3,464","2,746","1,784","1,584","4,892","2,821","3,065","2,323","2,225","4,358","2,636","3,412","2,185","3,064","2,626","3,293","2,020","2,887"
2020년01월_남_80~89세,"32,712","2,196","3,315","3,130","1,849","1,412","1,195",983,803,"2,256","1,430","1,350","1,138","1,038","1,748","1,199","1,200",972,"1,174","1,150","1,327",761,"1,086"
2020년01월_남_90~99세,"2,976",179,269,287,205,124,123,99,67,251,135,147,111,89,146,98,95,102,100,106,88,68,87
2020년01월_남_100세 이상,117,16,14,7,12,5,4,2,3,7,6,2,4,4,2,7,4,3,4,4,2,0,5
2020년01월_여_총인구수,"928,750","115,238","138,714","140,895","56,975","73,625","22,777","14,706","13,463","33,423","21,349","31,641","19,822","18,298","35,613","26,491","40,469","16,414","27,019","22,216","25,200","15,589","18,813"
2020년01월_여_연령구간인구수,"928,750","115,238","138,714","140,895","56,975","73,625","22,777","14,706","13,463","33,423","21,349","31,641","19,822","18,298","35,613","26,491","40,469","16,414","27,019","22,216","25,200","15,589","18,813"
2020년01월_여_0~9세,"67,787","9,797","10,766","11,715","5,058","6,975","1,195",595,613,"1,348",932,"1,773","1,019",949,"2,152","1,940","3,524",718,"1,869","1,504","1,613",916,816
2020년01월_여_10~19세,"83,669","12,562","13,263","14,960","4,557","8,107","1,468","1,018",930,"1,942","1,368","2,892","1,413","1,307","2,668","2,178","4,307","1,024","2,094","1,615","1,841","1,110","1,045"
2020년01월_여_20~29세,"91,072","12,818","15,076","17,088","5,843","8,846","2,079","1,177","1,013","1,948","1,388","3,137","1,490","1,316","2,556","2,214","3,784","1,143","2,333","1,878","1,598","1,077","1,270"
2020년01월_여_30~39세,"91,910","13,696","14,975","16,444","7,093","8,962","1,791",837,859,"1,780","1,278","2,433","1,391","1,307","2,711","2,328","4,544","1,022","2,388","1,889","1,987","1,060","1,135"
2020년01월_여_40~49세,"123,194","18,667","20,295","22,360","7,077","12,156","2,274","1,419","1,400","2,726","1,918","4,099","1,935","1,734","3,603","3,117","5,875","1,498","2,924","2,439","2,640","1,523","1,515"
2020년01월_여_50~59세,"148,165","18,448","23,551","24,311","7,954","13,046","3,661","2,245","2,147","4,814","3,067","5,097","3,027","2,769","5,416","4,061","5,636","2,437","4,034","3,327","3,802","2,371","2,944"
2020년01월_여_60~69세,"128,759","14,365","19,552","15,805","7,491","7,387","3,793","2,308","2,275","6,289","3,744","4,219","3,183","3,012","6,042","3,799","5,135","2,796","4,146","3,365","4,168","2,497","3,388"
2020년01월_여_70~79세,"109,370","9,669","13,081","10,331","6,611","4,465","3,545","2,571","2,325","6,624","3,930","4,462","3,256","3,107","5,832","3,757","4,410","3,109","4,154","3,382","4,271","2,805","3,673"
2020년01월_여_80~89세,"72,351","4,447","6,851","6,654","4,513","3,112","2,498","2,134","1,619","5,003","3,174","3,062","2,620","2,416","3,980","2,677","2,771","2,301","2,628","2,420","2,849","1,951","2,671"
2020년01월_여_90~99세,"11,784",712,"1,222","1,179",726,552,446,393,268,909,513,438,466,356,617,395,453,343,415,360,411,266,344
2020년01월_여_100세 이상,689,57,82,48,52,17,27,9,14,40,37,29,22,25,36,25,30,23,34,37,20,13,12
2020년02월_계_총인구수,"1,861,894","229,235","282,062","281,347","114,618","152,304","46,367","28,696","26,086","64,728","41,329","62,529","38,400","35,163","70,018","54,383","81,322","32,735","53,694","45,595","50,560","30,601","40,122"
2020년02월_계_연령구간인구수,"1,861,894","229,235","282,062","281,347","114,618","152,304","46,367","28,696","26,086","64,728","41,329","62,529","38,400","35,163","70,018","54,383","81,322","32,735","53,694","45,595","50,560","30,601","40,122"
2020년02월_계_0~9세,"137,868","20,002","21,862","24,130","10,270","14,112","2,400","1,196","1,218","2,681","1,905","3,612","2,072","1,913","4,319","3,900","7,156","1,490","3,784","3,024","3,311","1,799","1,712"
2020년02월_계_10~19세,"172,888","25,639","27,525","31,232","9,352","16,478","3,076","2,122","1,944","4,096","2,752","5,987","2,974","2,635","5,506","4,644","8,821","2,153","4,344","3,432","3,759","2,280","2,137"
2020년02월_계_20~29세,"202,760","27,657","34,147","37,116","12,259","20,552","5,006","2,512","2,114","4,448","3,130","6,795","3,249","2,908","5,690","5,036","8,214","2,676","5,141","4,696","3,854","2,452","3,108"
2020년02월_계_30~39세,"193,083","27,956","32,124","33,571","14,825","19,129","3,785","1,823","1,827","3,882","2,743","4,911","2,960","2,633","5,476","5,195","9,325","2,255","5,001","3,957","4,360","2,328","3,017"
2020년02월_계_40~49세,"265,366","38,429","42,775","44,151","16,329","24,394","5,444","3,249","3,099","6,624","4,412","8,621","4,342","3,914","8,374","7,688","12,671","3,690","6,816","5,809","6,360","3,618","4,557"
2020년02월_계_50~59세,"317,226","36,893","48,924","49,233","17,366","28,787","8,216","5,023","4,762","10,629","6,876","11,202","6,536","5,876","11,961","9,414","12,481","5,721","8,818","7,676","8,340","5,165","7,327"
2020년02월_계_60~69세,"259,385","27,707","39,042","31,972","15,339","15,649","7,843","4,785","4,423","12,353","7,454","8,819","6,319","6,020","11,967","7,706","10,261","5,700","8,236","6,924","8,305","5,062","7,499"
2020년02월_계_70~79세,"191,719","17,279","23,826","18,541","11,480","7,926","6,282","4,340","3,922","11,516","6,731","7,500","5,563","5,308","10,122","6,373","7,772","5,265","7,164","5,963","7,523","4,812","6,511"
2020년02월_계_80~89세,"105,793","6,697","10,232","9,846","6,398","4,559","3,707","3,143","2,421","7,276","4,621","4,442","3,776","3,471","5,791","3,896","4,034","3,299","3,831","3,609","4,215","2,729","3,800"
2020년02월_계_90~99세,"14,984",899,"1,507","1,499",936,696,577,491,338,"1,175",663,609,583,455,772,498,553,460,522,464,510,340,437
2020년02월_계_100세 이상,822,77,98,56,64,22,31,12,18,48,42,31,26,30,40,33,34,26,37,41,23,16,17
2020년02월_남_총인구수,"934,900","114,262","143,645","140,306","57,676","79,213","23,619","14,036","12,687","31,368","20,035","30,958","18,639","16,925","34,542","27,926","40,776","16,341","26,740","23,431","25,415","15,047","21,313"
2020년02월_남_연령구간인구수,"934,900","114,262","143,645","140,306","57,676","79,213","23,619","14,036","12,687","31,368","20,035","30,958","18,639","16,925","34,542","27,926","40,776","16,341","26,740","23,431","25,415","15,047","21,313"
2020년02월_남_0~9세,"70,370","10,281","11,132","12,443","5,237","7,175","1,200",606,605,"1,332",985,"1,845","1,063",971,"2,183","1,968","3,648",769,"1,926","1,514","1,709",883,895
2020년02월_남_10~19세,"89,867","13,170","14,378","16,344","4,802","8,529","1,609","1,108","1,025","2,173","1,386","3,126","1,573","1,347","2,862","2,487","4,520","1,142","2,255","1,814","1,933","1,177","1,107"
2020년02월_남_20~29세,"112,492","14,890","19,189","20,063","6,463","11,893","2,964","1,363","1,121","2,540","1,764","3,680","1,787","1,614","3,172","2,840","4,418","1,552","2,846","2,850","2,244","1,399","1,840"
2020년02월_남_30~39세,"101,654","14,391","17,257","17,108","7,730","10,212","2,006",990,982,"2,117","1,477","2,504","1,585","1,337","2,803","2,877","4,781","1,228","2,610","2,100","2,398","1,278","1,883"
2020년02월_남_40~49세,"142,204","19,756","22,502","21,741","9,241","12,331","3,180","1,828","1,713","3,890","2,496","4,519","2,409","2,181","4,774","4,560","6,761","2,193","3,894","3,364","3,732","2,094","3,045"
2020년02월_남_50~59세,"169,281","18,465","25,394","24,887","9,423","15,806","4,547","2,773","2,623","5,827","3,816","6,127","3,511","3,116","6,572","5,364","6,837","3,294","4,800","4,345","4,556","2,804","4,394"
2020년02월_남_60~69세,"130,096","13,267","19,417","16,028","7,788","8,233","4,031","2,488","2,148","6,073","3,711","4,576","3,130","2,993","5,911","3,885","5,092","2,898","4,082","3,567","4,123","2,562","4,093"
2020년02월_남_70~79세,"82,793","7,622","10,742","8,226","4,907","3,476","2,750","1,789","1,596","4,901","2,809","3,060","2,323","2,223","4,345","2,635","3,400","2,179","3,044","2,601","3,284","2,012","2,869"
2020년02월_남_80~89세,"33,003","2,220","3,347","3,162","1,867","1,422","1,205",992,802,"2,256","1,444","1,371","1,143","1,050","1,766","1,205","1,221",976,"1,180","1,162","1,343",771,"1,098"
2020년02월_남_90~99세,"3,021",183,272,297,207,131,123,97,69,252,141,148,111,89,152,98,94,107,99,110,90,67,84
2020년02월_남_100세 이상,119,17,15,7,11,5,4,2,3,7,6,2,4,4,2,7,4,3,4,4,3,0,5
2020년02월_여_총인구수,"926,994","114,973","138,417","141,041","56,942","73,091","22,748","14,660","13,399","33,360","21,294","31,571","19,761","18,238","35,476","26,457","40,546","16,394","26,954","22,164","25,145","15,554","18,809"
2020년02월_여_연령구간인구수,"926,994","114,973","138,417","141,041","56,942","73,091","22,748","14,660","13,399","33,360","21,294","31,571","19,761","18,238","35,476","26,457","40,546","16,394","26,954","22,164","25,145","15,554","18,809"
2020년02월_여_0~9세,"67,498","9,721","10,730","11,687","5,033","6,937","1,200",590,613,"1,349",920,"1,767","1,009",942,"2,136","1,932","3,508",721,"1,858","1,510","1,602",916,817
2020년02월_여_10~19세,"83,021","12,469","13,147","14,888","4,550","7,949","1,467","1,014",919,"1,923","1,366","2,861","1,401","1,288","2,644","2,157","4,301","1,011","2,089","1,618","1,826","1,103","1,030"
2020년02월_여_20~29세,"90,268","12,767","14,958","17,053","5,796","8,659","2,042","1,149",993,"1,908","1,366","3,115","1,462","1,294","2,518","2,196","3,796","1,124","2,295","1,846","1,610","1,053","1,268"
2020년02월_여_30~39세,"91,429","13,565","14,867","16,463","7,095","8,917","1,779",833,845,"1,765","1,266","2,407","1,375","1,296","2,673","2,318","4,544","1,027","2,391","1,857","1,962","1,050","1,134"
2020년02월_여_40~49세,"123,162","18,673","20,273","22,410","7,088","12,063","2,264","1,421","1,386","2,734","1,916","4,102","1,933","1,733","3,600","3,128","5,910","1,497","2,922","2,445","2,628","1,524","1,512"
2020년02월_여_50~59세,"147,945","18,428","23,530","24,346","7,943","12,981","3,669","2,250","2,139","4,802","3,060","5,075","3,025","2,760","5,389","4,050","5,644","2,427","4,018","3,331","3,784","2,361","2,933"
2020년02월_여_60~69세,"129,289","14,440","19,625","15,944","7,551","7,416","3,812","2,297","2,275","6,280","3,743","4,243","3,189","3,027","6,056","3,821","5,169","2,802","4,154","3,357","4,182","2,500","3,406"
2020년02월_여_70~79세,"108,926","9,657","13,084","10,315","6,573","4,450","3,532","2,551","2,326","6,615","3,922","4,440","3,240","3,085","5,777","3,738","4,372","3,086","4,120","3,362","4,239","2,800","3,642"
2020년02월_여_80~89세,"72,790","4,477","6,885","6,684","4,531","3,137","2,502","2,151","1,619","5,020","3,177","3,071","2,633","2,421","4,025","2,691","2,813","2,323","2,651","2,447","2,872","1,958","2,702"
2020년02월_여_90~99세,"11,963",716,"1,235","1,202",729,565,454,394,269,923,522,461,472,366,620,400,459,353,423,354,420,273,353
2020년02월_여_100세 이상,703,60,83,49,53,17,27,10,15,41,36,29,22,26,38,26,30,23,33,37,20,16,12
2020년03월_계_총인구수,"1,859,290","229,009","281,794","281,873","114,516","151,372","46,265","28,569","25,976","64,581","41,232","62,493","38,333","35,161","69,804","54,335","81,409","32,630","53,625","45,412","50,431","30,564","39,906"
2020년03월_계_연령구간인구수,"1,859,290","229,009","281,794","281,873","114,516","151,372","46,265","28,569","25,976","64,581","41,232","62,493","38,333","35,161","69,804","54,335","81,409","32,630","53,625","45,412","50,431","30,564","39,906"
2020년03월_계_0~9세,"137,229","19,905","21,806","24,112","10,251","14,012","2,369","1,175","1,207","2,685","1,891","3,596","2,068","1,888","4,269","3,870","7,160","1,470","3,759","2,970","3,288","1,792","1,686"
2020년03월_계_10~19세,"171,854","25,500","27,378","31,058","9,317","16,294","3,068","2,092","1,938","4,065","2,716","5,924","2,966","2,628","5,468","4,623","8,814","2,143","4,346","3,406","3,747","2,268","2,095"
2020년03월_계_20~29세,"202,245","27,653","34,080","37,259","12,254","20,300","4,983","2,482","2,083","4,400","3,116","6,793","3,217","2,920","5,675","5,023","8,234","2,645","5,132","4,632","3,836","2,446","3,082"
2020년03월_계_30~39세,"192,216","27,819","32,006","33,649","14,763","18,949","3,789","1,801","1,796","3,873","2,703","4,884","2,944","2,646","5,403","5,165","9,319","2,231","4,979","3,916","4,298","2,307","2,976"
2020년03월_계_40~49세,"264,233","38,305","42,604","44,166","16,283","24,153","5,393","3,210","3,070","6,556","4,385","8,573","4,303","3,885","8,316","7,680","12,707","3,662","6,781","5,772","6,329","3,597","4,503"
2020년03월_계_50~59세,"316,811","36,876","48,921","49,293","17,365","28,726","8,177","5,012","4,732","10,564","6,871","11,222","6,506","5,868","11,935","9,425","12,450","5,696","8,806","7,639","8,311","5,124","7,292"
2020년03월_계_60~69세,"260,605","27,896","39,192","32,229","15,394","15,733","7,857","4,825","4,444","12,378","7,470","8,877","6,375","6,055","11,984","7,742","10,308","5,717","8,239","6,989","8,309","5,108","7,484"
2020년03월_계_70~79세,"191,356","17,312","23,843","18,626","11,450","7,895","6,283","4,320","3,899","11,450","6,705","7,474","5,531","5,285","10,074","6,347","7,758","5,235","7,139","5,947","7,502","4,802","6,479"
2020년03월_계_80~89세,"106,614","6,743","10,320","9,881","6,419","4,581","3,737","3,152","2,444","7,357","4,653","4,490","3,809","3,485","5,855","3,920","4,063","3,332","3,885","3,627","4,266","2,755","3,840"
2020년03월_계_90~99세,"15,298",924,"1,542","1,542",957,707,577,489,344,"1,208",682,626,587,470,784,506,563,473,522,472,522,349,452
2020년03월_계_100세 이상,829,76,102,58,63,22,32,11,19,45,40,34,27,31,41,34,33,26,37,42,23,16,17
2020년03월_남_총인구수,"933,896","114,138","143,551","140,597","57,667","78,834","23,562","13,955","12,647","31,295","19,992","30,938","18,625","16,934","34,459","27,900","40,836","16,311","26,716","23,357","25,346","15,021","21,215"
2020년03월_남_연령구간인구수,"933,896","114,138","143,551","140,597","57,667","78,834","23,562","13,955","12,647","31,295","19,992","30,938","18,625","16,934","34,459","27,900","40,836","16,311","26,716","23,357","25,346","15,021","21,215"
2020년03월_남_0~9세,"70,031","10,243","11,085","12,404","5,239","7,141","1,193",591,602,"1,337",979,"1,837","1,063",959,"2,159","1,949","3,652",759,"1,907","1,489","1,690",874,879
2020년03월_남_10~19세,"89,391","13,084","14,282","16,259","4,805","8,436","1,602","1,097","1,028","2,153","1,380","3,093","1,564","1,349","2,846","2,479","4,519","1,146","2,261","1,809","1,931","1,178","1,090"
2020년03월_남_20~29세,"112,355","14,898","19,193","20,154","6,465","11,799","2,962","1,341","1,105","2,528","1,752","3,683","1,791","1,612","3,163","2,829","4,433","1,526","2,851","2,804","2,252","1,388","1,826"
2020년03월_남_30~39세,"101,265","14,314","17,205","17,176","7,701","10,121","2,001",977,971,"2,116","1,455","2,491","1,572","1,346","2,792","2,858","4,774","1,213","2,597","2,083","2,359","1,270","1,873"
2020년03월_남_40~49세,"141,576","19,689","22,420","21,750","9,191","12,241","3,150","1,803","1,695","3,839","2,481","4,480","2,391","2,162","4,732","4,557","6,786","2,183","3,878","3,341","3,717","2,075","3,015"
2020년03월_남_50~59세,"169,211","18,478","25,438","24,919","9,441","15,777","4,524","2,770","2,609","5,788","3,818","6,137","3,500","3,134","6,570","5,367","6,817","3,282","4,793","4,338","4,533","2,790","4,388"
2020년03월_남_60~69세,"130,720","13,335","19,472","16,181","7,823","8,292","4,037","2,502","2,164","6,085","3,720","4,610","3,160","2,998","5,917","3,903","5,119","2,925","4,090","3,608","4,120","2,585","4,074"
2020년03월_남_70~79세,"82,837","7,660","10,769","8,252","4,907","3,462","2,768","1,786","1,592","4,904","2,806","3,069","2,316","2,221","4,334","2,635","3,404","2,165","3,038","2,595","3,288","2,003","2,863"
2020년03월_남_80~89세,"33,335","2,236","3,394","3,191","1,876","1,427","1,200",992,805,"2,283","1,455","1,386","1,154","1,059","1,795","1,211","1,230",996,"1,201","1,172","1,364",791,"1,117"
2020년03월_남_90~99세,"3,057",185,278,303,209,132,122,94,73,255,141,150,110,89,149,105,98,113,96,114,89,67,85
2020년03월_남_100세 이상,118,16,15,8,10,6,3,2,3,7,5,2,4,5,2,7,4,3,4,4,3,0,5
2020년03월_여_총인구수,"925,394","114,871","138,243","141,276","56,849","72,538","22,703","14,614","13,329","33,286","21,240","31,555","19,708","18,227","35,345","26,435","40,573","16,319","26,909","22,055","25,085","15,543","18,691"
2020년03월_여_연령구간인구수,"925,394","114,871","138,243","141,276","56,849","72,538","22,703","14,614","13,329","33,286","21,240","31,555","19,708","18,227","35,345","26,435","40,573","16,319","26,909","22,055","25,085","15,543","18,691"
2020년03월_여_0~9세,"67,198","9,662","10,721","11,708","5,012","6,871","1,176",584,605,"1,348",912,"1,759","1,005",929,"2,110","1,921","3,508",711,"1,852","1,481","1,598",918,807
2020년03월_여_10~19세,"82,463","12,416","13,096","14,799","4,512","7,858","1,466",995,910,"1,912","1,336","2,831","1,402","1,279","2,622","2,144","4,295",997,"2,085","1,597","1,816","1,090","1,005"
2020년03월_여_20~29세,"89,890","12,755","14,887","17,105","5,789","8,501","2,021","1,141",978,"1,872","1,364","3,110","1,426","1,308","2,512","2,194","3,801","1,119","2,281","1,828","1,584","1,058","1,256"
2020년03월_여_30~39세,"90,951","13,505","14,801","16,473","7,062","8,828","1,788",824,825,"1,757","1,248","2,393","1,372","1,300","2,611","2,307","4,545","1,018","2,382","1,833","1,939","1,037","1,103"
2020년03월_여_40~49세,"122,657","18,616","20,184","22,416","7,092","11,912","2,243","1,407","1,375","2,717","1,904","4,093","1,912","1,723","3,584","3,123","5,921","1,479","2,903","2,431","2,612","1,522","1,488"
2020년03월_여_50~59세,"147,600","18,398","23,483","24,374","7,924","12,949","3,653","2,242","2,123","4,776","3,053","5,085","3,006","2,734","5,365","4,058","5,633","2,414","4,013","3,301","3,778","2,334","2,904"
2020년03월_여_60~69세,"129,885","14,561","19,720","16,048","7,571","7,441","3,820","2,323","2,280","6,293","3,750","4,267","3,215","3,057","6,067","3,839","5,189","2,792","4,149","3,381","4,189","2,523","3,410"
2020년03월_여_70~79세,"108,519","9,652","13,074","10,374","6,543","4,433","3,515","2,534","2,307","6,546","3,899","4,405","3,215","3,064","5,740","3,712","4,354","3,070","4,101","3,352","4,214","2,799","3,616"
2020년03월_여_80~89세,"73,279","4,507","6,926","6,690","4,543","3,154","2,537","2,160","1,639","5,074","3,198","3,104","2,655","2,426","4,060","2,709","2,833","2,336","2,684","2,455","2,902","1,964","2,723"
2020년03월_여_90~99세,"12,241",739,"1,264","1,239",748,575,455,395,271,953,541,476,477,381,635,401,465,360,426,358,433,282,367
2020년03월_여_100세 이상,711,60,87,50,53,16,29,9,16,38,35,32,23,26,39,27,29,23,33,38,20,16,12
2020년04월_계_총인구수,"1,857,083","228,916","281,604","281,349","114,380","151,751","46,122","28,455","25,895","64,407","41,135","62,510","38,225","35,054","69,649","54,229","81,412","32,519","53,539","45,325","50,351","30,511","39,745"
2020년04월_계_연령구간인구수,"1,857,083","228,916","281,604","281,349","114,380","151,751","46,122","28,455","25,895","64,407","41,135","62,510","38,225","35,054","69,649","54,229","81,412","32,519","53,539","45,325","50,351","30,511","39,745"
2020년04월_계_0~9세,"136,631","19,790","21,728","24,009","10,197","13,977","2,344","1,162","1,197","2,652","1,880","3,596","2,065","1,885","4,242","3,856","7,138","1,459","3,777","2,944","3,278","1,780","1,675"
2020년04월_계_10~19세,"171,145","25,442","27,244","30,937","9,319","16,263","3,041","2,074","1,926","4,047","2,688","5,880","2,933","2,597","5,446","4,609","8,796","2,122","4,303","3,384","3,738","2,260","2,096"
2020년04월_계_20~29세,"201,748","27,666","33,950","37,230","12,211","20,379","4,931","2,443","2,051","4,349","3,115","6,780","3,180","2,899","5,648","5,001","8,236","2,623","5,097","4,664","3,817","2,444","3,034"
2020년04월_계_30~39세,"191,361","27,727","31,919","33,433","14,712","19,033","3,731","1,770","1,777","3,843","2,671","4,856","2,922","2,633","5,353","5,117","9,305","2,199","4,977","3,862","4,270","2,313","2,938"
2020년04월_계_40~49세,"263,533","38,256","42,563","43,946","16,244","24,183","5,368","3,196","3,066","6,512","4,360","8,545","4,282","3,868","8,272","7,650","12,724","3,634","6,755","5,742","6,302","3,589","4,476"
2020년04월_계_50~59세,"316,359","36,885","48,863","49,278","17,322","28,799","8,178","4,992","4,695","10,522","6,854","11,241","6,479","5,826","11,906","9,420","12,428","5,664","8,777","7,609","8,312","5,083","7,226"
2020년04월_계_60~69세,"261,746","28,023","39,423","32,348","15,441","15,867","7,895","4,848","4,484","12,421","7,471","8,952","6,399","6,061","12,013","7,763","10,344","5,744","8,265","7,020","8,320","5,136","7,508"
2020년04월_계_70~79세,"191,003","17,299","23,847","18,641","11,456","7,909","6,268","4,304","3,883","11,422","6,686","7,449","5,516","5,258","10,042","6,324","7,745","5,217","7,125","5,934","7,475","4,762","6,441"
2020년04월_계_80~89세,"107,298","6,823","10,404","9,936","6,448","4,596","3,748","3,162","2,450","7,389","4,684","4,545","3,831","3,522","5,895","3,941","4,091","3,354","3,899","3,646","4,285","2,779","3,870"
2020년04월_계_90~99세,"15,428",928,"1,561","1,531",969,722,584,493,346,"1,205",687,631,592,474,791,514,572,477,529,478,531,349,464
2020년04월_계_100세 이상,831,77,102,60,61,23,34,11,20,45,39,35,26,31,41,34,33,26,35,42,23,16,17
2020년04월_남_총인구수,"932,970","114,140","143,493","140,348","57,620","79,031","23,501","13,892","12,587","31,244","19,944","30,920","18,568","16,886","34,381","27,860","40,860","16,239","26,693","23,342","25,319","14,998","21,104"
2020년04월_남_연령구간인구수,"932,970","114,140","143,493","140,348","57,620","79,031","23,501","13,892","12,587","31,244","19,944","30,920","18,568","16,886","34,381","27,860","40,860","16,239","26,693","23,342","25,319","14,998","21,104"
2020년04월_남_0~9세,"69,691","10,183","11,050","12,336","5,211","7,107","1,179",586,596,"1,324",978,"1,832","1,062",954,"2,140","1,940","3,646",756,"1,915","1,476","1,689",861,870
2020년04월_남_10~19세,"89,026","13,058","14,220","16,200","4,813","8,421","1,589","1,085","1,025","2,144","1,369","3,066","1,540","1,328","2,836","2,469","4,510","1,134","2,238","1,803","1,923","1,168","1,087"
2020년04월_남_20~29세,"112,233","14,920","19,124","20,157","6,445","11,842","2,938","1,327","1,081","2,521","1,749","3,690","1,785","1,608","3,149","2,824","4,438","1,510","2,841","2,832","2,248","1,404","1,800"
