카테고리,경기도 안성시,경기도 안성시 공도읍,경기도 안성시 보개면,경기도 안성시 금광면,경기도 안성시 서운면,경기도 안성시 미양면,경기도 안성시 대덕면,경기도 안성시 양성면,경기도 안성시 원곡면,경기도 안성시 일죽면,경기도 안성시 죽산면,경기도 안성시 삼죽면,경기도 안성시 고삼면,경기도 안성시 안성1동,경기도 안성시 안성2동,경기도 안성시 안성3동
2020년04월_남_50~59세,"16,375","4,300",597,693,388,571,"1,383",615,639,781,816,361,205,"1,153","1,875","1,998"
2020년04월_남_60~69세,"11,943","2,291",597,672,374,606,920,599,493,817,706,388,220,935,"1,143","1,182"
2020년04월_남_70~79세,"6,060","1,194",325,299,212,333,431,307,232,471,386,223,132,494,494,527
2020년04월_남_80~89세,"2,591",412,159,155,115,154,172,147,92,209,186,108,64,219,175,224
2020년04월_남_90~99세,201,36,9,11,8,11,10,15,13,16,12,2,5,18,18,17
2020년04월_남_100세 이상,11,1,0,1,1,1,1,0,1,2,0,0,0,2,1,0
2020년04월_여_총인구수,"89,430","28,725","2,589","3,777","1,627","2,586","6,952","2,481","2,769","3,631","3,226","1,641",933,"6,287","11,198","11,008"
2020년04월_여_연령구간인구수,"89,430","28,725","2,589","3,777","1,627","2,586","6,952","2,481","2,769","3,631","3,226","1,641",933,"6,287","11,198","11,008"
2020년04월_여_0~9세,"7,093","3,091",84,214,35,107,711,71,188,153,131,41,21,384,"1,026",836
2020년04월_여_10~19세,"8,722","3,594",133,334,67,135,605,144,172,205,192,97,41,545,"1,213","1,245"
2020년04월_여_20~29세,"9,847","3,097",225,335,119,192,890,188,303,297,297,171,81,745,"1,442","1,465"
2020년04월_여_30~39세,"10,620","4,106",164,347,112,193,"1,161",156,349,255,228,99,61,656,"1,485","1,248"
2020년04월_여_40~49세,"13,972","5,752",230,523,146,257,979,232,340,347,335,135,76,845,"1,911","1,864"
2020년04월_여_50~59세,"14,609","3,998",489,651,318,501,"1,012",456,554,667,628,304,182,"1,130","1,788","1,931"
2020년04월_여_60~69세,"11,768","2,615",524,632,354,519,820,537,418,783,620,350,216,970,"1,207","1,203"
2020년04월_여_70~79세,"7,276","1,530",397,394,257,358,453,331,249,495,443,249,131,589,669,731
2020년04월_여_80~89세,"4,727",827,288,294,191,276,270,287,169,361,317,175,105,355,400,412
2020년04월_여_90~99세,752,110,50,51,27,44,48,76,25,64,31,19,18,63,56,70
2020년04월_여_100세 이상,44,5,5,2,1,4,3,3,2,4,4,1,1,5,1,3
2020년05월_계_총인구수,"185,018","57,956","5,492","7,593","3,422","5,658","15,688","5,252","6,250","7,649","6,881","3,791","1,946","12,612","22,674","22,154"
2020년05월_계_연령구간인구수,"185,018","57,956","5,492","7,593","3,422","5,658","15,688","5,252","6,250","7,649","6,881","3,791","1,946","12,612","22,674","22,154"
2020년05월_계_0~9세,"14,532","6,163",182,476,92,241,"1,518",149,412,302,243,93,54,749,"2,122","1,736"
2020년05월_계_10~19세,"18,502","7,479",312,684,155,278,"1,198",276,419,505,397,454,80,"1,097","2,557","2,611"
2020년05월_계_20~29세,"21,989","6,603",530,733,304,511,"2,119",473,768,659,687,426,186,"1,629","3,102","3,259"
2020년05월_계_30~39세,"23,259","8,471",441,705,264,535,"2,764",397,871,647,578,285,148,"1,417","3,065","2,671"
2020년05월_계_40~49세,"30,035","11,818",573,"1,117",359,697,"2,545",565,886,853,816,349,192,"1,793","3,945","3,527"
2020년05월_계_50~59세,"31,069","8,339","1,087","1,346",705,"1,078","2,406","1,078","1,194","1,450","1,436",663,386,"2,274","3,681","3,946"
2020년05월_계_60~69세,"23,868","4,940","1,133","1,321",729,"1,132","1,751","1,133",915,"1,609","1,347",736,441,"1,906","2,372","2,403"
2020년05월_계_70~79세,"13,387","2,749",719,696,472,693,881,647,483,958,827,479,261,"1,084","1,174","1,264"
2020년05월_계_80~89세,"7,349","1,242",451,447,305,433,445,437,259,577,502,284,172,573,577,645
2020년05월_계_90~99세,972,146,59,65,35,55,57,94,40,83,43,21,25,83,77,89
2020년05월_계_100세 이상,56,6,5,3,2,5,4,3,3,6,5,1,1,7,2,3
2020년05월_남_총인구수,"95,278","29,173","2,905","3,809","1,802","3,059","8,720","2,761","3,489","4,009","3,654","2,005","1,007","6,329","11,428","11,128"
2020년05월_남_연령구간인구수,"95,278","29,173","2,905","3,809","1,802","3,059","8,720","2,761","3,489","4,009","3,654","2,005","1,007","6,329","11,428","11,128"
2020년05월_남_0~9세,"7,458","3,098",98,259,57,133,812,76,228,151,113,51,30,361,"1,093",898
2020년05월_남_10~19세,"9,675","3,891",180,349,88,145,597,132,245,299,203,231,42,554,"1,347","1,372"
2020년05월_남_20~29세,"12,092","3,478",312,395,188,321,"1,209",288,470,364,394,237,103,883,"1,659","1,791"
2020년05월_남_30~39세,"12,648","4,388",276,364,152,336,"1,619",237,523,394,344,188,86,768,"1,561","1,412"
2020년05월_남_40~49세,"16,047","6,040",342,598,215,437,"1,553",336,545,499,484,212,116,946,"2,040","1,684"
2020년05월_남_50~59세,"16,434","4,323",600,692,390,573,"1,392",616,647,782,817,362,205,"1,147","1,883","2,005"
2020년05월_남_60~69세,"12,008","2,299",603,682,372,613,926,603,492,823,716,386,223,935,"1,146","1,189"
2020년05월_남_70~79세,"6,102","1,207",322,300,216,334,430,309,235,467,387,228,132,496,506,533
2020년05월_남_80~89세,"2,602",414,163,159,115,155,171,149,90,211,184,108,65,219,173,226
2020년05월_남_90~99세,200,34,9,10,8,11,10,15,13,17,11,2,5,18,19,18
2020년05월_남_100세 이상,12,1,0,1,1,1,1,0,1,2,1,0,0,2,1,0
2020년05월_여_총인구수,"89,740","28,783","2,587","3,784","1,620","2,599","6,968","2,491","2,761","3,640","3,227","1,786",939,"6,283","11,246","11,026"
2020년05월_여_연령구간인구수,"89,740","28,783","2,587","3,784","1,620","2,599","6,968","2,491","2,761","3,640","3,227","1,786",939,"6,283","11,246","11,026"
2020년05월_여_0~9세,"7,074","3,065",84,217,35,108,706,73,184,151,130,42,24,388,"1,029",838
2020년05월_여_10~19세,"8,827","3,588",132,335,67,133,601,144,174,206,194,223,38,543,"1,210","1,239"
2020년05월_여_20~29세,"9,897","3,125",218,338,116,190,910,185,298,295,293,189,83,746,"1,443","1,468"
2020년05월_여_30~39세,"10,611","4,083",165,341,112,199,"1,145",160,348,253,234,97,62,649,"1,504","1,259"
2020년05월_여_40~49세,"13,988","5,778",231,519,144,260,992,229,341,354,332,137,76,847,"1,905","1,843"
2020년05월_여_50~59세,"14,635","4,016",487,654,315,505,"1,014",462,547,668,619,301,181,"1,127","1,798","1,941"
2020년05월_여_60~69세,"11,860","2,641",530,639,357,519,825,530,423,786,631,350,218,971,"1,226","1,214"
2020년05월_여_70~79세,"7,285","1,542",397,396,256,359,451,338,248,491,440,251,129,588,668,731
2020년05월_여_80~89세,"4,747",828,288,288,190,278,274,288,169,366,318,176,107,354,404,419
2020년05월_여_90~99세,772,112,50,55,27,44,47,79,27,66,32,19,20,65,58,71
2020년05월_여_100세 이상,44,5,5,2,1,4,3,3,2,4,4,1,1,5,1,3
2020년06월_계_총인구수,"185,305","58,071","5,485","7,568","3,425","5,685","15,645","5,264","6,249","7,662","6,886","3,789","1,953","12,614","22,778","22,231"
2020년06월_계_연령구간인구수,"185,305","58,071","5,485","7,568","3,425","5,685","15,645","5,264","6,249","7,662","6,886","3,789","1,953","12,614","22,778","22,231"
2020년06월_계_0~9세,"14,484","6,136",185,460,90,239,"1,516",154,408,299,247,93,52,742,"2,119","1,744"
2020년06월_계_10~19세,"18,483","7,489",313,686,153,274,"1,182",276,411,507,390,449,82,"1,099","2,563","2,609"
2020년06월_계_20~29세,"22,027","6,621",526,723,302,524,"2,105",469,763,657,698,429,187,"1,623","3,131","3,269"
2020년06월_계_30~39세,"23,199","8,421",436,701,271,528,"2,736",399,876,648,574,286,154,"1,421","3,061","2,687"
2020년06월_계_40~49세,"30,104","11,856",578,"1,114",360,705,"2,539",573,889,855,809,347,192,"1,785","3,964","3,538"
2020년06월_계_50~59세,"31,066","8,380","1,081","1,335",701,"1,084","2,401","1,071","1,192","1,450","1,436",659,379,"2,272","3,689","3,936"
2020년06월_계_60~69세,"24,065","4,995","1,132","1,329",731,"1,142","1,761","1,136",920,"1,623","1,347",744,448,"1,918","2,407","2,432"
2020년06월_계_70~79세,"13,456","2,761",719,702,472,690,896,652,487,957,835,476,260,"1,086","1,186","1,277"
2020년06월_계_80~89세,"7,384","1,257",452,450,308,440,446,436,260,577,501,284,172,576,579,646
2020년06월_계_90~99세,981,149,58,65,35,54,59,95,40,83,44,21,26,85,77,90
2020년06월_계_100세 이상,56,6,5,3,2,5,4,3,3,6,5,1,1,7,2,3
2020년06월_남_총인구수,"95,447","29,241","2,900","3,803","1,803","3,073","8,702","2,763","3,496","4,008","3,653","2,008","1,010","6,331","11,484","11,172"
2020년06월_남_연령구간인구수,"95,447","29,241","2,900","3,803","1,803","3,073","8,702","2,763","3,496","4,008","3,653","2,008","1,010","6,331","11,484","11,172"
2020년06월_남_0~9세,"7,435","3,084",101,251,57,132,810,81,226,146,118,51,28,358,"1,090",902
2020년06월_남_10~19세,"9,665","3,892",181,350,85,143,594,131,240,304,200,231,45,557,"1,344","1,368"
2020년06월_남_20~29세,"12,118","3,489",311,390,184,330,"1,201",286,470,359,402,236,102,875,"1,681","1,802"
2020년06월_남_30~39세,"12,637","4,370",269,367,158,331,"1,595",235,529,399,342,192,93,776,"1,563","1,418"
2020년06월_남_40~49세,"16,090","6,068",344,596,216,439,"1,555",340,551,491,479,209,114,934,"2,057","1,697"
2020년06월_남_50~59세,"16,446","4,351",597,687,391,576,"1,391",609,646,783,817,360,200,"1,154","1,888","1,996"
2020년06월_남_60~69세,"12,094","2,325",603,686,373,618,931,605,495,829,713,390,226,936,"1,159","1,205"
2020년06월_남_70~79세,"6,132","1,208",320,304,214,335,441,311,234,467,391,230,131,495,511,540
2020년06월_남_80~89세,"2,617",417,165,161,116,157,173,151,91,211,180,107,66,225,172,225
2020년06월_남_90~99세,201,36,9,10,8,11,10,14,13,17,10,2,5,19,18,19
2020년06월_남_100세 이상,12,1,0,1,1,1,1,0,1,2,1,0,0,2,1,0
2020년06월_여_총인구수,"89,858","28,830","2,585","3,765","1,622","2,612","6,943","2,501","2,753","3,654","3,233","1,781",943,"6,283","11,294","11,059"
2020년06월_여_연령구간인구수,"89,858","28,830","2,585","3,765","1,622","2,612","6,943","2,501","2,753","3,654","3,233","1,781",943,"6,283","11,294","11,059"
2020년06월_여_0~9세,"7,049","3,052",84,209,33,107,706,73,182,153,129,42,24,384,"1,029",842
2020년06월_여_10~19세,"8,818","3,597",132,336,68,131,588,145,171,203,190,218,37,542,"1,219","1,241"
2020년06월_여_20~29세,"9,909","3,132",215,333,118,194,904,183,293,298,296,193,85,748,"1,450","1,467"
2020년06월_여_30~39세,"10,562","4,051",167,334,113,197,"1,141",164,347,249,232,94,61,645,"1,498","1,269"
2020년06월_여_40~49세,"14,014","5,788",234,518,144,266,984,233,338,364,330,138,78,851,"1,907","1,841"
2020년06월_여_50~59세,"14,620","4,029",484,648,310,508,"1,010",462,546,667,619,299,179,"1,118","1,801","1,940"
2020년06월_여_60~69세,"11,971","2,670",529,643,358,524,830,531,425,794,634,354,222,982,"1,248","1,227"
2020년06월_여_70~79세,"7,324","1,553",399,398,258,355,455,341,253,490,444,246,129,591,675,737
2020년06월_여_80~89세,"4,767",840,287,289,192,283,273,285,169,366,321,177,106,351,407,421
2020년06월_여_90~99세,780,113,49,55,27,43,49,81,27,66,34,19,21,66,59,71
2020년06월_여_100세 이상,44,5,5,2,1,4,3,3,2,4,4,1,1,5,1,3
2020년07월_계_총인구수,"185,544","58,081","5,479","7,544","3,407","5,739","15,596","5,290","6,293","7,645","6,890","3,855","1,961","12,570","22,894","22,300"
2020년07월_계_연령구간인구수,"185,544","58,081","5,479","7,544","3,407","5,739","15,596","5,290","6,293","7,645","6,890","3,855","1,961","12,570","22,894","22,300"
2020년07월_계_0~9세,"14,436","6,090",191,449,87,242,"1,501",154,407,301,245,94,51,735,"2,142","1,747"
2020년07월_계_10~19세,"18,497","7,481",313,677,150,277,"1,166",280,409,510,393,503,84,"1,088","2,553","2,613"
2020년07월_계_20~29세,"22,037","6,604",521,727,300,531,"2,092",474,779,649,698,435,188,"1,611","3,153","3,275"
2020년07월_계_30~39세,"23,145","8,383",438,697,263,524,"2,715",400,885,633,572,290,151,"1,400","3,073","2,721"
2020년07월_계_40~49세,"30,144","11,881",574,"1,100",357,717,"2,554",575,902,857,800,347,192,"1,785","3,962","3,541"
2020년07월_계_50~59세,"31,117","8,415","1,077","1,342",700,"1,095","2,387","1,065","1,186","1,438","1,443",657,382,"2,260","3,720","3,950"
2020년07월_계_60~69세,"24,224","5,033","1,129","1,329",736,"1,156","1,766","1,151",932,"1,637","1,357",742,453,"1,928","2,438","2,437"
2020년07월_계_70~79세,"13,479","2,760",726,700,468,694,902,656,487,954,825,485,260,"1,093","1,193","1,276"
2020년07월_계_80~89세,"7,414","1,274",447,453,308,445,450,438,263,579,507,277,171,578,581,643
2020년07월_계_90~99세,995,154,58,67,36,53,59,93,40,82,45,24,28,85,77,94
2020년07월_계_100세 이상,56,6,5,3,2,5,4,4,3,5,5,1,1,7,2,3
2020년07월_남_총인구수,"95,575","29,240","2,897","3,793","1,796","3,107","8,681","2,777","3,534","3,993","3,647","2,030","1,016","6,325","11,549","11,190"
2020년07월_남_연령구간인구수,"95,575","29,240","2,897","3,793","1,796","3,107","8,681","2,777","3,534","3,993","3,647","2,030","1,016","6,325","11,549","11,190"
2020년07월_남_0~9세,"7,413","3,057",104,248,54,134,798,81,231,148,119,51,27,355,"1,102",904
2020년07월_남_10~19세,"9,651","3,886",181,340,84,147,590,130,238,304,201,247,47,555,"1,341","1,360"
2020년07월_남_20~29세,"12,162","3,493",307,394,186,335,"1,204",289,482,354,395,242,103,877,"1,689","1,812"
2020년07월_남_30~39세,"12,604","4,349",273,365,152,327,"1,580",235,543,389,345,195,92,765,"1,576","1,418"
2020년07월_남_40~49세,"16,115","6,077",340,594,215,448,"1,561",345,554,496,469,210,115,938,"2,052","1,701"
2020년07월_남_50~59세,"16,464","4,368",593,689,391,582,"1,383",604,642,774,820,360,200,"1,149","1,905","2,004"
2020년07월_남_60~69세,"12,188","2,347",604,686,378,628,936,614,505,834,719,387,229,941,"1,175","1,205"
2020년07월_남_70~79세,"6,140","1,206",323,303,212,336,445,314,235,464,386,232,132,500,513,539
2020년07월_남_80~89세,"2,627",423,163,163,116,159,173,152,90,212,182,102,66,224,175,227
2020년07월_남_90~99세,199,33,9,10,7,10,10,13,13,16,10,4,5,19,20,20
2020년07월_남_100세 이상,12,1,0,1,1,1,1,0,1,2,1,0,0,2,1,0
2020년07월_여_총인구수,"89,969","28,841","2,582","3,751","1,611","2,632","6,915","2,513","2,759","3,652","3,243","1,825",945,"6,245","11,345","11,110"
2020년07월_여_연령구간인구수,"89,969","28,841","2,582","3,751","1,611","2,632","6,915","2,513","2,759","3,652","3,243","1,825",945,"6,245","11,345","11,110"
2020년07월_여_0~9세,"7,023","3,033",87,201,33,108,703,73,176,153,126,43,24,380,"1,040",843
2020년07월_여_10~19세,"8,846","3,595",132,337,66,130,576,150,171,206,192,256,37,533,"1,212","1,253"
2020년07월_여_20~29세,"9,875","3,111",214,333,114,196,888,185,297,295,303,193,85,734,"1,464","1,463"
2020년07월_여_30~39세,"10,541","4,034",165,332,111,197,"1,135",165,342,244,227,95,59,635,"1,497","1,303"
2020년07월_여_40~49세,"14,029","5,804",234,506,142,269,993,230,348,361,331,137,77,847,"1,910","1,840"
2020년07월_여_50~59세,"14,653","4,047",484,653,309,513,"1,004",461,544,664,623,297,182,"1,111","1,815","1,946"
2020년07월_여_60~69세,"12,036","2,686",525,643,358,528,830,537,427,803,638,355,224,987,"1,263","1,232"
2020년07월_여_70~79세,"7,339","1,554",403,397,256,358,457,342,252,490,439,253,128,593,680,737
2020년07월_여_80~89세,"4,787",851,284,290,192,286,277,286,173,367,325,175,105,354,406,416
2020년07월_여_90~99세,796,121,49,57,29,43,49,80,27,66,35,20,23,66,57,74
2020년07월_여_100세 이상,44,5,5,2,1,4,3,4,2,3,4,1,1,5,1,3
2020년08월_계_총인구수,"186,104","58,409","5,460","7,517","3,406","5,756","15,474","5,275","6,283","7,706","6,910","3,911","1,961","12,556","23,102","22,378"
2020년08월_계_연령구간인구수,"186,104","58,409","5,460","7,517","3,406","5,756","15,474","5,275","6,283","7,706","6,910","3,911","1,961","12,556","23,102","22,378"
2020년08월_계_0~9세,"14,378","6,070",188,440,88,238,"1,479",151,396,300,245,92,51,730,"2,134","1,776"
2020년08월_계_10~19세,"18,579","7,514",310,667,154,278,"1,144",277,406,557,393,540,88,"1,083","2,549","2,619"
2020년08월_계_20~29세,"22,190","6,665",519,729,297,539,"2,066",469,781,667,705,453,189,"1,600","3,241","3,270"
2020년08월_계_30~39세,"23,175","8,447",439,691,258,519,"2,658",399,889,631,570,287,152,"1,392","3,121","2,722"
2020년08월_계_40~49세,"30,131","11,902",565,"1,085",353,718,"2,535",572,885,855,799,350,194,"1,791","3,966","3,561"
2020년08월_계_50~59세,"31,200","8,496","1,072","1,340",703,"1,094","2,383","1,066","1,189","1,429","1,447",663,377,"2,261","3,737","3,943"
2020년08월_계_60~69세,"24,443","5,095","1,133","1,334",738,"1,173","1,794","1,158",944,"1,639","1,368",743,449,"1,927","2,485","2,463"
2020년08월_계_70~79세,"13,520","2,768",725,706,469,690,900,652,487,962,828,487,258,"1,100","1,203","1,285"
2020년08월_계_80~89세,"7,430","1,288",446,455,309,449,451,436,262,579,505,271,173,578,585,643
2020년08월_계_90~99세,"1,002",158,58,67,35,53,60,91,41,82,45,24,29,87,79,93
2020년08월_계_100세 이상,56,6,5,3,2,5,4,4,3,5,5,1,1,7,2,3
2020년08월_남_총인구수,"95,880","29,421","2,890","3,777","1,793","3,117","8,619","2,777","3,545","4,024","3,661","2,050","1,017","6,314","11,640","11,235"
2020년08월_남_연령구간인구수,"95,880","29,421","2,890","3,777","1,793","3,117","8,619","2,777","3,545","4,024","3,661","2,050","1,017","6,314","11,640","11,235"
2020년08월_남_0~9세,"7,393","3,055",103,245,54,130,790,80,229,145,118,50,28,351,"1,091",924
2020년08월_남_10~19세,"9,677","3,903",178,332,87,147,582,129,240,320,200,259,49,555,"1,337","1,359"
2020년08월_남_20~29세,"12,269","3,537",310,394,185,342,"1,192",286,484,371,400,251,104,867,"1,731","1,815"
2020년08월_남_30~39세,"12,610","4,376",273,361,146,323,"1,550",234,549,387,348,192,93,756,"1,607","1,415"
2020년08월_남_40~49세,"16,095","6,089",333,588,209,448,"1,540",345,539,497,471,210,114,947,"2,046","1,719"
2020년08월_남_50~59세,"16,528","4,409",590,693,397,584,"1,385",605,650,772,821,365,197,"1,146","1,918","1,996"
2020년08월_남_60~69세,"12,302","2,382",606,685,375,636,949,622,515,834,724,386,228,942,"1,199","1,219"
2020년08월_남_70~79세,"6,171","1,213",325,305,216,336,445,313,235,470,387,235,132,502,514,543
2020년08월_남_80~89세,"2,623",422,162,163,116,160,175,150,89,210,183,98,67,226,176,226
2020년08월_남_90~99세,200,34,10,10,7,10,10,13,14,16,8,4,5,20,20,19
2020년08월_남_100세 이상,12,1,0,1,1,1,1,0,1,2,1,0,0,2,1,0
2020년08월_여_총인구수,"90,224","28,988","2,570","3,740","1,613","2,639","6,855","2,498","2,738","3,682","3,249","1,861",944,"6,242","11,462","11,143"
2020년08월_여_연령구간인구수,"90,224","28,988","2,570","3,740","1,613","2,639","6,855","2,498","2,738","3,682","3,249","1,861",944,"6,242","11,462","11,143"
2020년08월_여_0~9세,"6,985","3,015",85,195,34,108,689,71,167,155,127,42,23,379,"1,043",852
2020년08월_여_10~19세,"8,902","3,611",132,335,67,131,562,148,166,237,193,281,39,528,"1,212","1,260"
2020년08월_여_20~29세,"9,921","3,128",209,335,112,197,874,183,297,296,305,202,85,733,"1,510","1,455"
2020년08월_여_30~39세,"10,565","4,071",166,330,112,196,"1,108",165,340,244,222,95,59,636,"1,514","1,307"
2020년08월_여_40~49세,"14,036","5,813",232,497,144,270,995,227,346,358,328,140,80,844,"1,920","1,842"
