카테고리,부산광역시 동래구,부산광역시 동래구 수민동,부산광역시 동래구 복산동,부산광역시 동래구 명륜동,부산광역시 동래구 온천제1동,부산광역시 동래구 온천제2동,부산광역시 동래구 온천제3동,부산광역시 동래구 사직제1동,부산광역시 동래구 사직제2동,부산광역시 동래구 사직제3동,부산광역시 동래구 안락제1동,부산광역시 동래구 안락제2동,부산광역시 동래구 명장제1동,부산광역시 동래구 명장제2동
2020년04월_남_30~39세,"17,126","2,248",533,"1,487","1,581",779,"2,722",721,"1,417","1,022",929,"1,689",966,"1,032"
2020년04월_남_40~49세,"21,168","2,508",700,"2,394","1,513","1,041","2,720",878,"2,624","1,552","1,131","2,127","1,041",939
2020년04월_남_50~59세,"21,389","2,503",893,"1,748","1,441","1,206","3,167",824,"2,332","1,295","1,227","2,332","1,171","1,250"
2020년04월_남_60~69세,"18,642","2,220",975,"1,186","1,205","1,153","2,696",632,"1,532","1,145","1,287","2,072","1,222","1,317"
2020년04월_남_70~79세,"10,056","1,189",582,674,708,737,"1,361",403,692,688,715,988,642,677
2020년04월_남_80~89세,"2,961",340,211,201,251,269,424,144,131,184,216,264,165,161
2020년04월_남_90~99세,235,30,16,17,24,27,31,6,13,9,15,22,14,11
2020년04월_남_100세 이상,23,8,0,1,3,3,1,1,1,0,2,0,2,1
2020년04월_여_총인구수,"139,687","16,845","5,411","12,755","10,121","8,005","19,657","5,661","14,808","8,811","7,654","14,559","7,558","7,842"
2020년04월_여_연령구간인구수,"139,687","16,845","5,411","12,755","10,121","8,005","19,657","5,661","14,808","8,811","7,654","14,559","7,558","7,842"
2020년04월_여_0~9세,"9,774","1,331",178,"1,290",545,476,"1,249",418,"1,321",673,376,997,496,424
2020년04월_여_10~19세,"12,033","1,309",322,"1,418",573,688,"1,404",544,"2,093",754,483,"1,392",559,494
2020년04월_여_20~29세,"15,930","1,887",552,"1,277","1,560",809,"2,766",631,"1,514",870,854,"1,507",815,888
2020년04월_여_30~39세,"16,932","2,208",415,"1,727","1,564",748,"2,578",708,"1,610","1,088",810,"1,644",917,915
2020년04월_여_40~49세,"22,317","2,579",654,"2,578","1,538","1,156","2,902",915,"3,102","1,489","1,016","2,405",995,988
2020년04월_여_50~59세,"23,742","2,855",983,"1,841","1,562","1,397","3,491",899,"2,391","1,350","1,400","2,639","1,367","1,567"
2020년04월_여_60~69세,"21,339","2,558","1,081","1,411","1,373","1,351","2,992",795,"1,622","1,363","1,512","2,333","1,379","1,569"
2020년04월_여_70~79세,"11,737","1,436",783,799,902,865,"1,571",500,777,843,815,"1,082",686,678
2020년04월_여_80~89세,"4,955",580,363,341,409,423,604,211,320,328,332,483,294,267
2020년04월_여_90~99세,818,94,59,66,71,89,86,39,54,48,52,65,46,49
2020년04월_여_100세 이상,110,8,21,7,24,3,14,1,4,5,4,12,4,3
2020년05월_계_총인구수,"272,532","33,041","10,517","24,873","19,269","15,414","38,542","10,872","28,730","17,708","15,144","28,324","14,756","15,342"
2020년05월_계_연령구간인구수,"272,532","33,041","10,517","24,873","19,269","15,414","38,542","10,872","28,730","17,708","15,144","28,324","14,756","15,342"
2020년05월_계_0~9세,"20,152","2,711",385,"2,634","1,061",923,"2,580",843,"2,653","1,586",841,"2,027","1,030",878
2020년05월_계_10~19세,"25,233","2,845",688,"3,180","1,127","1,467","2,931","1,033","4,199","1,711","1,037","2,883","1,085","1,047"
2020년05월_계_20~29세,"33,527","4,080","1,191","2,586","2,874","1,802","5,628","1,341","3,283","1,884","1,789","3,355","1,731","1,983"
2020년05월_계_30~39세,"33,999","4,456",950,"3,184","3,154","1,531","5,313","1,409","2,998","2,130","1,746","3,293","1,884","1,951"
2020년05월_계_40~49세,"43,425","5,077","1,343","4,973","3,053","2,176","5,604","1,789","5,734","3,089","2,124","4,499","2,033","1,931"
2020년05월_계_50~59세,"45,156","5,385","1,881","3,591","3,012","2,601","6,661","1,724","4,715","2,663","2,647","4,950","2,519","2,807"
2020년05월_계_60~69세,"40,010","4,790","2,041","2,609","2,579","2,497","5,714","1,427","3,147","2,526","2,789","4,396","2,608","2,887"
2020년05월_계_70~79세,"21,884","2,631","1,361","1,473","1,623","1,602","2,944",902,"1,476","1,542","1,550","2,075","1,339","1,366"
2020년05월_계_80~89세,"7,949",928,579,549,665,695,"1,035",356,450,515,545,742,463,427
2020년05월_계_90~99세,"1,064",122,77,86,94,114,117,46,70,57,70,92,58,61
2020년05월_계_100세 이상,133,16,21,8,27,6,15,2,5,5,6,12,6,4
2020년05월_남_총인구수,"132,867","16,195","5,131","12,124","9,126","7,447","18,866","5,219","13,936","8,801","7,493","13,830","7,206","7,493"
2020년05월_남_연령구간인구수,"132,867","16,195","5,131","12,124","9,126","7,447","18,866","5,219","13,936","8,801","7,493","13,830","7,206","7,493"
2020년05월_남_0~9세,"10,401","1,383",202,"1,348",518,444,"1,332",427,"1,347",909,465,"1,039",533,454
2020년05월_남_10~19세,"13,235","1,551",371,"1,754",563,790,"1,535",486,"2,096",938,561,"1,496",533,561
2020년05월_남_20~29세,"17,595","2,196",653,"1,313","1,298",998,"2,860",709,"1,773","1,000",948,"1,844",912,"1,091"
2020년05월_남_30~39세,"17,096","2,241",533,"1,475","1,591",786,"2,721",710,"1,407","1,031",929,"1,671",967,"1,034"
2020년05월_남_40~49세,"21,149","2,512",697,"2,398","1,511","1,032","2,717",877,"2,614","1,575","1,118","2,115","1,042",941
2020년05월_남_50~59세,"21,406","2,510",899,"1,744","1,449","1,209","3,173",822,"2,333","1,306","1,237","2,317","1,160","1,247"
2020년05월_남_60~69세,"18,648","2,229",965,"1,197","1,199","1,150","2,705",633,"1,529","1,152","1,281","2,070","1,230","1,308"
2020년05월_남_70~79세,"10,091","1,190",580,672,716,737,"1,363",405,694,693,720,991,645,685
2020년05월_남_80~89세,"2,985",345,214,205,254,273,428,143,129,188,215,264,168,159
2020년05월_남_90~99세,238,30,17,17,24,25,31,6,13,9,17,23,14,12
2020년05월_남_100세 이상,23,8,0,1,3,3,1,1,1,0,2,0,2,1
2020년05월_여_총인구수,"139,665","16,846","5,386","12,749","10,143","7,967","19,676","5,653","14,794","8,907","7,651","14,494","7,550","7,849"
2020년05월_여_연령구간인구수,"139,665","16,846","5,386","12,749","10,143","7,967","19,676","5,653","14,794","8,907","7,651","14,494","7,550","7,849"
2020년05월_여_0~9세,"9,751","1,328",183,"1,286",543,479,"1,248",416,"1,306",677,376,988,497,424
2020년05월_여_10~19세,"11,998","1,294",317,"1,426",564,677,"1,396",547,"2,103",773,476,"1,387",552,486
2020년05월_여_20~29세,"15,932","1,884",538,"1,273","1,576",804,"2,768",632,"1,510",884,841,"1,511",819,892
2020년05월_여_30~39세,"16,903","2,215",417,"1,709","1,563",745,"2,592",699,"1,591","1,099",817,"1,622",917,917
2020년05월_여_40~49세,"22,276","2,565",646,"2,575","1,542","1,144","2,887",912,"3,120","1,514","1,006","2,384",991,990
2020년05월_여_50~59세,"23,750","2,875",982,"1,847","1,563","1,392","3,488",902,"2,382","1,357","1,410","2,633","1,359","1,560"
2020년05월_여_60~69세,"21,362","2,561","1,076","1,412","1,380","1,347","3,009",794,"1,618","1,374","1,508","2,326","1,378","1,579"
2020년05월_여_70~79세,"11,793","1,441",781,801,907,865,"1,581",497,782,849,830,"1,084",694,681
2020년05월_여_80~89세,"4,964",583,365,344,411,422,607,213,321,327,330,478,295,268
2020년05월_여_90~99세,826,92,60,69,70,89,86,40,57,48,53,69,44,49
2020년05월_여_100세 이상,110,8,21,7,24,3,14,1,4,5,4,12,4,3
2020년06월_계_총인구수,"272,476","33,037","10,531","24,866","19,347","15,374","38,546","10,848","28,694","17,844","15,155","28,227","14,676","15,331"
2020년06월_계_연령구간인구수,"272,476","33,037","10,531","24,866","19,347","15,374","38,546","10,848","28,694","17,844","15,155","28,227","14,676","15,331"
2020년06월_계_0~9세,"20,099","2,712",390,"2,628","1,063",917,"2,574",841,"2,635","1,595",842,"2,017","1,008",877
2020년06월_계_10~19세,"25,215","2,830",685,"3,181","1,127","1,468","2,928","1,037","4,183","1,736","1,031","2,885","1,079","1,045"
2020년06월_계_20~29세,"33,396","4,051","1,183","2,569","2,901","1,795","5,621","1,331","3,284","1,888","1,781","3,316","1,704","1,972"
2020년06월_계_30~39세,"33,948","4,472",948,"3,185","3,180","1,518","5,317","1,404","2,965","2,120","1,765","3,266","1,865","1,943"
2020년06월_계_40~49세,"43,454","5,052","1,344","4,959","3,061","2,186","5,597","1,784","5,754","3,152","2,123","4,485","2,018","1,939"
2020년06월_계_50~59세,"45,012","5,386","1,883","3,585","3,023","2,569","6,631","1,719","4,700","2,666","2,635","4,907","2,523","2,785"
2020년06월_계_60~69세,"40,150","4,802","2,046","2,619","2,592","2,505","5,744","1,422","3,174","2,544","2,788","4,404","2,608","2,902"
2020년06월_계_70~79세,"22,033","2,657","1,370","1,490","1,625","1,608","2,957",909,"1,475","1,558","1,567","2,095","1,346","1,376"
2020년06월_계_80~89세,"7,958",936,583,554,655,689,"1,040",354,449,518,545,748,462,425
2020년06월_계_90~99세,"1,077",122,78,88,94,112,122,45,70,62,72,92,57,63
2020년06월_계_100세 이상,134,17,21,8,26,7,15,2,5,5,6,12,6,4
2020년06월_남_총인구수,"132,759","16,171","5,135","12,113","9,154","7,430","18,864","5,207","13,929","8,842","7,499","13,758","7,166","7,491"
2020년06월_남_연령구간인구수,"132,759","16,171","5,135","12,113","9,154","7,430","18,864","5,207","13,929","8,842","7,499","13,758","7,166","7,491"
2020년06월_남_0~9세,"10,367","1,383",203,"1,340",521,442,"1,324",426,"1,340",909,465,"1,038",523,453
2020년06월_남_10~19세,"13,201","1,543",368,"1,751",564,797,"1,534",485,"2,083",945,559,"1,491",524,557
2020년06월_남_20~29세,"17,514","2,175",646,"1,307","1,303",990,"2,865",710,"1,776",995,943,"1,814",904,"1,086"
2020년06월_남_30~39세,"17,037","2,242",529,"1,479","1,589",782,"2,727",697,"1,388","1,025",938,"1,651",956,"1,034"
2020년06월_남_40~49세,"21,164","2,497",703,"2,393","1,518","1,035","2,710",877,"2,634","1,596","1,114","2,108","1,035",944
2020년06월_남_50~59세,"21,349","2,509",905,"1,741","1,457","1,197","3,154",822,"2,324","1,315","1,234","2,296","1,157","1,238"
2020년06월_남_60~69세,"18,710","2,224",967,"1,203","1,210","1,155","2,711",632,"1,549","1,152","1,279","2,073","1,238","1,317"
2020년06월_남_70~79세,"10,160","1,212",584,674,715,736,"1,373",408,689,705,730,998,646,690
2020년06월_남_80~89세,"2,991",346,212,206,251,269,433,143,133,190,217,265,167,159
2020년06월_남_90~99세,243,32,18,18,23,24,32,6,12,10,18,24,14,12
2020년06월_남_100세 이상,23,8,0,1,3,3,1,1,1,0,2,0,2,1
2020년06월_여_총인구수,"139,717","16,866","5,396","12,753","10,193","7,944","19,682","5,641","14,765","9,002","7,656","14,469","7,510","7,840"
2020년06월_여_연령구간인구수,"139,717","16,866","5,396","12,753","10,193","7,944","19,682","5,641","14,765","9,002","7,656","14,469","7,510","7,840"
2020년06월_여_0~9세,"9,732","1,329",187,"1,288",542,475,"1,250",415,"1,295",686,377,979,485,424
2020년06월_여_10~19세,"12,014","1,287",317,"1,430",563,671,"1,394",552,"2,100",791,472,"1,394",555,488
2020년06월_여_20~29세,"15,882","1,876",537,"1,262","1,598",805,"2,756",621,"1,508",893,838,"1,502",800,886
2020년06월_여_30~39세,"16,911","2,230",419,"1,706","1,591",736,"2,590",707,"1,577","1,095",827,"1,615",909,909
2020년06월_여_40~49세,"22,290","2,555",641,"2,566","1,543","1,151","2,887",907,"3,120","1,556","1,009","2,377",983,995
2020년06월_여_50~59세,"23,663","2,877",978,"1,844","1,566","1,372","3,477",897,"2,376","1,351","1,401","2,611","1,366","1,547"
2020년06월_여_60~69세,"21,440","2,578","1,079","1,416","1,382","1,350","3,033",790,"1,625","1,392","1,509","2,331","1,370","1,585"
2020년06월_여_70~79세,"11,873","1,445",786,816,910,872,"1,584",501,786,853,837,"1,097",700,686
2020년06월_여_80~89세,"4,967",590,371,348,404,420,607,211,316,328,328,483,295,266
2020년06월_여_90~99세,834,90,60,70,71,88,90,39,58,52,54,68,43,51
2020년06월_여_100세 이상,111,9,21,7,23,4,14,1,4,5,4,12,4,3
2020년07월_계_총인구수,"272,554","32,987","10,484","24,849","19,362","15,326","39,040","10,849","28,559","17,821","15,152","28,145","14,677","15,303"
2020년07월_계_연령구간인구수,"272,554","32,987","10,484","24,849","19,362","15,326","39,040","10,849","28,559","17,821","15,152","28,145","14,677","15,303"
2020년07월_계_0~9세,"20,038","2,686",385,"2,626","1,064",911,"2,615",841,"2,602","1,587",842,"2,004","1,011",864
2020년07월_계_10~19세,"25,197","2,818",672,"3,183","1,127","1,462","2,952","1,029","4,175","1,738","1,025","2,877","1,083","1,056"
2020년07월_계_20~29세,"33,343","4,049","1,176","2,552","2,909","1,785","5,666","1,332","3,268","1,881","1,782","3,299","1,705","1,939"
2020년07월_계_30~39세,"33,917","4,424",937,"3,172","3,180","1,502","5,455","1,418","2,931","2,106","1,758","3,243","1,858","1,933"
2020년07월_계_40~49세,"43,453","5,059","1,341","4,941","3,049","2,171","5,664","1,793","5,723","3,170","2,117","4,467","2,014","1,944"
2020년07월_계_50~59세,"44,955","5,377","1,858","3,604","3,024","2,567","6,676","1,704","4,690","2,633","2,635","4,900","2,511","2,776"
2020년07월_계_60~69세,"40,305","4,818","2,057","2,620","2,600","2,517","5,817","1,417","3,175","2,551","2,806","4,393","2,620","2,914"
2020년07월_계_70~79세,"22,120","2,669","1,370","1,489","1,633","1,601","3,000",915,"1,473","1,567","1,559","2,112","1,346","1,386"
2020년07월_계_80~89세,"8,011",949,586,563,654,695,"1,055",352,448,520,549,747,467,426
2020년07월_계_90~99세,"1,079",121,80,92,96,108,125,46,69,63,72,91,55,61
2020년07월_계_100세 이상,136,17,22,7,26,7,15,2,5,5,7,12,7,4
2020년07월_남_총인구수,"132,823","16,137","5,109","12,115","9,170","7,412","19,125","5,212","13,844","8,844","7,496","13,717","7,169","7,473"
2020년07월_남_연령구간인구수,"132,823","16,137","5,109","12,115","9,170","7,412","19,125","5,212","13,844","8,844","7,496","13,717","7,169","7,473"
2020년07월_남_0~9세,"10,363","1,377",199,"1,338",521,441,"1,356",428,"1,319",915,465,"1,032",527,445
2020년07월_남_10~19세,"13,188","1,527",360,"1,761",566,793,"1,545",473,"2,083",947,554,"1,486",526,567
2020년07월_남_20~29세,"17,501","2,167",644,"1,299","1,310",984,"2,907",711,"1,766",993,945,"1,803",906,"1,066"
2020년07월_남_30~39세,"17,032","2,227",523,"1,478","1,595",776,"2,782",713,"1,368","1,027",930,"1,634",949,"1,030"
2020년07월_남_40~49세,"21,154","2,491",700,"2,383","1,507","1,030","2,752",880,"2,616","1,599","1,110","2,104","1,034",948
2020년07월_남_50~59세,"21,333","2,503",900,"1,754","1,463","1,199","3,180",817,"2,317","1,292","1,231","2,300","1,148","1,229"
2020년07월_남_60~69세,"18,771","2,235",969,"1,199","1,212","1,158","2,733",629,"1,545","1,161","1,296","2,062","1,247","1,325"
2020년07월_남_70~79세,"10,193","1,217",582,673,715,731,"1,397",411,687,708,728,"1,004",646,694
2020년07월_남_80~89세,"3,023",353,213,212,254,273,438,143,131,193,218,268,170,157
2020년07월_남_90~99세,243,32,19,18,24,24,34,6,11,9,17,24,14,11
2020년07월_남_100세 이상,22,8,0,0,3,3,1,1,1,0,2,0,2,1
2020년07월_여_총인구수,"139,731","16,850","5,375","12,734","10,192","7,914","19,915","5,637","14,715","8,977","7,656","14,428","7,508","7,830"
2020년07월_여_연령구간인구수,"139,731","16,850","5,375","12,734","10,192","7,914","19,915","5,637","14,715","8,977","7,656","14,428","7,508","7,830"
2020년07월_여_0~9세,"9,675","1,309",186,"1,288",543,470,"1,259",413,"1,283",672,377,972,484,419
2020년07월_여_10~19세,"12,009","1,291",312,"1,422",561,669,"1,407",556,"2,092",791,471,"1,391",557,489
2020년07월_여_20~29세,"15,842","1,882",532,"1,253","1,599",801,"2,759",621,"1,502",888,837,"1,496",799,873
2020년07월_여_30~39세,"16,885","2,197",414,"1,694","1,585",726,"2,673",705,"1,563","1,079",828,"1,609",909,903
2020년07월_여_40~49세,"22,299","2,568",641,"2,558","1,542","1,141","2,912",913,"3,107","1,571","1,007","2,363",980,996
2020년07월_여_50~59세,"23,622","2,874",958,"1,850","1,561","1,368","3,496",887,"2,373","1,341","1,404","2,600","1,363","1,547"
2020년07월_여_60~69세,"21,534","2,583","1,088","1,421","1,388","1,359","3,084",788,"1,630","1,390","1,510","2,331","1,373","1,589"
2020년07월_여_70~79세,"11,927","1,452",788,816,918,870,"1,603",504,786,859,831,"1,108",700,692
2020년07월_여_80~89세,"4,988",596,373,351,400,422,617,209,317,327,331,479,297,269
2020년07월_여_90~99세,836,89,61,74,72,84,91,40,58,54,55,67,41,50
2020년07월_여_100세 이상,114,9,22,7,23,4,14,1,4,5,5,12,5,3
2020년08월_계_총인구수,"272,182","32,869","10,425","24,806","19,354","15,303","39,205","10,848","28,502","17,821","15,112","28,054","14,641","15,242"
2020년08월_계_연령구간인구수,"272,182","32,869","10,425","24,806","19,354","15,303","39,205","10,848","28,502","17,821","15,112","28,054","14,641","15,242"
2020년08월_계_0~9세,"19,972","2,650",377,"2,625","1,064",898,"2,637",838,"2,596","1,590",846,"1,988","1,004",859
2020년08월_계_10~19세,"25,140","2,809",671,"3,172","1,129","1,456","2,963","1,022","4,168","1,742","1,021","2,861","1,075","1,051"
2020년08월_계_20~29세,"33,125","3,995","1,163","2,537","2,877","1,792","5,660","1,331","3,248","1,876","1,769","3,289","1,678","1,910"
2020년08월_계_30~39세,"33,783","4,404",923,"3,167","3,190","1,484","5,506","1,415","2,887","2,091","1,739","3,220","1,843","1,914"
2020년08월_계_40~49세,"43,431","5,016","1,341","4,927","3,053","2,166","5,677","1,795","5,733","3,196","2,121","4,453","2,010","1,943"
2020년08월_계_50~59세,"44,788","5,375","1,841","3,612","3,002","2,556","6,672","1,685","4,668","2,624","2,618","4,882","2,495","2,758"
2020년08월_계_60~69세,"40,512","4,845","2,055","2,633","2,625","2,533","5,858","1,429","3,209","2,553","2,809","4,396","2,641","2,926"
2020년08월_계_70~79세,"22,165","2,678","1,367","1,474","1,628","1,609","3,029",927,"1,478","1,557","1,562","2,117","1,353","1,386"
2020년08월_계_80~89세,"8,038",956,584,562,663,691,"1,062",357,438,524,547,747,476,431
2020년08월_계_90~99세,"1,091",124,81,90,95,111,126,47,72,63,73,90,59,60
2020년08월_계_100세 이상,137,17,22,7,28,7,15,2,5,5,7,11,7,4
2020년08월_남_총인구수,"132,551","16,069","5,072","12,094","9,142","7,408","19,202","5,198","13,816","8,833","7,459","13,674","7,151","7,433"
2020년08월_남_연령구간인구수,"132,551","16,069","5,072","12,094","9,142","7,408","19,202","5,198","13,816","8,833","7,459","13,674","7,151","7,433"
2020년08월_남_0~9세,"10,320","1,358",193,"1,345",519,436,"1,356",431,"1,314",916,462,"1,020",530,440
2020년08월_남_10~19세,"13,159","1,520",360,"1,748",568,794,"1,558",465,"2,076",954,549,"1,488",515,564
2020년08월_남_20~29세,"17,369","2,138",632,"1,286","1,290",991,"2,900",703,"1,759",992,931,"1,795",898,"1,054"
2020년08월_남_30~39세,"16,948","2,209",521,"1,474","1,594",770,"2,804",711,"1,356","1,016",918,"1,623",935,"1,017"
2020년08월_남_40~49세,"21,137","2,480",697,"2,380","1,500","1,030","2,768",880,"2,612","1,606","1,112","2,100","1,031",941
2020년08월_남_50~59세,"21,235","2,494",889,"1,751","1,454","1,183","3,174",808,"2,311","1,284","1,231","2,289","1,145","1,222"
2020년08월_남_60~69세,"18,877","2,252",969,"1,212","1,225","1,171","2,754",633,"1,564","1,156","1,295","2,060","1,256","1,330"
2020년08월_남_70~79세,"10,203","1,217",582,668,710,735,"1,409",416,687,703,728,"1,007",648,693
2020년08월_남_80~89세,"3,034",358,210,213,256,270,444,143,125,197,214,268,175,161
2020년08월_남_90~99세,247,35,19,17,23,25,34,7,11,9,17,24,16,10
2020년08월_남_100세 이상,22,8,0,0,3,3,1,1,1,0,2,0,2,1
2020년08월_여_총인구수,"139,631","16,800","5,353","12,712","10,212","7,895","20,003","5,650","14,686","8,988","7,653","14,380","7,490","7,809"
