카테고리,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2020년03월_남_30~39세,"44,804","3,076","5,401","6,329","1,093","1,314","2,808","1,821",987,389,223,"3,015","1,821","1,236",302,"6,315","2,838","5,836"
2020년03월_남_40~49세,"65,340","5,612","8,987","9,853","1,205","1,914","5,308","2,238","1,701",616,302,"5,308","3,580","1,260",340,"7,325","3,448","6,343"
2020년03월_남_50~59세,"58,462","5,669","8,000","8,606","1,127","2,845","4,832","2,826","1,886","1,029",439,"3,635","2,799","2,029",534,"4,774","2,386","5,046"
2020년03월_남_60~69세,"38,082","3,553","5,067","5,157",866,"1,978","2,622","2,191","1,293",948,436,"1,959","1,454","1,652",614,"3,148","1,450","3,694"
2020년03월_남_70~79세,"19,812","2,250","2,624","2,874",380,874,"1,525",984,753,538,242,"1,185",777,757,246,"1,599",610,"1,594"
2020년03월_남_80~89세,"6,487",735,882,876,138,330,527,336,294,181,90,396,277,279,83,463,183,417
2020년03월_남_90~99세,570,75,84,73,9,33,44,20,32,24,5,33,25,27,5,31,16,34
2020년03월_남_100세 이상,61,9,4,10,1,1,1,1,5,6,3,4,0,5,0,1,6,4
2020년03월_여_총인구수,"353,851","32,331","46,215","50,350","6,761","11,884","26,652","15,113","9,921","4,287","2,032","26,012","17,492","9,508","2,027","38,503","17,938","36,825"
2020년03월_여_연령구간인구수,"353,851","32,331","46,215","50,350","6,761","11,884","26,652","15,113","9,921","4,287","2,032","26,012","17,492","9,508","2,027","38,503","17,938","36,825"
2020년03월_여_0~9세,"32,564","2,171","4,278","4,354",749,520,"2,121",951,663,159,95,"2,751","1,586",412,90,"5,080","2,347","4,237"
2020년03월_여_10~19세,"37,622","3,707","5,559","5,457",576,"1,004","3,351","1,327",948,260,125,"3,280","2,449",605,101,"3,785","1,769","3,319"
2020년03월_여_20~29세,"39,997","3,806","4,966","5,659",692,"1,533","3,006","1,986","1,227",361,199,"2,568","1,984","1,165",216,"4,367","1,819","4,443"
2020년03월_여_30~39세,"46,431","3,231","5,518","6,254","1,055","1,134","2,856","1,673",935,356,198,"3,530","2,049",978,194,"7,015","3,279","6,176"
2020년03월_여_40~49세,"64,261","6,075","8,676","9,530","1,121","1,641","5,217","2,204","1,675",474,253,"5,633","3,709","1,130",195,"6,920","3,411","6,397"
2020년03월_여_50~59세,"56,144","5,515","7,189","7,990","1,049","2,496","4,288","3,057","1,700",825,358,"3,512","2,561","2,035",413,"5,145","2,501","5,510"
2020년03월_여_60~69세,"40,193","3,905","5,203","5,665",861,"1,779","2,849","2,091","1,340",901,412,"2,395","1,596","1,665",423,"3,506","1,663","3,939"
2020년03월_여_70~79세,"23,573","2,568","3,147","3,637",408,"1,080","1,923","1,167",946,551,232,"1,594",979,855,238,"1,714",748,"1,786"
2020년03월_여_80~89세,"11,028","1,135","1,469","1,533",206,591,889,574,406,303,128,621,499,565,132,807,333,837
2020년03월_여_90~99세,"1,889",197,198,249,44,93,147,78,66,94,32,124,76,89,17,154,58,173
2020년03월_여_100세 이상,149,21,12,22,0,13,5,5,15,3,0,4,4,9,8,10,10,8
2020년04월_계_총인구수,"706,069","63,537","93,318","100,975","13,932","24,756","53,523","30,105","19,838","9,013","4,223","50,931","34,483","19,244","4,636","75,964","35,512","72,079"
2020년04월_계_연령구간인구수,"706,069","63,537","93,318","100,975","13,932","24,756","53,523","30,105","19,838","9,013","4,223","50,931","34,483","19,244","4,636","75,964","35,512","72,079"
2020년04월_계_0~9세,"66,785","4,491","8,857","8,985","1,558","1,162","4,332","1,892","1,314",364,197,"5,645","3,191",816,166,"10,343","4,850","8,622"
2020년04월_계_10~19세,"77,566","7,601","11,516","11,438","1,232","2,049","6,820","2,739","2,032",590,263,"6,814","5,013","1,270",210,"7,749","3,636","6,594"
2020년04월_계_20~29세,"83,564","7,951","10,474","11,818","1,487","3,438","6,451","4,217","2,460",811,429,"5,438","4,078","2,610",528,"8,698","3,788","8,888"
2020년04월_계_30~39세,"91,123","6,284","10,867","12,533","2,166","2,436","5,670","3,493","1,913",749,415,"6,514","3,859","2,204",492,"13,359","6,157","12,012"
2020년04월_계_40~49세,"129,598","11,590","17,642","19,354","2,364","3,536","10,495","4,406","3,360","1,082",542,"10,949","7,270","2,372",527,"14,359","6,967","12,783"
2020년04월_계_50~59세,"114,802","11,161","15,183","16,616","2,190","5,328","9,157","5,869","3,592","1,855",796,"7,189","5,385","4,038",937,"9,961","4,961","10,584"
2020년04월_계_60~69세,"78,723","7,453","10,309","10,908","1,739","3,782","5,505","4,308","2,640","1,859",850,"4,381","3,055","3,338","1,047","6,684","3,170","7,695"
2020년04월_계_70~79세,"43,561","4,815","5,799","6,535",796,"1,958","3,466","2,156","1,704","1,087",472,"2,798","1,756","1,612",484,"3,342","1,371","3,410"
2020년04월_계_80~89세,"17,650","1,883","2,369","2,440",344,925,"1,429",918,703,489,218,"1,033",774,849,213,"1,275",522,"1,266"
2020년04월_계_90~99세,"2,487",280,285,317,55,128,192,101,100,118,38,161,97,121,24,183,74,213
2020년04월_계_100세 이상,210,28,17,31,1,14,6,6,20,9,3,9,5,14,8,11,16,12
2020년04월_남_총인구수,"351,837","31,320","47,141","50,680","7,099","12,881","26,844","15,020","9,920","4,721","2,194","24,848","16,987","9,776","2,614","37,309","17,350","35,133"
2020년04월_남_연령구간인구수,"351,837","31,320","47,141","50,680","7,099","12,881","26,844","15,020","9,920","4,721","2,194","24,848","16,987","9,776","2,614","37,309","17,350","35,133"
2020년04월_남_0~9세,"34,344","2,350","4,623","4,659",797,643,"2,225",945,650,207,103,"2,899","1,610",407,77,"5,276","2,470","4,403"
2020년04월_남_10~19세,"39,963","3,899","5,962","5,999",650,"1,051","3,478","1,424","1,098",325,137,"3,518","2,575",679,109,"3,931","1,864","3,264"
2020년04월_남_20~29세,"43,515","4,156","5,524","6,172",785,"1,905","3,433","2,236","1,225",461,235,"2,849","2,078","1,452",312,"4,322","1,942","4,428"
2020년04월_남_30~39세,"44,738","3,070","5,350","6,309","1,104","1,310","2,809","1,822",991,392,217,"3,000","1,818","1,231",300,"6,339","2,845","5,831"
2020년04월_남_40~49세,"65,303","5,554","8,983","9,849","1,226","1,903","5,295","2,216","1,687",610,293,"5,312","3,555","1,253",333,"7,360","3,506","6,368"
2020년04월_남_50~59세,"58,610","5,657","7,994","8,624","1,138","2,835","4,851","2,834","1,882","1,025",436,"3,659","2,818","2,024",529,"4,818","2,429","5,057"
2020년04월_남_60~69세,"38,289","3,556","5,099","5,210",868,"1,989","2,640","2,197","1,295",951,435,"1,974","1,459","1,659",623,"3,158","1,466","3,710"
2020년04월_남_70~79세,"19,894","2,252","2,628","2,892",383,879,"1,535",986,761,535,241,"1,193",773,753,242,"1,607",623,"1,611"
2020년04월_남_80~89세,"6,545",740,890,886,138,333,532,337,294,184,89,407,276,284,84,466,184,421
2020년04월_남_90~99세,576,78,84,70,9,32,45,22,32,25,5,33,25,29,5,31,15,36
2020년04월_남_100세 이상,60,8,4,10,1,1,1,1,5,6,3,4,0,5,0,1,6,4
2020년04월_여_총인구수,"354,232","32,217","46,177","50,295","6,833","11,875","26,679","15,085","9,918","4,292","2,029","26,083","17,496","9,468","2,022","38,655","18,162","36,946"
2020년04월_여_연령구간인구수,"354,232","32,217","46,177","50,295","6,833","11,875","26,679","15,085","9,918","4,292","2,029","26,083","17,496","9,468","2,022","38,655","18,162","36,946"
2020년04월_여_0~9세,"32,441","2,141","4,234","4,326",761,519,"2,107",947,664,157,94,"2,746","1,581",409,89,"5,067","2,380","4,219"
2020년04월_여_10~19세,"37,603","3,702","5,554","5,439",582,998,"3,342","1,315",934,265,126,"3,296","2,438",591,101,"3,818","1,772","3,330"
2020년04월_여_20~29세,"40,049","3,795","4,950","5,646",702,"1,533","3,018","1,981","1,235",350,194,"2,589","2,000","1,158",216,"4,376","1,846","4,460"
2020년04월_여_30~39세,"46,385","3,214","5,517","6,224","1,062","1,126","2,861","1,671",922,357,198,"3,514","2,041",973,192,"7,020","3,312","6,181"
2020년04월_여_40~49세,"64,295","6,036","8,659","9,505","1,138","1,633","5,200","2,190","1,673",472,249,"5,637","3,715","1,119",194,"6,999","3,461","6,415"
2020년04월_여_50~59세,"56,192","5,504","7,189","7,992","1,052","2,493","4,306","3,035","1,710",830,360,"3,530","2,567","2,014",408,"5,143","2,532","5,527"
2020년04월_여_60~69세,"40,434","3,897","5,210","5,698",871,"1,793","2,865","2,111","1,345",908,415,"2,407","1,596","1,679",424,"3,526","1,704","3,985"
2020년04월_여_70~79세,"23,667","2,563","3,171","3,643",413,"1,079","1,931","1,170",943,552,231,"1,605",983,859,242,"1,735",748,"1,799"
2020년04월_여_80~89세,"11,105","1,143","1,479","1,554",206,592,897,581,409,305,129,626,498,565,129,809,338,845
2020년04월_여_90~99세,"1,911",202,201,247,46,96,147,79,68,93,33,128,72,92,19,152,59,177
2020년04월_여_100세 이상,150,20,13,21,0,13,5,5,15,3,0,5,5,9,8,10,10,8
2020년05월_계_총인구수,"706,444","63,339","93,317","100,959","14,030","24,701","53,529","30,028","19,814","9,007","4,234","50,918","34,469","19,273","4,642","76,253","35,678","72,253"
2020년05월_계_연령구간인구수,"706,444","63,339","93,317","100,959","14,030","24,701","53,529","30,028","19,814","9,007","4,234","50,918","34,469","19,273","4,642","76,253","35,678","72,253"
2020년05월_계_0~9세,"66,483","4,454","8,816","8,930","1,560","1,142","4,295","1,872","1,297",367,200,"5,642","3,157",812,166,"10,315","4,855","8,603"
2020년05월_계_10~19세,"77,535","7,571","11,520","11,414","1,255","2,041","6,798","2,734","2,033",583,265,"6,781","5,014","1,261",211,"7,786","3,668","6,600"
2020년05월_계_20~29세,"83,689","7,906","10,473","11,834","1,495","3,403","6,473","4,196","2,466",813,424,"5,458","4,072","2,607",533,"8,788","3,813","8,935"
2020년05월_계_30~39세,"90,855","6,263","10,809","12,489","2,165","2,442","5,674","3,462","1,894",754,416,"6,448","3,847","2,201",489,"13,378","6,138","11,986"
2020년05월_계_40~49세,"129,462","11,499","17,625","19,351","2,387","3,505","10,427","4,387","3,356","1,070",544,"10,917","7,240","2,357",530,"14,419","7,010","12,838"
2020년05월_계_50~59세,"115,157","11,171","15,179","16,619","2,212","5,323","9,211","5,866","3,588","1,852",796,"7,260","5,427","4,057",936,"10,021","5,029","10,610"
2020년05월_계_60~69세,"79,070","7,454","10,371","10,963","1,753","3,814","5,522","4,311","2,653","1,861",853,"4,390","3,060","3,369","1,047","6,709","3,182","7,758"
2020년05월_계_70~79세,"43,725","4,811","5,836","6,565",797,"1,955","3,484","2,171","1,700","1,091",476,"2,814","1,761","1,617",484,"3,362","1,371","3,430"
2020년05월_계_80~89세,"17,753","1,898","2,382","2,443",348,932,"1,448",923,707,488,220,"1,040",784,854,216,"1,279",521,"1,270"
2020년05월_계_90~99세,"2,503",284,290,320,57,129,191,100,100,119,37,160,102,122,22,185,75,210
2020년05월_계_100세 이상,212,28,16,31,1,15,6,6,20,9,3,8,5,16,8,11,16,13
2020년05월_남_총인구수,"351,990","31,226","47,158","50,650","7,144","12,847","26,870","14,986","9,901","4,715","2,199","24,841","16,971","9,795","2,620","37,432","17,436","35,199"
2020년05월_남_연령구간인구수,"351,990","31,226","47,158","50,650","7,144","12,847","26,870","14,986","9,901","4,715","2,199","24,841","16,971","9,795","2,620","37,432","17,436","35,199"
2020년05월_남_0~9세,"34,190","2,324","4,601","4,633",804,631,"2,217",934,641,207,103,"2,900","1,589",407,78,"5,249","2,480","4,392"
2020년05월_남_10~19세,"39,933","3,891","5,962","5,980",654,"1,046","3,462","1,427","1,102",321,137,"3,495","2,582",671,108,"3,949","1,877","3,269"
2020년05월_남_20~29세,"43,591","4,135","5,530","6,183",787,"1,883","3,461","2,211","1,224",465,236,"2,859","2,073","1,449",319,"4,370","1,956","4,450"
2020년05월_남_30~39세,"44,578","3,053","5,323","6,284","1,100","1,317","2,805","1,808",982,395,214,"2,968","1,812","1,235",296,"6,352","2,832","5,802"
2020년05월_남_40~49세,"65,237","5,508","8,980","9,847","1,243","1,883","5,255","2,216","1,681",605,294,"5,304","3,535","1,237",333,"7,384","3,532","6,400"
2020년05월_남_50~59세,"58,801","5,668","8,001","8,605","1,145","2,836","4,888","2,829","1,887","1,023",437,"3,690","2,837","2,046",533,"4,851","2,467","5,058"
2020년05월_남_60~69세,"38,456","3,559","5,131","5,235",879,"2,005","2,656","2,202","1,297",953,436,"1,979","1,463","1,670",621,"3,162","1,467","3,741"
2020년05월_남_70~79세,"19,987","2,253","2,643","2,911",383,873,"1,542",996,754,536,243,"1,202",774,759,243,"1,622",623,"1,630"
2020년05월_남_80~89세,"6,579",750,899,894,138,340,538,339,295,179,91,406,280,286,84,462,181,417
2020년05월_남_90~99세,577,77,84,68,10,31,45,23,33,25,5,34,26,30,5,30,15,36
2020년05월_남_100세 이상,61,8,4,10,1,2,1,1,5,6,3,4,0,5,0,1,6,4
2020년05월_여_총인구수,"354,454","32,113","46,159","50,309","6,886","11,854","26,659","15,042","9,913","4,292","2,035","26,077","17,498","9,478","2,022","38,821","18,242","37,054"
2020년05월_여_연령구간인구수,"354,454","32,113","46,159","50,309","6,886","11,854","26,659","15,042","9,913","4,292","2,035","26,077","17,498","9,478","2,022","38,821","18,242","37,054"
2020년05월_여_0~9세,"32,293","2,130","4,215","4,297",756,511,"2,078",938,656,160,97,"2,742","1,568",405,88,"5,066","2,375","4,211"
2020년05월_여_10~19세,"37,602","3,680","5,558","5,434",601,995,"3,336","1,307",931,262,128,"3,286","2,432",590,103,"3,837","1,791","3,331"
2020년05월_여_20~29세,"40,098","3,771","4,943","5,651",708,"1,520","3,012","1,985","1,242",348,188,"2,599","1,999","1,158",214,"4,418","1,857","4,485"
2020년05월_여_30~39세,"46,277","3,210","5,486","6,205","1,065","1,125","2,869","1,654",912,359,202,"3,480","2,035",966,193,"7,026","3,306","6,184"
2020년05월_여_40~49세,"64,225","5,991","8,645","9,504","1,144","1,622","5,172","2,171","1,675",465,250,"5,613","3,705","1,120",197,"7,035","3,478","6,438"
2020년05월_여_50~59세,"56,356","5,503","7,178","8,014","1,067","2,487","4,323","3,037","1,701",829,359,"3,570","2,590","2,011",403,"5,170","2,562","5,552"
2020년05월_여_60~69세,"40,614","3,895","5,240","5,728",874,"1,809","2,866","2,109","1,356",908,417,"2,411","1,597","1,699",426,"3,547","1,715","4,017"
2020년05월_여_70~79세,"23,738","2,558","3,193","3,654",414,"1,082","1,942","1,175",946,555,233,"1,612",987,858,241,"1,740",748,"1,800"
2020년05월_여_80~89세,"11,174","1,148","1,483","1,549",210,592,910,584,412,309,129,634,504,568,132,817,340,853
2020년05월_여_90~99세,"1,926",207,206,252,47,98,146,77,67,94,32,126,76,92,17,155,60,174
2020년05월_여_100세 이상,151,20,12,21,0,13,5,5,15,3,0,4,5,11,8,10,10,9
2020년06월_계_총인구수,"707,485","63,121","93,242","100,949","14,199","24,670","53,575","30,017","19,769","9,192","4,241","50,928","34,740","19,202","4,656","76,594","35,958","72,432"
2020년06월_계_연령구간인구수,"707,485","63,121","93,242","100,949","14,199","24,670","53,575","30,017","19,769","9,192","4,241","50,928","34,740","19,202","4,656","76,594","35,958","72,432"
2020년06월_계_0~9세,"66,356","4,421","8,780","8,869","1,577","1,140","4,257","1,864","1,280",369,199,"5,614","3,170",810,166,"10,354","4,878","8,608"
2020년06월_계_10~19세,"77,658","7,544","11,517","11,410","1,300","2,027","6,770","2,729","2,021",710,272,"6,765","5,008","1,247",209,"7,824","3,679","6,626"
2020년06월_계_20~29세,"83,836","7,882","10,434","11,821","1,522","3,392","6,515","4,193","2,460",829,419,"5,492","4,130","2,574",532,"8,851","3,844","8,946"
2020년06월_계_30~39세,"90,736","6,258","10,757","12,434","2,164","2,425","5,629","3,453","1,869",759,420,"6,417","3,910","2,199",494,"13,435","6,164","11,949"
2020년06월_계_40~49세,"129,554","11,440","17,594","19,300","2,427","3,498","10,444","4,384","3,349","1,073",540,"10,905","7,253","2,342",523,"14,496","7,083","12,903"
2020년06월_계_50~59세,"115,155","11,107","15,126","16,659","2,233","5,287","9,270","5,830","3,594","1,838",796,"7,264","5,484","4,033",937,"10,027","5,055","10,615"
2020년06월_계_60~69세,"79,727","7,474","10,479","11,049","1,769","3,858","5,533","4,348","2,658","1,890",858,"4,441","3,102","3,384","1,056","6,749","3,244","7,835"
2020년06월_계_70~79세,"43,924","4,799","5,851","6,595",803,"1,957","3,499","2,187","1,706","1,106",476,"2,819","1,786","1,631",491,"3,381","1,387","3,450"
2020년06월_계_80~89세,"17,799","1,878","2,395","2,449",344,943,"1,458",925,709,488,222,"1,043",790,843,218,"1,281",533,"1,280"
2020년06월_계_90~99세,"2,527",290,293,332,59,129,194,97,103,121,36,159,102,123,22,185,75,207
2020년06월_계_100세 이상,213,28,16,31,1,14,6,7,20,9,3,9,5,16,8,11,16,13
2020년06월_남_총인구수,"352,439","31,116","47,124","50,615","7,191","12,826","26,895","14,978","9,880","4,835","2,199","24,817","17,112","9,766","2,622","37,617","17,547","35,299"
2020년06월_남_연령구간인구수,"352,439","31,116","47,124","50,615","7,191","12,826","26,895","14,978","9,880","4,835","2,199","24,817","17,112","9,766","2,622","37,617","17,547","35,299"
2020년06월_남_0~9세,"34,117","2,304","4,573","4,599",809,634,"2,202",931,636,207,102,"2,880","1,601",409,78,"5,278","2,490","4,384"
2020년06월_남_10~19세,"39,996","3,876","5,956","5,974",660,"1,039","3,449","1,425","1,101",410,141,"3,472","2,577",666,106,"3,963","1,883","3,298"
2020년06월_남_20~29세,"43,628","4,127","5,521","6,159",791,"1,871","3,487","2,209","1,221",479,230,"2,877","2,095","1,424",316,"4,399","1,958","4,464"
2020년06월_남_30~39세,"44,527","3,044","5,311","6,259","1,101","1,300","2,782","1,798",969,405,215,"2,953","1,859","1,237",298,"6,384","2,833","5,779"
2020년06월_남_40~49세,"65,224","5,479","8,939","9,808","1,258","1,884","5,260","2,216","1,671",602,295,"5,287","3,539","1,227",328,"7,430","3,569","6,432"
2020년06월_남_50~59세,"58,810","5,639","7,992","8,624","1,159","2,807","4,923","2,803","1,892","1,015",436,"3,703","2,860","2,037",534,"4,849","2,482","5,055"
2020년06월_남_60~69세,"38,828","3,572","5,190","5,287",884,"2,039","2,663","2,225","1,300",967,438,"1,997","1,484","1,690",626,"3,199","1,492","3,775"
2020년06월_남_70~79세,"20,070","2,247","2,655","2,928",382,874,"1,542","1,006",754,539,242,"1,204",789,759,245,"1,625",631,"1,648"
2020년06월_남_80~89세,"6,596",741,901,891,136,346,542,340,299,180,92,406,283,282,86,459,188,424
2020년06월_남_90~99세,581,79,82,76,10,30,44,23,32,25,5,34,25,30,5,30,15,36
2020년06월_남_100세 이상,62,8,4,10,1,2,1,2,5,6,3,4,0,5,0,1,6,4
2020년06월_여_총인구수,"355,046","32,005","46,118","50,334","7,008","11,844","26,680","15,039","9,889","4,357","2,042","26,111","17,628","9,436","2,034","38,977","18,411","37,133"
2020년06월_여_연령구간인구수,"355,046","32,005","46,118","50,334","7,008","11,844","26,680","15,039","9,889","4,357","2,042","26,111","17,628","9,436","2,034","38,977","18,411","37,133"
2020년06월_여_0~9세,"32,239","2,117","4,207","4,270",768,506,"2,055",933,644,162,97,"2,734","1,569",401,88,"5,076","2,388","4,224"
2020년06월_여_10~19세,"37,662","3,668","5,561","5,436",640,988,"3,321","1,304",920,300,131,"3,293","2,431",581,103,"3,861","1,796","3,328"
2020년06월_여_20~29세,"40,208","3,755","4,913","5,662",731,"1,521","3,028","1,984","1,239",350,189,"2,615","2,035","1,150",216,"4,452","1,886","4,482"
2020년06월_여_30~39세,"46,209","3,214","5,446","6,175","1,063","1,125","2,847","1,655",900,354,205,"3,464","2,051",962,196,"7,051","3,331","6,170"
2020년06월_여_40~49세,"64,330","5,961","8,655","9,492","1,169","1,614","5,184","2,168","1,678",471,245,"5,618","3,714","1,115",195,"7,066","3,514","6,471"
2020년06월_여_50~59세,"56,345","5,468","7,134","8,035","1,074","2,480","4,347","3,027","1,702",823,360,"3,561","2,624","1,996",403,"5,178","2,573","5,560"
2020년06월_여_60~69세,"40,899","3,902","5,289","5,762",885,"1,819","2,870","2,123","1,358",923,420,"2,444","1,618","1,694",430,"3,550","1,752","4,060"
2020년06월_여_70~79세,"23,854","2,552","3,196","3,667",421,"1,083","1,957","1,181",952,567,234,"1,615",997,872,246,"1,756",756,"1,802"
2020년06월_여_80~89세,"11,203","1,137","1,494","1,558",208,597,916,585,410,308,130,637,507,561,132,822,345,856
2020년06월_여_90~99세,"1,946",211,211,256,49,99,150,74,71,96,31,125,77,93,17,155,60,171
2020년06월_여_100세 이상,151,20,12,21,0,12,5,5,15,3,0,5,5,11,8,10,10,9
2020년07월_계_총인구수,"709,247","63,006","93,142","100,926","14,320","24,694","53,585","29,935","19,798","9,357","4,227","50,804","35,653","19,130","4,639","76,742","36,110","73,179"
2020년07월_계_연령구간인구수,"709,247","63,006","93,142","100,926","14,320","24,694","53,585","29,935","19,798","9,357","4,227","50,804","35,653","19,130","4,639","76,742","36,110","73,179"
2020년07월_계_0~9세,"66,380","4,404","8,702","8,836","1,592","1,140","4,233","1,851","1,282",364,200,"5,577","3,264",797,165,"10,365","4,909","8,699"
2020년07월_계_10~19세,"77,701","7,516","11,495","11,373","1,329","2,015","6,761","2,698","2,017",824,261,"6,751","5,062","1,236",206,"7,810","3,683","6,664"
2020년07월_계_20~29세,"84,122","7,869","10,449","11,812","1,535","3,395","6,540","4,185","2,476",860,411,"5,491","4,251","2,544",524,"8,906","3,851","9,023"
2020년07월_계_30~39세,"90,658","6,193","10,687","12,340","2,173","2,418","5,571","3,408","1,861",764,424,"6,367","4,077","2,191",493,"13,391","6,191","12,109"
2020년07월_계_40~49세,"129,868","11,406","17,572","19,318","2,433","3,502","10,440","4,356","3,339","1,080",534,"10,864","7,421","2,325",518,"14,566","7,120","13,074"
2020년07월_계_50~59세,"115,550","11,115","15,146","16,695","2,262","5,296","9,296","5,828","3,590","1,833",793,"7,290","5,619","4,008",929,"10,047","5,085","10,718"
2020년07월_계_60~69세,"80,143","7,497","10,498","11,100","1,788","3,875","5,571","4,374","2,671","1,900",865,"4,430","3,195","3,409","1,062","6,769","3,250","7,889"
2020년07월_계_70~79세,"44,163","4,796","5,871","6,628",804,"1,971","3,520","2,206","1,721","1,108",475,"2,820","1,835","1,639",491,"3,400","1,396","3,482"
2020년07월_계_80~89세,"17,907","1,893","2,412","2,461",346,938,"1,454",923,714,490,224,"1,047",814,845,221,"1,293",533,"1,299"
2020년07월_계_90~99세,"2,543",289,295,331,57,131,193,99,107,125,37,158,110,120,22,184,76,209
2020년07월_계_100세 이상,212,28,15,32,1,13,6,7,20,9,3,9,5,16,8,11,16,13
2020년07월_남_총인구수,"353,217","31,022","47,070","50,577","7,228","12,856","26,912","14,932","9,888","4,936","2,200","24,743","17,538","9,734","2,610","37,689","17,626","35,656"
2020년07월_남_연령구간인구수,"353,217","31,022","47,070","50,577","7,228","12,856","26,912","14,932","9,888","4,936","2,200","24,743","17,538","9,734","2,610","37,689","17,626","35,656"
2020년07월_남_0~9세,"34,141","2,298","4,531","4,571",821,631,"2,197",923,644,208,102,"2,859","1,651",403,78,"5,293","2,511","4,420"
2020년07월_남_10~19세,"39,974","3,857","5,935","5,962",650,"1,031","3,450","1,406","1,093",477,133,"3,468","2,601",664,105,"3,938","1,884","3,320"
2020년07월_남_20~29세,"43,738","4,102","5,552","6,145",795,"1,883","3,490","2,203","1,235",498,228,"2,853","2,142","1,406",309,"4,439","1,962","4,496"
2020년07월_남_30~39세,"44,566","3,015","5,280","6,210","1,102","1,298","2,772","1,779",959,416,218,"2,941","1,950","1,239",299,"6,379","2,846","5,863"
2020년07월_남_40~49세,"65,278","5,447","8,900","9,790","1,258","1,895","5,261","2,199","1,663",602,292,"5,260","3,620","1,225",322,"7,439","3,591","6,514"
