카테고리,대전광역시 동구,대전광역시 동구 중앙동,대전광역시 동구 효동,대전광역시 동구 신인동,대전광역시 동구 판암1동,대전광역시 동구 판암2동,대전광역시 동구 용운동,대전광역시 동구 대동,대전광역시 동구 자양동,대전광역시 동구 가양1동,대전광역시 동구 가양2동,대전광역시 동구 용전동,대전광역시 동구 성남동,대전광역시 동구 홍도동,대전광역시 동구 삼성동,대전광역시 동구 대청동,대전광역시 동구 산내동
2020년01월_계_80~89세,"7,964",348,660,457,538,619,515,495,349,541,565,462,465,347,615,253,735
2020년01월_계_90~99세,"1,075",49,88,67,69,78,71,69,36,56,63,71,75,49,84,31,119
2020년01월_계_100세 이상,86,9,6,13,3,2,6,11,4,5,0,2,9,2,6,1,7
2020년01월_남_총인구수,"114,174","2,893","13,134","6,228","6,246","4,366","8,549","7,807","5,551","7,301","9,519","10,696","6,299","5,759","7,610","1,348","10,868"
2020년01월_남_연령구간인구수,"114,174","2,893","13,134","6,228","6,246","4,366","8,549","7,807","5,551","7,301","9,519","10,696","6,299","5,759","7,610","1,348","10,868"
2020년01월_남_0~9세,"8,325",51,"1,421",499,495,158,533,829,197,447,562,672,511,355,427,42,"1,126"
2020년01월_남_10~19세,"10,731",85,"1,808",497,546,229,799,766,411,576,998,800,508,461,727,87,"1,433"
2020년01월_남_20~29세,"16,362",227,"1,441",772,823,532,"1,481",984,"1,439","1,139","1,592","2,007",761,996,899,116,"1,153"
2020년01월_남_30~39세,"14,534",263,"1,646",945,860,456,973,"1,160",661,819,"1,129","1,785",867,780,829,107,"1,254"
2020년01월_남_40~49세,"18,330",384,"2,566",993,882,597,"1,334","1,196",774,"1,184","1,447","1,710",979,905,"1,216",172,"1,991"
2020년01월_남_50~59세,"19,289",720,"1,873",965,"1,093",826,"1,529","1,252",802,"1,283","1,683","1,768","1,119","1,021","1,404",290,"1,661"
2020년01월_남_60~69세,"15,074",629,"1,397",801,866,866,"1,129",911,720,"1,041","1,259","1,201",869,741,"1,118",284,"1,242"
2020년01월_남_70~79세,"8,367",383,743,545,477,490,561,501,413,597,627,558,499,368,720,161,724
2020년01월_남_80~89세,"2,874",135,225,190,179,192,187,186,125,199,211,175,162,128,244,81,255
2020년01월_남_90~99세,263,11,13,17,24,20,20,19,9,16,11,20,21,3,24,8,27
2020년01월_남_100세 이상,25,5,1,4,1,0,3,3,0,0,0,0,3,1,2,0,2
2020년01월_여_총인구수,"112,042","2,270","13,656","6,334","6,555","4,530","8,318","7,793","4,988","6,805","9,539","10,045","6,374","5,485","7,315","1,222","10,813"
2020년01월_여_연령구간인구수,"112,042","2,270","13,656","6,334","6,555","4,530","8,318","7,793","4,988","6,805","9,539","10,045","6,374","5,485","7,315","1,222","10,813"
2020년01월_여_0~9세,"7,805",60,"1,440",485,430,159,501,721,185,415,547,590,452,293,474,44,"1,009"
2020년01월_여_10~19세,"10,006",75,"1,658",447,516,201,810,711,434,565,892,785,474,408,630,74,"1,326"
2020년01월_여_20~29세,"14,308",163,"1,324",717,756,369,"1,218",910,"1,182",897,"1,456","1,847",704,908,758,93,"1,006"
2020년01월_여_30~39세,"12,654",167,"1,790",836,767,327,814,"1,075",423,724,958,"1,352",749,614,728,57,"1,273"
2020년01월_여_40~49세,"16,442",190,"2,499",876,902,451,"1,257","1,156",537,897,"1,444","1,496",901,753,"1,047",137,"1,899"
2020년01월_여_50~59세,"18,505",396,"1,971","1,024","1,187",830,"1,469","1,245",779,"1,182","1,703","1,656","1,118",978,"1,262",200,"1,505"
2020년01월_여_60~69세,"16,104",523,"1,529","1,000",960,945,"1,211",968,729,"1,037","1,348","1,290",979,783,"1,196",239,"1,367"
2020년01월_여_70~79세,"10,255",441,930,623,631,761,656,640,464,701,785,689,634,482,785,182,851
2020년01월_여_80~89세,"5,090",213,435,267,359,427,328,309,224,342,354,287,303,219,371,172,480
2020년01월_여_90~99세,812,38,75,50,45,58,51,50,27,40,52,51,54,46,60,23,92
2020년01월_여_100세 이상,61,4,5,9,2,2,3,8,4,5,0,2,6,1,4,1,5
2020년02월_계_총인구수,"225,633","5,110","26,502","12,597","12,794","8,894","16,856","15,551","10,516","14,091","19,067","20,757","12,645","11,241","14,883","2,566","21,563"
2020년02월_계_연령구간인구수,"225,633","5,110","26,502","12,597","12,794","8,894","16,856","15,551","10,516","14,091","19,067","20,757","12,645","11,241","14,883","2,566","21,563"
2020년02월_계_0~9세,"15,972",112,"2,839",983,899,315,"1,024","1,527",393,851,"1,103","1,238",945,644,899,87,"2,113"
2020년02월_계_10~19세,"20,734",154,"3,433",943,"1,054",422,"1,610","1,471",889,"1,151","1,901","1,588",996,877,"1,354",160,"2,731"
2020년02월_계_20~29세,"30,433",385,"2,704","1,494","1,576",898,"2,681","1,887","2,556","2,032","3,040","3,866","1,453","1,893","1,624",202,"2,142"
2020년02월_계_30~39세,"26,972",428,"3,397","1,768","1,610",786,"1,780","2,210","1,061","1,511","2,093","3,133","1,608","1,389","1,537",165,"2,496"
2020년02월_계_40~49세,"34,716",566,"5,023","1,880","1,778","1,057","2,588","2,364","1,304","2,082","2,887","3,215","1,876","1,660","2,261",305,"3,870"
2020년02월_계_50~59세,"37,616","1,099","3,772","2,000","2,285","1,636","2,993","2,481","1,574","2,462","3,383","3,421","2,215","1,989","2,657",489,"3,160"
2020년02월_계_60~69세,"31,344","1,160","2,915","1,805","1,850","1,825","2,352","1,885","1,458","2,094","2,615","2,503","1,869","1,547","2,322",525,"2,619"
2020년02월_계_70~79세,"18,651",811,"1,667","1,176","1,123","1,251","1,222","1,141",891,"1,298","1,407","1,254","1,130",845,"1,508",348,"1,579"
2020년02월_계_80~89세,"8,024",337,657,469,545,622,527,504,349,546,574,467,466,346,632,252,731
2020년02월_계_90~99세,"1,083",49,89,66,71,80,73,70,37,58,64,70,78,49,83,31,115
2020년02월_계_100세 이상,88,9,6,13,3,2,6,11,4,6,0,2,9,2,6,2,7
2020년02월_남_총인구수,"113,883","2,863","13,012","6,240","6,236","4,367","8,540","7,778","5,532","7,286","9,517","10,704","6,289","5,765","7,582","1,348","10,824"
2020년02월_남_연령구간인구수,"113,883","2,863","13,012","6,240","6,236","4,367","8,540","7,778","5,532","7,286","9,517","10,704","6,289","5,765","7,582","1,348","10,824"
2020년02월_남_0~9세,"8,251",52,"1,410",501,482,159,531,817,204,440,562,650,507,353,428,42,"1,113"
2020년02월_남_10~19세,"10,703",81,"1,803",501,546,222,799,759,421,578,989,801,511,457,725,87,"1,423"
2020년02월_남_20~29세,"16,287",224,"1,423",772,814,531,"1,461",992,"1,427","1,135","1,591","2,011",756,999,885,114,"1,152"
2020년02월_남_30~39세,"14,457",265,"1,632",940,852,457,974,"1,140",643,805,"1,142","1,796",861,782,817,107,"1,244"
2020년02월_남_40~49세,"18,262",377,"2,542",996,882,599,"1,329","1,198",767,"1,179","1,443","1,712",981,904,"1,212",172,"1,969"
2020년02월_남_50~59세,"19,208",706,"1,843",970,"1,095",817,"1,533","1,244",796,"1,280","1,680","1,771","1,113","1,013","1,400",288,"1,659"
2020년02월_남_60~69세,"15,144",633,"1,375",799,877,874,"1,134",915,724,"1,052","1,255","1,205",874,759,"1,124",283,"1,261"
2020년02월_남_70~79세,"8,391",382,746,547,482,492,564,499,416,596,631,566,501,365,715,166,723
2020년02월_남_80~89세,"2,890",126,223,194,180,195,192,190,125,205,212,173,162,129,252,81,251
2020년02월_남_90~99세,264,12,14,16,25,21,20,21,9,15,12,19,20,3,22,8,27
2020년02월_남_100세 이상,26,5,1,4,1,0,3,3,0,1,0,0,3,1,2,0,2
2020년02월_여_총인구수,"111,750","2,247","13,490","6,357","6,558","4,527","8,316","7,773","4,984","6,805","9,550","10,053","6,356","5,476","7,301","1,218","10,739"
2020년02월_여_연령구간인구수,"111,750","2,247","13,490","6,357","6,558","4,527","8,316","7,773","4,984","6,805","9,550","10,053","6,356","5,476","7,301","1,218","10,739"
2020년02월_여_0~9세,"7,721",60,"1,429",482,417,156,493,710,189,411,541,588,438,291,471,45,"1,000"
2020년02월_여_10~19세,"10,031",73,"1,630",442,508,200,811,712,468,573,912,787,485,420,629,73,"1,308"
2020년02월_여_20~29세,"14,146",161,"1,281",722,762,367,"1,220",895,"1,129",897,"1,449","1,855",697,894,739,88,990
2020년02월_여_30~39세,"12,515",163,"1,765",828,758,329,806,"1,070",418,706,951,"1,337",747,607,720,58,"1,252"
2020년02월_여_40~49세,"16,454",189,"2,481",884,896,458,"1,259","1,166",537,903,"1,444","1,503",895,756,"1,049",133,"1,901"
2020년02월_여_50~59세,"18,408",393,"1,929","1,030","1,190",819,"1,460","1,237",778,"1,182","1,703","1,650","1,102",976,"1,257",201,"1,501"
2020년02월_여_60~69세,"16,200",527,"1,540","1,006",973,951,"1,218",970,734,"1,042","1,360","1,298",995,788,"1,198",242,"1,358"
2020년02월_여_70~79세,"10,260",429,921,629,641,759,658,642,475,702,776,688,629,480,793,182,856
2020년02월_여_80~89세,"5,134",211,434,275,365,427,335,314,224,341,362,294,304,217,380,171,480
2020년02월_여_90~99세,819,37,75,50,46,59,53,49,28,43,52,51,58,46,61,23,88
2020년02월_여_100세 이상,62,4,5,9,2,2,3,8,4,5,0,2,6,1,4,2,5
2020년03월_계_총인구수,"225,302","5,080","26,294","12,579","12,792","8,882","16,875","15,525","10,566","14,095","19,061","20,774","12,601","11,223","14,857","2,575","21,523"
2020년03월_계_연령구간인구수,"225,302","5,080","26,294","12,579","12,792","8,882","16,875","15,525","10,566","14,095","19,061","20,774","12,601","11,223","14,857","2,575","21,523"
2020년03월_계_0~9세,"15,889",113,"2,823",982,908,317,"1,016","1,527",390,846,"1,089","1,219",941,636,892,86,"2,104"
2020년03월_계_10~19세,"20,681",158,"3,399",938,"1,042",417,"1,596","1,463",924,"1,164","1,900","1,592",989,868,"1,346",158,"2,727"
2020년03월_계_20~29세,"30,438",379,"2,689","1,480","1,575",898,"2,693","1,886","2,561","2,039","3,044","3,896","1,452","1,891","1,619",203,"2,133"
2020년03월_계_30~39세,"26,789",424,"3,346","1,766","1,598",776,"1,764","2,208","1,059","1,505","2,086","3,108","1,597","1,384","1,522",167,"2,479"
2020년03월_계_40~49세,"34,582",570,"4,994","1,877","1,776","1,049","2,592","2,355","1,305","2,065","2,887","3,200","1,872","1,642","2,244",298,"3,856"
2020년03월_계_50~59세,"37,416","1,073","3,740","1,985","2,272","1,615","2,985","2,462","1,577","2,441","3,374","3,422","2,193","1,980","2,652",492,"3,153"
2020년03월_계_60~69세,"31,547","1,164","2,913","1,801","1,868","1,842","2,371","1,900","1,462","2,125","2,620","2,525","1,874","1,566","2,344",535,"2,637"
2020년03월_계_70~79세,"18,713",803,"1,656","1,190","1,129","1,250","1,236","1,138",898,"1,298","1,407","1,265","1,133",852,"1,516",346,"1,596"
2020년03월_계_80~89세,"8,076",340,641,479,551,634,539,504,349,545,587,475,468,355,631,254,724
2020년03월_계_90~99세,"1,083",47,87,68,70,82,77,71,36,61,67,70,73,47,85,34,108
2020년03월_계_100세 이상,88,9,6,13,3,2,6,11,5,6,0,2,9,2,6,2,6
2020년03월_남_총인구수,"113,690","2,846","12,928","6,223","6,234","4,345","8,533","7,766","5,552","7,296","9,522","10,685","6,258","5,756","7,564","1,354","10,828"
2020년03월_남_연령구간인구수,"113,690","2,846","12,928","6,223","6,234","4,345","8,533","7,766","5,552","7,296","9,522","10,685","6,258","5,756","7,564","1,354","10,828"
2020년03월_남_0~9세,"8,208",52,"1,406",499,484,158,528,814,202,439,565,643,497,349,422,42,"1,108"
2020년03월_남_10~19세,"10,669",83,"1,788",497,542,221,789,750,446,578,978,802,506,449,725,86,"1,429"
2020년03월_남_20~29세,"16,279",221,"1,419",760,819,528,"1,454","1,001","1,420","1,143","1,601","1,999",760,998,882,116,"1,158"
2020년03월_남_30~39세,"14,382",260,"1,610",942,850,451,968,"1,138",644,808,"1,143","1,778",853,782,813,107,"1,235"
2020년03월_남_40~49세,"18,183",376,"2,526","1,000",880,589,"1,332","1,199",763,"1,167","1,440","1,703",981,895,"1,202",167,"1,963"
2020년03월_남_50~59세,"19,094",689,"1,824",958,"1,085",808,"1,525","1,228",797,"1,281","1,679","1,779","1,098","1,009","1,393",292,"1,649"
2020년03월_남_60~69세,"15,255",641,"1,374",794,887,885,"1,143",924,723,"1,064","1,252","1,213",879,770,"1,138",288,"1,280"
2020년03월_남_70~79세,"8,420",378,747,557,481,492,568,503,423,591,633,569,500,368,714,165,731
2020년03월_남_80~89세,"2,912",129,220,196,181,192,202,185,125,208,218,179,163,133,251,82,248
2020년03월_남_90~99세,263,12,13,16,24,21,21,21,9,16,13,20,18,2,22,9,26
2020년03월_남_100세 이상,25,5,1,4,1,0,3,3,0,1,0,0,3,1,2,0,1
2020년03월_여_총인구수,"111,612","2,234","13,366","6,356","6,558","4,537","8,342","7,759","5,014","6,799","9,539","10,089","6,343","5,467","7,293","1,221","10,695"
2020년03월_여_연령구간인구수,"111,612","2,234","13,366","6,356","6,558","4,537","8,342","7,759","5,014","6,799","9,539","10,089","6,343","5,467","7,293","1,221","10,695"
2020년03월_여_0~9세,"7,681",61,"1,417",483,424,159,488,713,188,407,524,576,444,287,470,44,996
2020년03월_여_10~19세,"10,012",75,"1,611",441,500,196,807,713,478,586,922,790,483,419,621,72,"1,298"
2020년03월_여_20~29세,"14,159",158,"1,270",720,756,370,"1,239",885,"1,141",896,"1,443","1,897",692,893,737,87,975
2020년03월_여_30~39세,"12,407",164,"1,736",824,748,325,796,"1,070",415,697,943,"1,330",744,602,709,60,"1,244"
2020년03월_여_40~49세,"16,399",194,"2,468",877,896,460,"1,260","1,156",542,898,"1,447","1,497",891,747,"1,042",131,"1,893"
2020년03월_여_50~59세,"18,322",384,"1,916","1,027","1,187",807,"1,460","1,234",780,"1,160","1,695","1,643","1,095",971,"1,259",200,"1,504"
2020년03월_여_60~69세,"16,292",523,"1,539","1,007",981,957,"1,228",976,739,"1,061","1,368","1,312",995,796,"1,206",247,"1,357"
2020년03월_여_70~79세,"10,293",425,909,633,648,758,668,635,475,707,774,696,633,484,802,181,865
2020년03월_여_80~89세,"5,164",211,421,283,370,442,337,319,224,337,369,296,305,222,380,172,476
2020년03월_여_90~99세,820,35,74,52,46,61,56,50,27,45,54,50,55,45,63,25,82
2020년03월_여_100세 이상,63,4,5,9,2,2,3,8,5,5,0,2,6,1,4,2,5
2020년04월_계_총인구수,"225,094","5,033","26,167","12,549","12,807","8,877","16,863","15,478","10,603","14,097","18,989","20,867","12,599","11,206","14,872","2,567","21,520"
2020년04월_계_연령구간인구수,"225,094","5,033","26,167","12,549","12,807","8,877","16,863","15,478","10,603","14,097","18,989","20,867","12,599","11,206","14,872","2,567","21,520"
2020년04월_계_0~9세,"15,810",114,"2,800",969,904,320,"1,007","1,518",390,841,"1,080","1,225",944,632,896,85,"2,085"
2020년04월_계_10~19세,"20,593",153,"3,394",932,"1,032",417,"1,587","1,451",916,"1,181","1,882","1,585",984,856,"1,334",153,"2,736"
2020년04월_계_20~29세,"30,455",368,"2,679","1,490","1,587",897,"2,694","1,865","2,574","2,029","3,018","3,925","1,459","1,902","1,621",204,"2,143"
2020년04월_계_30~39세,"26,755",414,"3,330","1,749","1,592",779,"1,762","2,208","1,074","1,514","2,067","3,130","1,602","1,374","1,528",167,"2,465"
2020년04월_계_40~49세,"34,438",567,"4,967","1,866","1,786","1,038","2,569","2,356","1,292","2,056","2,871","3,189","1,860","1,636","2,229",293,"3,863"
2020년04월_계_50~59세,"37,345","1,065","3,727","1,982","2,272","1,605","2,986","2,441","1,583","2,436","3,359","3,442","2,174","1,969","2,661",491,"3,152"
2020년04월_계_60~69세,"31,636","1,152","2,897","1,801","1,870","1,846","2,380","1,900","1,471","2,129","2,642","2,533","1,886","1,580","2,359",539,"2,651"
2020년04월_계_70~79세,"18,763",802,"1,638","1,199","1,133","1,252","1,251","1,151",903,"1,297","1,413","1,291","1,134",851,"1,508",346,"1,594"
2020년04월_계_80~89세,"8,119",340,640,482,557,636,545,505,359,545,591,474,472,356,644,253,720
2020년04월_계_90~99세,"1,090",49,88,66,71,85,76,72,36,63,66,71,75,48,86,34,104
2020년04월_계_100세 이상,90,9,7,13,3,2,6,11,5,6,0,2,9,2,6,2,7
2020년04월_남_총인구수,"113,487","2,826","12,855","6,209","6,235","4,343","8,527","7,741","5,553","7,283","9,478","10,708","6,249","5,737","7,563","1,346","10,834"
2020년04월_남_연령구간인구수,"113,487","2,826","12,855","6,209","6,235","4,343","8,527","7,741","5,553","7,283","9,478","10,708","6,249","5,737","7,563","1,346","10,834"
2020년04월_남_0~9세,"8,163",53,"1,390",490,482,159,523,807,203,435,565,644,498,346,422,43,"1,103"
2020년04월_남_10~19세,"10,641",81,"1,788",501,533,223,785,750,441,582,969,799,504,445,718,81,"1,441"
2020년04월_남_20~29세,"16,208",214,"1,409",766,822,529,"1,457",986,"1,408","1,135","1,567","1,999",762,"1,000",882,116,"1,156"
2020년04월_남_30~39세,"14,363",256,"1,598",931,845,451,965,"1,142",652,817,"1,140","1,789",854,775,818,108,"1,222"
2020년04월_남_40~49세,"18,087",370,"2,513",999,888,582,"1,319","1,194",756,"1,160","1,431","1,699",973,884,"1,192",161,"1,966"
2020년04월_남_50~59세,"19,061",685,"1,815",955,"1,088",802,"1,530","1,220",799,"1,272","1,679","1,785","1,087","1,003","1,397",292,"1,652"
2020년04월_남_60~69세,"15,303",642,"1,369",791,887,887,"1,144",921,731,"1,064","1,264","1,217",885,781,"1,141",292,"1,287"
2020년04월_남_70~79세,"8,437",383,735,561,482,495,576,514,421,591,630,577,500,367,709,165,731
2020년04월_남_80~89세,"2,928",124,222,196,181,193,204,183,133,210,220,179,165,132,259,79,248
2020년04월_남_90~99세,271,13,15,15,26,22,21,21,9,16,13,20,18,3,23,9,27
2020년04월_남_100세 이상,25,5,1,4,1,0,3,3,0,1,0,0,3,1,2,0,1
2020년04월_여_총인구수,"111,607","2,207","13,312","6,340","6,572","4,534","8,336","7,737","5,050","6,814","9,511","10,159","6,350","5,469","7,309","1,221","10,686"
2020년04월_여_연령구간인구수,"111,607","2,207","13,312","6,340","6,572","4,534","8,336","7,737","5,050","6,814","9,511","10,159","6,350","5,469","7,309","1,221","10,686"
2020년04월_여_0~9세,"7,647",61,"1,410",479,422,161,484,711,187,406,515,581,446,286,474,42,982
2020년04월_여_10~19세,"9,952",72,"1,606",431,499,194,802,701,475,599,913,786,480,411,616,72,"1,295"
2020년04월_여_20~29세,"14,247",154,"1,270",724,765,368,"1,237",879,"1,166",894,"1,451","1,926",697,902,739,88,987
2020년04월_여_30~39세,"12,392",158,"1,732",818,747,328,797,"1,066",422,697,927,"1,341",748,599,710,59,"1,243"
2020년04월_여_40~49세,"16,351",197,"2,454",867,898,456,"1,250","1,162",536,896,"1,440","1,490",887,752,"1,037",132,"1,897"
2020년04월_여_50~59세,"18,284",380,"1,912","1,027","1,184",803,"1,456","1,221",784,"1,164","1,680","1,657","1,087",966,"1,264",199,"1,500"
2020년04월_여_60~69세,"16,333",510,"1,528","1,010",983,959,"1,236",979,740,"1,065","1,378","1,316","1,001",799,"1,218",247,"1,364"
2020년04월_여_70~79세,"10,326",419,903,638,651,757,675,637,482,706,783,714,634,484,799,181,863
2020년04월_여_80~89세,"5,191",216,418,286,376,443,341,322,226,335,371,295,307,224,385,174,472
2020년04월_여_90~99세,819,36,73,51,45,63,55,51,27,47,53,51,57,45,63,25,77
2020년04월_여_100세 이상,65,4,6,9,2,2,3,8,5,5,0,2,6,1,4,2,6
2020년05월_계_총인구수,"224,729","5,027","26,025","12,505","12,800","8,829","16,886","15,450","10,660","14,079","18,956","20,920","12,604","11,191","14,820","2,555","21,422"
2020년05월_계_연령구간인구수,"224,729","5,027","26,025","12,505","12,800","8,829","16,886","15,450","10,660","14,079","18,956","20,920","12,604","11,191","14,820","2,555","21,422"
2020년05월_계_0~9세,"15,707",115,"2,781",956,900,310,"1,005","1,518",396,837,"1,055","1,217",951,619,887,83,"2,077"
2020년05월_계_10~19세,"20,495",149,"3,380",934,"1,028",410,"1,580","1,447",914,"1,176","1,887","1,578",972,850,"1,323",153,"2,714"
2020년05월_계_20~29세,"30,409",371,"2,669","1,465","1,575",885,"2,702","1,852","2,606","2,025","3,040","3,914","1,461","1,904","1,613",200,"2,127"
2020년05월_계_30~39세,"26,639",416,"3,301","1,737","1,600",775,"1,758","2,189","1,088","1,503","2,052","3,156","1,597","1,367","1,509",163,"2,428"
2020년05월_계_40~49세,"34,370",563,"4,937","1,860","1,777","1,020","2,565","2,364","1,296","2,051","2,856","3,207","1,864","1,636","2,232",293,"3,849"
2020년05월_계_50~59세,"37,278","1,058","3,716","1,977","2,261","1,602","2,998","2,441","1,579","2,443","3,343","3,443","2,180","1,954","2,644",487,"3,152"
2020년05월_계_60~69세,"31,680","1,150","2,882","1,815","1,877","1,849","2,391","1,899","1,469","2,141","2,644","2,552","1,882","1,585","2,360",542,"2,642"
2020년05월_계_70~79세,"18,822",808,"1,628","1,195","1,149","1,252","1,258","1,146",914,"1,292","1,421","1,307","1,138",859,"1,509",348,"1,598"
2020년05월_계_80~89세,"8,140",338,635,484,562,640,547,512,355,543,591,472,474,364,650,251,722
2020년05월_계_90~99세,"1,094",49,89,69,67,84,76,71,38,61,67,71,76,50,87,33,106
2020년05월_계_100세 이상,95,10,7,13,4,2,6,11,5,7,0,3,9,3,6,2,7
2020년05월_남_총인구수,"113,288","2,823","12,781","6,187","6,232","4,313","8,526","7,722","5,599","7,268","9,450","10,755","6,253","5,735","7,532","1,341","10,771"
2020년05월_남_연령구간인구수,"113,288","2,823","12,781","6,187","6,232","4,313","8,526","7,722","5,599","7,268","9,450","10,755","6,253","5,735","7,532","1,341","10,771"
2020년05월_남_0~9세,"8,101",54,"1,379",488,485,153,521,806,211,432,545,632,507,337,417,42,"1,092"
2020년05월_남_10~19세,"10,571",79,"1,778",499,531,215,779,750,442,580,968,793,495,440,716,81,"1,425"
2020년05월_남_20~29세,"16,192",213,"1,407",750,821,525,"1,458",978,"1,426","1,129","1,573","2,006",766,"1,001",876,116,"1,147"
2020년05월_남_30~39세,"14,295",258,"1,583",926,844,449,966,"1,131",661,809,"1,135","1,803",844,774,802,106,"1,204"
2020년05월_남_40~49세,"18,076",367,"2,502",995,880,571,"1,313","1,198",760,"1,157","1,427","1,717",981,892,"1,194",161,"1,961"
2020년05월_남_50~59세,"19,035",678,"1,809",954,"1,080",797,"1,536","1,221",802,"1,276","1,673","1,792","1,086",999,"1,393",286,"1,653"
2020년05월_남_60~69세,"15,330",646,"1,356",799,890,889,"1,152",923,728,"1,072","1,263","1,228",889,781,"1,140",295,"1,279"
2020년05월_남_70~79세,"8,458",386,728,560,491,496,575,509,427,589,634,584,497,373,708,167,734
2020년05월_남_80~89세,"2,936",124,222,197,185,197,202,182,132,208,220,180,167,134,261,78,247
2020년05월_남_90~99세,267,12,16,15,23,21,21,21,10,15,12,20,18,3,23,9,28
2020년05월_남_100세 이상,27,6,1,4,2,0,3,3,0,1,0,0,3,1,2,0,1
2020년05월_여_총인구수,"111,441","2,204","13,244","6,318","6,568","4,516","8,360","7,728","5,061","6,811","9,506","10,165","6,351","5,456","7,288","1,214","10,651"
2020년05월_여_연령구간인구수,"111,441","2,204","13,244","6,318","6,568","4,516","8,360","7,728","5,061","6,811","9,506","10,165","6,351","5,456","7,288","1,214","10,651"
2020년05월_여_0~9세,"7,606",61,"1,402",468,415,157,484,712,185,405,510,585,444,282,470,41,985
2020년05월_여_10~19세,"9,924",70,"1,602",435,497,195,801,697,472,596,919,785,477,410,607,72,"1,289"
2020년05월_여_20~29세,"14,217",158,"1,262",715,754,360,"1,244",874,"1,180",896,"1,467","1,908",695,903,737,84,980
2020년05월_여_30~39세,"12,344",158,"1,718",811,756,326,792,"1,058",427,694,917,"1,353",753,593,707,57,"1,224"
2020년05월_여_40~49세,"16,294",196,"2,435",865,897,449,"1,252","1,166",536,894,"1,429","1,490",883,744,"1,038",132,"1,888"
2020년05월_여_50~59세,"18,243",380,"1,907","1,023","1,181",805,"1,462","1,220",777,"1,167","1,670","1,651","1,094",955,"1,251",201,"1,499"
2020년05월_여_60~69세,"16,350",504,"1,526","1,016",987,960,"1,239",976,741,"1,069","1,381","1,324",993,804,"1,220",247,"1,363"
2020년05월_여_70~79세,"10,364",422,900,635,658,756,683,637,487,703,787,723,641,486,801,181,864
2020년05월_여_80~89세,"5,204",214,413,287,377,443,345,330,223,335,371,292,307,230,389,173,475
2020년05월_여_90~99세,827,37,73,54,44,63,55,50,28,46,55,51,58,47,64,24,78
2020년05월_여_100세 이상,68,4,6,9,2,2,3,8,5,6,0,3,6,2,4,2,6
2020년06월_계_총인구수,"224,300","5,060","25,960","12,482","12,736","8,826","16,885","15,416","10,673","14,062","18,810","20,935","12,535","11,181","14,777","2,551","21,411"
2020년06월_계_연령구간인구수,"224,300","5,060","25,960","12,482","12,736","8,826","16,885","15,416","10,673","14,062","18,810","20,935","12,535","11,181","14,777","2,551","21,411"
2020년06월_계_0~9세,"15,620",116,"2,775",951,893,311,996,"1,514",399,830,"1,044","1,197",944,615,886,81,"2,068"
2020년06월_계_10~19세,"20,396",152,"3,391",928,"1,013",401,"1,557","1,438",906,"1,178","1,868","1,575",961,843,"1,324",151,"2,710"
2020년06월_계_20~29세,"30,402",387,"2,681","1,454","1,564",872,"2,730","1,844","2,613","2,027","3,001","3,941","1,447","1,915","1,593",202,"2,131"
2020년06월_계_30~39세,"26,508",423,"3,272","1,728","1,580",777,"1,750","2,187","1,095","1,485","2,027","3,152","1,578","1,363","1,512",163,"2,416"
