카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2020년06월_계_0~9세,"34,805",306,"2,464",183,"2,341","1,823",274,630,305,324,"1,325",198,"2,119",358,"3,191","4,669","1,439","1,711","2,856","1,022","1,796","2,481",694,"2,296"
2020년06월_계_10~19세,"44,367",359,"2,060",236,"2,274","2,349",512,960,515,505,"1,193",395,"3,000",461,"3,824","3,166","1,856","2,594","5,246","1,685","2,635","4,608",654,"3,280"
2020년06월_계_20~29세,"61,048",602,"2,714",492,"2,176","2,454","1,065","1,728","2,367","1,277","2,819","2,186","3,998",783,"3,614","4,059","3,720","3,739","5,382","2,516","4,373","4,181","1,422","3,381"
2020년06월_계_30~39세,"54,527",629,"3,698",450,"2,965","2,481",763,"1,208","1,121","1,026","2,304","1,007","3,379",874,"4,320","6,706","2,731","2,843","3,627","1,684","3,137","3,002","1,625","2,947"
2020년06월_계_40~49세,"73,327",709,"4,031",491,"3,705","3,559","1,180","1,552","1,112","1,081","2,718",840,"4,522",931,"6,594","6,414","3,271","4,053","7,130","2,643","4,024","6,284","1,692","4,791"
2020년06월_계_50~59세,"77,610",869,"3,332",958,"2,785","3,478","1,961","2,327","1,305","1,621","3,006","1,217","5,020","1,281","5,408","5,962","4,271","4,754","7,096","3,590","5,511","5,271","2,455","4,132"
2020년06월_계_60~69세,"51,864",833,"2,608",864,"1,858","2,351","1,989","1,687","1,195","1,549","2,699",989,"3,394","1,255","3,646","4,062","2,940","3,141","3,122","2,490","3,370","1,868","2,186","1,768"
2020년06월_계_70~79세,"27,865",542,"1,602",438,"1,024","1,441","1,293",880,748,913,"1,785",499,"1,502",683,"1,848","1,854","1,452","1,620","1,591","1,137","1,577","1,140","1,230","1,066"
2020년06월_계_80~89세,"11,799",223,783,151,424,630,585,359,329,367,773,201,674,295,619,655,689,580,721,553,783,562,348,495
2020년06월_계_90~99세,"1,310",30,105,27,52,54,42,45,32,39,103,16,94,28,66,70,82,70,92,53,74,37,40,59
2020년06월_계_100세 이상,86,5,10,2,3,5,5,1,3,0,16,1,7,1,1,4,2,1,0,3,6,1,7,2
2020년06월_남_총인구수,"218,514","2,508","11,307","2,291","9,484","9,985","4,807","5,625","4,655","4,537","9,446","4,087","13,747","3,476","16,878","18,752","11,263","12,310","18,233","8,701","13,612","14,346","6,445","12,019"
2020년06월_남_연령구간인구수,"218,514","2,508","11,307","2,291","9,484","9,985","4,807","5,625","4,655","4,537","9,446","4,087","13,747","3,476","16,878","18,752","11,263","12,310","18,233","8,701","13,612","14,346","6,445","12,019"
2020년06월_남_0~9세,"17,827",153,"1,225",96,"1,180",939,139,321,150,174,663,100,"1,093",194,"1,671","2,393",721,890,"1,435",521,948,"1,280",350,"1,191"
2020년06월_남_10~19세,"23,072",180,"1,042",139,"1,164","1,180",274,500,262,284,606,214,"1,571",237,"1,972","1,618","1,005","1,362","2,757",860,"1,423","2,397",329,"1,696"
2020년06월_남_20~29세,"33,231",320,"1,337",286,"1,107","1,315",628,984,"1,293",752,"1,695","1,322","2,229",456,"1,911","2,175","1,973","1,968","2,904","1,418","2,375","2,223",798,"1,762"
2020년06월_남_30~39세,"28,376",329,"1,822",257,"1,393","1,217",454,655,675,618,"1,286",614,"1,750",494,"2,194","3,405","1,515","1,483","1,811",930,"1,662","1,422",926,"1,464"
2020년06월_남_40~49세,"35,946",400,"2,016",287,"1,784","1,669",654,728,637,595,"1,417",470,"2,135",490,"3,367","3,301","1,630","1,977","3,279","1,267","1,865","2,752",946,"2,280"
2020년06월_남_50~59세,"38,549",453,"1,619",503,"1,375","1,718","1,010","1,111",643,832,"1,494",585,"2,372",612,"2,874","2,844","2,051","2,267","3,563","1,771","2,650","2,721","1,298","2,183"
2020년06월_남_60~69세,"25,237",356,"1,259",461,863,"1,097",940,807,555,708,"1,245",488,"1,689",591,"1,806","2,009","1,478","1,445","1,593","1,243","1,737",942,"1,073",852
2020년06월_남_70~79세,"11,905",236,672,203,441,624,498,386,310,422,747,211,658,290,848,798,626,700,640,507,677,413,575,423
2020년06월_남_80~89세,"4,089",73,287,51,158,217,200,119,121,146,267,79,240,106,224,199,246,208,232,175,261,187,136,157
2020년06월_남_90~99세,265,6,27,7,19,9,8,14,9,6,21,3,9,6,11,9,18,10,19,9,13,8,13,11
2020년06월_남_100세 이상,17,2,1,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,1,0
2020년06월_여_총인구수,"220,094","2,599","12,100","2,001","10,123","10,640","4,862","5,752","4,377","4,165","9,295","3,462","13,962","3,474","16,253","18,869","11,190","12,796","18,630","8,675","13,674","15,089","5,908","12,198"
2020년06월_여_연령구간인구수,"220,094","2,599","12,100","2,001","10,123","10,640","4,862","5,752","4,377","4,165","9,295","3,462","13,962","3,474","16,253","18,869","11,190","12,796","18,630","8,675","13,674","15,089","5,908","12,198"
2020년06월_여_0~9세,"16,978",153,"1,239",87,"1,161",884,135,309,155,150,662,98,"1,026",164,"1,520","2,276",718,821,"1,421",501,848,"1,201",344,"1,105"
2020년06월_여_10~19세,"21,295",179,"1,018",97,"1,110","1,169",238,460,253,221,587,181,"1,429",224,"1,852","1,548",851,"1,232","2,489",825,"1,212","2,211",325,"1,584"
2020년06월_여_20~29세,"27,817",282,"1,377",206,"1,069","1,139",437,744,"1,074",525,"1,124",864,"1,769",327,"1,703","1,884","1,747","1,771","2,478","1,098","1,998","1,958",624,"1,619"
2020년06월_여_30~39세,"26,151",300,"1,876",193,"1,572","1,264",309,553,446,408,"1,018",393,"1,629",380,"2,126","3,301","1,216","1,360","1,816",754,"1,475","1,580",699,"1,483"
2020년06월_여_40~49세,"37,381",309,"2,015",204,"1,921","1,890",526,824,475,486,"1,301",370,"2,387",441,"3,227","3,113","1,641","2,076","3,851","1,376","2,159","3,532",746,"2,511"
2020년06월_여_50~59세,"39,061",416,"1,713",455,"1,410","1,760",951,"1,216",662,789,"1,512",632,"2,648",669,"2,534","3,118","2,220","2,487","3,533","1,819","2,861","2,550","1,157","1,949"
2020년06월_여_60~69세,"26,627",477,"1,349",403,995,"1,254","1,049",880,640,841,"1,454",501,"1,705",664,"1,840","2,053","1,462","1,696","1,529","1,247","1,633",926,"1,113",916
2020년06월_여_70~79세,"15,960",306,930,235,583,817,795,494,438,491,"1,038",288,844,393,"1,000","1,056",826,920,951,630,900,727,655,643
2020년06월_여_80~89세,"7,710",150,496,100,266,413,385,240,208,221,506,122,434,189,395,456,443,372,489,378,522,375,212,338
2020년06월_여_90~99세,"1,045",24,78,20,33,45,34,31,23,33,82,13,85,22,55,61,64,60,73,44,61,29,27,48
2020년06월_여_100세 이상,69,3,9,1,3,5,3,1,3,0,11,0,6,1,1,3,2,1,0,3,5,0,6,2
2020년07월_계_총인구수,"439,432","5,169","23,328","4,289","19,622","20,568","9,675","11,364","9,061","8,693","18,724","7,572","27,640","6,913","34,337","37,589","22,448","25,079","36,833","17,321","27,275","29,418","12,324","24,190"
2020년07월_계_연령구간인구수,"439,432","5,169","23,328","4,289","19,622","20,568","9,675","11,364","9,061","8,693","18,724","7,572","27,640","6,913","34,337","37,589","22,448","25,079","36,833","17,321","27,275","29,418","12,324","24,190"
2020년07월_계_0~9세,"34,807",333,"2,441",182,"2,336","1,811",277,631,306,328,"1,308",201,"2,100",349,"3,326","4,676","1,433","1,695","2,829","1,013","1,796","2,466",690,"2,280"
2020년07월_계_10~19세,"44,220",365,"2,056",233,"2,282","2,332",517,953,510,501,"1,187",381,"2,986",453,"3,868","3,152","1,836","2,592","5,228","1,668","2,610","4,589",654,"3,267"
2020년07월_계_20~29세,"61,348",605,"2,721",501,"2,167","2,449","1,051","1,720","2,379","1,271","2,848","2,226","3,995",781,"3,812","4,048","3,745","3,728","5,399","2,502","4,371","4,206","1,408","3,415"
2020년07월_계_30~39세,"54,599",670,"3,671",445,"2,951","2,471",761,"1,206","1,126","1,033","2,296","1,012","3,369",854,"4,528","6,662","2,722","2,836","3,602","1,681","3,154","3,002","1,637","2,910"
2020년07월_계_40~49세,"73,284",733,"4,012",499,"3,708","3,535","1,180","1,550","1,106","1,067","2,698",831,"4,502",935,"6,769","6,431","3,259","4,044","7,094","2,625","4,002","6,255","1,677","4,772"
2020년07월_계_50~59세,"77,770",857,"3,323",944,"2,795","3,489","1,954","2,324","1,319","1,613","3,001","1,208","4,997","1,275","5,656","5,947","4,268","4,730","7,126","3,581","5,510","5,267","2,442","4,144"
2020년07월_계_60~69세,"52,135",834,"2,603",865,"1,860","2,342","1,994","1,683","1,201","1,556","2,702","1,001","3,409","1,252","3,787","4,066","2,943","3,167","3,127","2,500","3,388","1,892","2,190","1,773"
2020년07월_계_70~79세,"28,004",519,"1,611",438,"1,033","1,447","1,303",892,750,921,"1,784",495,"1,514",691,"1,882","1,876","1,460","1,630","1,605","1,144","1,572","1,137","1,232","1,068"
2020년07월_계_80~89세,"11,856",219,773,153,435,632,590,359,329,364,780,200,665,296,640,656,695,585,727,552,792,567,347,500
2020년07월_계_90~99세,"1,324",29,107,27,52,55,43,45,32,39,104,16,96,26,69,71,85,71,96,52,74,36,40,59
2020년07월_계_100세 이상,85,5,10,2,3,5,5,1,3,0,16,1,7,1,0,4,2,1,0,3,6,1,7,2
2020년07월_남_총인구수,"218,914","2,538","11,262","2,294","9,489","9,947","4,803","5,612","4,669","4,539","9,442","4,121","13,703","3,441","17,504","18,742","11,266","12,299","18,213","8,676","13,594","14,337","6,429","11,994"
2020년07월_남_연령구간인구수,"218,914","2,538","11,262","2,294","9,489","9,947","4,803","5,612","4,669","4,539","9,442","4,121","13,703","3,441","17,504","18,742","11,266","12,299","18,213","8,676","13,594","14,337","6,429","11,994"
2020년07월_남_0~9세,"17,821",169,"1,208",95,"1,176",935,141,320,152,178,653,104,"1,078",188,"1,746","2,400",717,881,"1,425",512,943,"1,275",346,"1,179"
2020년07월_남_10~19세,"22,975",179,"1,036",139,"1,169","1,178",276,492,262,281,600,207,"1,554",231,"1,992","1,607",997,"1,364","2,741",852,"1,413","2,380",329,"1,696"
2020년07월_남_20~29세,"33,419",319,"1,341",292,"1,106","1,306",617,979,"1,299",743,"1,717","1,347","2,234",449,"2,021","2,181","1,997","1,963","2,915","1,406","2,367","2,249",793,"1,778"
2020년07월_남_30~39세,"28,420",353,"1,808",260,"1,387","1,218",455,654,676,623,"1,282",621,"1,736",484,"2,307","3,374","1,502","1,480","1,797",933,"1,678","1,420",933,"1,439"
2020년07월_남_40~49세,"35,934",410,"2,009",291,"1,781","1,651",653,734,631,591,"1,408",469,"2,128",492,"3,459","3,313","1,628","1,964","3,265","1,260","1,853","2,733",940,"2,271"
2020년07월_남_50~59세,"38,617",445,"1,626",495,"1,379","1,717","1,003","1,106",650,829,"1,489",586,"2,366",604,"2,998","2,839","2,053","2,259","3,568","1,773","2,644","2,717","1,284","2,187"
2020년07월_남_60~69세,"25,360",356,"1,246",461,861,"1,094",946,803,560,717,"1,255",494,"1,689",588,"1,876","2,009","1,476","1,462","1,596","1,247","1,742",954,"1,076",852
2020년07월_남_70~79세,"11,965",229,675,202,446,620,502,393,309,427,741,211,667,293,863,806,628,705,651,506,677,412,577,425
2020년07월_남_80~89세,"4,117",71,285,50,165,218,200,116,121,144,271,78,240,107,231,203,250,211,236,178,262,188,137,155
2020년07월_남_90~99세,269,5,27,8,19,10,8,15,9,6,21,3,10,5,11,9,18,10,19,9,14,8,13,12
2020년07월_남_100세 이상,17,2,1,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,1,0
2020년07월_여_총인구수,"220,518","2,631","12,066","1,995","10,133","10,621","4,872","5,752","4,392","4,154","9,282","3,451","13,937","3,472","16,833","18,847","11,182","12,780","18,620","8,645","13,681","15,081","5,895","12,196"
2020년07월_여_연령구간인구수,"220,518","2,631","12,066","1,995","10,133","10,621","4,872","5,752","4,392","4,154","9,282","3,451","13,937","3,472","16,833","18,847","11,182","12,780","18,620","8,645","13,681","15,081","5,895","12,196"
2020년07월_여_0~9세,"16,986",164,"1,233",87,"1,160",876,136,311,154,150,655,97,"1,022",161,"1,580","2,276",716,814,"1,404",501,853,"1,191",344,"1,101"
2020년07월_여_10~19세,"21,245",186,"1,020",94,"1,113","1,154",241,461,248,220,587,174,"1,432",222,"1,876","1,545",839,"1,228","2,487",816,"1,197","2,209",325,"1,571"
2020년07월_여_20~29세,"27,929",286,"1,380",209,"1,061","1,143",434,741,"1,080",528,"1,131",879,"1,761",332,"1,791","1,867","1,748","1,765","2,484","1,096","2,004","1,957",615,"1,637"
2020년07월_여_30~39세,"26,179",317,"1,863",185,"1,564","1,253",306,552,450,410,"1,014",391,"1,633",370,"2,221","3,288","1,220","1,356","1,805",748,"1,476","1,582",704,"1,471"
2020년07월_여_40~49세,"37,350",323,"2,003",208,"1,927","1,884",527,816,475,476,"1,290",362,"2,374",443,"3,310","3,118","1,631","2,080","3,829","1,365","2,149","3,522",737,"2,501"
2020년07월_여_50~59세,"39,153",412,"1,697",449,"1,416","1,772",951,"1,218",669,784,"1,512",622,"2,631",671,"2,658","3,108","2,215","2,471","3,558","1,808","2,866","2,550","1,158","1,957"
2020년07월_여_60~69세,"26,775",478,"1,357",404,999,"1,248","1,048",880,641,839,"1,447",507,"1,720",664,"1,911","2,057","1,467","1,705","1,531","1,253","1,646",938,"1,114",921
2020년07월_여_70~79세,"16,039",290,936,236,587,827,801,499,441,494,"1,043",284,847,398,"1,019","1,070",832,925,954,638,895,725,655,643
2020년07월_여_80~89세,"7,739",148,488,103,270,414,390,243,208,220,509,122,425,189,409,453,445,374,491,374,530,379,210,345
2020년07월_여_90~99세,"1,055",24,80,19,33,45,35,30,23,33,83,13,86,21,58,62,67,61,77,43,60,28,27,47
2020년07월_여_100세 이상,68,3,9,1,3,5,3,1,3,0,11,0,6,1,0,3,2,1,0,3,5,0,6,2
2020년08월_계_총인구수,"439,690","5,107","23,407","4,280","19,559","20,540","9,657","11,326","9,102","8,680","18,705","7,608","27,649","6,892","34,911","37,523","22,471","25,217","36,791","17,292","27,209","29,357","12,281","24,126"
2020년08월_계_연령구간인구수,"439,690","5,107","23,407","4,280","19,559","20,540","9,657","11,326","9,102","8,680","18,705","7,608","27,649","6,892","34,911","37,523","22,471","25,217","36,791","17,292","27,209","29,357","12,281","24,126"
2020년08월_계_0~9세,"34,693",340,"2,441",178,"2,320","1,795",278,626,298,321,"1,289",198,"2,104",348,"3,392","4,655","1,433","1,697","2,807","1,001","1,769","2,460",675,"2,268"
2020년08월_계_10~19세,"43,983",372,"2,052",229,"2,260","2,315",502,946,505,499,"1,190",379,"2,987",446,"3,898","3,141","1,817","2,572","5,194","1,648","2,594","4,555",648,"3,234"
2020년08월_계_20~29세,"61,680",583,"2,776",501,"2,171","2,461","1,040","1,713","2,447","1,281","2,856","2,267","3,994",777,"3,910","4,032","3,785","3,764","5,427","2,503","4,356","4,216","1,395","3,425"
2020년08월_계_30~39세,"54,532",680,"3,693",449,"2,917","2,445",762,"1,198","1,128","1,032","2,270","1,004","3,374",841,"4,619","6,615","2,730","2,863","3,583","1,679","3,145","2,990","1,636","2,879"
2020년08월_계_40~49세,"73,138",735,"4,016",493,"3,710","3,523","1,175","1,546","1,097","1,062","2,689",827,"4,501",928,"6,859","6,429","3,240","4,054","7,050","2,613","3,949","6,212","1,659","4,771"
2020년08월_계_50~59세,"77,788",825,"3,313",938,"2,794","3,490","1,952","2,308","1,308","1,603","3,003","1,208","4,981","1,280","5,769","5,940","4,256","4,742","7,128","3,574","5,518","5,292","2,439","4,127"
2020년08월_계_60~69세,"52,511",818,"2,622",874,"1,868","2,360","1,997","1,693","1,212","1,560","2,723","1,012","3,432","1,255","3,840","4,094","2,967","3,198","3,171","2,522","3,422","1,887","2,200","1,784"
2020년08월_계_70~79세,"28,018",504,"1,603",435,"1,026","1,458","1,312",895,743,919,"1,775",494,"1,505",691,"1,901","1,878","1,460","1,652","1,598","1,147","1,580","1,133","1,236","1,073"
2020년08월_계_80~89세,"11,923",216,772,155,437,632,590,354,328,365,792,201,666,299,651,661,697,599,738,546,799,576,347,502
2020년08월_계_90~99세,"1,336",29,109,26,53,56,44,46,33,38,102,17,98,26,71,74,84,74,94,56,71,35,39,61
2020년08월_계_100세 이상,88,5,10,2,3,5,5,1,3,0,16,1,7,1,1,4,2,2,1,3,6,1,7,2
2020년08월_남_총인구수,"219,016","2,487","11,269","2,295","9,452","9,942","4,793","5,594","4,703","4,520","9,425","4,149","13,706","3,435","17,797","18,716","11,296","12,370","18,197","8,673","13,558","14,302","6,400","11,937"
2020년08월_남_연령구간인구수,"219,016","2,487","11,269","2,295","9,452","9,942","4,793","5,594","4,703","4,520","9,425","4,149","13,706","3,435","17,797","18,716","11,296","12,370","18,197","8,673","13,558","14,302","6,400","11,937"
2020년08월_남_0~9세,"17,772",164,"1,205",94,"1,170",929,140,315,147,174,644,103,"1,086",187,"1,787","2,399",719,873,"1,418",507,927,"1,272",337,"1,175"
2020년08월_남_10~19세,"22,820",180,"1,026",138,"1,146","1,173",269,491,259,277,600,204,"1,551",227,"1,998","1,592",992,"1,358","2,728",839,"1,404","2,365",326,"1,677"
2020년08월_남_20~29세,"33,579",304,"1,356",290,"1,108","1,322",612,969,"1,339",745,"1,719","1,382","2,231",453,"2,080","2,174","2,017","1,979","2,929","1,404","2,361","2,253",780,"1,772"
2020년08월_남_30~39세,"28,417",354,"1,808",264,"1,373","1,207",457,655,679,627,"1,268",618,"1,737",473,"2,349","3,356","1,510","1,507","1,787",941,"1,687","1,417",932,"1,411"
2020년08월_남_40~49세,"35,876",408,"2,013",290,"1,785","1,639",649,738,630,588,"1,409",463,"2,129",492,"3,515","3,311","1,618","1,973","3,244","1,250","1,818","2,711",930,"2,273"
2020년08월_남_50~59세,"38,576",429,"1,619",493,"1,373","1,711","1,003","1,094",651,815,"1,489",588,"2,361",607,"3,039","2,832","2,049","2,260","3,560","1,774","2,648","2,724","1,284","2,173"
2020년08월_남_60~69세,"25,561",349,"1,257",467,870,"1,110",945,808,561,720,"1,261",497,"1,699",589,"1,907","2,028","1,489","1,478","1,620","1,262","1,751",949,"1,085",859
2020년08월_남_70~79세,"11,988",222,673,200,440,624,508,394,309,426,734,213,662,294,876,811,632,712,653,511,681,408,577,428
2020년08월_남_80~89세,"4,136",70,283,50,168,216,200,115,119,142,276,77,239,108,234,202,253,218,239,175,265,194,136,157
2020년08월_남_90~99세,274,5,28,8,19,11,8,15,9,6,20,3,10,5,12,10,17,12,19,10,15,8,12,12
2020년08월_남_100세 이상,17,2,1,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,1,0
2020년08월_여_총인구수,"220,674","2,620","12,138","1,985","10,107","10,598","4,864","5,732","4,399","4,160","9,280","3,459","13,943","3,457","17,114","18,807","11,175","12,847","18,594","8,619","13,651","15,055","5,881","12,189"
2020년08월_여_연령구간인구수,"220,674","2,620","12,138","1,985","10,107","10,598","4,864","5,732","4,399","4,160","9,280","3,459","13,943","3,457","17,114","18,807","11,175","12,847","18,594","8,619","13,651","15,055","5,881","12,189"
2020년08월_여_0~9세,"16,921",176,"1,236",84,"1,150",866,138,311,151,147,645,95,"1,018",161,"1,605","2,256",714,824,"1,389",494,842,"1,188",338,"1,093"
2020년08월_여_10~19세,"21,163",192,"1,026",91,"1,114","1,142",233,455,246,222,590,175,"1,436",219,"1,900","1,549",825,"1,214","2,466",809,"1,190","2,190",322,"1,557"
2020년08월_여_20~29세,"28,101",279,"1,420",211,"1,063","1,139",428,744,"1,108",536,"1,137",885,"1,763",324,"1,830","1,858","1,768","1,785","2,498","1,099","1,995","1,963",615,"1,653"
2020년08월_여_30~39세,"26,115",326,"1,885",185,"1,544","1,238",305,543,449,405,"1,002",386,"1,637",368,"2,270","3,259","1,220","1,356","1,796",738,"1,458","1,573",704,"1,468"
2020년08월_여_40~49세,"37,262",327,"2,003",203,"1,925","1,884",526,808,467,474,"1,280",364,"2,372",436,"3,344","3,118","1,622","2,081","3,806","1,363","2,131","3,501",729,"2,498"
2020년08월_여_50~59세,"39,212",396,"1,694",445,"1,421","1,779",949,"1,214",657,788,"1,514",620,"2,620",673,"2,730","3,108","2,207","2,482","3,568","1,800","2,870","2,568","1,155","1,954"
2020년08월_여_60~69세,"26,950",469,"1,365",407,998,"1,250","1,052",885,651,840,"1,462",515,"1,733",666,"1,933","2,066","1,478","1,720","1,551","1,260","1,671",938,"1,115",925
2020년08월_여_70~79세,"16,030",282,930,235,586,834,804,501,434,493,"1,041",281,843,397,"1,025","1,067",828,940,945,636,899,725,659,645
2020년08월_여_80~89세,"7,787",146,489,105,269,416,390,239,209,223,516,124,427,191,417,459,444,381,499,371,534,382,211,345
2020년08월_여_90~99세,"1,062",24,81,18,34,45,36,31,24,32,82,14,88,21,59,64,67,62,75,46,56,27,27,49
2020년08월_여_100세 이상,71,3,9,1,3,5,3,1,3,0,11,0,6,1,1,3,2,2,1,3,5,0,6,2
2020년09월_계_총인구수,"440,500","5,058","23,519","4,282","19,510","20,492","9,638","11,238","9,092","8,640","18,646","7,634","28,296","6,818","35,827","37,547","22,460","25,183","36,677","17,276","27,137","29,218","12,217","24,095"
2020년09월_계_연령구간인구수,"440,500","5,058","23,519","4,282","19,510","20,492","9,638","11,238","9,092","8,640","18,646","7,634","28,296","6,818","35,827","37,547","22,460","25,183","36,677","17,276","27,137","29,218","12,217","24,095"
2020년09월_계_0~9세,"34,591",345,"2,422",180,"2,296","1,793",273,607,301,314,"1,263",191,"2,198",324,"3,496","4,643","1,405","1,670","2,777","1,001","1,753","2,422",666,"2,251"
2020년09월_계_10~19세,"43,868",369,"2,055",223,"2,270","2,304",493,943,493,486,"1,187",376,"3,032",440,"3,949","3,143","1,797","2,565","5,150","1,631","2,573","4,523",638,"3,228"
2020년09월_계_20~29세,"61,937",575,"2,831",494,"2,155","2,441","1,041","1,691","2,475","1,279","2,880","2,299","4,080",761,"4,054","4,032","3,823","3,766","5,428","2,475","4,349","4,200","1,391","3,417"
2020년09월_계_30~39세,"54,630",696,"3,711",461,"2,885","2,440",758,"1,191","1,126","1,035","2,244","1,012","3,526",840,"4,803","6,614","2,707","2,827","3,540","1,669","3,103","2,968","1,621","2,853"
2020년09월_계_40~49세,"73,103",726,"4,057",488,"3,713","3,507","1,163","1,519","1,081","1,049","2,668",829,"4,603",913,"6,987","6,435","3,237","4,041","6,975","2,608","3,921","6,162","1,642","4,779"
2020년09월_계_50~59세,"78,011",810,"3,297",941,"2,797","3,483","1,946","2,303","1,292","1,602","3,000","1,205","5,049","1,272","5,936","5,929","4,244","4,757","7,167","3,588","5,517","5,303","2,444","4,129"
2020년09월_계_60~69세,"52,873",801,"2,641",878,"1,875","2,358","2,011","1,690","1,213","1,552","2,718","1,014","3,502","1,259","3,938","4,120","2,995","3,226","3,194","2,552","3,450","1,905","2,187","1,794"
2020년09월_계_70~79세,"28,058",498,"1,608",430,"1,030","1,462","1,311",890,741,921,"1,773",488,"1,520",688,"1,931","1,889","1,464","1,654","1,597","1,142","1,594","1,120","1,230","1,077"
2020년09월_계_80~89세,"11,991",206,780,157,432,643,592,356,335,365,795,199,678,293,658,662,703,601,754,551,798,578,352,503
2020년09월_계_90~99세,"1,346",27,106,28,53,56,45,46,32,37,102,20,101,27,74,76,83,74,94,56,73,36,38,62
2020년09월_계_100세 이상,92,5,11,2,4,5,5,2,3,0,16,1,7,1,1,4,2,2,1,3,6,1,8,2
2020년09월_남_총인구수,"219,416","2,454","11,318","2,292","9,419","9,914","4,786","5,532","4,698","4,509","9,410","4,174","14,009","3,399","18,256","18,723","11,297","12,367","18,154","8,656","13,524","14,225","6,363","11,937"
2020년09월_남_연령구간인구수,"219,416","2,454","11,318","2,292","9,419","9,914","4,786","5,532","4,698","4,509","9,410","4,174","14,009","3,399","18,256","18,723","11,297","12,367","18,154","8,656","13,524","14,225","6,363","11,937"
2020년09월_남_0~9세,"17,717",166,"1,193",95,"1,154",934,142,309,150,168,627,100,"1,125",175,"1,837","2,382",706,867,"1,406",506,918,"1,257",330,"1,170"
2020년09월_남_10~19세,"22,753",178,"1,024",136,"1,153","1,169",262,480,256,270,603,200,"1,572",226,"2,023","1,594",983,"1,351","2,714",834,"1,394","2,336",320,"1,675"
2020년09월_남_20~29세,"33,714",293,"1,375",286,"1,100","1,303",609,954,"1,351",748,"1,741","1,405","2,283",445,"2,164","2,165","2,038","1,984","2,931","1,384","2,361","2,246",779,"1,769"
2020년09월_남_30~39세,"28,523",366,"1,823",266,"1,361","1,202",455,650,680,635,"1,260",625,"1,807",472,"2,451","3,373","1,502","1,493","1,770",930,"1,667","1,409",922,"1,404"
2020년09월_남_40~49세,"35,840",398,"2,030",289,"1,775","1,629",649,724,620,582,"1,391",467,"2,175",486,"3,563","3,310","1,618","1,975","3,209","1,255","1,805","2,684",917,"2,289"
2020년09월_남_50~59세,"38,672",423,"1,618",493,"1,384","1,708",996,"1,084",643,812,"1,487",588,"2,394",604,"3,122","2,831","2,048","2,262","3,566","1,777","2,644","2,730","1,294","2,164"
2020년09월_남_60~69세,"25,739",342,"1,268",469,866,"1,110",956,807,562,721,"1,266",498,"1,727",589,"1,954","2,040","1,495","1,489","1,639","1,275","1,762",960,"1,079",865
2020년09월_남_70~79세,"11,996",217,670,196,440,629,505,392,306,422,733,209,672,292,898,811,633,713,655,508,688,403,572,432
2020년09월_남_80~89세,"4,166",64,289,52,167,219,201,116,121,145,277,77,243,105,231,206,257,220,245,177,269,191,137,157
2020년09월_남_90~99세,277,5,26,9,19,11,9,16,9,6,20,4,10,5,13,10,17,13,19,10,15,8,11,12
2020년09월_남_100세 이상,19,2,2,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,2,0
2020년09월_여_총인구수,"221,084","2,604","12,201","1,990","10,091","10,578","4,852","5,706","4,394","4,131","9,236","3,460","14,287","3,419","17,571","18,824","11,163","12,816","18,523","8,620","13,613","14,993","5,854","12,158"
2020년09월_여_연령구간인구수,"221,084","2,604","12,201","1,990","10,091","10,578","4,852","5,706","4,394","4,131","9,236","3,460","14,287","3,419","17,571","18,824","11,163","12,816","18,523","8,620","13,613","14,993","5,854","12,158"
2020년09월_여_0~9세,"16,874",179,"1,229",85,"1,142",859,131,298,151,146,636,91,"1,073",149,"1,659","2,261",699,803,"1,371",495,835,"1,165",336,"1,081"
2020년09월_여_10~19세,"21,115",191,"1,031",87,"1,117","1,135",231,463,237,216,584,176,"1,460",214,"1,926","1,549",814,"1,214","2,436",797,"1,179","2,187",318,"1,553"
2020년09월_여_20~29세,"28,223",282,"1,456",208,"1,055","1,138",432,737,"1,124",531,"1,139",894,"1,797",316,"1,890","1,867","1,785","1,782","2,497","1,091","1,988","1,954",612,"1,648"
2020년09월_여_30~39세,"26,107",330,"1,888",195,"1,524","1,238",303,541,446,400,984,387,"1,719",368,"2,352","3,241","1,205","1,334","1,770",739,"1,436","1,559",699,"1,449"
2020년09월_여_40~49세,"37,263",328,"2,027",199,"1,938","1,878",514,795,461,467,"1,277",362,"2,428",427,"3,424","3,125","1,619","2,066","3,766","1,353","2,116","3,478",725,"2,490"
