카테고리,경상남도 김해시,경상남도 김해시 진영읍,경상남도 김해시 주촌면,경상남도 김해시 진례면,경상남도 김해시 한림면,경상남도 김해시 생림면,경상남도 김해시 상동면,경상남도 김해시 대동면,경상남도 김해시 동상동,경상남도 김해시 회현동,경상남도 김해시 부원동,경상남도 김해시 내외동,경상남도 김해시 북부동,경상남도 김해시 칠산서부동,경상남도 김해시 활천동,경상남도 김해시 삼안동,경상남도 김해시 불암동,경상남도 김해시 장유1동,경상남도 김해시 장유2동,경상남도 김해시 장유3동
2020년04월_여_총인구수,"268,353","27,038","8,605","3,066","3,568","1,796","1,453","3,047","4,920","4,762","4,988","37,541","40,309","4,536","20,319","16,783","3,911","28,215","18,361","35,135"
2020년04월_여_연령구간인구수,"268,353","27,038","8,605","3,066","3,568","1,796","1,453","3,047","4,920","4,762","4,988","37,541","40,309","4,536","20,319","16,783","3,911","28,215","18,361","35,135"
2020년04월_여_0~9세,"25,160","3,277","1,346",99,101,26,37,103,292,323,295,"2,412","3,756",276,"1,369",841,276,"2,857","1,951","5,523"
2020년04월_여_10~19세,"29,792","2,830",613,167,140,57,79,94,368,272,329,"3,957","5,092",343,"1,873","1,595",406,"3,946","2,538","5,093"
2020년04월_여_20~29세,"31,777","2,478","1,080",257,254,130,127,198,579,522,688,"5,804","5,010",581,"2,910","2,577",488,"3,135","2,048","2,911"
2020년04월_여_30~39세,"34,996","4,433","1,949",249,230,104,97,188,572,622,565,"4,064","5,016",422,"2,124","1,410",394,"3,630","2,454","6,473"
2020년04월_여_40~49세,"49,965","4,904","1,305",332,274,142,137,257,694,597,731,"6,679","8,222",628,"3,360","2,741",658,"6,201","4,067","8,036"
2020년04월_여_50~59세,"46,373","3,981","1,296",658,734,385,316,569,"1,016",930,"1,062","8,144","7,025",939,"4,361","3,802",764,"4,165","2,694","3,532"
2020년04월_여_60~69세,"26,902","2,801",561,589,812,419,350,791,750,756,745,"3,404","3,432",697,"2,407","2,048",519,"2,269","1,438","2,114"
2020년04월_여_70~79세,"14,645","1,415",240,426,548,311,189,501,410,494,380,"1,916","1,725",409,"1,249","1,108",265,"1,313",776,970
2020년04월_여_80~89세,"7,623",791,195,236,411,197,94,295,207,213,164,"1,028",906,214,590,589,124,615,346,408
2020년04월_여_90~99세,"1,065",122,20,52,63,24,25,50,30,29,24,127,119,26,70,69,14,80,49,72
2020년04월_여_100세 이상,55,6,0,1,1,1,2,1,2,4,5,6,6,1,6,3,3,4,0,3
2020년05월_계_총인구수,"543,072","55,790","17,752","6,693","7,806","3,819","3,227","6,296","10,039","9,638","10,218","74,641","80,813","9,573","41,271","34,323","7,910","56,207","36,846","70,210"
2020년05월_계_연령구간인구수,"543,072","55,790","17,752","6,693","7,806","3,819","3,227","6,296","10,039","9,638","10,218","74,641","80,813","9,573","41,271","34,323","7,910","56,207","36,846","70,210"
2020년05월_계_0~9세,"51,151","6,724","2,696",236,219,78,89,180,582,665,645,"5,036","7,693",559,"2,753","1,747",578,"5,677","3,889","11,105"
2020년05월_계_10~19세,"62,130","5,926","1,261",358,342,127,163,230,740,599,692,"8,177","10,750",730,"3,988","3,315",809,"8,116","5,263","10,544"
2020년05월_계_20~29세,"69,270","5,499","2,216",639,680,324,288,497,"1,323","1,189","1,488","12,496","10,886","1,275","6,276","5,875","1,028","6,763","4,362","6,166"
2020년05월_계_30~39세,"71,794","9,208","4,085",560,621,256,253,459,"1,305","1,266","1,253","8,448","9,907","1,001","4,629","3,164",851,"7,123","4,987","12,418"
2020년05월_계_40~49세,"99,343","10,673","2,755",861,773,364,352,602,"1,440","1,278","1,482","12,391","15,684","1,372","6,680","5,313","1,294","12,076","7,881","16,072"
2020년05월_계_50~59세,"95,858","8,220","2,655","1,541","1,705",863,752,"1,192","2,053","1,844","2,166","16,199","14,477","2,022","8,798","7,701","1,557","8,808","5,806","7,499"
2020년05월_계_60~69세,"55,184","5,623","1,325","1,301","1,790",904,766,"1,687","1,528","1,545","1,489","7,168","6,999","1,532","4,983","4,368","1,087","4,337","2,775","3,977"
2020년05월_계_70~79세,"25,797","2,615",455,757,"1,010",590,384,945,734,873,697,"3,127","2,967",729,"2,210","1,896",489,"2,244","1,321","1,754"
2020년05월_계_80~89세,"11,136","1,145",273,379,591,279,145,435,294,336,270,"1,429","1,294",324,852,858,190,953,498,591
2020년05월_계_90~99세,"1,332",149,31,60,74,33,32,67,35,38,30,161,150,28,91,82,22,103,64,82
2020년05월_계_100세 이상,77,8,0,1,1,1,3,2,5,5,6,9,6,1,11,4,5,7,0,2
2020년05월_남_총인구수,"274,740","28,713","9,045","3,630","4,245","2,013","1,783","3,265","5,124","4,896","5,241","37,173","40,524","5,034","21,004","17,584","3,995","28,070","18,502","34,899"
2020년05월_남_연령구간인구수,"274,740","28,713","9,045","3,630","4,245","2,013","1,783","3,265","5,124","4,896","5,241","37,173","40,524","5,034","21,004","17,584","3,995","28,070","18,502","34,899"
2020년05월_남_0~9세,"26,104","3,441","1,341",136,121,53,54,79,295,350,352,"2,638","3,955",282,"1,397",909,304,"2,854","1,953","5,590"
2020년05월_남_10~19세,"32,422","3,091",645,197,201,66,84,134,373,327,372,"4,275","5,681",387,"2,114","1,742",399,"4,173","2,723","5,438"
2020년05월_남_20~29세,"37,545","3,038","1,114",383,432,194,168,306,748,670,798,"6,700","5,870",696,"3,386","3,301",548,"3,643","2,330","3,220"
2020년05월_남_30~39세,"36,918","4,772","2,122",311,396,152,158,276,741,657,687,"4,402","4,936",579,"2,521","1,767",454,"3,531","2,537","5,919"
2020년05월_남_40~49세,"49,373","5,749","1,439",534,502,222,216,341,744,683,752,"5,749","7,442",741,"3,340","2,593",637,"5,888","3,826","7,975"
2020년05월_남_50~59세,"49,401","4,233","1,334",887,972,478,436,638,"1,035",918,"1,110","8,034","7,437","1,092","4,445","3,900",795,"4,633","3,090","3,934"
2020년05월_남_60~69세,"28,127","2,821",749,707,974,479,416,892,780,785,742,"3,735","3,549",827,"2,565","2,302",561,"2,063","1,337","1,843"
2020년05월_남_70~79세,"11,121","1,188",216,328,466,279,195,442,318,375,321,"1,207","1,230",319,956,791,221,941,543,785
2020년05월_남_80~89세,"3,443",353,74,139,168,82,49,139,82,122,101,397,393,109,255,263,67,319,148,183
2020년05월_남_90~99세,263,25,11,8,13,8,6,17,5,8,5,33,31,2,20,15,7,22,15,12
2020년05월_남_100세 이상,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020년05월_여_총인구수,"268,332","27,077","8,707","3,063","3,561","1,806","1,444","3,031","4,915","4,742","4,977","37,468","40,289","4,539","20,267","16,739","3,915","28,137","18,344","35,311"
2020년05월_여_연령구간인구수,"268,332","27,077","8,707","3,063","3,561","1,806","1,444","3,031","4,915","4,742","4,977","37,468","40,289","4,539","20,267","16,739","3,915","28,137","18,344","35,311"
2020년05월_여_0~9세,"25,047","3,283","1,355",100,98,25,35,101,287,315,293,"2,398","3,738",277,"1,356",838,274,"2,823","1,936","5,515"
2020년05월_여_10~19세,"29,708","2,835",616,161,141,61,79,96,367,272,320,"3,902","5,069",343,"1,874","1,573",410,"3,943","2,540","5,106"
2020년05월_여_20~29세,"31,725","2,461","1,102",256,248,130,120,191,575,519,690,"5,796","5,016",579,"2,890","2,574",480,"3,120","2,032","2,946"
2020년05월_여_30~39세,"34,876","4,436","1,963",249,225,104,95,183,564,609,566,"4,046","4,971",422,"2,108","1,397",397,"3,592","2,450","6,499"
2020년05월_여_40~49세,"49,970","4,924","1,316",327,271,142,136,261,696,595,730,"6,642","8,242",631,"3,340","2,720",657,"6,188","4,055","8,097"
2020년05월_여_50~59세,"46,457","3,987","1,321",654,733,385,316,554,"1,018",926,"1,056","8,165","7,040",930,"4,353","3,801",762,"4,175","2,716","3,565"
2020년05월_여_60~69세,"27,057","2,802",576,594,816,425,350,795,748,760,747,"3,433","3,450",705,"2,418","2,066",526,"2,274","1,438","2,134"
2020년05월_여_70~79세,"14,676","1,427",239,429,544,311,189,503,416,498,376,"1,920","1,737",410,"1,254","1,105",268,"1,303",778,969
2020년05월_여_80~89세,"7,693",792,199,240,423,197,96,296,212,214,169,"1,032",901,215,597,595,123,634,350,408
2020년05월_여_90~99세,"1,069",124,20,52,61,25,26,50,30,30,25,128,119,26,71,67,15,81,49,70
2020년05월_여_100세 이상,54,6,0,1,1,1,2,1,2,4,5,6,6,1,6,3,3,4,0,2
2020년06월_계_총인구수,"542,842","55,700","17,954","6,694","7,811","3,809","3,229","6,294","10,050","9,578","10,203","74,431","80,679","9,578","41,179","34,168","7,894","56,167","36,818","70,606"
2020년06월_계_연령구간인구수,"542,842","55,700","17,954","6,694","7,811","3,809","3,229","6,294","10,050","9,578","10,203","74,431","80,679","9,578","41,179","34,168","7,894","56,167","36,818","70,606"
2020년06월_계_0~9세,"50,948","6,693","2,740",238,207,78,86,180,583,659,641,"5,007","7,630",555,"2,733","1,715",580,"5,627","3,886","11,110"
2020년06월_계_10~19세,"61,997","5,936","1,278",357,366,125,160,225,729,596,685,"8,085","10,740",727,"3,955","3,296",800,"8,099","5,257","10,581"
2020년06월_계_20~29세,"69,089","5,445","2,246",642,672,321,290,490,"1,331","1,168","1,469","12,443","10,829","1,275","6,273","5,829","1,027","6,764","4,322","6,253"
2020년06월_계_30~39세,"71,595","9,150","4,115",554,607,258,254,452,"1,303","1,252","1,269","8,439","9,838",997,"4,587","3,152",842,"7,075","4,963","12,488"
2020년06월_계_40~49세,"99,301","10,677","2,788",856,772,357,353,604,"1,437","1,280","1,478","12,336","15,676","1,370","6,674","5,283","1,298","12,075","7,867","16,120"
2020년06월_계_50~59세,"95,719","8,205","2,681","1,529","1,690",859,743,"1,186","2,046","1,822","2,136","16,140","14,453","2,029","8,764","7,652","1,546","8,845","5,825","7,568"
2020년06월_계_60~69세,"55,719","5,661","1,346","1,319","1,806",900,778,"1,704","1,547","1,555","1,520","7,246","7,073","1,543","5,022","4,402","1,088","4,366","2,806","4,037"
2020년06월_계_70~79세,"25,911","2,624",458,757,"1,026",598,385,949,734,867,700,"3,131","2,981",728,"2,224","1,904",498,"2,250","1,329","1,768"
2020년06월_계_80~89세,"11,133","1,148",269,380,591,279,144,435,298,336,269,"1,429","1,300",323,845,845,188,957,500,597
2020년06월_계_90~99세,"1,352",152,33,61,73,33,33,67,37,38,30,166,153,30,91,86,22,102,63,82
2020년06월_계_100세 이상,78,9,0,1,1,1,3,2,5,5,6,9,6,1,11,4,5,7,0,2
2020년06월_남_총인구수,"274,583","28,652","9,162","3,636","4,249","2,006","1,777","3,262","5,143","4,856","5,245","37,058","40,440","5,035","20,936","17,509","3,991","28,044","18,492","35,090"
2020년06월_남_연령구간인구수,"274,583","28,652","9,162","3,636","4,249","2,006","1,777","3,262","5,143","4,856","5,245","37,058","40,440","5,035","20,936","17,509","3,991","28,044","18,492","35,090"
2020년06월_남_0~9세,"25,996","3,424","1,375",140,113,53,51,80,299,349,354,"2,620","3,899",279,"1,389",894,304,"2,822","1,948","5,603"
2020년06월_남_10~19세,"32,344","3,100",651,198,217,65,83,129,369,327,366,"4,216","5,674",385,"2,096","1,732",396,"4,167","2,724","5,449"
2020년06월_남_20~29세,"37,426","3,006","1,122",384,428,193,171,304,748,657,791,"6,688","5,846",695,"3,366","3,275",550,"3,640","2,309","3,253"
2020년06월_남_30~39세,"36,828","4,734","2,150",310,391,154,155,270,749,647,699,"4,385","4,903",570,"2,490","1,762",447,"3,523","2,533","5,956"
2020년06월_남_40~49세,"49,366","5,744","1,453",533,498,217,216,342,739,684,756,"5,732","7,454",744,"3,342","2,585",641,"5,874","3,818","7,994"
2020년06월_남_50~59세,"49,341","4,237","1,354",878,962,475,427,635,"1,033",908,"1,093","8,003","7,413","1,093","4,435","3,872",792,"4,652","3,097","3,982"
2020년06월_남_60~69세,"28,378","2,829",757,716,983,477,423,902,791,782,757,"3,777","3,585",835,"2,580","2,321",562,"2,078","1,355","1,868"
2020년06월_남_70~79세,"11,170","1,193",216,329,476,281,195,446,322,372,321,"1,208","1,238",321,959,790,225,943,546,789
2020년06월_남_80~89세,"3,448",358,74,139,168,83,48,137,85,121,102,392,396,111,255,262,65,320,148,184
2020년06월_남_90~99세,263,25,10,9,13,8,7,16,5,8,5,34,32,2,19,15,7,22,14,12
2020년06월_남_100세 이상,23,2,0,0,0,0,1,1,3,1,1,3,0,0,5,1,2,3,0,0
2020년06월_여_총인구수,"268,259","27,048","8,792","3,058","3,562","1,803","1,452","3,032","4,907","4,722","4,958","37,373","40,239","4,543","20,243","16,659","3,903","28,123","18,326","35,516"
2020년06월_여_연령구간인구수,"268,259","27,048","8,792","3,058","3,562","1,803","1,452","3,032","4,907","4,722","4,958","37,373","40,239","4,543","20,243","16,659","3,903","28,123","18,326","35,516"
2020년06월_여_0~9세,"24,952","3,269","1,365",98,94,25,35,100,284,310,287,"2,387","3,731",276,"1,344",821,276,"2,805","1,938","5,507"
2020년06월_여_10~19세,"29,653","2,836",627,159,149,60,77,96,360,269,319,"3,869","5,066",342,"1,859","1,564",404,"3,932","2,533","5,132"
2020년06월_여_20~29세,"31,663","2,439","1,124",258,244,128,119,186,583,511,678,"5,755","4,983",580,"2,907","2,554",477,"3,124","2,013","3,000"
2020년06월_여_30~39세,"34,767","4,416","1,965",244,216,104,99,182,554,605,570,"4,054","4,935",427,"2,097","1,390",395,"3,552","2,430","6,532"
2020년06월_여_40~49세,"49,935","4,933","1,335",323,274,140,137,262,698,596,722,"6,604","8,222",626,"3,332","2,698",657,"6,201","4,049","8,126"
2020년06월_여_50~59세,"46,378","3,968","1,327",651,728,384,316,551,"1,013",914,"1,043","8,137","7,040",936,"4,329","3,780",754,"4,193","2,728","3,586"
2020년06월_여_60~69세,"27,341","2,832",589,603,823,423,355,802,756,773,763,"3,469","3,488",708,"2,442","2,081",526,"2,288","1,451","2,169"
2020년06월_여_70~79세,"14,741","1,431",242,428,550,317,190,503,412,495,379,"1,923","1,743",407,"1,265","1,114",273,"1,307",783,979
2020년06월_여_80~89세,"7,685",790,195,241,423,196,96,298,213,215,167,"1,037",904,212,590,583,123,637,352,413
2020년06월_여_90~99세,"1,089",127,23,52,60,25,26,51,32,30,25,132,121,28,72,71,15,80,49,70
2020년06월_여_100세 이상,55,7,0,1,1,1,2,1,2,4,5,6,6,1,6,3,3,4,0,2
2020년07월_계_총인구수,"542,655","55,664","18,036","6,677","7,779","3,829","3,227","6,265","10,023","9,576","10,195","74,341","80,552","9,599","41,116","34,094","7,877","56,145","36,782","70,878"
2020년07월_계_연령구간인구수,"542,655","55,664","18,036","6,677","7,779","3,829","3,227","6,265","10,023","9,576","10,195","74,341","80,552","9,599","41,116","34,094","7,877","56,145","36,782","70,878"
2020년07월_계_0~9세,"50,708","6,651","2,760",236,212,79,85,177,584,660,637,"4,979","7,570",564,"2,715","1,701",572,"5,592","3,851","11,083"
2020년07월_계_10~19세,"61,858","5,952","1,284",350,367,124,161,219,721,597,673,"8,035","10,711",718,"3,939","3,256",800,"8,080","5,256","10,615"
2020년07월_계_20~29세,"69,095","5,430","2,228",636,661,326,284,476,"1,323","1,153","1,472","12,455","10,830","1,286","6,267","5,822","1,022","6,788","4,332","6,304"
2020년07월_계_30~39세,"71,200","9,113","4,114",560,606,256,254,448,"1,304","1,259","1,259","8,404","9,740",984,"4,572","3,137",828,"7,020","4,890","12,452"
2020년07월_계_40~49세,"99,255","10,695","2,810",846,760,355,355,603,"1,418","1,287","1,480","12,259","15,642","1,379","6,658","5,244","1,292","12,049","7,885","16,238"
2020년07월_계_50~59세,"95,837","8,207","2,704","1,521","1,677",865,737,"1,175","2,036","1,807","2,125","16,164","14,470","2,019","8,727","7,657","1,551","8,900","5,846","7,649"
2020년07월_계_60~69세,"56,071","5,685","1,367","1,328","1,807",909,785,"1,708","1,556","1,559","1,537","7,286","7,135","1,555","5,046","4,432","1,101","4,382","2,823","4,070"
2020년07월_계_70~79세,"26,013","2,622",466,754,"1,023",599,381,948,738,871,710,"3,143","2,999",738,"2,234","1,901",494,"2,271","1,335","1,786"
2020년07월_계_80~89세,"11,185","1,146",269,384,594,283,148,440,304,340,264,"1,437","1,296",324,858,853,192,956,499,598
2020년07월_계_90~99세,"1,356",154,34,61,71,32,34,69,34,38,32,170,153,31,89,87,20,101,65,81
2020년07월_계_100세 이상,77,9,0,1,1,1,3,2,5,5,6,9,6,1,11,4,5,6,0,2
2020년07월_남_총인구수,"274,482","28,647","9,210","3,624","4,235","2,022","1,775","3,242","5,120","4,846","5,234","37,016","40,366","5,054","20,895","17,472","3,988","28,036","18,463","35,237"
2020년07월_남_연령구간인구수,"274,482","28,647","9,210","3,624","4,235","2,022","1,775","3,242","5,120","4,846","5,234","37,016","40,366","5,054","20,895","17,472","3,988","28,036","18,463","35,237"
2020년07월_남_0~9세,"25,873","3,408","1,390",138,118,53,51,80,301,349,353,"2,596","3,856",287,"1,378",885,301,"2,803","1,931","5,595"
2020년07월_남_10~19세,"32,262","3,119",658,192,218,65,86,125,361,327,357,"4,184","5,662",379,"2,086","1,715",396,"4,158","2,715","5,459"
2020년07월_남_20~29세,"37,470","2,987","1,115",380,423,197,166,294,739,644,798,"6,711","5,862",706,"3,359","3,265",551,"3,663","2,320","3,290"
