년도,월,나이,부산광역시 부산진구,부산광역시 부산진구 부전제1동,부산광역시 부산진구 부전제2동,부산광역시 부산진구 연지동,부산광역시 부산진구 초읍동,부산광역시 부산진구 양정제1동,부산광역시 부산진구 양정제2동,부산광역시 부산진구 전포제1동,부산광역시 부산진구 전포제2동,부산광역시 부산진구 부암제1동,부산광역시 부산진구 부암제3동,부산광역시 부산진구 당감제1동,부산광역시 부산진구 당감제2동,부산광역시 부산진구 당감제4동,부산광역시 부산진구 가야제1동,부산광역시 부산진구 가야제2동,부산광역시 부산진구 개금제1동,부산광역시 부산진구 개금제2동,부산광역시 부산진구 개금제3동,부산광역시 부산진구 범천제1동,부산광역시 부산진구 범천제2동
2020,4,10,"25,682",606,512,"1,888","1,531","1,612",672,"1,040","1,251","1,793","2,020","2,127",738,"1,024","1,316","1,375","1,043",935,"2,671",494,"1,034"
2020,4,20,"51,625","3,149","2,001","2,051","2,241","2,871","2,902","3,978","3,436","2,452","2,128","3,025","1,265","1,344","3,288","2,105","3,317","1,630","3,804","2,300","2,338"
2020,4,30,"47,484","2,427","1,794","2,312","2,206","2,474","2,307","3,160","3,177","3,059","1,853","2,508","1,676","1,444","2,368","1,911","2,814","1,260","3,607","2,105","3,022"
2020,4,40,"51,725","1,825","1,493","3,349","2,982","3,096","1,830","2,441","3,055","3,735","3,012","3,669","1,508","1,845","2,810","2,340","2,466","1,652","4,368","1,567","2,682"
2020,4,50,"59,086","2,544","1,592","3,231","3,596","3,654","1,724","2,334","3,153","3,724","3,462","4,618","1,581","2,334","3,547","2,886","2,591","2,024","5,602","1,755","3,134"
2020,4,60,"54,113","2,366","1,266","3,239","3,945","2,951","1,630","2,160","3,274","3,164","2,657","3,998","1,545","1,824","3,311","2,908","2,076","1,858","4,783","1,666","3,492"
2020,4,70,"31,351","1,362",562,"2,008","2,568","1,711","1,026","1,437","2,125","1,974","1,426","2,143",901,"1,040","1,972","1,640","1,193","1,144","2,158",947,"2,014"
2020,4,80,"12,431",523,223,786,"1,010",780,403,622,854,668,516,966,347,395,670,567,432,448,990,420,811
2020,4,90,"1,481",69,47,94,108,86,55,87,88,87,64,131,32,45,76,75,50,40,108,52,87
2020,4,100,226,14,7,6,14,12,9,15,12,31,11,12,7,8,8,11,2,3,9,9,26
2020,5,총,"357,190","15,571","10,178","20,407","21,910","20,522","13,135","18,211","21,498","22,606","18,311","24,423","10,387","12,005","20,318","16,844","17,300","11,673","30,077","11,912","19,902"
2020,5,0,"21,741",630,648,"1,506","1,234","1,261",585,920,"1,080","1,998","1,197","1,301",789,756,987,"1,038","1,275",709,"2,001",530,"1,296"
2020,5,10,"25,535",601,513,"1,860","1,556","1,610",653,"1,027","1,249","1,791","1,997","2,106",738,"1,021","1,295","1,365","1,046",924,"2,654",500,"1,029"
2020,5,20,"51,763","3,199","2,010","2,059","2,300","2,874","2,922","4,024","3,434","2,428","2,117","3,015","1,242","1,326","3,296","2,101","3,339","1,626","3,778","2,338","2,335"
2020,5,30,"47,513","2,438","1,806","2,291","2,329","2,479","2,305","3,171","3,149","3,028","1,856","2,489","1,686","1,423","2,364","1,897","2,823","1,246","3,594","2,150","2,989"
2020,5,40,"51,579","1,825","1,497","3,319","3,073","3,077","1,809","2,429","3,056","3,713","2,979","3,642","1,496","1,831","2,786","2,340","2,457","1,647","4,362","1,564","2,677"
2020,5,50,"59,096","2,536","1,591","3,217","3,681","3,659","1,723","2,321","3,157","3,726","3,463","4,614","1,580","2,323","3,545","2,877","2,599","2,018","5,594","1,738","3,134"
2020,5,60,"54,219","2,376","1,269","3,251","3,981","2,965","1,635","2,143","3,279","3,161","2,668","3,983","1,554","1,825","3,322","2,898","2,084","1,871","4,806","1,660","3,488"
2020,5,70,"31,498","1,354",570,"2,008","2,616","1,714","1,032","1,448","2,127","1,973","1,436","2,158",910,"1,042","1,962","1,661","1,193","1,142","2,172",955,"2,025"
2020,5,80,"12,520",526,220,793,"1,016",785,409,624,864,672,521,970,353,405,675,575,434,450,994,418,816
2020,5,90,"1,499",72,47,97,111,86,54,87,91,85,65,133,32,45,77,81,48,37,113,51,87
2020,5,100,227,14,7,6,13,12,8,17,12,31,12,12,7,8,9,11,2,3,9,8,26
2020,6,총,"357,242","15,595","10,145","20,431","22,213","20,466","13,164","18,157","21,483","22,492","18,253","24,376","10,363","11,972","20,257","16,847","17,323","11,635","29,985","11,961","20,124"
2020,6,0,"21,696",641,654,"1,493","1,283","1,251",588,912,"1,074","1,977","1,184","1,295",779,756,981,"1,039","1,278",702,"1,972",529,"1,308"
2020,6,10,"25,444",597,501,"1,848","1,575","1,609",648,"1,013","1,244","1,801","2,000","2,090",733,"1,010","1,287","1,361","1,032",928,"2,636",497,"1,034"
2020,6,20,"51,770","3,194","2,001","2,062","2,321","2,868","2,925","4,046","3,444","2,416","2,094","3,008","1,239","1,321","3,269","2,099","3,338","1,613","3,764","2,372","2,376"
2020,6,30,"47,574","2,458","1,794","2,304","2,435","2,467","2,322","3,149","3,133","3,004","1,843","2,480","1,686","1,406","2,349","1,879","2,834","1,230","3,563","2,170","3,068"
2020,6,40,"51,551","1,814","1,505","3,301","3,119","3,059","1,819","2,415","3,039","3,701","2,962","3,647","1,494","1,831","2,783","2,335","2,460","1,641","4,349","1,575","2,702"
2020,6,50,"58,878","2,542","1,572","3,237","3,684","3,652","1,715","2,308","3,156","3,696","3,461","4,575","1,558","2,301","3,514","2,874","2,596","2,005","5,554","1,720","3,158"
2020,6,60,"54,471","2,381","1,275","3,263","4,015","2,962","1,637","2,151","3,285","3,144","2,666","4,005","1,563","1,849","3,340","2,911","2,107","1,884","4,848","1,675","3,510"
2020,6,70,"31,597","1,358",569,"2,023","2,634","1,713","1,038","1,435","2,141","1,967","1,445","2,166",914,"1,043","1,975","1,679","1,188","1,141","2,181",945,"2,042"
2020,6,80,"12,526",522,220,799,"1,022",787,408,621,862,670,522,964,356,402,675,580,440,449,995,418,814
2020,6,90,"1,506",74,47,95,112,85,56,90,92,85,64,134,34,45,75,79,48,39,114,52,86
2020,6,100,229,14,7,6,13,13,8,17,13,31,12,12,7,8,9,11,2,3,9,8,26
2020,7,총,"357,695","15,591","10,149","20,608","22,435","20,425","13,122","18,151","21,469","22,485","18,228","24,264","10,354","11,953","20,248","16,976","17,310","11,599","29,895","11,985","20,448"
2020,7,0,"21,668",641,650,"1,482","1,322","1,248",590,907,"1,077","1,973","1,183","1,268",781,753,978,"1,049","1,278",695,"1,960",522,"1,311"
2020,7,10,"25,370",582,499,"1,855","1,578","1,604",638,"1,013","1,230","1,819","1,995","2,081",719,"1,003","1,279","1,372","1,023",919,"2,611",505,"1,045"
2020,7,20,"51,999","3,242","2,010","2,086","2,346","2,862","2,920","4,073","3,428","2,417","2,087","2,997","1,251","1,318","3,279","2,124","3,353","1,610","3,739","2,395","2,462"
2020,7,30,"47,642","2,459","1,795","2,333","2,486","2,463","2,314","3,163","3,150","2,993","1,825","2,448","1,672","1,393","2,349","1,899","2,817","1,225","3,521","2,181","3,156"
2020,7,40,"51,569","1,795","1,498","3,322","3,144","3,042","1,813","2,406","3,029","3,713","2,956","3,613","1,505","1,826","2,786","2,374","2,454","1,634","4,344","1,580","2,735"
2020,7,50,"58,857","2,542","1,576","3,272","3,712","3,632","1,706","2,293","3,138","3,692","3,464","4,578","1,549","2,307","3,491","2,893","2,573","1,989","5,535","1,717","3,198"
2020,7,60,"54,617","2,379","1,275","3,316","4,033","2,969","1,626","2,138","3,291","3,128","2,667","4,010","1,561","1,855","3,353","2,908","2,123","1,897","4,871","1,669","3,548"
2020,7,70,"31,671","1,345",571,"2,029","2,663","1,716","1,039","1,434","2,148","1,971","1,457","2,163",916,"1,040","1,973","1,683","1,194","1,139","2,193",941,"2,056"
2020,7,80,"12,577",522,221,810,"1,027",790,413,617,874,664,521,963,358,404,676,584,444,448,"1,000",416,825
2020,7,90,"1,499",70,47,97,111,87,55,91,91,84,62,131,35,46,76,78,49,40,112,51,86
2020,7,100,226,14,7,6,13,12,8,16,13,31,11,12,7,8,8,12,2,3,9,8,26
2020,8,총,"357,768","15,569","10,111","20,652","22,457","20,548","13,070","18,089","21,403","22,748","18,189","24,151","10,350","11,930","20,187","17,101","17,275","11,534","29,769","12,026","20,609"
2020,8,0,"21,501",645,648,"1,469","1,326","1,242",580,900,"1,060","1,963","1,180","1,255",775,747,974,"1,059","1,269",684,"1,919",511,"1,295"
2020,8,10,"25,254",577,495,"1,864","1,577","1,590",638,"1,003","1,219","1,852","1,979","2,071",711,990,"1,276","1,379","1,009",888,"2,584",495,"1,057"
2020,8,20,"52,210","3,234","1,995","2,097","2,340","2,925","2,933","4,076","3,431","2,485","2,089","2,980","1,253","1,313","3,257","2,142","3,358","1,614","3,754","2,431","2,503"
2020,8,30,"47,622","2,451","1,785","2,339","2,502","2,503","2,299","3,140","3,116","3,034","1,817","2,420","1,671","1,379","2,342","1,923","2,811","1,220","3,477","2,203","3,190"
2020,8,40,"51,527","1,778","1,500","3,329","3,147","3,050","1,800","2,394","3,025","3,751","2,943","3,583","1,500","1,822","2,773","2,390","2,450","1,613","4,337","1,578","2,764"
2020,8,50,"58,725","2,543","1,563","3,271","3,701","3,632","1,694","2,288","3,131","3,727","3,451","4,538","1,546","2,310","3,467","2,914","2,552","1,967","5,499","1,724","3,207"
2020,8,60,"54,885","2,391","1,284","3,326","4,048","3,002","1,622","2,133","3,297","3,174","2,669","4,047","1,569","1,864","3,355","2,927","2,128","1,908","4,886","1,671","3,584"
2020,8,70,"31,695","1,341",570,"2,031","2,663","1,719","1,023","1,428","2,147","1,981","1,460","2,162",921,"1,045","1,975","1,691","1,199","1,148","2,187",938,"2,066"
2020,8,80,"12,619",526,218,822,"1,032",786,418,618,872,666,528,947,361,407,683,586,447,450,"1,006",414,832
2020,8,90,"1,502",69,46,98,108,87,55,93,92,84,62,136,36,45,77,78,49,39,111,52,85
2020,8,100,228,14,7,6,13,12,8,16,13,31,11,12,7,8,8,12,3,3,9,9,26
2020,9,총,"357,558","15,541","10,081","20,711","22,441","20,571","13,026","18,066","21,331","22,898","18,137","24,058","10,350","11,847","20,105","17,195","17,254","11,479","29,672","12,091","20,704"
2020,9,0,"21,366",637,644,"1,483","1,313","1,246",573,895,"1,038","1,968","1,170","1,237",774,728,955,"1,066","1,267",668,"1,906",512,"1,286"
2020,9,10,"25,118",564,489,"1,872","1,580","1,571",629,"1,004","1,213","1,859","1,968","2,063",703,974,"1,264","1,391",995,862,"2,562",491,"1,064"
2020,9,20,"52,244","3,244","1,977","2,111","2,337","2,952","2,919","4,060","3,422","2,535","2,064","2,944","1,275","1,303","3,248","2,153","3,351","1,616","3,716","2,466","2,551"
2020,9,30,"47,547","2,432","1,786","2,326","2,493","2,510","2,300","3,151","3,091","3,074","1,807","2,401","1,664","1,356","2,322","1,922","2,815","1,217","3,462","2,221","3,197"
2020,9,40,"51,458","1,764","1,499","3,346","3,152","3,057","1,802","2,399","3,007","3,761","2,939","3,556","1,500","1,815","2,750","2,420","2,440","1,592","4,317","1,569","2,773"
2020,9,50,"58,547","2,556","1,546","3,260","3,691","3,616","1,676","2,279","3,127","3,749","3,443","4,509","1,519","2,281","3,443","2,919","2,555","1,970","5,462","1,735","3,211"
2020,9,60,"55,179","2,395","1,297","3,349","4,055","3,023","1,622","2,132","3,303","3,190","2,680","4,076","1,586","1,877","3,382","2,943","2,125","1,915","4,932","1,684","3,613"
2020,9,70,"31,647","1,338",567,"2,029","2,662","1,717","1,022","1,421","2,150","1,975","1,460","2,158",921,"1,048","1,972","1,688","1,201","1,143","2,183",928,"2,064"
2020,9,80,"12,717",526,224,826,"1,037",782,419,619,876,671,532,967,365,413,685,602,452,454,"1,010",422,835
2020,9,90,"1,507",71,45,103,109,85,56,90,91,84,62,135,36,45,76,79,50,39,113,54,84
2020,9,100,228,14,7,6,12,12,8,16,13,32,12,12,7,7,8,12,3,3,9,9,26
2020,10,총,"358,317","15,550","9,989","20,802","22,413","20,579","13,011","19,235","21,231","22,952","18,070","24,012","10,370","11,781","20,018","17,213","17,238","11,423","29,602","12,099","20,729"
2020,10,0,"21,373",635,638,"1,488","1,308","1,226",573,"1,033","1,027","1,953","1,153","1,231",778,724,935,"1,065","1,277",656,"1,884",514,"1,275"
2020,10,10,"25,047",560,473,"1,868","1,573","1,555",623,"1,086","1,208","1,865","1,961","2,038",701,957,"1,248","1,388","1,000",852,"2,542",491,"1,058"
2020,10,20,"52,413","3,261","1,961","2,143","2,319","2,958","2,922","4,242","3,394","2,550","2,054","2,947","1,290","1,286","3,249","2,152","3,319","1,613","3,698","2,479","2,576"
2020,10,30,"47,670","2,439","1,769","2,340","2,484","2,505","2,301","3,458","3,066","3,054","1,788","2,396","1,664","1,348","2,311","1,920","2,796","1,197","3,424","2,235","3,175"
2020,10,40,"51,500","1,765","1,478","3,345","3,142","3,056","1,797","2,587","2,988","3,784","2,921","3,514","1,501","1,802","2,711","2,423","2,445","1,577","4,318","1,563","2,783"
2020,10,50,"58,615","2,560","1,532","3,267","3,692","3,628","1,666","2,425","3,107","3,777","3,428","4,490","1,511","2,256","3,443","2,918","2,563","1,964","5,425","1,731","3,232"
2020,10,60,"55,463","2,384","1,294","3,374","4,074","3,048","1,620","2,215","3,317","3,202","2,686","4,113","1,598","1,897","3,374","2,945","2,121","1,919","4,991","1,678","3,613"
2020,10,70,"31,706","1,329",569,"2,040","2,659","1,723","1,021","1,448","2,139","1,979","1,463","2,164",918,"1,048","1,978","1,700","1,208","1,149","2,184",924,"2,063"
2020,10,80,"12,782",531,222,823,"1,040",784,424,631,884,671,542,967,368,408,684,611,454,456,"1,016",423,843
2020,10,90,"1,516",71,46,107,109,84,56,94,88,84,61,140,34,48,77,79,53,37,111,52,85
2020,10,100,232,15,7,7,13,12,8,16,13,33,13,12,7,7,8,12,2,3,9,9,26
2020,11,총,"359,375","15,552","9,947","20,842","22,431","20,540","12,976","20,927","21,101","23,009","18,011","23,900","10,333","11,757","19,989","17,199","17,202","11,357","29,547","12,046","20,709"
2020,11,0,"21,365",630,628,"1,469","1,302","1,210",564,"1,255","1,015","1,959","1,138","1,202",760,721,920,"1,053","1,264",643,"1,861",508,"1,263"
2020,11,10,"25,044",561,468,"1,859","1,584","1,552",611,"1,182","1,177","1,883","1,941","2,016",698,951,"1,227","1,399","1,008",841,"2,541",492,"1,053"
2020,11,20,"52,644","3,273","1,945","2,138","2,321","2,979","2,953","4,486","3,392","2,549","2,062","2,938","1,293","1,278","3,266","2,155","3,280","1,589","3,677","2,482","2,588"
2020,11,30,"47,875","2,417","1,767","2,346","2,463","2,484","2,284","3,916","3,043","3,068","1,756","2,360","1,645","1,337","2,305","1,890","2,790","1,194","3,416","2,245","3,149"
2020,11,40,"51,670","1,788","1,476","3,348","3,157","3,032","1,780","2,845","2,962","3,779","2,913","3,495","1,497","1,807","2,704","2,429","2,445","1,551","4,307","1,558","2,797"
2020,11,50,"58,676","2,553","1,519","3,282","3,688","3,627","1,651","2,639","3,089","3,789","3,415","4,482","1,503","2,244","3,433","2,905","2,569","1,950","5,404","1,710","3,224"
2020,11,60,"55,806","2,400","1,301","3,405","4,090","3,053","1,627","2,368","3,311","3,208","2,700","4,118","1,614","1,903","3,386","2,956","2,121","1,931","5,022","1,673","3,619"
2020,11,70,"31,715","1,315",568,"2,059","2,664","1,715","1,021","1,471","2,130","1,977","1,464","2,163",915,"1,052","1,971","1,710","1,214","1,156","2,193",900,"2,057"
2020,11,80,"12,828",531,220,820,"1,039",793,423,654,884,683,545,970,367,410,692,608,459,462,"1,010",416,842
2020,11,90,"1,521",69,48,109,110,83,53,95,85,83,64,144,34,47,77,82,50,37,107,53,91
2020,11,100,231,15,7,7,13,12,9,16,13,31,13,12,7,7,8,12,2,3,9,9,26
2020,12,총,"359,886","15,533","9,915","20,941","22,434","20,536","12,934","21,842","21,097","23,088","17,959","23,800","10,365","11,691","19,826","17,158","17,190","11,299","29,438","12,016","20,824"
2020,12,0,"21,318",630,620,"1,462","1,307","1,191",568,"1,367",985,"1,956","1,145","1,181",756,702,895,"1,030","1,268",638,"1,846",507,"1,264"
2020,12,10,"25,005",551,465,"1,878","1,579","1,545",600,"1,256","1,177","1,887","1,928","1,981",705,950,"1,211","1,393","1,010",833,"2,523",481,"1,052"
2020,12,20,"52,781","3,297","1,937","2,140","2,318","2,993","2,958","4,601","3,401","2,582","2,048","2,939","1,313","1,270","3,227","2,151","3,274","1,574","3,644","2,501","2,613"
2020,12,30,"47,994","2,407","1,751","2,338","2,457","2,496","2,276","4,104","3,022","3,073","1,756","2,356","1,644","1,321","2,284","1,872","2,786","1,177","3,411","2,265","3,198"
2020,12,40,"51,698","1,796","1,474","3,364","3,140","3,009","1,782","3,008","2,957","3,797","2,893","3,458","1,494","1,800","2,685","2,442","2,436","1,534","4,288","1,544","2,797"
2020,12,50,"58,636","2,512","1,530","3,305","3,696","3,616","1,635","2,778","3,097","3,794","3,379","4,465","1,501","2,225","3,397","2,893","2,561","1,942","5,350","1,697","3,263"
2020,12,60,"56,014","2,423","1,302","3,427","4,092","3,076","1,616","2,454","3,323","3,227","2,714","4,123","1,626","1,900","3,373","2,953","2,128","1,938","5,036","1,660","3,623"
2020,12,70,"31,765","1,304",564,"2,083","2,677","1,710","1,013","1,502","2,148","1,973","1,475","2,154",920,"1,056","1,967","1,715","1,203","1,163","2,202",889,"2,047"
2020,12,80,"12,919",530,219,829,"1,040",804,425,664,887,687,543,985,365,414,702,616,469,457,"1,022",414,847
2020,12,90,"1,524",67,46,108,116,84,52,92,87,81,65,146,34,46,77,80,53,40,107,49,94
2020,12,100,232,16,7,7,12,12,9,16,13,31,13,12,7,7,8,13,2,3,9,9,26
2021,1,총,"359,978","15,612","9,904","20,977","22,432","20,466","12,900","22,214","21,116","23,103","17,921","23,716","10,441","11,656","19,730","17,111","17,121","11,298","29,375","12,034","20,851"
2021,1,0,"21,215",630,624,"1,461","1,318","1,166",561,"1,393",978,"1,960","1,133","1,170",759,691,890,"1,020","1,251",627,"1,829",496,"1,258"
2021,1,10,"24,965",546,458,"1,868","1,577","1,540",598,"1,283","1,169","1,882","1,922","1,983",708,936,"1,202","1,386","1,012",840,"2,514",482,"1,059"
2021,1,20,"52,727","3,353","1,902","2,125","2,309","2,977","2,948","4,678","3,419","2,562","2,045","2,895","1,344","1,271","3,176","2,138","3,266","1,570","3,630","2,515","2,604"
2021,1,30,"48,123","2,445","1,771","2,366","2,443","2,486","2,259","4,195","3,025","3,083","1,730","2,359","1,651","1,313","2,284","1,864","2,774","1,174","3,393","2,288","3,220"
2021,1,40,"51,552","1,786","1,469","3,346","3,145","2,990","1,778","3,068","2,964","3,787","2,893","3,428","1,501","1,777","2,671","2,424","2,429","1,527","4,251","1,524","2,794"
2021,1,50,"58,457","2,516","1,531","3,300","3,675","3,600","1,634","2,813","3,077","3,769","3,354","4,449","1,502","2,237","3,350","2,873","2,545","1,942","5,344","1,696","3,250"
2021,1,60,"56,298","2,412","1,312","3,470","4,082","3,098","1,620","2,484","3,343","3,262","2,743","4,134","1,645","1,911","3,396","2,970","2,114","1,945","5,056","1,663","3,638"
2021,1,70,"31,827","1,309",558,"2,088","2,697","1,709","1,011","1,512","2,141","1,991","1,479","2,151",920,"1,056","1,963","1,726","1,203","1,160","2,217",886,"2,050"
2021,1,80,"13,018",532,226,833,"1,054",802,428,680,898,693,540,989,369,411,709,615,472,468,"1,025",425,849
2021,1,90,"1,562",67,46,113,120,86,54,91,89,83,69,145,35,46,81,82,53,42,107,50,103
2021,1,100,234,16,7,7,12,12,9,17,13,31,13,13,7,7,8,13,2,3,9,9,26
2021,2,총,"360,025","15,740","9,923","21,018","22,365","20,417","12,906","22,426","21,129","23,116","17,880","23,713","10,438","11,602","19,668","17,081","17,085","11,283","29,361","12,075","20,799"
2021,2,0,"21,147",636,618,"1,464","1,303","1,162",556,"1,420",972,"1,963","1,130","1,166",759,673,881,"1,014","1,242",623,"1,818",502,"1,245"
2021,2,10,"24,880",549,461,"1,861","1,569","1,536",590,"1,297","1,178","1,874","1,910","1,963",699,925,"1,204","1,382","1,010",839,"2,499",480,"1,054"
2021,2,20,"52,714","3,454","1,912","2,121","2,268","2,931","2,962","4,739","3,429","2,556","2,019","2,905","1,346","1,268","3,130","2,123","3,247","1,565","3,623","2,512","2,604"
2021,2,30,"48,034","2,454","1,776","2,347","2,425","2,484","2,248","4,254","3,007","3,080","1,731","2,362","1,640","1,305","2,271","1,855","2,740","1,166","3,390","2,296","3,203"
2021,2,40,"51,633","1,793","1,474","3,374","3,157","2,980","1,779","3,111","2,957","3,789","2,893","3,413","1,506","1,749","2,672","2,432","2,433","1,530","4,254","1,552","2,785"
2021,2,50,"58,286","2,503","1,531","3,291","3,659","3,601","1,641","2,808","3,070","3,747","3,338","4,456","1,491","2,245","3,340","2,854","2,544","1,936","5,318","1,686","3,227"
2021,2,60,"56,511","2,422","1,316","3,495","4,091","3,100","1,618","2,489","3,344","3,295","2,759","4,143","1,657","1,911","3,391","2,984","2,130","1,948","5,088","1,673","3,657"
2021,2,70,"31,843","1,304",561,"2,107","2,690","1,712","1,012","1,511","2,153","1,987","1,473","2,161",921,"1,051","1,971","1,714","1,205","1,155","2,225",885,"2,045"
2021,2,80,"13,161",541,221,835,"1,068",808,436,693,914,709,545,985,375,422,720,626,480,476,"1,025",430,852
2021,2,90,"1,582",68,46,116,123,91,55,87,92,85,69,146,37,46,80,84,52,42,112,50,101
2021,2,100,234,16,7,7,12,12,9,17,13,31,13,13,7,7,8,13,2,3,9,9,26
2021,3,총,"357,645","15,615","9,876","20,891","22,254","20,297","12,788","22,342","20,977","22,896","17,778","23,476","10,368","11,479","19,441","17,029","17,008","11,203","29,258","12,030","20,639"
2021,3,0,"21,032",644,617,"1,447","1,299","1,163",552,"1,431",951,"1,959","1,120","1,159",754,668,870,"1,013","1,236",608,"1,800",501,"1,240"
2021,3,10,"24,736",557,465,"1,851","1,566","1,528",587,"1,296","1,157","1,869","1,899","1,921",697,905,"1,211","1,375","1,009",836,"2,484",474,"1,049"
2021,3,20,"52,772","3,510","1,940","2,115","2,267","2,908","2,946","4,791","3,435","2,552","2,012","2,891","1,325","1,268","3,119","2,129","3,241","1,561","3,639","2,535","2,588"
2021,3,30,"47,800","2,451","1,748","2,317","2,429","2,483","2,233","4,287","2,971","3,050","1,704","2,348","1,641","1,289","2,241","1,836","2,738","1,161","3,375","2,305","3,193"
2021,3,40,"51,312","1,798","1,476","3,359","3,139","2,972","1,760","3,091","2,946","3,779","2,871","3,372","1,499","1,732","2,637","2,417","2,397","1,528","4,220","1,540","2,779"
2021,3,50,"57,760","2,469","1,526","3,286","3,627","3,575","1,622","2,780","3,073","3,737","3,339","4,376","1,475","2,199","3,296","2,834","2,506","1,914","5,255","1,671","3,200"
2021,3,60,"56,275","2,366","1,301","3,487","4,061","3,085","1,606","2,458","3,328","3,269","2,751","4,147","1,650","1,913","3,363","2,994","2,146","1,941","5,121","1,654","3,634"
2021,3,70,"31,430","1,241",544,"2,094","2,671","1,701","1,001","1,456","2,133","1,915","1,471","2,154",919,"1,044","1,923","1,715","1,204","1,143","2,224",878,"1,999"
2021,3,80,"13,020",522,216,826,"1,072",794,433,671,901,685,542,970,378,420,714,629,482,471,"1,030",422,842
2021,3,90,"1,446",57,42,107,118,86,47,78,80,77,65,136,30,41,66,81,49,40,107,48,91
2021,3,100,62,0,1,2,5,2,1,3,2,4,4,2,0,0,1,6,0,0,3,2,24
2021,4,총,"357,193","15,670","9,871","20,867","22,198","20,268","12,781","22,306","20,950","22,885","17,748","23,416","10,340","11,474","19,411","17,038","16,942","11,200","29,226","12,035","20,567"
2021,4,0,"20,935",651,618,"1,437","1,298","1,149",544,"1,423",948,"1,956","1,122","1,143",747,667,865,"1,011","1,226",602,"1,801",499,"1,228"
2021,4,10,"24,614",550,458,"1,849","1,562","1,524",569,"1,294","1,160","1,876","1,882","1,915",686,894,"1,200","1,378",999,834,"2,468",477,"1,039"
2021,4,20,"52,602","3,518","1,933","2,104","2,253","2,886","2,972","4,750","3,434","2,541","2,003","2,889","1,322","1,264","3,126","2,124","3,207","1,558","3,619","2,537","2,562"
2021,4,30,"47,787","2,502","1,739","2,302","2,427","2,490","2,247","4,308","2,951","3,053","1,686","2,333","1,644","1,274","2,235","1,828","2,728","1,168","3,378","2,305","3,189"
2021,4,40,"51,129","1,800","1,481","3,351","3,121","2,957","1,752","3,095","2,941","3,776","2,863","3,346","1,485","1,722","2,626","2,412","2,387","1,523","4,187","1,527","2,777"
2021,4,50,"57,559","2,447","1,519","3,296","3,617","3,585","1,602","2,780","3,046","3,727","3,316","4,354","1,473","2,199","3,279","2,828","2,498","1,902","5,231","1,678","3,182"
