년도,월,나이,광주광역시 북구,광주광역시 북구 중흥1동,광주광역시 북구 중흥2동,광주광역시 북구 중흥3동,광주광역시 북구 중앙동,광주광역시 북구 임동,광주광역시 북구 신안동,광주광역시 북구 용봉동,광주광역시 북구 운암1동,광주광역시 북구 운암2동,광주광역시 북구 운암3동,광주광역시 북구 동림동,광주광역시 북구 우산동,광주광역시 북구 풍향동,광주광역시 북구 문화동,광주광역시 북구 문흥1동,광주광역시 북구 문흥2동,광주광역시 북구 두암1동,광주광역시 북구 두암2동,광주광역시 북구 두암3동,광주광역시 북구 삼각동,광주광역시 북구 일곡동,광주광역시 북구 매곡동,광주광역시 북구 오치1동,광주광역시 북구 오치2동,광주광역시 북구 석곡동,광주광역시 북구 건국동,광주광역시 북구 양산동,광주광역시 북구 신용동
2020,4,20,"62,843","1,016","1,335",881,497,956,"2,111","7,056","2,650","1,827","2,197","3,114","1,415",766,"2,444","2,527","2,594","1,123","2,408","1,734","2,398","4,817","2,056","1,915","2,035",263,"5,834","4,874",
2020,4,30,"56,790",967,796,728,420,"1,205","1,661","4,750","2,452","1,451","1,737","3,683","1,051",858,"2,714","1,769","2,105",847,"1,939","1,381","1,809","3,062","1,777","1,341","1,474",228,"9,212","5,373",
2020,4,40,"68,565",617,938,708,419,"1,171","1,570","5,711","3,148","1,783","2,083","3,829","1,363",979,"2,723","2,585","2,549","1,092","2,320","1,750","2,512","6,050","2,396","1,780","1,668",265,"10,287","6,269",
2020,4,50,"72,674",724,"1,013",749,589,"1,287","1,881","6,722","3,191","2,246","2,671","3,805","1,938",950,"3,261","3,134","2,702","1,421","3,062","2,762","2,667","5,564","2,480","2,299","2,593",569,"6,840","5,554",
2020,4,60,"51,133",676,999,665,580,"1,185","1,582","4,263","2,564","2,017","1,920","2,574","2,065",746,"2,649","2,055","1,984","1,316","2,576","2,661","1,387","2,161","1,475","1,498","2,068",542,"3,587","3,338",
2020,4,70,"28,583",436,734,497,383,866,"1,055","2,267","1,187","1,237",862,"1,297","1,365",514,"1,602","1,000","1,194",894,"1,436","1,593",677,"1,157",735,764,"1,099",381,"1,680","1,671",
2020,4,80,"11,667",171,326,176,162,260,419,836,383,463,384,451,555,196,659,414,496,320,532,770,255,616,348,281,536,201,755,702,
2020,4,90,"1,645",23,40,15,37,45,56,103,62,56,62,72,81,32,87,57,64,45,71,92,43,84,53,44,71,36,118,96,
2020,4,100,117,6,5,5,4,4,6,5,4,3,5,3,13,2,9,4,1,3,4,4,0,2,4,5,2,3,8,3,
2020,5,총,"432,731","5,030","6,990","5,021","3,331","8,171","11,536","38,443","19,731","12,690","14,353","23,573","10,966","6,123","19,198","16,719","16,496","8,121","16,830","14,135","14,593","30,926","14,378","11,738","12,957","2,708","52,434","35,540",
2020,5,0,"34,511",220,294,278,92,606,428,"2,731","1,834",619,971,"2,319",441,557,"1,493","1,175","1,226",353,"1,013",515,"1,110","2,541","1,270",695,544,80,"7,555","3,551",
2020,5,10,"44,145",187,488,326,130,579,733,"3,899","2,319",990,"1,555","2,386",713,543,"1,555","2,024","1,595",697,"1,488",901,"1,736","4,854","1,795","1,137",885,143,"6,429","4,058",
2020,5,20,"62,857","1,010","1,353",888,510,945,"2,126","7,104","2,627","1,831","2,175","3,104","1,408",752,"2,441","2,525","2,601","1,128","2,398","1,722","2,399","4,832","2,059","1,914","2,016",260,"5,853","4,876",
2020,5,30,"56,609",960,790,723,419,"1,204","1,660","4,738","2,431","1,439","1,708","3,692","1,032",859,"2,699","1,743","2,112",846,"1,941","1,366","1,792","3,051","1,762","1,340","1,471",227,"9,222","5,382",
2020,5,40,"68,416",620,928,721,424,"1,182","1,569","5,704","3,143","1,765","2,066","3,835","1,358",970,"2,733","2,579","2,529","1,086","2,307","1,735","2,491","6,023","2,386","1,771","1,661",261,"10,298","6,271",
2020,5,50,"72,688",714,"1,019",739,587,"1,288","1,893","6,749","3,172","2,241","2,631","3,814","1,924",944,"3,254","3,127","2,687","1,420","3,060","2,757","2,678","5,583","2,488","2,293","2,589",570,"6,890","5,577",
2020,5,60,"51,266",677,"1,008",659,580,"1,180","1,576","4,280","2,563","2,035","1,926","2,592","2,069",751,"2,656","2,070","1,983","1,316","2,571","2,664","1,399","2,176","1,475","1,491","2,074",544,"3,609","3,342",
2020,5,70,"28,736",438,737,485,385,872,"1,061","2,283","1,186","1,243",869,"1,300","1,369",516,"1,609",999,"1,196",901,"1,447","1,613",688,"1,165",736,772,"1,105",384,"1,695","1,682",
2020,5,80,"11,727",176,329,182,162,265,428,846,388,468,385,451,558,197,659,415,499,323,533,765,257,614,352,278,540,200,756,701,
2020,5,90,"1,657",22,40,15,38,45,56,103,64,56,62,77,82,32,90,58,67,48,69,93,43,84,51,40,70,36,119,97,
2020,5,100,119,6,4,5,4,5,6,6,4,3,5,3,12,2,9,4,1,3,3,4,0,3,4,7,2,3,8,3,
2020,6,총,"433,444","5,032","6,965","5,041","3,321","8,135","11,531","38,298","19,668","12,693","14,178","23,526","10,955","6,100","19,151","16,680","16,448","8,096","16,786","14,099","14,560","30,806","14,346","11,687","12,929","2,704","52,510","37,199",
2020,6,0,"34,575",222,288,283,92,606,432,"2,691","1,826",610,950,"2,280",442,556,"1,477","1,168","1,217",346,"1,001",510,"1,083","2,527","1,257",688,544,78,"7,524","3,877",
2020,6,10,"44,026",191,486,323,127,580,725,"3,870","2,304",980,"1,538","2,380",708,539,"1,548","2,018","1,567",687,"1,470",900,"1,732","4,803","1,777","1,130",876,142,"6,417","4,208",
2020,6,20,"62,926","1,003","1,360",889,510,940,"2,110","7,085","2,609","1,847","2,139","3,108","1,398",751,"2,419","2,515","2,609","1,131","2,394","1,711","2,405","4,834","2,063","1,933","2,000",256,"5,880","5,027",
2020,6,30,"56,762",962,788,733,416,"1,189","1,658","4,689","2,410","1,433","1,682","3,655","1,037",847,"2,681","1,737","2,106",843,"1,924","1,348","1,779","3,040","1,750","1,311","1,472",226,"9,183","5,863",
2020,6,40,"68,541",620,916,733,421,"1,184","1,572","5,690","3,139","1,759","2,045","3,836","1,360",967,"2,735","2,564","2,512","1,082","2,293","1,728","2,479","5,960","2,384","1,761","1,657",257,"10,341","6,546",
2020,6,50,"72,442",708,994,733,585,"1,275","1,863","6,713","3,161","2,231","2,588","3,811","1,915",937,"3,224","3,102","2,677","1,414","3,043","2,733","2,672","5,577","2,469","2,264","2,579",569,"6,888","5,717",
2020,6,60,"51,763",685,"1,024",663,582,"1,178","1,600","4,315","2,564","2,055","1,923","2,620","2,073",754,"2,690","2,094","2,000","1,304","2,602","2,677","1,420","2,206","1,501","1,500","2,072",549,"3,670","3,442",
2020,6,70,"28,867",440,731,481,384,867,"1,073","2,292","1,196","1,251",871,"1,307","1,374",515,"1,612","1,011","1,189",910,"1,454","1,622",686,"1,164",738,774,"1,116",387,"1,717","1,705",
2020,6,80,"11,760",173,334,182,161,267,434,843,391,468,379,447,554,199,664,413,502,327,532,769,261,608,354,278,541,201,762,716,
2020,6,90,"1,665",22,40,15,39,44,58,105,64,56,59,79,81,33,92,55,68,49,70,96,43,84,50,41,70,36,121,95,
2020,6,100,117,6,4,6,4,5,6,5,4,3,4,3,13,2,9,3,1,3,3,5,0,3,3,7,2,3,7,3,
2020,7,총,"433,463","5,024","6,960","5,032","3,319","8,106","11,701","38,215","19,655","12,706","14,054","23,424","10,914","6,108","19,154","16,661","16,470","8,068","16,733","14,087","14,541","30,706","14,298","11,647","12,923","2,686","22,584","37,818","29,869"
2020,7,0,"34,488",224,286,270,90,593,452,"2,672","1,836",609,939,"2,269",438,556,"1,485","1,159","1,206",340,987,497,"1,066","2,507","1,249",683,535,76,"2,756","3,975","4,733"
2020,7,10,"43,828",187,484,327,125,575,729,"3,843","2,288",980,"1,524","2,355",703,542,"1,539","2,013","1,552",672,"1,454",896,"1,733","4,770","1,765","1,120",863,140,"2,580","4,249","3,820"
2020,7,20,"62,986","1,001","1,370",904,513,941,"2,142","7,087","2,602","1,852","2,112","3,086","1,392",758,"2,401","2,502","2,629","1,139","2,388","1,705","2,399","4,821","2,056","1,934","1,999",255,"2,811","5,111","3,076"
2020,7,30,"56,713",966,780,723,413,"1,184","1,686","4,688","2,392","1,436","1,663","3,622","1,031",840,"2,683","1,721","2,102",842,"1,912","1,337","1,772","3,026","1,736","1,295","1,482",220,"3,644","6,017","5,500"
2020,7,40,"68,441",611,922,731,419,"1,182","1,604","5,657","3,139","1,747","2,031","3,823","1,352",973,"2,733","2,558","2,502","1,063","2,290","1,724","2,472","5,925","2,369","1,753","1,648",254,"4,075","6,642","6,242"
2020,7,50,"72,358",700,984,731,589,"1,276","1,894","6,670","3,146","2,232","2,562","3,794","1,894",936,"3,217","3,092","2,689","1,419","3,018","2,737","2,676","5,569","2,465","2,248","2,577",562,"3,287","5,780","3,614"
2020,7,60,"52,015",690,"1,029",660,580,"1,176","1,610","4,348","2,582","2,068","1,914","2,638","2,077",753,"2,707","2,116","2,023","1,295","2,596","2,687","1,419","2,228","1,512","1,504","2,084",549,"1,894","3,482","1,794"
2020,7,70,"29,025",443,729,483,387,864,"1,084","2,300","1,207","1,258",865,"1,312","1,374",516,"1,626","1,021","1,193",913,"1,477","1,630",699,"1,167",739,785,"1,115",385,978,"1,729",746
2020,7,80,"11,819",173,332,182,159,269,435,843,399,468,378,446,557,200,660,422,504,332,536,772,260,609,355,277,546,206,476,729,294
2020,7,90,"1,672",23,40,15,40,41,57,103,60,53,62,77,83,32,94,55,69,50,72,96,45,81,49,41,72,36,78,100,48
2020,7,100,118,6,4,6,4,5,8,4,4,3,4,2,13,2,9,2,1,3,3,6,0,3,3,7,2,3,5,4,2
2020,8,총,"433,279","5,031","6,933","5,009","3,314","8,125","11,834","38,145","19,628","12,658","13,912","23,405","10,901","6,118","19,127","16,652","16,416","8,038","16,663","14,078","14,551","30,658","14,279","11,605","12,920","2,697","22,642","38,089","29,851"
2020,8,0,"34,380",227,283,269,89,591,454,"2,658","1,822",603,943,"2,242",429,561,"1,487","1,157","1,192",340,969,494,"1,047","2,490","1,255",680,535,74,"2,747","4,020","4,722"
2020,8,10,"43,616",190,481,322,127,574,726,"3,835","2,271",972,"1,507","2,349",701,541,"1,523","2,000","1,540",672,"1,433",881,"1,728","4,747","1,748","1,110",858,145,"2,584","4,238","3,813"
2020,8,20,"62,944",993,"1,364",902,513,942,"2,193","7,065","2,587","1,856","2,079","3,082","1,389",759,"2,376","2,499","2,621","1,129","2,377","1,701","2,410","4,829","2,039","1,923","1,996",254,"2,836","5,165","3,065"
2020,8,30,"56,557",965,777,727,403,"1,177","1,703","4,677","2,369","1,413","1,627","3,603","1,036",849,"2,682","1,715","2,076",827,"1,898","1,344","1,760","3,014","1,743","1,289","1,481",220,"3,638","6,069","5,475"
2020,8,40,"68,297",611,913,726,422,"1,190","1,618","5,635","3,146","1,740","2,007","3,823","1,353",972,"2,721","2,558","2,506","1,053","2,270","1,699","2,479","5,890","2,345","1,739","1,641",262,"4,060","6,661","6,257"
2020,8,50,"72,344",705,979,733,587,"1,268","1,918","6,651","3,146","2,221","2,538","3,799","1,878",927,"3,198","3,092","2,678","1,421","3,016","2,728","2,674","5,577","2,473","2,235","2,581",561,"3,324","5,818","3,618"
2020,8,60,"52,363",688,"1,028",649,583,"1,198","1,627","4,375","2,604","2,070","1,896","2,660","2,074",757,"2,739","2,130","2,032","1,292","2,610","2,716","1,444","2,242","1,527","1,516","2,095",557,"1,915","3,531","1,808"
2020,8,70,"29,104",448,734,478,387,871,"1,084","2,303","1,215","1,255",869,"1,321","1,380",517,"1,626","1,019","1,195",915,"1,476","1,637",703,"1,177",740,787,"1,105",379,979,"1,749",755
2020,8,80,"11,874",174,333,181,160,267,443,837,404,471,381,447,566,199,672,425,506,337,536,772,264,604,357,278,553,205,478,734,290
2020,8,90,"1,682",24,37,16,39,42,60,105,60,54,61,77,82,34,93,56,69,49,74,100,42,85,49,42,73,37,76,100,46
2020,8,100,118,6,4,6,4,5,8,4,4,3,4,2,13,2,10,1,1,3,4,6,0,3,3,6,2,3,5,4,2
2020,9,총,"432,525","5,042","6,959","4,998","3,283","8,062","11,881","38,136","19,654","12,605","13,688","23,447","10,801","6,064","19,076","16,601","16,389","8,019","16,628","14,035","14,516","30,591","14,244","11,513","12,865","2,697","22,622","38,239","29,870"
2020,9,0,"34,150",226,285,269,84,574,460,"2,633","1,814",600,944,"2,237",418,552,"1,468","1,139","1,174",328,958,491,"1,024","2,474","1,241",679,523,75,"2,740","4,037","4,703"
2020,9,10,"43,459",200,482,328,126,571,728,"3,843","2,282",961,"1,476","2,348",695,532,"1,508","1,977","1,533",662,"1,422",876,"1,725","4,732","1,749","1,093",838,147,"2,572","4,220","3,833"
2020,9,20,"62,934",996,"1,375",900,507,947,"2,207","7,111","2,615","1,839","2,068","3,089","1,368",749,"2,366","2,502","2,630","1,130","2,372","1,690","2,393","4,812","2,026","1,916","1,974",256,"2,821","5,212","3,063"
2020,9,30,"56,188",961,786,723,404,"1,141","1,707","4,638","2,341","1,403","1,584","3,596","1,009",838,"2,666","1,692","2,068",827,"1,892","1,339","1,730","2,989","1,729","1,270","1,498",222,"3,624","6,064","5,447"
2020,9,40,"68,096",612,918,717,419,"1,184","1,613","5,633","3,153","1,730","1,964","3,820","1,333",967,"2,704","2,565","2,483","1,053","2,272","1,680","2,479","5,863","2,347","1,718","1,624",257,"4,045","6,682","6,261"
2020,9,50,"72,210",702,977,730,580,"1,259","1,919","6,629","3,155","2,217","2,482","3,813","1,866",924,"3,198","3,069","2,682","1,411","2,997","2,700","2,691","5,586","2,467","2,207","2,553",559,"3,352","5,851","3,634"
2020,9,60,"52,625",690,"1,024",653,578,"1,197","1,643","4,384","2,592","2,081","1,884","2,685","2,073",755,"2,750","2,150","2,043","1,296","2,618","2,739","1,456","2,269","1,537","1,513","2,118",556,"1,925","3,582","1,834"
2020,9,70,"29,153",451,736,476,384,873,"1,093","2,323","1,231","1,245",857,"1,330","1,380",512,"1,628","1,022","1,197",920,"1,487","1,636",707,"1,169",737,790,"1,103",377,982,"1,752",755
2020,9,80,"11,910",174,335,180,158,268,443,836,401,474,369,451,566,201,683,426,507,339,533,778,268,610,358,279,559,208,481,733,292
2020,9,90,"1,682",24,38,16,39,43,59,102,66,52,56,76,80,32,95,58,71,50,73,100,43,84,50,42,73,37,75,102,46
2020,9,100,118,6,3,6,4,5,9,4,4,3,4,2,13,2,10,1,1,3,4,6,0,3,3,6,2,3,5,4,2
2020,10,총,"431,684","5,029","6,902","4,998","3,279","8,011","11,875","38,149","19,618","12,551","13,529","23,468","10,789","6,052","19,038","16,527","16,343","8,012","16,568","13,989","14,479","30,553","14,242","11,452","12,801","2,685","22,635","38,248","29,862"
2020,10,0,"33,910",234,276,272,87,570,449,"2,621","1,804",582,943,"2,228",410,550,"1,455","1,130","1,163",321,943,492,"1,007","2,473","1,228",682,521,71,"2,732","4,019","4,647"
2020,10,10,"43,277",200,476,318,120,560,718,"3,813","2,273",950,"1,450","2,357",699,532,"1,504","1,966","1,520",660,"1,416",863,"1,726","4,720","1,765","1,089",827,147,"2,563","4,208","3,837"
2020,10,20,"62,802",983,"1,349",908,509,946,"2,238","7,122","2,597","1,822","2,042","3,091","1,371",747,"2,353","2,488","2,631","1,132","2,372","1,673","2,376","4,799","2,027","1,886","1,955",256,"2,818","5,224","3,087"
2020,10,30,"55,884",959,781,722,404,"1,139","1,694","4,627","2,331","1,405","1,556","3,573","1,011",832,"2,669","1,673","2,049",816,"1,882","1,331","1,714","2,962","1,716","1,254","1,494",222,"3,623","6,038","5,407"
2020,10,40,"67,845",611,911,723,418,"1,176","1,607","5,626","3,135","1,711","1,939","3,825","1,321",962,"2,678","2,537","2,470","1,059","2,256","1,654","2,474","5,821","2,338","1,713","1,610",259,"4,053","6,683","6,275"
2020,10,50,"72,033",698,972,722,576,"1,245","1,911","6,650","3,138","2,212","2,437","3,806","1,858",919,"3,203","3,064","2,660","1,412","2,982","2,690","2,672","5,606","2,467","2,194","2,519",552,"3,346","5,873","3,649"
2020,10,60,"52,950",689,"1,017",653,577,"1,189","1,648","4,411","2,617","2,091","1,883","2,718","2,077",759,"2,753","2,160","2,067","1,293","2,628","2,757","1,491","2,306","1,551","1,518","2,137",557,"1,942","3,599","1,862"
2020,10,70,"29,217",453,742,477,385,868,"1,098","2,331","1,250","1,240",850,"1,342","1,386",513,"1,635","1,024","1,195",925,"1,479","1,638",708,"1,168",743,786,"1,101",373,989,"1,765",753
2020,10,80,"11,955",174,337,181,161,271,445,841,401,485,371,452,563,206,680,427,515,339,532,780,266,610,354,281,559,209,490,730,295
2020,10,90,"1,691",22,38,16,38,42,59,103,68,50,54,74,80,30,98,57,72,52,74,103,45,85,50,43,76,35,74,105,48
2020,10,100,120,6,3,6,4,5,8,4,4,3,4,2,13,2,10,1,1,3,4,8,0,3,3,6,2,4,5,4,2
2020,11,총,"431,256","5,037","6,886","4,935","3,291","7,997","11,855","38,664","19,564","12,483","13,353","23,554","10,743","6,029","19,007","16,469","16,292","7,974","16,573","13,935","14,412","30,512","14,167","11,417","12,723","2,685","22,650","38,209","29,840"
2020,11,0,"33,700",231,272,266,87,563,451,"2,660","1,778",578,942,"2,205",405,553,"1,449","1,117","1,147",317,941,480,"1,000","2,455","1,211",679,513,72,"2,704","3,992","4,632"
2020,11,10,"43,152",199,483,316,123,561,712,"3,853","2,260",946,"1,435","2,367",690,529,"1,492","1,966","1,507",649,"1,412",862,"1,721","4,714","1,743","1,076",805,152,"2,565","4,190","3,824"
2020,11,20,"62,718",979,"1,349",887,511,950,"2,235","7,215","2,592","1,815","2,010","3,095","1,367",734,"2,342","2,462","2,635","1,127","2,371","1,654","2,344","4,803","2,014","1,882","1,951",251,"2,817","5,235","3,091"
2020,11,30,"55,688",972,774,713,411,"1,127","1,687","4,733","2,309","1,383","1,540","3,586",992,833,"2,641","1,660","2,027",803,"1,876","1,309","1,716","2,964","1,703","1,256","1,483",221,"3,603","5,996","5,370"
2020,11,40,"67,685",617,907,717,418,"1,166","1,604","5,674","3,114","1,695","1,909","3,845","1,315",953,"2,682","2,516","2,462","1,062","2,255","1,653","2,455","5,809","2,319","1,692","1,589",253,"4,051","6,665","6,288"
2020,11,50,"71,943",686,960,714,573,"1,240","1,900","6,722","3,143","2,189","2,394","3,818","1,852",921,"3,192","3,070","2,659","1,393","2,966","2,677","2,656","5,583","2,462","2,188","2,506",556,"3,371","5,900","3,652"
2020,11,60,"53,220",694,"1,020",649,572,"1,191","1,651","4,480","2,641","2,098","1,863","2,752","2,079",759,"2,770","2,167","2,069","1,297","2,650","2,760","1,491","2,316","1,552","1,526","2,142",560,"1,963","3,622","1,886"
2020,11,70,"29,337",457,739,472,390,879,"1,105","2,364","1,256","1,236",838,"1,352","1,386",512,"1,639","1,027","1,197",930,"1,492","1,638",716,"1,171",755,787,"1,106",372,"1,000","1,771",750
2020,11,80,"11,993",174,340,180,162,272,441,850,399,490,365,458,568,204,691,426,516,342,529,790,269,612,355,282,551,209,492,730,296
2020,11,90,"1,701",22,39,15,39,43,61,109,68,50,54,74,76,29,98,57,72,51,77,105,44,84,50,43,75,35,78,104,49
2020,11,100,119,6,3,6,5,5,8,4,4,3,3,2,13,2,11,1,1,3,4,7,0,1,3,6,2,4,6,4,2
2020,12,총,"430,431","5,040","6,867","4,905","3,273","7,943","11,842","38,683","19,487","12,410","13,180","23,770","10,714","6,017","19,028","16,450","16,237","7,961","16,456","13,908","14,390","30,499","14,126","11,350","12,728","2,671","22,605","38,182","29,709"
2020,12,0,"33,549",230,269,260,86,553,446,"2,672","1,770",572,924,"2,222",402,546,"1,447","1,118","1,136",307,919,463,"1,011","2,462","1,209",667,512,71,"2,693","3,994","4,588"
2020,12,10,"42,971",204,475,313,123,565,703,"3,835","2,258",937,"1,420","2,378",682,533,"1,487","1,967","1,487",654,"1,391",860,"1,713","4,703","1,736","1,059",812,151,"2,548","4,165","3,812"
2020,12,20,"62,504",970,"1,353",897,512,940,"2,224","7,240","2,561","1,783","1,969","3,121","1,355",738,"2,332","2,434","2,637","1,124","2,352","1,659","2,323","4,772","1,996","1,870","1,953",251,"2,815","5,219","3,104"
2020,12,30,"55,549",976,782,712,407,"1,117","1,701","4,752","2,288","1,374","1,504","3,633",997,833,"2,631","1,661","2,019",796,"1,847","1,296","1,723","2,978","1,686","1,264","1,479",220,"3,590","5,982","5,301"
2020,12,40,"67,402",616,896,727,409,"1,157","1,594","5,644","3,096","1,677","1,896","3,870","1,309",947,"2,699","2,497","2,432","1,059","2,236","1,630","2,455","5,775","2,303","1,668","1,590",249,"4,034","6,661","6,276"
2020,12,50,"71,836",689,962,693,571,"1,238","1,911","6,719","3,126","2,185","2,369","3,860","1,839",915,"3,191","3,067","2,648","1,397","2,946","2,683","2,650","5,588","2,478","2,171","2,494",553,"3,363","5,883","3,647"
2020,12,60,"53,337",696,"1,010",635,571,"1,171","1,660","4,483","2,648","2,097","1,849","2,787","2,082",755,"2,789","2,174","2,083","1,298","2,648","2,770","1,486","2,340","1,550","1,531","2,144",558,"1,980","3,658","1,884"
2020,12,70,"29,414",457,741,468,390,878,"1,092","2,379","1,266","1,244",831,"1,351","1,389",516,"1,645","1,040","1,202",929,"1,500","1,637",720,"1,175",760,788,"1,115",370,"1,000","1,779",752
2020,12,80,"12,032",175,336,178,160,276,444,844,407,489,361,471,564,203,698,431,521,341,535,797,265,617,353,281,552,209,498,730,296
2020,12,90,"1,718",21,40,16,39,43,59,111,63,49,54,75,82,29,98,60,71,53,78,106,44,88,52,45,75,35,78,107,47
2020,12,100,119,6,3,6,5,5,8,4,4,3,3,2,13,2,11,1,1,3,4,7,0,1,3,6,2,4,6,4,2
2021,1,총,"430,516","5,036","6,857","4,910","3,267","7,883","11,854","38,522","19,495","12,358","13,102","23,784","10,689","5,974","20,255","16,305","16,070","7,935","16,338","13,870","14,347","30,449","14,100","11,286","12,750","2,653","22,601","38,187","29,639"
2021,1,0,"33,347",227,270,263,83,544,444,"2,646","1,755",563,899,"2,200",401,543,"1,556","1,099","1,112",296,899,459,"1,002","2,439","1,198",661,504,72,"2,702","3,978","4,532"
2021,1,10,"42,829",198,468,306,118,560,683,"3,791","2,276",930,"1,420","2,376",674,526,"1,605","1,921","1,471",646,"1,377",856,"1,699","4,674","1,737","1,047",821,143,"2,535","4,149","3,822"
2021,1,20,"62,360",961,"1,356",914,512,910,"2,226","7,214","2,551","1,771","1,940","3,081","1,354",735,"2,501","2,427","2,612","1,132","2,329","1,636","2,319","4,771","1,992","1,840","1,949",247,"2,788","5,193","3,099"
2021,1,30,"55,559",979,779,715,410,"1,106","1,723","4,717","2,281","1,372","1,487","3,634",997,816,"2,863","1,632","1,991",777,"1,811","1,301","1,706","2,967","1,684","1,269","1,485",214,"3,583","6,003","5,257"
2021,1,40,"67,434",619,890,730,399,"1,157","1,586","5,612","3,104","1,658","1,895","3,900","1,303",940,"2,900","2,461","2,400","1,052","2,219","1,627","2,440","5,755","2,295","1,659","1,600",247,"4,055","6,641","6,290"
2021,1,50,"71,885",693,972,680,571,"1,238","1,908","6,695","3,111","2,174","2,346","3,884","1,832",917,"3,387","3,043","2,613","1,399","2,924","2,658","2,658","5,613","2,478","2,153","2,485",545,"3,359","5,883","3,666"
2021,1,60,"53,606",695,"1,002",637,579,"1,164","1,666","4,503","2,664","2,094","1,859","2,802","2,077",747,"2,921","2,178","2,087","1,303","2,653","2,776","1,488","2,342","1,545","1,536","2,149",566,"1,994","3,704","1,875"
2021,1,70,"29,527",457,743,461,388,872,"1,104","2,379","1,273","1,244",830,"1,357","1,387",517,"1,695","1,049","1,195",930,"1,500","1,646",722,"1,183",763,795,"1,122",371,999,"1,784",761
2021,1,80,"12,107",179,332,183,162,283,449,851,411,500,367,472,567,199,717,435,514,343,540,795,268,617,353,278,555,208,504,734,291
2021,1,90,"1,740",22,42,15,40,43,57,111,65,49,56,75,84,32,98,59,74,54,82,108,45,86,52,42,78,36,76,114,45
