년도,월,나이,서울특별시 동대문구,서울특별시 동대문구 용신동,서울특별시 동대문구 제기동,서울특별시 동대문구 전농제1동,서울특별시 동대문구 전농제2동,서울특별시 동대문구 답십리제1동,서울특별시 동대문구 답십리제2동,서울특별시 동대문구 장안제1동,서울특별시 동대문구 장안제2동,서울특별시 동대문구 청량리동,서울특별시 동대문구 회기동,서울특별시 동대문구 휘경제1동,서울특별시 동대문구 휘경제2동,서울특별시 동대문구 이문제1동,서울특별시 동대문구 이문제2동
2020,2,0,"21,824","1,367","1,082","1,994","1,327","2,802","1,942","2,651","2,975",929,508,729,"1,363",765,"1,390"
2020,2,10,"25,097","1,526","1,440","2,073","1,815","2,027","2,201","2,698","2,946","1,245",749,869,"2,159","1,430","1,919"
2020,2,20,"55,144","5,749","4,167","4,703","2,414","4,025","4,072","5,201","3,876","2,492","2,896","3,123","5,111","4,495","2,820"
2020,2,30,"51,255","5,276","3,390","4,472","2,381","5,533","4,509","6,433","5,209","2,503","1,476","2,152","3,070","2,246","2,605"
2020,2,40,"52,345","4,336","3,230","4,531","3,166","4,693","4,604","6,439","5,790","2,794","1,364","1,843","3,602","2,603","3,350"
2020,2,50,"54,489","4,774","3,910","5,010","3,336","4,361","5,143","6,121","5,018","3,770","1,208","2,240","3,539","2,649","3,410"
2020,2,60,"45,144","3,971","3,805","4,079","2,586","3,114","4,101","5,172","4,096","3,748",961,"1,702","2,917","2,195","2,697"
2020,2,70,"28,024","2,586","2,578","2,529","1,617","1,829","2,472","2,816","2,225","2,480",702,"1,108","1,782","1,516","1,784"
2020,2,80,"10,916","1,074","1,093","1,040",715,739,962,860,712,978,321,454,645,659,664
2020,2,90,"1,547",160,145,144,72,106,113,145,114,136,57,68,104,97,86
2020,2,100,287,23,23,41,9,30,20,22,15,31,11,8,10,35,9
2020,3,총,"346,156","30,926","24,888","30,587","19,415","29,204","30,066","38,633","33,074","21,017","10,261","14,346","24,355","18,680","20,704"
2020,3,0,"21,750","1,366","1,076","1,985","1,310","2,785","1,919","2,647","2,968",918,505,804,"1,343",759,"1,365"
2020,3,10,"25,089","1,516","1,453","2,067","1,822","2,024","2,173","2,690","2,936","1,234",743,882,"2,186","1,432","1,931"
2020,3,20,"55,488","5,826","4,206","4,689","2,414","4,032","4,079","5,215","3,920","2,470","2,951","3,150","5,142","4,569","2,825"
2020,3,30,"51,236","5,280","3,368","4,497","2,351","5,512","4,518","6,446","5,224","2,475","1,452","2,231","3,067","2,207","2,608"
2020,3,40,"52,086","4,311","3,217","4,483","3,144","4,680","4,547","6,427","5,813","2,770","1,364","1,839","3,604","2,568","3,319"
2020,3,50,"54,332","4,767","3,891","4,999","3,346","4,341","5,124","6,125","5,006","3,752","1,191","2,201","3,550","2,640","3,399"
2020,3,60,"45,248","3,993","3,817","4,110","2,609","3,126","4,110","5,215","4,122","3,759",960,"1,640","2,898","2,187","2,702"
2020,3,70,"28,093","2,599","2,591","2,517","1,616","1,833","2,497","2,836","2,238","2,481",705,"1,073","1,801","1,523","1,783"
2020,3,80,"10,985","1,087","1,103","1,053",720,743,963,859,717,988,321,448,648,661,674
2020,3,90,"1,559",157,141,146,74,98,116,151,114,139,58,70,106,99,90
2020,3,100,290,24,25,41,9,30,20,22,16,31,11,8,10,35,8
2020,4,총,"345,793","30,868","24,928","30,518","19,381","29,231","30,007","38,674","33,110","20,995","10,299","13,994","24,414","18,654","20,720"
2020,4,0,"21,632","1,346","1,075","1,964","1,297","2,793","1,909","2,650","2,971",911,498,794,"1,322",745,"1,357"
2020,4,10,"24,944","1,496","1,455","2,053","1,821","2,024","2,148","2,663","2,919","1,226",742,864,"2,199","1,418","1,916"
2020,4,20,"55,680","5,877","4,224","4,692","2,409","4,019","4,085","5,237","3,930","2,467","2,993","3,126","5,177","4,594","2,850"
2020,4,30,"51,100","5,239","3,371","4,479","2,352","5,490","4,524","6,442","5,223","2,471","1,460","2,209","3,039","2,208","2,593"
2020,4,40,"51,893","4,278","3,204","4,467","3,127","4,700","4,513","6,422","5,808","2,753","1,351","1,785","3,615","2,550","3,320"
2020,4,50,"54,191","4,765","3,888","4,969","3,344","4,318","5,127","6,121","5,004","3,742","1,202","2,125","3,560","2,627","3,399"
2020,4,60,"45,340","3,994","3,834","4,126","2,622","3,156","4,105","5,252","4,156","3,769",957,"1,556","2,918","2,178","2,717"
2020,4,70,"28,072","2,594","2,588","2,513","1,606","1,839","2,502","2,832","2,239","2,498",704,"1,027","1,808","1,535","1,787"
2020,4,80,"11,080","1,096","1,121","1,067",723,758,958,881,730,983,324,433,659,665,682
2020,4,90,"1,565",159,143,146,71,104,115,151,113,144,57,67,106,98,91
2020,4,100,296,24,25,42,9,30,21,23,17,31,11,8,11,36,8
2020,5,총,"345,815","30,901","24,977","30,512","19,367","29,246","29,937","38,744","33,180","20,978","10,370","13,863","24,419","18,586","20,735"
2020,5,0,"21,584","1,340","1,085","1,956","1,294","2,786","1,898","2,647","2,979",897,486,801,"1,328",739,"1,348"
2020,5,10,"24,802","1,491","1,446","2,046","1,799","2,018","2,138","2,665","2,906","1,219",741,850,"2,172","1,396","1,915"
2020,5,20,"55,941","5,927","4,276","4,674","2,414","4,036","4,045","5,261","3,940","2,481","3,061","3,128","5,208","4,609","2,881"
2020,5,30,"51,044","5,254","3,358","4,464","2,360","5,449","4,537","6,425","5,245","2,460","1,459","2,203","3,052","2,202","2,576"
2020,5,40,"51,751","4,256","3,186","4,467","3,116","4,698","4,501","6,435","5,812","2,734","1,346","1,758","3,611","2,528","3,303"
2020,5,50,"54,124","4,761","3,878","4,975","3,330","4,339","5,094","6,123","5,020","3,733","1,214","2,082","3,547","2,611","3,417"
2020,5,60,"45,443","3,991","3,842","4,151","2,633","3,171","4,116","5,289","4,159","3,793",965,"1,531","2,920","2,173","2,709"
2020,5,70,"28,123","2,589","2,610","2,527","1,614","1,855","2,509","2,830","2,253","2,490",700,"1,011","1,805","1,530","1,800"
2020,5,80,"11,136","1,107","1,127","1,069",721,761,962,897,735,996,329,425,656,666,685
2020,5,90,"1,569",161,144,140,77,101,116,149,114,144,58,66,109,97,93
2020,5,100,298,24,25,43,9,32,21,23,17,31,11,8,11,35,8
2020,6,총,"345,593","30,917","24,981","30,471","19,405","29,206","29,807","38,706","33,240","20,969","10,396","13,731","24,450","18,593","20,721"
2020,6,0,"21,501","1,331","1,078","1,947","1,304","2,772","1,889","2,635","3,001",889,470,801,"1,316",729,"1,339"
2020,6,10,"24,666","1,478","1,442","2,018","1,799","2,014","2,111","2,667","2,894","1,213",737,832,"2,161","1,387","1,913"
2020,6,20,"56,126","5,965","4,305","4,682","2,418","4,031","4,019","5,240","3,937","2,492","3,106","3,126","5,255","4,666","2,884"
2020,6,30,"50,989","5,274","3,360","4,442","2,372","5,427","4,520","6,405","5,285","2,446","1,454","2,195","3,048","2,188","2,573"
2020,6,40,"51,593","4,252","3,176","4,451","3,111","4,686","4,491","6,431","5,810","2,729","1,342","1,734","3,582","2,509","3,289"
2020,6,50,"53,931","4,719","3,865","4,977","3,310","4,335","5,049","6,097","5,004","3,731","1,214","2,028","3,567","2,604","3,431"
2020,6,60,"45,632","4,016","3,860","4,153","2,666","3,183","4,133","5,324","4,190","3,797",968,"1,531","2,926","2,185","2,700"
2020,6,70,"28,113","2,580","2,596","2,540","1,622","1,866","2,496","2,832","2,254","2,489",701,"1,001","1,810","1,520","1,806"
2020,6,80,"11,153","1,116","1,123","1,079",713,759,957,904,734,"1,004",334,411,665,673,681
2020,6,90,"1,587",162,151,139,79,102,121,147,114,148,59,63,108,97,97
2020,6,100,302,24,25,43,11,31,21,24,17,31,11,9,12,35,8
2020,7,총,"345,156","30,922","25,016","30,388","19,354","29,253","29,743","38,664","33,126","20,913","10,389","13,688","24,460","18,572","20,668"
2020,7,0,"21,379","1,317","1,068","1,930","1,289","2,773","1,875","2,620","2,977",872,466,800,"1,319",736,"1,337"
2020,7,10,"24,448","1,467","1,431","2,007","1,784","2,002","2,091","2,658","2,872","1,205",728,802,"2,147","1,366","1,888"
2020,7,20,"56,186","5,971","4,364","4,667","2,401","4,062","4,009","5,236","3,916","2,480","3,118","3,152","5,261","4,674","2,875"
2020,7,30,"50,808","5,282","3,324","4,420","2,364","5,400","4,515","6,392","5,242","2,425","1,457","2,193","3,056","2,179","2,559"
2020,7,40,"51,547","4,250","3,188","4,443","3,107","4,709","4,457","6,432","5,812","2,731","1,334","1,722","3,591","2,497","3,274"
2020,7,50,"53,808","4,711","3,857","4,974","3,295","4,342","5,040","6,089","4,964","3,711","1,218","2,013","3,562","2,615","3,417"
2020,7,60,"45,702","4,027","3,867","4,139","2,685","3,194","4,147","5,311","4,207","3,820",963,"1,531","2,919","2,173","2,719"
2020,7,70,"28,208","2,596","2,611","2,544","1,627","1,879","2,505","2,849","2,270","2,477",704,997,"1,814","1,527","1,808"
2020,7,80,"11,188","1,118","1,130","1,081",712,760,961,908,736,"1,013",331,408,672,675,683
2020,7,90,"1,579",158,151,140,79,101,122,144,113,149,59,61,107,95,100
2020,7,100,303,25,25,43,11,31,21,25,17,30,11,9,12,35,8
2020,8,총,"344,650","31,044","25,059","30,276","19,337","29,213","29,640","38,561","33,095","20,838","10,392","13,645","24,420","18,524","20,606"
2020,8,0,"21,225","1,312","1,054","1,921","1,282","2,767","1,869","2,577","2,970",857,466,799,"1,293",734,"1,324"
2020,8,10,"24,308","1,467","1,432","1,995","1,782","2,001","2,059","2,641","2,854","1,202",734,797,"2,130","1,340","1,874"
2020,8,20,"56,285","6,029","4,422","4,638","2,391","4,041","4,003","5,260","3,909","2,467","3,111","3,166","5,297","4,683","2,868"
2020,8,30,"50,609","5,310","3,290","4,397","2,386","5,370","4,491","6,368","5,209","2,405","1,451","2,170","3,040","2,166","2,556"
2020,8,40,"51,369","4,255","3,191","4,409","3,092","4,717","4,417","6,406","5,815","2,704","1,341","1,723","3,570","2,472","3,257"
2020,8,50,"53,632","4,709","3,863","4,949","3,287","4,327","5,006","6,056","4,961","3,695","1,212","1,997","3,560","2,611","3,399"
2020,8,60,"45,876","4,049","3,881","4,161","2,693","3,208","4,177","5,315","4,230","3,841",972,"1,532","2,916","2,176","2,725"
2020,8,70,"28,199","2,604","2,613","2,531","1,610","1,886","2,500","2,866","2,274","2,475",705,981,"1,818","1,530","1,806"
2020,8,80,"11,257","1,124","1,134","1,092",726,765,975,899,744,"1,014",328,410,674,683,689
2020,8,90,"1,585",160,153,140,77,100,122,147,112,149,60,60,110,95,100
2020,8,100,305,25,26,43,11,31,21,26,17,29,12,10,12,34,8
2020,9,총,"344,416","31,137","25,079","30,238","19,277","29,158","29,509","38,680","33,050","20,738","10,403","13,632","24,418","18,507","20,590"
2020,9,0,"21,150","1,316","1,053","1,900","1,269","2,752","1,855","2,597","2,959",864,458,797,"1,283",732,"1,315"
2020,9,10,"24,157","1,457","1,423","1,970","1,762","2,011","2,038","2,641","2,847","1,170",731,791,"2,127","1,329","1,860"
2020,9,20,"56,360","6,071","4,438","4,660","2,384","4,029","3,960","5,281","3,891","2,467","3,125","3,187","5,315","4,697","2,855"
2020,9,30,"50,498","5,327","3,282","4,390","2,362","5,345","4,499","6,363","5,189","2,372","1,458","2,167","3,044","2,156","2,544"
2020,9,40,"51,161","4,269","3,170","4,382","3,080","4,703","4,346","6,422","5,788","2,687","1,334","1,726","3,545","2,465","3,244"
2020,9,50,"53,604","4,703","3,868","4,933","3,277","4,313","4,994","6,087","4,971","3,672","1,217","1,983","3,552","2,618","3,416"
2020,9,60,"46,053","4,080","3,904","4,195","2,703","3,216","4,197","5,338","4,251","3,837",973,"1,523","2,926","2,164","2,746"
2020,9,70,"28,198","2,606","2,621","2,533","1,620","1,877","2,500","2,860","2,270","2,467",706,978,"1,821","1,534","1,805"
2020,9,80,"11,328","1,124","1,139","1,087",736,778,978,913,757,"1,021",329,407,681,682,696
2020,9,90,"1,600",159,154,145,73,103,121,151,111,152,60,63,112,95,101
2020,9,100,307,25,27,43,11,31,21,27,16,29,12,10,12,35,8
2020,10,총,"343,819","31,089","25,029","30,176","19,240","29,150","29,440","38,675","33,052","20,499","10,424","13,656","24,389","18,478","20,522"
2020,10,0,"21,010","1,301","1,035","1,895","1,259","2,734","1,859","2,581","2,944",835,449,801,"1,286",723,"1,308"
2020,10,10,"23,960","1,442","1,405","1,950","1,742","1,996","2,022","2,641","2,842","1,156",724,789,"2,099","1,316","1,836"
2020,10,20,"56,383","6,058","4,441","4,662","2,377","4,040","3,934","5,278","3,876","2,432","3,161","3,234","5,314","4,717","2,859"
2020,10,30,"50,297","5,307","3,266","4,386","2,342","5,322","4,474","6,343","5,185","2,331","1,446","2,176","3,040","2,148","2,531"
2020,10,40,"51,005","4,259","3,164","4,350","3,075","4,703","4,340","6,416","5,775","2,644","1,333","1,715","3,553","2,454","3,224"
2020,10,50,"53,465","4,700","3,864","4,920","3,284","4,321","4,979","6,080","4,971","3,624","1,221","1,959","3,535","2,602","3,405"
2020,10,60,"46,221","4,108","3,914","4,195","2,703","3,237","4,210","5,382","4,298","3,819",978,"1,537","2,927","2,170","2,743"
2020,10,70,"28,170","2,598","2,618","2,540","1,625","1,861","2,494","2,859","2,271","2,466",704,967,"1,826","1,531","1,810"
2020,10,80,"11,423","1,133","1,146","1,092",748,798,987,919,764,"1,019",336,407,688,689,697
2020,10,90,"1,577",158,149,142,74,107,120,149,109,145,60,61,109,93,101
2020,10,100,308,25,27,44,11,31,21,27,17,28,12,10,12,35,8
2020,11,총,"343,377","31,122","25,011","30,194","19,206","29,156","29,356","38,702","33,060","20,181","10,457","13,635","24,326","18,478","20,493"
2020,11,0,"20,916","1,293","1,035","1,890","1,255","2,745","1,850","2,558","2,913",822,460,803,"1,268",724,"1,300"
2020,11,10,"23,758","1,423","1,400","1,939","1,727","1,976","2,021","2,639","2,837","1,110",710,781,"2,073","1,294","1,828"
2020,11,20,"56,374","6,092","4,421","4,666","2,384","4,023","3,875","5,302","3,881","2,398","3,172","3,253","5,328","4,730","2,849"
2020,11,30,"50,251","5,335","3,269","4,384","2,317","5,312","4,497","6,327","5,185","2,275","1,458","2,184","3,031","2,154","2,523"
2020,11,40,"50,836","4,249","3,150","4,344","3,063","4,724","4,294","6,409","5,777","2,595","1,328","1,703","3,526","2,453","3,221"
2020,11,50,"53,377","4,689","3,858","4,920","3,298","4,303","4,973","6,087","4,964","3,556","1,227","1,945","3,547","2,595","3,415"
2020,11,60,"46,345","4,129","3,920","4,221","2,709","3,266","4,215","5,413","4,325","3,791",981,"1,532","2,926","2,184","2,733"
2020,11,70,"28,155","2,596","2,629","2,537","1,610","1,864","2,488","2,868","2,284","2,452",703,962,"1,822","1,522","1,818"
2020,11,80,"11,485","1,136","1,152","1,107",759,805,"1,002",924,767,"1,009",346,402,685,694,697
2020,11,90,"1,570",154,150,141,73,107,120,148,110,145,60,60,108,93,101
2020,11,100,310,26,27,45,11,31,21,27,17,28,12,10,12,35,8
2020,12,총,"342,837","31,190","24,994","30,204","19,181","29,099","29,209","38,710","33,039","19,870","10,473","13,631","24,297","18,477","20,463"
2020,12,0,"20,788","1,288","1,034","1,890","1,251","2,743","1,823","2,543","2,889",801,453,797,"1,263",714,"1,299"
2020,12,10,"23,647","1,425","1,396","1,915","1,721","1,975","2,012","2,635","2,844","1,102",706,774,"2,053","1,275","1,814"
2020,12,20,"56,331","6,136","4,415","4,680","2,381","4,017","3,837","5,292","3,881","2,348","3,178","3,284","5,324","4,719","2,839"
2020,12,30,"50,175","5,359","3,268","4,390","2,301","5,277","4,486","6,346","5,166","2,232","1,473","2,170","3,018","2,170","2,519"
2020,12,40,"50,630","4,238","3,136","4,337","3,058","4,712","4,232","6,385","5,784","2,537","1,329","1,700","3,530","2,441","3,211"
2020,12,50,"53,262","4,692","3,846","4,921","3,293","4,290","4,979","6,070","4,952","3,475","1,236","1,937","3,535","2,618","3,418"
2020,12,60,"46,393","4,136","3,927","4,228","2,719","3,269","4,201","5,442","4,334","3,772",981,"1,529","2,930","2,189","2,736"
2020,12,70,"28,195","2,603","2,632","2,550","1,616","1,865","2,493","2,881","2,292","2,421",707,962,"1,828","1,525","1,820"
2020,12,80,"11,521","1,130","1,158","1,107",757,811,"1,001",942,770,"1,008",342,408,697,694,696
2020,12,90,"1,582",157,155,140,73,109,123,147,110,146,56,60,107,96,103
2020,12,100,313,26,27,46,11,31,22,27,17,28,12,10,12,36,8
2021,1,총,"342,034","31,235","24,929","30,088","19,133","29,137","29,157","38,723","32,980","19,689","10,473","13,532","24,197","18,359","20,402"
2021,1,0,"20,553","1,272","1,019","1,872","1,247","2,735","1,822","2,523","2,842",778,451,782,"1,243",690,"1,277"
2021,1,10,"23,514","1,421","1,380","1,906","1,726","1,969","2,003","2,642","2,848","1,085",686,756,"2,025","1,255","1,812"
2021,1,20,"56,085","6,160","4,397","4,643","2,364","4,028","3,801","5,286","3,886","2,307","3,189","3,276","5,278","4,646","2,824"
2021,1,30,"49,944","5,380","3,267","4,356","2,286","5,269","4,479","6,343","5,095","2,207","1,474","2,130","3,000","2,166","2,492"
2021,1,40,"50,441","4,224","3,111","4,297","3,055","4,707","4,186","6,378","5,818","2,518","1,318","1,685","3,524","2,412","3,208"
2021,1,50,"53,221","4,702","3,847","4,925","3,275","4,312","4,983","6,060","4,962","3,425","1,245","1,931","3,528","2,624","3,402"
2021,1,60,"46,567","4,160","3,925","4,241","2,724","3,284","4,231","5,458","4,332","3,782",989,"1,531","2,953","2,201","2,756"
2021,1,70,"28,187","2,598","2,630","2,549","1,612","1,870","2,496","2,899","2,295","2,403",706,963,"1,818","1,528","1,820"
2021,1,80,"11,603","1,138","1,172","1,106",758,821,"1,010",962,768,"1,010",345,405,707,700,701
2021,1,90,"1,603",154,154,147,75,110,124,145,116,146,58,63,109,100,102
2021,1,100,316,26,27,46,11,32,22,27,18,28,12,10,12,37,8
2021,2,총,"341,756","31,277","24,947","29,970","19,083","29,243","29,076","38,696","32,889","19,589","10,472","13,648","24,216","18,298","20,352"
2021,2,0,"20,338","1,247","1,019","1,847","1,225","2,706","1,813","2,497","2,822",763,440,793,"1,231",679,"1,256"
2021,2,10,"23,510","1,415","1,391","1,896","1,725","1,991","1,977","2,639","2,829","1,082",690,769,"2,032","1,263","1,811"
2021,2,20,"56,037","6,170","4,385","4,604","2,341","4,085","3,781","5,287","3,845","2,286","3,207","3,337","5,298","4,615","2,796"
2021,2,30,"49,780","5,407","3,246","4,311","2,259","5,282","4,481","6,326","5,073","2,192","1,466","2,125","2,979","2,156","2,477"
2021,2,40,"50,355","4,232","3,113","4,281","3,059","4,732","4,148","6,361","5,816","2,498","1,309","1,703","3,508","2,398","3,197"
2021,2,50,"53,195","4,698","3,846","4,921","3,267","4,313","4,961","6,057","4,951","3,412","1,246","1,940","3,550","2,620","3,413"
2021,2,60,"46,726","4,187","3,947","4,258","2,751","3,309","4,246","5,477","4,335","3,780",989,"1,533","2,958","2,200","2,756"
2021,2,70,"28,158","2,593","2,626","2,545","1,598","1,847","2,504","2,905","2,306","2,385",709,964,"1,818","1,523","1,835"
2021,2,80,"11,728","1,146","1,191","1,115",772,835,"1,017",978,781,"1,016",345,411,714,707,700
2021,2,90,"1,606",155,156,146,75,110,127,142,113,147,59,62,115,99,100
2021,2,100,323,27,27,46,11,33,21,27,18,28,12,11,13,38,11
2021,3,총,"338,875","31,006","24,690","29,536","18,954","29,052","28,842","38,445","32,698","19,256","10,397","13,667","24,114","18,015","20,203"
2021,3,0,"20,219","1,237","1,013","1,837","1,218","2,696","1,802","2,497","2,803",753,439,797,"1,208",679,"1,240"
2021,3,10,"23,534","1,411","1,394","1,887","1,720","2,001","1,962","2,632","2,816","1,077",705,801,"2,052","1,279","1,797"
2021,3,20,"56,228","6,202","4,405","4,613","2,321","4,132","3,768","5,277","3,835","2,263","3,222","3,409","5,333","4,636","2,812"
2021,3,30,"49,544","5,417","3,217","4,241","2,251","5,298","4,448","6,313","5,049","2,166","1,460","2,136","2,952","2,148","2,448"
2021,3,40,"49,837","4,159","3,048","4,246","3,034","4,730","4,134","6,282","5,775","2,446","1,294","1,682","3,489","2,344","3,174"
2021,3,50,"52,649","4,650","3,802","4,856","3,253","4,245","4,905","6,039","4,927","3,354","1,242","1,929","3,512","2,559","3,376"
2021,3,60,"46,347","4,157","3,912","4,199","2,745","3,277","4,240","5,442","4,321","3,742",965,"1,515","2,955","2,140","2,737"
2021,3,70,"27,568","2,517","2,586","2,467","1,572","1,784","2,465","2,858","2,278","2,335",677,941,"1,798","1,460","1,830"
2021,3,80,"11,457","1,120","1,161","1,070",761,788,"1,000",969,779,987,341,399,712,680,690
2021,3,90,"1,417",131,142,112,76,93,115,128,107,129,51,55,100,85,93
2021,3,100,75,5,10,8,3,8,3,8,8,4,1,3,3,5,6
2021,4,총,"338,480","30,974","24,690","29,453","18,886","29,065","28,785","38,399","32,652","19,158","10,390","13,703","24,102","18,013","20,210"
2021,4,0,"20,127","1,230","1,004","1,829","1,201","2,689","1,800","2,480","2,794",742,428,794,"1,215",677,"1,244"
2021,4,10,"23,424","1,400","1,379","1,868","1,716","1,998","1,948","2,629","2,804","1,075",708,806,"2,050","1,261","1,782"
2021,4,20,"56,144","6,206","4,405","4,590","2,293","4,140","3,742","5,279","3,834","2,240","3,214","3,428","5,310","4,661","2,802"
2021,4,30,"49,476","5,424","3,204","4,210","2,242","5,298","4,444","6,317","5,004","2,155","1,479","2,137","2,968","2,140","2,454"
2021,4,40,"49,710","4,130","3,045","4,241","3,034","4,734","4,132","6,248","5,775","2,418","1,290","1,685","3,475","2,331","3,172"
2021,4,50,"52,522","4,632","3,806","4,852","3,234","4,222","4,878","6,020","4,929","3,330","1,231","1,935","3,514","2,567","3,372"
2021,4,60,"46,548","4,176","3,935","4,211","2,755","3,317","4,246","5,470","4,335","3,754",964,"1,522","2,959","2,141","2,763"
2021,4,70,"27,505","2,517","2,584","2,457","1,566","1,775","2,461","2,848","2,276","2,322",678,934,"1,792","1,463","1,832"
2021,4,80,"11,533","1,124","1,179","1,075",766,792,"1,013",972,787,987,346,403,716,679,694
2021,4,90,"1,414",130,139,112,76,92,118,127,106,131,51,56,100,88,88
2021,4,100,77,5,10,8,3,8,3,9,8,4,1,3,3,5,7
2021,5,총,"338,233","31,025","24,634","29,445","18,853","29,104","28,749","38,325","32,617","19,116","10,399","13,697","24,087","17,996","20,186"
2021,5,0,"20,072","1,222",994,"1,828","1,193","2,701","1,805","2,478","2,774",749,421,800,"1,199",672,"1,236"
2021,5,10,"23,285","1,395","1,379","1,849","1,717","1,985","1,933","2,625","2,800","1,062",699,793,"2,030","1,248","1,770"
2021,5,20,"56,169","6,194","4,406","4,585","2,266","4,176","3,740","5,261","3,832","2,225","3,233","3,435","5,341","4,677","2,798"
2021,5,30,"49,332","5,437","3,172","4,204","2,242","5,264","4,424","6,296","4,985","2,152","1,479","2,126","2,942","2,122","2,487"
2021,5,40,"49,557","4,143","3,013","4,237","3,023","4,748","4,119","6,221","5,769","2,407","1,291","1,681","3,453","2,315","3,137"
2021,5,50,"52,427","4,644","3,809","4,852","3,219","4,227","4,868","5,985","4,941","3,287","1,213","1,932","3,513","2,568","3,369"
2021,5,60,"46,762","4,198","3,948","4,228","2,770","3,338","4,262","5,469","4,333","3,784",984,"1,534","2,984","2,164","2,766"
2021,5,70,"27,489","2,522","2,577","2,464","1,566","1,768","2,452","2,864","2,280","2,314",677,933,"1,796","1,453","1,823"
2021,5,80,"11,631","1,136","1,185","1,074",775,795,"1,026",987,789,"1,001",348,406,725,680,704
2021,5,90,"1,431",129,141,116,79,93,117,130,106,130,53,54,102,92,89
2021,5,100,78,5,10,8,3,9,3,9,8,5,1,3,2,5,7
2021,6,총,"338,040","31,009","24,625","29,459","18,819","29,103","28,748","38,328","32,561","19,050","10,416","13,686","24,114","18,002","20,120"
2021,6,0,"19,982","1,221",994,"1,832","1,187","2,689","1,803","2,450","2,759",733,415,794,"1,201",673,"1,231"
2021,6,10,"23,245","1,404","1,367","1,846","1,719","1,989","1,931","2,629","2,808","1,059",705,785,"2,024","1,226","1,753"
2021,6,20,"56,158","6,171","4,407","4,602","2,254","4,177","3,730","5,272","3,809","2,207","3,243","3,453","5,345","4,701","2,787"
2021,6,30,"49,262","5,459","3,184","4,176","2,236","5,235","4,426","6,291","4,973","2,140","1,489","2,111","2,940","2,124","2,478"
2021,6,40,"49,475","4,121","3,008","4,250","3,013","4,769","4,107","6,223","5,753","2,389","1,289","1,661","3,455","2,319","3,118"
2021,6,50,"52,297","4,630","3,793","4,839","3,217","4,226","4,861","5,957","4,913","3,256","1,217","1,938","3,522","2,574","3,354"
2021,6,60,"46,971","4,227","3,963","4,243","2,775","3,352","4,288","5,496","4,367","3,794",980,"1,549","2,995","2,167","2,775"
2021,6,70,"27,465","2,509","2,574","2,469","1,564","1,761","2,447","2,868","2,269","2,330",674,931,"1,800","1,448","1,821"
2021,6,80,"11,678","1,135","1,183","1,074",776,800,"1,036","1,001",795,"1,005",352,408,731,677,705
2021,6,90,"1,427",127,142,121,75,96,116,131,106,132,51,53,98,88,91
2021,6,100,80,5,10,7,3,9,3,10,9,5,1,3,3,5,7
2021,7,총,"337,946","30,992","24,660","29,459","18,784","29,073","28,711","38,290","32,615","19,042","10,442","13,658","24,117","17,980","20,123"
2021,7,0,"19,912","1,208",993,"1,828","1,185","2,690","1,808","2,447","2,749",732,418,797,"1,171",675,"1,211"
2021,7,10,"23,134","1,396","1,359","1,839","1,710","1,976","1,912","2,616","2,819","1,052",699,785,"2,020","1,213","1,738"
